科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"3,362,541.53","3,125,341.85","5,543,654.56","1,803,843.74","1,193,978.55","935,450.82","380,191.63","715,437.89","1,802,284.15","5,351,817.77","9,067,816.59","5,409,312.48","13,428,079.47","23,170,153.32","32,780,325.64","11,210,895.85","36,692,988.29","59,204,157.93","82,698,386.01","20,024,128.84"
三、利润总额,"114,513,860.51","129,126,724.49","166,750,740.01","40,699,324.01","81,254,386.16","137,628,352.54","191,521,716.76","44,276,657.93","104,288,955.52","178,258,799.37","226,065,563.37","60,778,858.90","131,044,727.36","215,606,441.23","288,351,110.72","78,561,722.61","189,943,161.30","274,660,659.51","340,407,758.53","102,356,662.68"
资产减值损失,"3,249,184.05","3,670,885.92","2,661,454.56","1,096,099.35","1,298,068.61","2,771,438.89","3,000,582.32","1,192,463.96","2,601,541.28","4,714,979.61","8,740,585.19","1,293,767.79","14,420,985.78","24,987,180.07","54,511,176.14","6,320,131.84","10,632,099.56","12,661,982.43","41,907,549.75","8,330,876.78"
减:所得税,"22,779,184.03","25,867,977.92","29,960,761.79","7,942,198.86","15,072,982.58","24,229,703.47","32,059,555.25","5,993,474.45","19,486,007.70","32,036,286.52","37,964,847.25","11,154,028.20","25,243,735.67","39,326,737.97","63,259,559.38","15,477,835.38","53,361,828.92","62,097,065.22","91,727,701.35","21,398,949.85"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,"3,274,246.58","12,714,349.59","12,650,757.95","17,535,692.06","17,109,151.23","5,737,453.48","23,784,408.82","57,166,220.38","39,324,449.39","9,709,449.41","7,649,469.06","9,864,847.78","10,476,205.89","6,477,080.47"
四、净利润,"91,734,676.48","103,258,746.57","136,789,978.22","32,757,125.15","66,181,403.58","113,398,649.07","159,462,161.51","38,283,183.48","84,802,947.82","146,222,512.85","188,100,716.12","49,624,830.70","105,800,991.69","176,279,703.26","225,091,551.34","63,083,887.23","136,581,332.38","212,563,594.29","248,680,057.18","80,957,712.83"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,"-589,826.77",,"18,337,695.57",,"29,836,530.65",,"1,659,209.90","1,712,207.58","2,441,102.84","1,097,782.58"
归属于母公司所有者的净利润,"91,734,676.48","103,529,869.38","137,684,356.61","33,085,167.82","67,010,924.97","113,849,852.07","161,267,521.77","38,878,525.01","85,504,250.46","142,829,855.52","177,494,663.92","44,142,550.08","94,569,994.32","159,425,120.22","214,193,185.05","64,275,613.38","127,597,126.41","198,143,299.35","241,172,082.63","71,711,372.41"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,"-271,122.81","-894,378.39","-328,042.67","-829,521.39","-451,203.00","-1,805,360.26","-595,341.53","-701,302.64","3,392,657.33","10,606,052.20","5,482,280.62","11,230,997.37","16,854,583.04","10,898,366.29","-1,191,726.15","8,984,205.97","14,420,294.94","7,507,974.55","9,246,340.42"
