科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"19,090,919.76","25,174,118.30","29,175,435.83","8,439,113.95","19,944,903.48","31,599,506.67","40,587,931.86","13,094,998.20","30,302,614.47","48,281,600.65","71,536,027.69","21,471,191.86","42,886,722.72","63,116,410.40","85,417,746.64","20,964,951.36","42,608,078.67","64,951,110.60","96,843,269.75","23,636,987.78","61,652,886.01","97,491,883.02","136,521,540.67","30,441,408.97","64,334,655.92","107,789,513.05","161,554,768.82","43,188,479.13","86,515,541.09","125,801,623.53","213,955,604.87","87,236,451.29","188,893,006.41","296,970,579.80","423,468,405.35","116,678,681.36","239,250,725.95"
取得借款收到的现金,"90,000,000.00","85,000,000.00","80,000,000.00","36,000,000.00","90,000,000.00","90,000,000.00","101,000,000.00","35,000,000.00","111,000,000.00","121,000,000.00","152,000,000.00","45,000,000.00","149,000,000.00","214,000,000.00","225,000,000.00","24,000,000.00","93,000,000.00","153,000,000.00","174,000,000.00","80,380,000.00","119,024,450.00","190,787,260.00","279,041,130.00","49,000,000.00","103,000,000.00","225,000,000.00","273,989,569.45","85,000,000.00","144,000,000.00","316,450,000.00","365,440,000.00","191,009,999.50","250,325,640.22","331,485,639.22","541,322,447.79","33,000,000.00","186,687,703.21"
支付的各项税费,"2,359,923.87","3,226,385.73","3,619,873.58","1,088,227.46","1,658,978.46","2,748,173.15","3,474,307.42","1,057,970.40","2,490,138.73","4,056,443.41","6,872,363.27","2,265,723.87","4,383,663.46","6,608,869.35","9,013,110.58","1,741,283.94","5,047,079.60","7,288,174.75","11,191,080.01","2,654,464.94","7,210,455.13","9,738,154.05","16,504,386.20","3,503,938.10","8,460,944.63","13,633,140.82","14,933,025.66","4,088,414.53","13,028,970.28","15,086,190.98","34,045,604.67","62,853,449.39","103,818,247.56","136,393,369.96","156,902,436.75","68,583,347.13","110,878,091.65"
收到其他与筹资活动有关的现金,,,,,,,,,,"77,885.95",,,,,,,,,,,,,,,,,"2,390,000.00",,,,"1,585,500.00",,,,"8,668,244.22",,
支付其他与经营活动有关的现金,"11,408,261.01","8,705,239.14","11,233,970.67","5,000,431.74","6,035,529.27","9,920,836.75","23,810,892.98","5,456,844.53","11,616,986.25","24,340,186.94","33,268,297.40","8,471,948.13","17,594,456.82","31,553,610.70","39,509,945.71","9,903,622.35","20,282,339.21","27,316,925.41","51,731,608.62","7,915,327.85","24,334,123.59","34,681,582.04","57,568,278.87","20,655,787.86","30,549,572.72","52,421,288.39","58,287,337.49","19,890,129.54","41,725,049.88","58,911,953.47","85,386,548.68","46,947,732.75","87,515,512.57","149,988,088.11","156,243,096.61","52,836,477.90","139,472,574.91"
筹资活动现金流入小计,"99,000,000.00","85,000,000.00","80,000,000.00","295,900,000.00","349,900,000.00","349,900,000.00","353,795,464.34","39,900,000.00","115,900,000.00","133,233,885.95","162,530,000.00","45,000,000.00","149,000,000.00","214,000,000.00","225,000,000.00","24,000,000.00","93,000,000.00","153,000,000.00","186,394,368.00","80,380,000.00","119,024,450.00","190,787,260.00","279,041,130.00","62,780,348.00","116,780,348.00","238,780,348.00","291,170,125.45","85,000,000.00","150,647,014.63","323,097,014.63","1,582,786,855.85","195,709,925.20","258,925,734.04","347,044,999.54","568,316,995.38","37,124,383.18","191,925,808.45"
经营活动现金流出小计,"110,465,504.74","132,484,699.22","138,066,840.10","39,717,616.41","78,931,974.49","129,166,938.65","192,703,158.92","68,004,362.20","155,097,807.98","257,770,186.05","388,507,477.95","87,294,690.68","176,220,674.41","281,350,023.81","381,999,574.66","93,575,463.73","210,034,653.01","318,769,835.49","430,758,518.20","100,978,543.22","316,442,185.59","485,833,984.36","616,535,185.63","123,960,283.11","257,277,763.97","492,687,564.97","653,285,644.88","169,449,741.87","389,508,973.63","592,371,244.09","917,877,706.06","392,992,060.55","876,111,412.23","1,283,278,234.81","1,686,729,495.60","476,545,692.85","968,531,301.53"
偿还债务支付的现金,"66,000,000.00","80,000,000.00","65,000,000.00","21,000,000.00","98,000,000.00","108,000,000.00","126,000,000.00","10,000,000.00","29,000,000.00","29,000,000.00","40,000,000.00","55,000,000.00","166,000,000.00","206,000,000.00","217,200,000.00","30,000,000.00","104,200,000.00","164,200,000.00","190,400,000.00","58,400,000.00","89,650,000.00","169,650,000.00","223,900,000.00","39,000,000.00","79,000,000.00","197,000,000.00","258,000,000.00","70,000,000.00","136,000,000.00","316,450,000.00","379,940,000.00","117,009,999.50","168,550,000.50","288,209,999.50","348,396,807.57","73,860,198.76","162,860,198.76"
经营活动产生的现金流量净额,"4,719,714.89","4,269,953.07","27,046,990.26","-8,255,347.29","17,517,739.19","30,597,549.36","20,540,331.71","-25,082,895.85","-41,685,236.41","-61,370,818.51","-59,634,647.83","-10,187,738.03","-6,563,175.95","-2,120,298.63","9,938,964.43","2,603,698.07","4,281,146.56","9,193,753.11","24,593,361.02","2,089,980.94","15,419,483.04","12,924,565.75","46,379,166.74","-1,076,061.18","16,149,239.72","31,467,833.00","78,202,109.31","11,758,790.51","28,210,973.88","44,465,993.19","167,219,357.84","18,233,644.23","70,496,802.83","188,622,608.93","395,699,701.22","-26,530,554.89","7,966,993.69"
分配股利、利润或偿还利息支付的现金,"4,737,953.30","6,389,859.16","5,988,870.03","1,373,182.19","2,839,118.72","4,011,888.99","4,943,396.07","839,834.78","2,579,091.78","4,802,407.18","8,111,059.22","2,929,585.06","5,788,635.57","8,596,562.05","11,400,817.89","2,746,599.24","7,823,319.97","8,647,650.87","11,433,067.22","2,472,185.73","7,612,862.58","11,012,794.98","16,028,154.43","3,073,370.44","11,187,107.91","15,770,529.04","18,556,901.96","2,562,745.29","6,932,646.87","12,607,181.47","17,010,362.79","2,664,348.16","5,438,667.33","19,623,896.20","25,772,358.53","4,713,736.58","9,034,044.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,300,000.00","78,068,908.74",,,"811,864,759.32","381,820,000.00","866,480,000.00"
支付其他与筹资活动有关的现金,,,,"6,818,951.17","8,786,221.22","8,786,221.22","3,248,334.22",,,,,,,,,,,,,,,,,"2,151,829.73",,,,,,,"4,261,244.22",,,,"229,184.80",,
取得投资收益收到的现金,,,,,,,,,,,"34,011.00",,,,,,"1,639,370.44",,"328,704.36",,,,"498,242.75",,,,"436,139.21",,"230,451.97","281,005.39","689,511.06","1,436,138.11","4,506,666.02","7,531,529.82","10,468,273.69","2,647,720.39","5,655,465.78"
筹资活动现金流出小计,"70,737,953.30","86,389,859.16","70,988,870.03","29,192,133.36","109,625,339.94","120,798,110.21","134,191,730.29","10,839,834.78","31,579,091.78","33,802,407.18","48,111,059.22","57,929,585.06","171,788,635.57","214,596,562.05","228,600,817.89","32,746,599.24","112,023,319.97","172,847,650.87","201,833,067.22","60,872,185.73","97,262,862.58","180,662,794.98","239,928,154.43","44,225,200.17","90,187,107.91","212,770,529.04","276,556,901.96","72,562,745.29","142,932,646.87","329,057,181.47","401,211,607.01","119,674,347.66","173,988,667.83","307,833,895.70","374,398,350.90","78,573,935.34","171,894,242.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,"59,225.00","96,063.35","48,300.00",,,"300,000.00","300,000.00","1,400.00","25,000.00","28,070.00",,,200.00,"1,000.00","41,700.00","100,700.00","100,700.00","580,560.00","1,155,906.96","342,364.99","656,641.99","766,991.37","156,617.91","73,570.00","121,865.00","199,852.00","170,164.48","112,423.00","142,423.00","198,667.00","851,756.07","89,600.00","97,760.00","325,932.48","809,006.48","1,536,150.00","2,206,822.00"
筹资活动产生的现金流量净额,"28,262,046.70","-1,389,859.16","9,011,129.97","266,707,866.64","240,274,660.06","229,101,889.79","219,603,734.05","29,060,165.22","84,320,908.22","99,431,478.77","114,418,940.78","-12,929,585.06","-22,788,635.57","-596,562.05","-3,600,817.89","-8,746,599.24","-19,023,319.97","-19,847,650.87","-15,438,699.22","19,507,814.27","21,761,587.42","10,124,465.02","39,112,975.57","18,555,147.83","26,593,240.09","26,009,818.96","14,613,223.49","12,437,254.71","7,714,367.76","-5,960,166.84","1,181,575,248.84","76,035,577.54","84,937,066.21","39,211,103.84","193,918,644.48","-41,449,552.16","20,031,565.69"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,549,920.00","1,549,920.00","1,549,920.00",,"1,147,725.00"
四、汇率变动对现金的影响,"-464,154.14","-369,853.97","-14,153.11","-53,601.62","-748,119.48","-532,071.61","-911,169.68","-45,483.51","-211,200.49","-288,350.14","-119,318.34","-73,256.37","-90,090.68","83,188.56","-69,120.29","-595,836.29","-1,351,129.29","-1,748,108.95","-731,085.85","-177,887.44","3,212,432.97","-1,135,061.88","-42,243.92","505,639.83","1,550,597.78","2,998,080.80","1,626,819.71","-281,228.41","2,965,900.87","2,127,592.36","879,604.61","3,015,423.09","-1,791,508.87","-3,614,591.63","-3,577,713.12","-1,401,078.41","-107,121.39"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,"29,131.98",,,,,"6,900,000.00",,,"6,900,000.00","27,350.66",,,,,"8,300,000.00","2,300,000.00",,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"59,225.00","96,063.35","48,300.00",,,"300,000.00","300,000.00","1,400.00","25,000.00","28,070.00","34,011.00",,200.00,"1,000.00","70,831.98","100,700.00","1,740,070.44","580,560.00","1,484,611.32","7,242,364.99","656,641.99","766,991.37","7,554,860.66","100,920.66","121,865.00","199,852.00","606,303.69","112,423.00","8,672,874.97","2,779,672.39","9,841,267.13","79,594,646.85","6,154,346.02","9,407,382.30","824,691,959.49","386,003,870.39","875,490,012.78"
五、现金及现金等价物净增加额,"10,979,953.85","-12,519,648.96","11,518,132.97","246,191,282.01","225,792,732.44","213,705,702.74","168,416,896.86","-15,536,954.68","-14,378,659.73","-53,364,493.82","-61,577,227.69","-36,422,074.52","-59,406,573.79","-44,545,634.73","-35,045,749.78","-14,734,735.10","-26,241,052.22","-25,435,526.07","-28,985,902.17","4,497,207.43","9,806,863.00","-18,301,815.40","19,119,138.04","-6,251,233.57","-7,654,425.65","-654,003.91","19,611,041.83","-132,844.43","16,455,453.05","-2,567,485.23","370,129,591.44","50,178,418.95","17,308,517.41","17,870,654.55","219,882,421.37","-73,855,172.85","-230,204,927.91"
购建固定资产、无形资产和其他长期资产支付的现金,"21,596,878.60","15,125,952.25","24,574,134.15","12,207,635.72","31,251,547.33","45,361,664.80","71,115,999.22","19,470,140.54","35,828,131.05","70,164,873.94","96,643,793.59","11,969,195.06","27,382,571.59","37,427,192.61","40,963,488.01","8,096,697.64","11,887,819.96","13,614,079.36","25,124,760.73","14,645,065.33","30,213,282.42","39,783,998.58","53,919,511.89","10,282,685.76","19,895,032.89","26,823,506.01","40,235,101.85","12,607,132.92","26,010,255.11","40,882,167.01","71,778,386.86","18,953,806.51","62,222,193.65","100,638,782.64","118,864,064.45","27,367,857.78","55,941,218.68"
期初现金及现金等价物余额,"10,389,803.46","21,369,757.31","8,850,108.35","20,368,241.32","20,368,241.32","20,368,241.32","20,368,241.32","188,785,138.18","188,785,138.18","188,785,138.18","188,785,138.18","127,207,910.49","127,207,910.49","127,207,910.49","127,207,910.49","92,162,160.71","92,162,160.71","92,162,160.71","92,162,160.71","63,176,258.54","63,176,258.54","63,176,258.54","63,176,258.54","82,295,396.58","82,295,396.58","82,295,396.58","82,295,396.58","101,906,438.41","101,906,438.41","101,906,438.41","101,906,438.41","476,597,274.07","476,597,274.07","476,597,274.07","472,036,029.85","694,424,951.22","694,424,951.22"
投资支付的现金,,,,,,"400,000.00",,,"21,000,000.00","21,000,000.00",,"1,262,300.00","2,582,300.00","4,485,770.00","422,120.00",,,,,,,,"19,966,109.12","4,193,370.00","23,096,743.00","23,096,743.00","35,202,312.52","3,024,540.00","3,024,540.00","3,024,540.00","133,024,540.00","107,747,066.25","73,747,066.25","115,117,066.25","826,561,286.65","363,110,000.00","1,077,645,160.00"
期末现金及现金等价物余额,"21,369,757.31","8,850,108.35","20,368,241.32","266,559,523.33","246,160,973.76","234,073,944.06","188,785,138.18","173,248,183.50","174,406,478.45","135,420,644.36","127,207,910.49","90,785,835.97","67,801,336.70","82,662,275.76","92,162,160.71","77,427,425.61","65,921,108.49","66,726,634.64","63,176,258.54","67,673,465.97","72,983,121.54","44,874,443.14","82,295,396.58","76,044,163.01","74,640,970.93","81,641,392.67","101,906,438.41","101,773,593.98","118,361,891.46","99,338,953.18","472,036,029.85","526,775,693.02","493,905,791.48","494,467,928.62","691,918,451.22","620,569,778.37","464,220,023.31"
