科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"15,169,678.20","17,483,784.57","19,554,374.01","5,481,624.99","10,968,305.02","16,302,171.12","22,498,718.58","5,428,973.25","12,819,293.25","19,992,258.47","27,755,854.30","8,479,560.22","17,035,425.60","25,562,482.18","36,992,392.55","10,615,854.59","20,992,438.88","31,383,839.24","673,973,835.52","167,684,967.95"
取得借款收到的现金,"80,000,000.00","80,000,000.00","126,875,422.00","56,499,600.00","56,499,600.00","56,499,600.00","56,499,600.00",,,,,"90,000,000.00","126,785,153.44","126,785,153.44","167,467,206.42","105,362,003.10","163,074,753.46","203,308,734.43","2,935,219,240.97","499,999,825.21"
支付的各项税费,"13,876,652.01","20,018,755.10","29,019,109.20","5,710,667.25","11,513,814.84","17,333,235.15","21,794,303.59","4,807,280.67","12,876,332.66","22,134,105.65","25,357,028.69","8,470,171.91","16,292,321.15","23,875,781.81","36,890,640.94","9,546,281.58","15,720,386.37","22,496,671.59","192,639,404.72","56,820,824.75"
收到其他与筹资活动有关的现金,,"10,000,000.00","5,820,000.00",,,,,,"300,000.00",,"1,733,100.00",,,,"710,000.00",,,,"15,355,168.23",
支付其他与经营活动有关的现金,"10,069,858.55","18,043,478.23","16,928,472.42","13,056,129.15","12,260,653.01","40,069,342.83","26,289,157.08","8,271,572.23","10,635,146.62","33,575,177.26","22,336,136.39","10,788,592.95","11,315,829.22","16,827,465.22","20,798,427.90","29,953,620.38","16,264,876.76","27,327,234.64","268,018,508.40","109,981,367.60"
筹资活动现金流入小计,"80,000,000.00","90,000,000.00","132,695,422.00","333,491,600.00","333,491,600.00","333,491,600.00","333,491,600.00",,"300,000.00",,"1,733,100.00","90,000,000.00","126,785,153.44","126,785,153.44","168,177,206.42","107,362,003.10","164,074,753.46","204,308,734.43","2,951,574,409.20","999,591,010.19"
经营活动现金流出小计,"428,583,447.91","505,290,066.00","663,805,870.66","189,557,259.14","357,523,272.52","526,225,456.06","655,308,306.22","192,288,735.77","348,132,202.31","565,220,484.95","790,123,404.60","231,108,095.04","444,121,835.38","669,027,559.93","959,499,872.46","310,254,460.66","507,416,956.22","801,712,726.47","6,504,224,844.75","1,502,412,981.86"
偿还债务支付的现金,"35,000,000.00","90,000,000.00","70,000,000.00","50,000,000.00","183,375,022.00","183,375,022.00","183,375,022.00",,,,,,"544,958.33","18,292,786.04","60,000,000.00","32,937,119.99","67,447,316.83","75,988,339.03","2,732,193,730.48","606,771,265.41"
经营活动产生的现金流量净额,"17,234,928.63","28,597,197.32","24,931,869.96","-23,518,312.60","-31,501,899.92","-49,228,075.62","16,149,644.46","-28,704,801.77","8,206,896.65","505,013.70","30,398,793.30","-12,759,693.51","11,326,867.79","55,278,727.42","21,311,357.11","-70,135,344.20","-10,666,874.15","16,789,387.58","633,577,583.86","64,914,240.81"
分配股利、利润或偿还利息支付的现金,"3,055,549.02","4,817,263.52","6,330,985.79","1,912,531.09","2,296,261.61","2,296,261.61","2,296,261.61",,"80,995,580.90","81,879,373.57","81,951,320.98","525,902.50","21,906,614.40","24,003,243.47","24,943,602.21","834,352.49","83,319,443.10","86,510,906.02","197,586,281.45","23,745,318.93"
收回投资收到的现金,,,,,,,,,"70,000,000.00","70,000,000.00","70,000,000.00",,,,,,,,,8.79
支付其他与筹资活动有关的现金,"1,066,800.00","929,100.00","487,000.00",,"138,650.00","138,650.00","6,072,654.32",,"2,040,000.00",,,,,,,,,,"63,548,419.08","36,003,847.42"
取得投资收益收到的现金,,,,,"688,109.59","688,109.59","1,623,913.15","684,750.14","1,198,695.35","684,750.14","1,288,983.02",,,,"49,994.29","112,857.64","111,836.01","124,534.44","112,043.40","252,830.15"
筹资活动现金流出小计,"39,122,349.02","95,746,363.52","76,817,985.79","51,912,531.09","185,809,933.61","185,809,933.61","191,743,937.93",,"83,035,580.90","81,879,373.57","81,951,320.98","525,902.50","22,451,572.73","42,296,029.51","84,943,602.21","33,771,472.48","150,766,759.93","162,499,245.05","2,993,328,431.01","666,520,431.76"
处置固定资产、无形资产和其他长期资产收回的现金净额,"35,373.00",,"16,800.00","200,500.00","200,500.00","200,500.00","200,500.00",,,"24,300.00",,,,,,,,,"1,368,549.99","144,351.37"
筹资活动产生的现金流量净额,"40,877,650.98","-5,746,363.52","55,877,436.21","281,579,068.91","147,681,666.39","147,681,666.39","141,747,662.07",,"-82,735,580.90","-81,879,373.57","-80,218,220.98","89,474,097.50","104,333,580.71","84,489,123.93","83,233,604.21","73,590,530.62","13,307,993.53","41,809,489.38","-41,754,021.81","333,070,578.43"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-283,212.50","-875,391.57","-239,438.15","170,551.85","243,378.02","2,249,883.73","3,619,903.84","-1,159,424.32","-89,819.67","-715,474.59","598,676.20","-254,305.35","-648,829.90","-1,922,551.08","-2,511,537.88","-1,237,320.10","-88,577.41","1,915,405.49","22,567,573.10","-159,053.95"
收到其他与投资活动有关的现金,,,,,,,,,"669,000.00","604,232.88","669,000.00",,"12,986.32","15,986.32","15,986.32",,,,"10,016,343.90","52,367,957.87"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"35,373.00",,"16,800.00","200,500.00","888,609.59","888,609.59","1,824,413.15","684,750.14","71,867,695.35","71,313,283.02","71,957,983.02",,"12,986.32","15,986.32","65,980.61","112,857.64","111,836.01","124,534.44","11,496,937.29","52,765,148.18"
五、现金及现金等价物净增加额,"12,053,461.16","-11,858,780.26","23,825,237.49","250,185,324.59","105,129,640.51","82,037,427.41","67,503,491.95","-37,953,080.95","-18,304,318.20","-64,122,238.76","-38,262,456.44","-12,858,951.44","21,483,389.30","23,310,171.67","-13,047,330.59","-2,149,317.09","-5,196,485.61","47,745,917.36","171,574,817.27","344,950,620.21"
购建固定资产、无形资产和其他长期资产支付的现金,"45,811,278.95","33,834,222.49","56,761,430.53","8,246,483.57","12,182,113.57","19,554,656.68","25,169,131.57","8,773,605.00","15,553,509.63","22,383,178.00","34,620,512.28","9,319,050.08","13,541,215.62","23,919,885.00","24,515,504.72","3,480,041.05","7,860,863.59","10,185,596.81","340,680,331.83","101,152,293.26"
期初现金及现金等价物余额,"52,175,751.63","64,229,212.79","52,370,432.53","76,195,670.02","76,195,670.02","76,195,670.02","76,195,670.02","144,368,161.97","143,699,161.97","143,699,161.97","143,699,161.97","105,436,705.53","105,436,705.53","105,436,705.53","105,436,705.53","92,389,374.94","92,389,374.94","92,389,374.94","660,239,642.23","831,814,459.50"
投资支付的现金,,,,,,,"70,000,000.00",,,,,"80,000,000.00","80,000,000.00","90,000,000.00","80,000,000.00","1,000,000.00",,,"22,935,120.62","4,488,000.00"
期末现金及现金等价物余额,"64,229,212.79","52,370,432.53","76,195,670.02","326,380,994.61","181,325,310.53","158,233,097.43","143,699,161.97","106,415,081.02","125,394,843.77","79,576,923.21","105,436,705.53","92,577,754.09","126,920,094.83","128,746,877.20","92,389,374.94","90,240,057.85","87,192,889.33","140,135,292.30","831,814,459.50","1,176,765,079.71"
