科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-3,207,992.44","-5,500,855.49","-9,107,075.15","-1,146,716.13","-2,905,952.06","-3,967,438.33","-19,008,798.25","-15,277,517.56","-35,781,853.07","-51,545,561.47","-79,288,134.05","-9,502,452.36","-37,039,470.00","-52,824,240.06","-71,724,163.15","-29,713,029.46","-42,863,671.97","-55,030,844.81","-86,557,861.84","-18,499,396.50","-31,614,289.52","-57,449,365.17","-82,029,433.48","-10,127,554.58","-42,185,251.33","-96,964,328.21","-152,896,391.70","-10,047,261.86","-97,563,400.84","-126,303,300.28","-226,063,754.62","21,619,476.40","65,500,627.65","218,299,111.47","265,411,287.66","257,430,070.75","-158,521,317.81","-367,680,813.03","-424,257,896.76","140,437,311.57"
三、利润总额,"390,383,145.55","604,794,146.50","766,212,054.21","240,076,919.89","427,056,193.39","752,288,425.37","1,142,902,106.20","307,447,075.66","607,521,921.07","1,014,588,525.62","1,727,369,561.78","405,657,832.75","846,603,921.37","1,451,415,369.27","2,313,605,647.70","530,091,028.91","1,123,181,823.86","2,036,867,463.70","3,385,954,342.42","778,049,538.84","1,708,178,178.67","3,093,139,431.41","5,206,342,370.77","1,232,306,121.71","2,617,992,962.13","4,437,072,012.30","6,750,041,732.39","1,384,440,172.15","3,042,733,909.37","5,355,814,735.44","8,310,178,348.51","1,798,871,762.27","3,844,590,043.10","6,783,557,662.85","10,486,820,482.36","2,156,042,224.08","4,773,388,871.30","8,183,784,107.49","12,438,432,863.48","1,860,101,354.01"
资产减值损失,"19,000,489.17","14,295,094.50","13,204,903.32","454,936.00","18,450,601.03","18,397,107.08","49,337,089.69",,"27,940,111.93","27,940,111.93","26,063,331.17",,"55,113,151.09","55,113,151.09","50,325,290.75",,"81,669,242.91","111,970,346.80","157,113,213.55","800,890.89","110,207,838.00","144,445,102.62","182,907,411.02","82,884,626.53","166,576,278.11","203,726,114.65","338,874,649.43","38,456,398.74","158,985,960.70","238,784,535.52","317,497,358.88","59,401,180.46","251,738,374.96","375,478,836.89","484,568,899.16","49,304,064.31","325,897,698.19","464,816,967.17","426,949,023.05","2,541,417.08"
减:所得税,"25,870,760.13","56,070,981.44","60,192,545.53","34,700,901.29","52,745,278.21","95,598,052.28","90,526,869.44","46,600,043.05","77,813,886.41","142,472,978.86","244,886,638.00","57,281,341.23","114,194,275.28","208,618,911.93","173,179,307.22","78,501,175.87","131,592,155.44","271,661,533.05","308,901,393.86","86,794,286.39","178,940,192.95","371,922,648.92","525,641,134.11","185,766,813.56","399,902,720.24","654,171,637.72","867,643,887.69","243,921,948.30","432,531,976.11","507,470,567.59","889,905,208.07","318,461,864.25","568,658,390.85","662,436,664.14","1,109,318,842.54","373,754,038.72","665,802,758.48","836,093,959.57","1,056,739,998.82","342,176,314.58"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,"-3,741,370.00","-1,078,610.00","3,032,932.74","-4,552,407.50","-10,606,627.36","-15,659,210.50","-16,154,643.25","-8,978,982.08","-8,281,896.32","-7,414,642.50","-40,171,578.80","4,304,484.96","38,552,490.41","38,626,739.56","42,090,091.11","-42,253,561.30","-6,102,548.02","5,191,145.93","13,406,932.17","3,301,205.32"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,"-2,409,204.52","-1,033,334.25",,"-499,972.93","-499,972.93","3,344,701.73","1,521,343.94","1,521,343.94","1,521,343.94","1,521,343.94",,"-96,220.07","-96,220.07","-295,093.96","4,806,707.52","13,116,304.06","18,778,244.08","38,674,251.79","2,373,479.45","61,780,361.67","97,105,528.05","151,024,364.74","44,740,853.90","79,164,642.85","93,188,502.30","148,673,437.25","10,185,437.22","26,451,500.90","42,207,125.49","40,493,287.66","26,616,724.90","49,652,189.10","46,547,777.20","44,650,105.12","21,904,699.06","78,267,116.16","61,182,269.35","51,929,640.63","15,739,354.54"
四、净利润,"364,512,385.42","548,723,165.06","706,019,508.68","205,376,018.60","374,310,915.18","656,690,373.09","1,052,375,236.76","260,847,032.61","529,708,034.66","872,115,546.76","1,482,482,923.78","348,376,491.52","732,409,646.09","1,242,796,457.34","2,140,426,340.48","451,589,853.04","991,589,668.42","1,765,205,930.65","3,077,052,948.56","691,255,252.45","1,529,237,985.72","2,721,216,782.49","4,680,701,236.66","1,046,539,308.15","2,218,090,241.89","3,782,900,374.58","5,882,397,844.70","1,140,518,223.85","2,610,201,933.26","4,848,344,167.85","7,420,273,140.44","1,480,409,898.02","3,275,931,652.25","6,121,120,998.71","9,377,501,639.82","1,782,288,185.36","4,107,586,112.82","7,347,690,147.92","11,381,692,864.66","1,517,925,039.43"
其中:对联营企业和合营企业的投资权益,,"197,844.17","-1,033,334.25",,"-499,972.93","-499,972.93","3,344,701.73","1,521,343.94","1,521,343.94","1,521,343.94","1,521,343.94",,"-96,220.07","-96,220.07","-295,093.96","-94,225.82","-214,567.66","-370,446.19","-454,672.64",,"-352,661.41","-352,661.41",,,,,,,,,,,,"3,502,450.80","-2,525,266.42","342,772.48","2,538,090.69","-1,618,218.28","-9,072,889.02","-3,572,139.83"
归属于母公司所有者的净利润,"364,516,727.69","548,845,783.69","705,577,126.21","204,976,023.76","373,814,840.43","655,445,907.43","1,051,804,319.23","260,754,875.01","527,197,860.66","868,986,552.68","1,481,012,967.98","347,519,303.17","729,888,601.71","1,238,179,827.72","2,136,873,134.55","450,431,943.01","985,692,975.54","1,760,161,935.59","3,066,648,532.90","686,633,248.08","1,519,601,397.82","2,709,720,516.36","4,665,368,689.94","1,044,641,900.05","2,206,521,734.73","3,769,986,801.45","5,869,049,646.23","1,143,615,399.83","2,606,846,455.38","4,849,957,525.28","7,422,261,983.16","1,480,816,885.32","3,291,546,056.70","6,152,814,186.52","9,410,855,084.82","1,815,964,569.77","4,147,395,535.86","7,395,803,151.00","11,352,869,241.32","1,536,118,222.96"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-4,342.27","-122,618.63","442,382.47","399,994.84","496,074.75","1,244,465.66","570,917.53","92,157.60","2,510,174.00","3,128,994.08","1,469,955.80","857,188.35","2,521,044.38","4,616,629.62","3,553,205.93","1,157,910.03","5,896,692.88","5,043,995.06","10,404,415.66","4,622,004.37","9,636,587.90","11,496,266.13","15,332,546.72","1,897,408.10","11,568,507.16","12,913,573.13","13,348,198.47","-3,097,175.98","3,355,477.88","-1,613,357.43","-1,988,842.72","-406,987.30","-15,614,404.45","-31,693,187.81","-33,353,445.00","-33,676,384.41","-39,809,423.04","-48,113,003.08","28,823,623.34","-18,193,183.53"
