科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,184,513,897.96","1,742,471,409.91","2,101,513,184.72","687,305,082.02","1,402,304,573.37","2,393,076,338.48","3,605,477,285.21","929,912,689.31","2,081,678,941.63","3,453,156,822.06","5,231,639,749.77","1,292,678,630.79","2,818,679,482.49","4,797,847,375.28","7,213,789,489.18","1,697,327,735.97","3,908,594,584.90","6,860,396,812.70","10,745,907,038.84","2,594,659,242.42","6,016,055,310.85","10,669,807,845.58","17,233,114,021.70","4,287,946,779.70","9,796,381,650.82","16,677,638,479.40","25,271,390,273.42","5,199,710,391.90","12,548,198,726.12","21,136,468,968.82","31,924,020,872.44","7,043,724,101.73","16,447,539,736.52","27,729,742,158.18","41,905,476,572.07","9,364,828,201.00","20,875,758,224.63","33,802,691,201.11","49,837,132,481.61","9,942,448,619.42"
二、营业利润,"343,106,755.09","535,208,109.07","658,373,057.26","215,222,705.66","381,411,318.96","691,856,031.68","986,072,671.24","280,820,113.96","577,669,809.31","984,026,896.46","1,471,751,171.78","356,449,044.24","740,236,507.46","1,267,021,227.52","1,989,498,069.48","474,614,000.31","975,061,696.19","1,780,108,855.13","2,946,952,880.93","666,390,350.76","1,452,567,244.19","2,671,556,786.65","4,377,564,181.26","980,704,532.19","2,171,904,576.40","3,756,159,099.13","5,493,993,483.96","1,060,184,191.42","2,408,788,067.70","4,415,429,561.98","6,830,100,717.35","1,448,373,435.13","3,812,354,251.94","6,684,153,914.15","10,443,111,610.45","2,144,555,767.89","4,704,822,624.64","8,075,128,076.87","12,335,663,429.72","1,841,666,790.31"
减:营业成本,"609,529,706.07","856,519,516.38","1,007,090,667.39","339,155,124.04","702,050,596.73","1,199,655,803.52","1,743,763,633.12","468,282,079.42","1,021,856,726.88","1,699,824,066.88","2,634,180,308.64","661,465,729.58","1,420,922,224.64","2,427,344,631.47","3,664,922,810.81","882,546,175.61","2,033,786,330.83","3,551,297,173.46","5,628,838,417.10","1,375,389,877.07","3,147,587,830.75","5,677,915,233.64","9,578,266,693.28","2,391,396,043.41","5,589,497,558.59","9,726,052,589.99","15,136,793,517.44","3,023,844,618.03","7,516,381,723.14","12,354,272,045.64","18,649,694,075.44","4,030,635,978.64","9,420,695,024.84","15,477,663,755.39","23,467,310,590.76","5,144,866,014.52","11,586,298,826.07","18,622,304,210.36","27,483,469,555.24","5,485,765,941.97"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,272,560.10","3,163,455.71","3,317,474.88","886,914.70","2,047,965.07","3,272,077.62","10,293,468.73","10,335,864.60","20,938,376.78","33,688,420.70","51,909,257.40","11,502,675.79","29,124,088.65","50,082,603.92","78,067,696.25","13,080,153.03","36,615,084.30","63,767,866.36","115,109,356.91","27,607,191.58","62,188,690.60","100,473,866.06","151,694,130.11","32,784,165.09","70,718,619.50","119,875,085.67","196,876,622.43","47,522,585.77","97,314,853.77","157,552,322.13","255,078,931.50","66,178,321.29","174,232,595.70","276,908,073.14","370,993,824.45","70,291,380.92","177,890,618.60","281,941,341.25","418,323,053.64","77,337,440.61"
营业外收入,"48,442,114.56","72,507,739.90","111,256,524.76","25,523,871.69","47,316,865.90","63,104,858.57","160,911,405.47","27,566,464.01","32,048,923.70","34,311,604.56","261,444,721.17","50,513,692.25","109,451,879.13","190,231,442.42","332,065,592.85","57,370,930.04","153,098,963.53","265,238,692.05","453,255,287.23","116,285,515.17","266,944,999.50","440,096,128.05","856,469,990.44","258,266,131.34","460,821,720.99","705,543,766.23","1,293,978,970.29","332,421,874.03","651,984,662.76","967,389,439.54","1,510,919,327.24","351,393,720.60","34,516,279.58","102,191,004.92","46,729,250.63","13,022,792.29","73,150,373.86","115,369,165.70","111,362,918.34","20,519,688.26"
销售费用,"117,771,764.23","190,881,516.89","226,804,562.79","74,114,125.69","167,302,097.61","274,116,683.09","464,914,629.86","103,932,820.80","267,129,765.16","431,972,473.22","625,552,479.18","150,137,800.27","335,648,461.40","575,914,393.08","731,872,615.80","175,978,641.01","418,855,245.34","683,757,988.33","927,426,449.52","261,613,832.14","645,126,817.09","1,046,928,112.37","1,533,250,114.26","428,031,683.14","913,527,801.58","1,446,377,402.12","2,179,045,314.71","520,294,932.05","1,211,831,544.28","2,007,702,021.31","2,991,273,819.81","700,619,566.15","1,726,924,956.22","2,960,426,405.60","4,430,220,065.13","1,084,628,143.59","2,649,393,264.42","4,175,942,610.35","5,892,500,406.52","1,317,557,509.65"
减:营业外支出,"1,165,724.10","2,921,702.47","3,417,527.81","669,657.46","1,671,991.47","2,672,464.88","4,081,970.51","939,502.31","2,196,811.94","3,749,975.40","5,826,331.17","1,304,903.74","3,084,465.22","5,837,300.67","7,958,014.63","1,893,901.44","4,978,835.86","8,480,083.48","14,253,825.74","4,626,327.09","11,334,065.02","18,513,483.29","27,691,800.93","6,664,541.82","14,733,335.26","24,630,853.06","37,930,721.86","8,165,893.30","18,038,821.09","27,004,266.08","30,841,696.08","895,393.46","2,280,488.42","2,787,256.22","3,020,378.72","1,536,336.10","4,584,127.20","6,713,135.08","8,593,484.58","2,085,124.56"
管理费用,"97,040,615.74","145,495,368.33","200,796,259.98","58,617,992.06","133,447,973.10","209,246,100.89","373,449,292.55","83,340,672.03","203,447,348.58","328,771,758.28","502,992,679.59","122,625,833.27","274,578,299.18","475,099,388.19","770,532,075.28","185,628,502.99","418,586,961.36","743,303,671.51","1,095,698,834.46","283,729,975.93","688,030,171.41","1,181,965,027.46","1,645,518,222.73","422,461,730.32","994,900,083.46","1,599,941,807.85","2,211,221,871.15","520,661,382.89","1,270,629,581.95","2,123,824,265.51","3,106,761,432.94","747,817,353.52","1,761,709,877.13","2,862,065,389.84","4,205,437,565.45","995,059,473.35","2,503,531,051.09","960,293,296.63","1,376,013,682.79","339,835,080.69"
其中:非流动资产处置净损失,"16,757.95","14,519.58","894,764.74",,"261,599.21","293,173.93","286,242.73","12,095.16","90,882.54","162,899.79","184,845.73","31,431.82","103,189.23","162,834.88","241,008.45","-27,090.89","133,628.40","234,842.99","377,499.14","-25,426.08","154,747.95","471,454.13","842,376.23","121,193.57","331,644.67","402,346.08","1,113,694.67","22,641.69","1,619,629.70","2,092,190.43","940,003.24","127,264.81","571,711.25","653,063.40",,,,,,
