科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"126,512,035.43","152,505,516.31","64,377,520.40","103,286,066.77","179,500,384.02","38,380,243.96","78,117,572.78","127,830,402.04","196,769,124.05","44,441,288.49","94,638,930.78","159,540,333.06","246,932,736.51","58,599,370.97","100,732,018.58","212,712,149.74","388,979,783.49","74,936,300.69","226,921,932.82","348,899,599.24","469,084,482.87","112,198,717.26","244,910,862.45","331,237,065.32","459,205,601.81","147,304,986.49","258,187,917.79","321,739,576.22","461,160,802.88","197,669,202.92","686,227,719.01","984,020,681.26","1,191,703,652.62","318,062,548.76","775,179,929.20","1,056,120,889.85","1,541,265,773.76","349,091,266.53","956,301,311.78","1,466,596,071.24","1,952,719,230.80","552,916,100.25"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101,962,192.58","101,962,192.58","101,962,192.58",,,,,,,,,
收到的税费返还,,,,,,,,,,,,,"731,696.31","101,919.05","101,919.05","102,991.24","111,379.77",,"93,027.99","93,027.99","93,027.99",,,,,,500.00,,,,,,,,"1,289,490.09","1,706,252.97","6,864,688.98",,"846,800.38","1,667,266.58","9,813,691.70","2,769,240.63"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294,654.25",,"29,089,747.09","59,848,200.00"
收到其他与经营活动有关的现金,"874,093.74","484,973.76","219,481.30","339,020.46","345,044.21","1,199,754.11","3,138,953.09","6,450,545.92","7,411,402.04","847,327.88","7,620,929.21","12,189,106.18","7,367,402.10","1,801,602.63","6,038,400.04","11,444,298.38","11,121,393.93","2,495,935.37","10,110,534.89","13,142,638.00","40,500,584.30","5,724,872.41","10,512,383.03","16,622,096.99","11,550,823.85","7,279,349.39","13,080,481.55","16,237,353.79","17,157,585.95","3,538,902.17","5,356,413.77","10,559,028.01","12,750,366.18","17,412,850.68","7,051,336.21","23,739,254.74","15,718,393.03","5,885,089.21","10,640,817.84","29,515,155.88","20,455,072.08","6,962,789.25"
投资活动现金流出小计,"8,276,842.23","18,575,547.83","10,131,383.99","10,492,725.49","10,273,178.42","16,840,459.36","29,080,711.28","42,470,257.68","51,425,290.77","16,596,287.67","34,721,389.70","76,570,558.67","99,667,593.15","23,163,317.17","12,021,092.23","32,696,514.61","62,723,879.52","27,161,843.51","44,453,486.94","81,475,728.48","114,416,576.40","13,896,063.98","18,822,235.75","36,000,108.66","41,412,563.73","5,814,009.40","42,227,965.85","108,783,529.29","122,122,243.53","169,845,872.10","153,298,493.49","154,799,684.80","469,267,388.37","435,440,312.62","482,973,697.89","507,354,279.90","468,255,429.19","173,482,975.69","396,326,278.12","600,123,178.28","75,567,297.40","114,656,467.53"
经营活动现金流入小计,"127,386,129.17","152,990,490.07","64,597,001.70","103,625,087.23","179,845,428.23","39,579,998.07","81,256,525.87","134,280,947.96","204,180,526.09","45,288,616.37","102,259,859.99","171,729,439.24","255,031,834.92","60,502,892.65","106,872,337.67","224,259,439.36","400,212,557.19","77,432,236.06","237,125,495.70","362,135,265.23","509,678,095.16","117,923,589.67","255,423,245.48","347,859,162.31","470,756,425.66","154,584,335.88","271,268,899.34","337,976,930.01","478,318,388.83","201,208,105.09","691,584,132.78","994,579,709.27","1,204,454,018.80","335,475,399.44","783,520,755.50","1,081,566,397.56","1,563,848,855.77","354,976,355.74","967,788,930.00","1,497,778,493.70","1,982,987,994.58","562,648,130.13"
投资活动产生的现金流量净额,"-8,276,842.23","-18,246,648.58","-10,029,411.87","-10,390,753.37","-10,171,206.30","-16,840,459.36","-29,080,711.28","-42,470,257.68","-51,425,290.77","-16,596,287.67","-34,721,389.70","-76,570,558.67","-99,667,593.15","-23,163,317.17","-12,021,092.23","-32,696,514.61","-60,573,320.83","-27,161,843.51","-44,453,486.94","-81,475,728.48","-114,386,204.99","-13,706,063.98","-18,822,235.75","-36,000,108.66","-40,333,717.58","-5,814,009.40","-42,227,965.85","-108,783,529.29","-122,122,243.53","-169,845,872.10","-153,298,493.49","-154,799,684.80","-453,206,984.35","-185,916,858.73","-137,860,509.29","-124,712,490.47","105,546,300.44","-147,037,104.74","-256,685,829.46","-405,197,189.54","-52,113,312.44","-45,367,736.44"
购买商品、接受劳务支付的现金,"93,209,612.19","111,316,967.23","35,319,555.80","56,089,031.62","103,622,282.46","49,777,819.14","85,875,199.66","121,580,665.95","161,592,353.75","51,888,131.71","104,579,198.38","151,237,155.41","229,208,050.79","40,804,697.72","73,576,622.17","158,830,361.25","270,856,234.50","45,465,552.92","141,012,890.57","226,993,253.20","246,433,662.28","50,131,452.36","110,907,557.76","151,231,515.33","233,715,011.52","81,942,320.59","121,301,782.21","173,315,681.74","292,428,555.08","97,463,338.25","356,776,559.07","535,865,800.82","747,610,496.74","204,266,633.44","506,451,875.61","659,916,467.21","867,207,738.08","221,009,812.42","624,969,971.15","984,592,627.85","1,295,129,782.80","277,891,465.02"
吸收投资收到的现金,,"29,380,000.00",,,"444,940,000.00",,,,,,,,,,,,,,,,,,,,"2,450,000.00",,,"4,800,000.00","4,800,000.00",,"591,999,995.14","591,999,995.14","591,999,995.14",,"240,096.98","240,096.98","286,446.81",,,,,
