科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"74,816,123.48","81,023,634.91","78,233,980.54","66,560,438.69","68,907,138.12","129,168,673.67","111,033,258.34","100,469,481.29","87,767,967.13","162,468,469.68","121,102,445.81","114,500,264.36","57,613,503.13","86,828,318.64","62,665,335.88"
短期借款,,,,,,,,,,,,,,"500,000.00",
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"10,467,910.50","1,944,000.00","1,491,093.81","2,699,744.00","600,000.00","771,028.94","606,400.00","532,171.56",,"1,226,000.00","236,909.96","5,234,232.00",,"4,667,958.06","604,237.96"
应付票据,,,,,,,,,,,,,,,
应收账款,"23,755,477.69","26,017,404.57","36,485,535.77","37,893,611.50","40,724,858.35","40,802,034.65","38,493,466.69","50,404,072.48","48,832,567.91","45,758,545.48","49,027,977.51","54,818,988.10","60,104,665.21","51,908,744.21","54,039,726.94"
应付账款,"6,318,752.50","2,882,527.07","4,919,995.75","7,712,822.46","8,368,479.26","9,978,932.06","10,407,615.31","22,653,188.80","22,997,957.22","14,191,014.88","10,738,043.81","14,389,305.79",,"15,547,249.25",
预付款项,"291,957.83","195,043.44","261,752.50","236,620.74","578,998.45","242,388.26","518,139.15","1,243,369.61","1,997,532.09","1,349,876.59","3,382,967.74","2,208,094.28","2,736,317.29","990,891.23","3,362,843.67"
预收款项,"10,908,400.50","14,977,864.15","8,780,531.15","4,935,547.73","7,393,373.14","12,271,007.52","16,149,974.96","13,604,921.03","14,364,443.26","10,287,678.04","11,567,905.89","17,912,882.54","17,551,798.51","15,846,926.59","20,107,667.97"
其他应收款,"232,750.00","2,862,142.39","2,869,127.22","3,301,176.02","3,555,403.00","866,827.29","1,598,637.95","851,172.54","1,776,438.94","679,743.44","755,174.07","398,969.86","1,000,507.59","629,192.76","1,346,196.62"
应付职工薪酬,"3,368,254.79","3,820,753.58","3,666,663.68","1,955,264.15","2,181,567.52","4,110,048.36","38,907.32","35,433.31",,"4,818,435.96","42,381.20","48,549.62","54,139.42","6,118,208.95","1,182,518.89"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"2,118,091.38","1,376,685.15","3,175,634.78","3,449,410.64","2,144,301.39","1,410,333.27","1,539,461.64","1,706,461.50","2,181,397.84","1,645,026.17","1,562,521.41","2,970,405.29","2,349,665.86","1,252,389.07","3,070,384.89"
应收利息,"208,102.78","111,160.10",,"256,669.86","186,163.02","15,028.77",,"96,657.54","157,834.24","42,250.00","6,027.40","210,542.34",,"154,421.92","150,927.17"
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"27,951,390.90","28,189,705.39","20,167,089.89","21,745,114.64","23,062,674.41","25,976,675.15","29,451,103.14","33,512,632.70","40,264,604.70","43,493,019.60","43,807,850.52","46,213,558.94","53,749,538.23","60,788,275.97","60,878,848.65"
其他应付款,"1,605.00",,,"500,000.00","501,700.00",,"1,346.79","72,817.88","32,966.57",,"38,980.33","4,400.00","3,000.00","744,842.42","5,016.46"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,"36,000.00",,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"903,646.57","781,764.49","609,118.51","818,064.29","445,798.00","71,055,411.56","83,592,470.75","71,438,609.31","81,674,037.19","4,086,240.60","34,669,138.84","35,124,849.42","89,795,819.19","59,097,589.54","80,352,806.76"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"138,627,359.75","141,160,855.29","140,117,698.24","133,511,439.74","138,061,033.35","268,898,068.29","265,293,476.02","258,548,167.03","262,470,982.20","259,104,145.39","252,988,491.85","258,709,499.30","265,000,350.64","264,910,970.41","263,249,996.48"
流动负债合计,"22,715,104.17","23,057,829.95","20,542,825.36","18,553,044.98","20,589,421.31","27,770,321.21","28,137,306.02","38,072,822.52","39,576,764.89","30,942,155.05","23,949,832.64","35,325,543.24","34,844,753.68","40,009,616.28","34,117,954.19"
可供出售金融资产,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"1,000,000.00","746,859.10","609,038.65","1,656,167.38"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"7,470,443.85","7,304,447.07","7,005,228.03","6,357,813.41","6,125,695.93","6,527,656.34","7,098,704.39","81,143,425.19","85,956,721.70","87,656,189.06","87,973,393.98","87,946,068.60","88,300,309.09","87,667,551.43","87,438,279.96"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,,"1,081,634.41","25,669,308.41","32,972,791.27","38,453,272.88","54,299,491.78","63,952,544.51",,,"180,180.18",,,,"679,611.65",
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,,
固定资产清理,,,,,,,,,,,,,,,
负债合计,"22,715,104.17","23,057,829.95","20,542,825.36","18,553,044.98","20,589,421.31","27,770,321.21","28,137,306.02","38,072,822.52","39,576,764.89","30,942,155.05","23,949,832.64","35,325,543.24","34,844,753.68","40,009,616.28","34,117,954.19"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"41,790,788.27","41,790,788.27","41,790,788.27","41,790,788.27","41,790,788.27","164,693,429.83","164,693,429.83","164,693,429.83","164,693,429.83","164,693,429.83","164,693,429.83","164,693,429.83","164,693,429.83","164,693,429.83","164,693,429.83"
无形资产,"9,825.00","5,161,079.30","5,047,777.26","4,942,944.24","4,903,254.73","4,870,839.22","4,838,423.71","5,959,397.20","5,849,737.69","5,909,280.18","5,814,593.67","6,488,139.16","6,302,875.86","6,249,851.45","5,992,844.35"
盈余公积,"5,099,065.62","8,532,321.16","11,539,083.12","11,539,083.12","11,539,083.12","14,334,617.97","14,334,617.97","14,334,617.97","14,334,617.97","16,883,310.39","16,883,310.39","16,883,310.39","16,883,310.39","19,324,047.31","19,324,047.31"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,
未分配利润,"40,891,590.52","53,679,161.34","70,616,916.80","75,948,609.30","84,248,653.08","85,029,831.63","89,802,698.25","86,032,038.55","90,892,076.82","92,522,321.57","94,748,848.85","91,305,792.86","98,671,921.70","94,451,740.15","97,182,426.98"
长期待摊费用,"152,136.00",,,"90,000.00","75,000.00","60,000.00","45,000.00",,,"103,253.26","985,166.05","1,304,834.05","1,182,998.05","1,484,557.50","676,048.04"
少数股东权益,,,,,,,,,,"2,278,990.28","1,580,892.62","1,153,563.32","500,077.80","-2,106,014.59","-2,738,988.97"
递延所得税资产,"236,783.98","352,084.65","572,931.61","723,534.01","572,931.61","845,440.76","845,440.76","1,012,711.74","845,440.76","1,065,801.90","1,065,801.90","1,182,924.35","1,283,644.59","1,565,533.13","1,565,533.13"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,"8,000,000.00","2,076,670.00","5,233,003.00","5,976,757.28","4,326,704.25","2,894,462.68","4,469,207.71","2,374,007.16","1,301,357.15","1,028,866.88","730,174.18","776,456.07","1,205,704.76",
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"7,869,188.83","21,899,245.43","40,371,915.31","50,320,085.93","56,106,912.43","70,930,132.35","79,674,576.05","92,584,741.84","95,025,907.31","96,216,061.73","96,867,822.48","98,652,140.34","98,593,142.76","99,461,848.57","97,328,872.86"
所有者权益(或股东权益)合计,"123,781,444.41","140,002,270.77","159,946,788.19","165,278,480.69","173,578,524.47","312,057,879.43","316,830,746.05","313,060,086.35","317,920,124.62","324,378,052.07","325,906,481.69","322,036,096.40","328,748,739.72","324,363,202.70","326,460,915.15"
资产总计,"146,496,548.58","163,060,100.72","180,489,613.55","183,831,525.67","194,167,945.78","339,828,200.64","344,968,052.07","351,132,908.87","357,496,889.51","355,320,207.12","349,856,314.33","357,361,639.64","363,593,493.40","364,372,818.98","360,578,869.34"
负债和所有者(或股东权益)合计,"146,496,548.58","163,060,100.72","180,489,613.55","183,831,525.67","194,167,945.78","339,828,200.64","344,968,052.07","351,132,908.87","357,496,889.51","355,320,207.12","349,856,314.33","357,361,639.64","363,593,493.40","364,372,818.98","360,578,869.34"
