科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"46,237,527.47","20,544,973.61","234,682,385.25","94,719,316.83","64,993,152.64","59,644,995.75","78,673,918.17","240,512,558.79","284,279,165.68","260,021,176.72","290,835,297.58","316,183,114.88","59,976,969.70","24,419,525.04","25,061,428.87","27,070,279.13","36,548,621.36","105,981,394.08","100,776,364.49","96,628,392.33","85,727,012.47","85,068,232.80","107,842,494.66","131,922,870.18","122,748,170.20","44,471,555.07","32,707,375.47","30,091,559.19","27,688,451.70","32,847,569.18","24,234,456.68","36,279,359.53","35,518,957.63","26,701,134.28","31,201,049.80","48,037,806.67","38,041,187.23","20,930,590.42","21,120,927.75","123,040,440.36","93,585,993.62","154,724,843.72","152,764,766.15"
短期借款,"69,000,000.00","69,000,000.00","19,000,000.00","39,000,000.00","69,000,000.00","69,000,000.00","49,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,"140,000,000.00","140,000,000.00",,,,,,,,,,,,,
交易性金融资产,,,,,"309,240.00","107,880.00","64,395.00",,,"389,400.00","635,780.00","4,389,140.00","2,241,000.00",,"20,000.00",,,,,,,,,,,"5,363,944.13","5,351,668.71","512,881.15","519,584.98","2,000,000.00",,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,"18,000,000.00","14,400,000.00","8,500,000.00","12,100,000.00","22,900,000.00","15,700,000.00","14,000,000.00","17,500,000.00","31,170,000.00","46,170,000.00","32,125,000.00","43,160,000.00","29,500,000.00","26,150,000.00","30,250,000.00","26,310,000.00","44,360,000.00","43,500,000.00","37,600,000.00","27,900,000.00","22,300,000.00","29,500,000.00","24,800,000.00","34,500,000.00","40,500,000.00","36,000,000.00","32,400,000.00","22,500,000.00","11,000,000.00","26,650,000.00","28,500,000.00","32,500,000.00","20,200,000.00","17,600,000.00","28,350,000.00","45,350,000.00","46,700,000.00","29,750,000.00","26,000,000.00","63,500,000.00","35,200,000.00","7,400,000.00","12,700,000.00"
应收账款,"11,969,161.46","11,828,808.93","3,356,047.36","3,376,194.02","4,091,782.42","10,728,819.27","3,893,575.14","1,653,986.12","1,881,208.59","1,841,638.54","1,422,498.13","811,021.02","543,020.03","1,074,805.00","476,433.69","613,090.07","992,000.93","628,461.25","837,979.21","1,995,793.29","1,267,424.09","1,686,390.61","1,348,679.92","2,007,481.44","2,074,232.33","3,204,149.09","2,052,938.73","875,285.26","2,073,962.70","151,177,992.61","2,099,282.02","1,574,686.52","1,598,633.19","1,556,037.44","1,171,811.82","1,727,504.21","1,329,294.46","1,148,132.77","518,053.83","2,839,928.61","50,053.89","150,973.86","176,532.68"
应付账款,"7,980,644.32","7,934,463.44","6,232,264.69","8,056,071.58","6,009,265.44","6,096,498.43","3,846,390.19","3,365,102.73","3,939,961.49","3,767,864.92","2,880,513.91","400,877.61","460,759.55","508,820.73","637,938.61","378,797.77","487,782.28","897,583.87","912,217.27","617,702.27","649,290.45","861,391.51","969,137.92","842,420.15","1,074,541.47","1,081,235.42","1,070,214.90","970,167.00","785,283.70","8,014,894.90","615,249.27","781,203.86","841,206.47","654,633.27","535,753.37","660,901.37","617,182.37","838,803.87","738,786.27","1,247,884.59","1,190,587.57","1,147,593.57","820,097.77"
预付款项,"75,514,303.22","82,674,343.76","30,631,927.01","57,719,119.62","102,223,772.80","112,772,162.83","99,989,844.48","56,119,946.85","19,068,241.18","131,614,155.38","14,339,659.38","7,907,581.66","2,628,497.60","4,187,258.40","6,363,805.48","7,196,619.34","7,626,998.49","11,974,553.35","6,720,567.61","3,896,958.77","9,429,288.10","9,631,054.04","9,921,095.53","8,604,819.92","11,840,677.19","12,087,120.19","10,366,418.82","7,637,237.72","195,076,527.76","8,011,321.43","9,997,412.04","6,081,862.37","5,891,030.40","5,827,409.41","10,427,903.70","14,832,499.11","11,279,697.89","6,000,061.50","8,569,397.79","18,366,755.41","10,079,640.80","9,901,579.80","10,261,785.05"
预收款项,"1,928,971.03","3,165,960.43","2,968,851.32","3,974,506.47","1,272,465.89","142,819.83","194,096.82","2,129,342.95","1,770,794.95","1,597,789.11","2,300,054.11","2,102,753.26","1,209,821.80","1,243,771.52","1,758,418.17","763,614.02","1,222,502.25","616,985.49","189,016.36","738,836.07","408,082.74","579,389.76","693,393.58","1,419,099.76","654,321.70","1,424,897.37","1,708,040.02","3,888,624.52","160,126,416.96","3,595,859.71","2,119,145.89","1,127,960.00","1,763,486.65","1,298,653.41","1,280,869.57","1,645,601.30","1,128,441.81","2,280,686.40","2,223,959.37","1,154,169.07","268,340.88","-59,609.92","453,466.48"
其他应收款,"77,764,783.94","81,432,254.00","145,144,703.60","125,908,448.38","164,728,931.07","207,053,934.54","152,972,134.74","80,339,045.93","26,448,095.86","1,887,659.64","5,163,108.73","236,495,300.81","882,903.16","613,275.66","566,213.31","281,410.52","589,799.52","444,094.79","381,525.75","238,978.23","436,213.14","472,673.80","711,070.78","476,500.13","1,413,370.13","1,014,942.94","569,254.70","580,660.88","1,151,967.91","907,978.33","11,116,647.62","475,945.92","434,164.98","521,518.40","721,993.23","649,109.72","664,516.62","190,937.38","135,460.42","313,339.33","1,849,929.48","1,248,466.65","2,416,086.20"
应付职工薪酬,"3,895,513.02","3,978,689.01","4,311,778.37","5,444,091.18","4,659,576.27","1,456,565.82","1,529,049.59","1,388,635.87","1,377,534.55","2,041,512.77","1,475,190.70","1,439,992.94","1,360,263.49","1,366,342.61","1,372,349.04","1,361,549.75","1,368,659.57","1,373,674.39","1,379,433.38","1,384,586.89","1,391,704.79","1,402,685.97","1,415,274.35","2,139,364.12","1,779,406.06","1,466,465.15","1,425,309.86","2,022,549.30","1,640,712.98","1,652,538.80","1,653,426.99","2,095,516.90","1,626,605.13","1,684,624.21","1,670,073.29","2,140,109.57","1,656,976.39","1,620,980.40","1,552,134.89","1,437,780.99","968,119.94","972,324.49","975,250.20"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,193,884.34","3,009,424.56","3,594,605.48","5,483,456.67","3,127,945.53","4,737,778.38","5,339,102.78","6,832,152.11","6,363,337.18","4,555,415.08","4,303,647.85","4,512,835.17","3,887,884.19","2,932,386.50","3,148,867.67","4,174,483.33","2,837,427.06","3,069,610.24","2,540,473.77","3,215,817.54","3,264,471.33","2,304,514.54","2,519,168.71","3,894,986.83","2,831,135.43","2,580,704.23","2,195,397.29","4,426,649.07","3,836,991.37","4,449,105.67","2,779,777.35","4,459,823.13","3,925,085.57","4,349,034.98","4,758,540.70","4,348,233.78","3,546,933.22","4,292,307.07","3,180,943.75","2,759,193.83","141,728.23","2,739,881.28","2,719,239.24"
应收利息,,,,"1,000,000.00","1,360,000.00",,,"834,900.00","1,170,000.00","6,900.00","6,900.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"344,745.50",,"32,830.33","32,830.33",,"32,830.33",,,,,,,,,,,,,,,,,,,,,,,"205,800.00",,"118,767.12",,,,,,,,,,,
应收股利,,,,,,,,,,,"600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"32,830.33","32,830.33","32,830.33","32,830.33","32,830.33",,,,,,,,,,,,,,"6,900,000.00",,,,,,,,,,,,,,,,,
存货,"18,681,909.12","20,485,312.15","12,561,740.37","14,528,334.86","23,449,319.38","14,695,808.78","15,720,313.42","10,105,877.86","8,088,678.80","11,276,611.13","12,071,586.52","16,220,543.76","15,500,775.59","21,646,398.10","23,737,506.26","14,940,795.12","22,533,190.10","21,576,334.70","24,112,030.86","21,687,463.11","21,480,689.18","27,369,215.76","26,138,491.83","18,887,702.45","22,571,128.73","24,494,735.07","28,014,881.71","22,934,195.31","109,743,764.73","23,810,039.86","22,425,729.87","25,919,823.38","15,216,827.22","19,218,275.80","15,800,891.83","13,805,378.70","25,800,582.22","23,330,257.21","18,642,263.56","17,728,184.38",,"20,292,858.65","18,004,881.79"
其他应付款,"37,283,912.33","33,029,216.96","284,543,695.20","239,465,597.29","319,300,834.90","178,345,709.06","144,079,040.54","128,411,385.14","5,194,574.54","5,254,043.36","6,911,978.30","427,876,958.98","9,787,516.24","51,657,565.02","53,191,929.68","51,403,469.15","51,687,165.90","1,603,465.19","1,523,660.15","1,356,029.41","1,557,564.26","1,489,056.89","1,405,753.13","1,214,539.40","1,205,676.97","1,243,521.47","1,264,060.92","1,162,318.15","2,232,647.96","4,435,465.08","2,034,824.88","2,100,547.40","1,080,549.78","2,287,292.06","1,447,443.97","2,615,818.84","1,606,542.33","2,465,287.02","2,726,982.41","1,430,276.00","3,579,815.34","2,771,843.26","2,673,296.34"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,874,460.10","5,163,437.84","2,416,311.57",,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"28,315.17","52,836.68","29,389.19","130,078,419.66","186,126,510.41","202,146.00","334,673.26",,"69,871,045.23","145,945,798.80","152,719,077.87",,,,,,,,,,,,,,"6,252,599.57",,,"1,795,582.51","12,203,872.50","1,800,942.99",,"2,170,294.11",,"1,349,940.12","1,349,940.12","2,202,356.14","2,202,356.14","2,250,060.37","135,928.87","1,211,571.38",,"1,214,334.37","711,263.08"
其他流动负债,"204,602.00","113,523.74",,,"1,000.00",,,,"155,562,902.21","281,486,122.75","333,801,760.54","3,857,328.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"230,196,000.38","217,018,529.13","426,406,192.78","427,329,833.37","547,282,708.72","405,205,747.17","351,648,854.21","389,566,315.55","410,806,435.34","552,983,340.21","477,793,908.21","582,006,702.13","81,773,166.08","51,941,262.20","56,225,387.61","50,102,194.18","68,290,610.40","140,604,838.17","132,828,467.92","124,447,585.73","118,340,626.98","124,227,567.01","145,961,832.72","161,899,374.12","166,900,178.15","90,636,446.49","79,062,538.14","69,301,862.12","353,621,570.12","222,972,155.97","69,873,528.23","72,501,971.83","58,659,613.42","55,174,315.45","60,673,590.50","81,254,654.55","79,317,634.56","53,850,039.65","49,122,032.22","163,500,219.47","131,744,738.74","187,533,057.05","184,335,314.95"
流动负债合计,"140,487,527.04","134,976,023.64","329,151,195.06","313,556,553.52","426,303,918.36","275,479,371.52","218,020,510.25","189,659,449.13","235,411,935.25","374,905,578.32","413,830,975.74","513,383,576.62","46,206,245.27","83,858,886.38","90,359,503.17","84,391,914.02","101,963,537.06","51,061,319.18","44,144,800.93","35,212,972.18","29,571,113.57","36,137,038.67","31,802,727.69","44,010,410.26","48,045,081.63","50,696,823.64","40,063,022.99","34,970,308.04","319,622,052.97","189,003,664.16","37,702,424.38","43,183,818.41","29,436,933.60","27,874,237.93","38,042,680.90","56,760,664.86","55,256,076.12","41,248,064.76","36,422,806.69","71,529,304.48","41,348,591.96","14,972,032.68","20,341,350.03"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","40,000,000.00","40,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,"4,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
