科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流入小计,"67,552,764.20",,"60,000,000.00","344,816,124.88","344,811,423.05","345,015,749.69","353,715,000.00","1,804,546.81",,,,,"1,000,000.00","1,000,000.00","130,490,000.00","47,000,000.00","47,000,000.00","47,000,000.00","172,000,000.00","62,500,000.00","62,500,000.00","62,500,000.00","174,440,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,150,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00",,,"110,000,000.00","110,000,000.00","2,199,001.00","7,330,001.00"
经营活动现金流出小计,"231,646,857.58","264,248,213.62","198,784,137.41","41,657,094.59","115,214,712.74","182,917,956.40","270,661,434.10","62,323,025.84","206,761,390.00","363,798,146.16","482,856,478.99","94,582,726.27","227,754,355.19","333,464,136.68","429,393,993.33","126,005,579.29","306,502,645.88","501,818,648.09","704,783,856.97","139,636,406.60","268,084,058.73","536,843,193.27","679,460,595.05","113,705,302.87","267,228,453.71","456,485,362.14","587,855,447.07","79,614,895.88","217,210,805.17","381,633,840.00","514,662,067.38","139,663,669.76","255,509,116.98","447,692,950.28","559,159,127.82","174,186,542.73","305,463,151.38"
偿还债务支付的现金,"31,720,000.00",,"55,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,"105,000,000.00",,,,"110,000,000.00",,,,"110,000,000.00",,,,,"110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00",,
经营活动产生的现金流量净额,"14,953,970.08","32,589,889.37","35,341,926.53","5,164,792.62","21,914,336.22","21,095,548.87","43,484,003.25","-14,194,562.28","24,555,476.01","16,065,750.50","54,782,166.13","16,396,618.07","47,175,079.65","77,200,715.22","105,395,910.30","-30,656,196.23","39,390,535.16","129,862,087.87","203,599,431.05","-7,160,377.61","100,519,784.89","137,207,213.34","245,326,243.59","-9,729,674.42","52,121,496.43","100,995,117.09","107,703,989.54","-13,053,400.44","1,237,420.37","68,476,036.86","149,819,426.00","8,529,266.95","12,848,067.97","97,553,160.01","155,075,103.98","-11,803,364.11","113,680,850.05"
分配股利、利润或偿还利息支付的现金,"5,191,643.29","18,428,534.45","7,225,773.91","545,870.28","748,460.20","748,460.20","750,569.52",743.50,"16,773,000.00","16,773,000.00","18,000,000.00",,"12,000,000.00","12,000,000.00","15,588,725.00",,"14,665,834.24","14,665,834.24","17,006,333.34","1,473,648.68","22,428,231.32","24,415,629.98","26,003,629.98","1,649,999.99","42,487,926.65","45,974,593.31","46,994,259.98",,"40,295,672.50","41,579,647.50","42,897,666.25","1,395,625.00","40,546,885.00","41,277,926.67","42,487,468.34","1,196,250.01","61,145,973.35"
收回投资收到的现金,,,,,,,,,,,,,,"2,541,400.00",,,,,,,,,,,,,,,,,,,,,"4,800,000.00",,"4,800,000.00"
支付其他与筹资活动有关的现金,,"1,000,000.00","8,350,000.00","3,583,034.36","12,345,180.80","6,427,828.80","12,354,600.00",,,,,,,,,,,,,,,,,,,,,,,,"800,000.00",,,,"36,400,000.00",,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"7,000,000.00","7,000,000.00",,,,,,,"4,000,000.00","4,000,000.00",,,,,"200,000.00",,"200,000.00"
筹资活动现金流出小计,"36,911,643.29","19,428,534.45","70,575,773.91","4,128,904.64","53,093,641.00","47,176,289.00","53,105,169.52",743.50,"16,773,000.00","16,773,000.00","18,000,000.00",,"12,000,000.00","12,000,000.00","15,588,725.00",,"14,665,834.24","14,665,834.24","122,006,333.34","1,473,648.68","22,428,231.32","24,415,629.98","136,003,629.98","1,649,999.99","42,487,926.65","45,974,593.31","156,994,259.98",,"40,295,672.50","41,579,647.50","43,697,666.25","111,395,625.00","150,546,885.00","151,277,926.67","188,887,468.34","1,196,250.01","61,145,973.35"
处置固定资产、无形资产和其他长期资产收回的现金净额,"114,000.00","30,000.00","6,000.00",,,,,,,,"30,000.00",,,,"407,405.14","251,941.91",,,"185,573.00",,,,"426,000.00",,,,"63,750.00",,,,"87,200.00",,,"200,000.00","393,250.49","200,000.00",
筹资活动产生的现金流量净额,"30,641,120.91","-19,428,534.45","-10,575,773.91","340,687,220.24","291,717,782.05","297,839,460.69","300,609,830.48","1,803,803.31","-16,773,000.00","-16,773,000.00","-18,000,000.00",,"-11,000,000.00","-11,000,000.00","114,901,275.00","47,000,000.00","32,334,165.76","32,334,165.76","49,993,666.66","61,026,351.32","40,071,768.68","38,084,370.02","38,436,370.02","1,350,000.01","-39,487,926.65","-42,974,593.31","-153,844,259.98","110,000,000.00","69,704,327.50","68,420,352.50","66,302,333.75","-111,395,625.00","-150,546,885.00","-41,277,926.67","-78,887,468.34","1,002,750.99","-53,815,972.35"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,"-324,204.23",,,,"-814,935.40",,,,"-434,454.13",,"-123,030.68","-123,030.68","-104,881.90",,"48,671.25","48,671.25","269,037.29",,"-34,020.48","-34,020.48","664,240.72",,"189,969.21","189,969.21","911,400.90",,"-58,236.04","-58,236.04","-599,962.76",,"161,420.95"
收到其他与投资活动有关的现金,"939,913.36",,,,,,"1,950,000.00",,,,,,,,"730,000.00",,,,,,,,,,,,,,,,"4,000,000.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,053,913.36","30,000.00","6,000.00",,,,"1,950,000.00",,,,"30,000.00",,,"2,541,400.00","1,137,405.14","251,941.91",,,"185,573.00",,"7,000,000.00","7,000,000.00","426,000.00",,,,"63,750.00",,"4,000,000.00","4,000,000.00","4,087,200.00",,,"200,000.00","5,393,250.49","200,000.00","5,000,000.00"
五、现金及现金等价物净增加额,"23,829,041.98","-21,468,822.81","11,359,925.23","343,706,936.82","300,254,491.98","289,820,343.66","297,398,788.39","-20,463,225.55","-53,667,946.80","-78,061,184.64","-79,001,700.26","13,418,828.62","26,063,400.91","-78,025,813.76","-76,287,296.31","11,970,897.68","55,896,644.53","124,720,331.44","137,831,107.62","9,054,518.64","56,433,280.56","85,800,428.51","154,848,277.23","-17,131,306.65","-14,463,290.81","-57,563,598.36","-167,073,835.88","78,538,320.80","52,466,834.21","107,695,840.14","186,724,023.71","-112,615,778.69","-201,554,261.75","-16,413,190.96","9,310,406.75","-17,769,130.70","27,112,604.51"
购建固定资产、无形资产和其他长期资产支付的现金,"12,497,890.56","25,412,177.73","10,870,827.39","2,145,076.04","13,377,626.29","24,114,665.90","48,320,841.11","6,462,046.37","61,450,422.81","71,353,935.14","88,248,930.99","2,300,789.45","8,261,678.74","14,917,928.98","124,073,292.38","4,624,848.00","15,705,025.71","21,552,891.51","64,174,262.54","44,811,455.07","91,206,944.26","91,539,826.10","118,809,373.67","8,751,632.24","27,062,840.11","43,550,101.66","47,361,556.16","18,408,278.76","22,664,882.87","33,390,518.43","33,896,336.94","9,749,420.64","27,397,208.68","36,430,188.26","68,670,516.62","7,168,517.58","17,713,694.14"
期初现金及现金等价物余额,"4,518,701.69","28,347,743.67","6,878,920.86","18,238,846.09","18,238,846.09","18,238,846.09","18,238,846.09","244,794,145.67","315,657,634.48","315,657,634.48","315,657,634.48","236,635,934.22","236,635,934.22","236,635,934.22","236,635,934.22","160,348,637.91","160,348,637.91","160,348,637.91","160,348,637.91","298,179,745.53","298,179,745.53","298,179,745.53","298,179,745.53","454,109,705.03","454,028,022.76","454,028,022.76","453,028,022.76","315,954,186.88","315,954,186.88","315,954,186.88","285,954,186.88","491,878,210.59","491,878,210.59","491,878,210.59","472,678,210.59","508,588,617.34","481,988,617.34"
投资支付的现金,,"9,248,000.00","2,541,400.00",,,,,"750,000.00",,"6,000,000.00","6,750,000.00",,"1,850,000.00","131,850,000.00","7,050,000.00",,,"15,800,000.00","15,800,000.00",,,"5,000,000.00","5,000,000.00",,,"72,000,000.00","72,000,000.00",,,,,,"36,400,000.00","36,400,000.00",,,"20,200,000.00"
期末现金及现金等价物余额,"28,347,743.67","6,878,920.86","18,238,846.09","361,945,782.91","318,493,338.07","308,059,189.75","315,637,634.48","224,330,920.12","261,989,687.68","237,596,449.84","236,655,934.22","250,054,762.84","262,699,335.13","158,610,120.46","160,348,637.91","172,319,535.59","216,245,282.44","285,068,969.35","298,179,745.53","307,234,264.17","354,613,026.09","383,980,174.04","453,028,022.76","436,978,398.38","439,564,731.95","396,464,424.40","285,954,186.88","394,492,507.68","368,421,021.09","423,650,027.02","472,678,210.59","379,262,431.90","290,323,948.84","475,465,019.63","481,988,617.34","490,819,486.64","509,101,221.85"
