科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"425,972,795.87","292,340,450.95","268,417,977.24","223,058,326.16","214,050,559.68","328,203,035.35","356,054,235.84","353,601,993.62","331,000,376.05","436,348,513.94","396,403,207.13","288,832,195.86","257,536,973.64","282,969,144.09","402,113,249.99","366,880,866.05","373,580,803.95","431,180,802.90","261,643,440.08","418,445,919.49","309,246,571.35","297,496,838.59","744,799,502.65","776,200,133.68","820,160,170.77","903,646,099.83","812,645,046.44","704,889,637.80","574,353,685.24","736,437,808.88","533,784,214.15","678,154,337.43","668,155,904.14","866,608,949.08","552,473,425.70","648,383,076.26","625,362,873.58","457,284,029.85","368,482,468.42","322,025,936.39","301,987,963.37","279,125,200.99","262,643,185.94","342,402,299.81"
短期借款,"560,000,000.00",,,,"230,000,000.00","702,000,000.00","632,000,000.00","397,000,000.00","445,000,000.00","360,000,000.00","305,000,000.00","355,000,000.00","445,000,000.00","485,000,000.00","415,000,000.00","470,000,000.00","480,000,000.00","310,000,000.00","290,000,000.00","170,000,000.00","170,000,000.00","160,000,000.00",,,,,,,"300,000,000.00","300,000,000.00",,,,,,,,,,,,,"500,000,000.00","500,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,"500,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"189,305,231.49","205,245,214.63","143,384,538.90","297,746,096.06","345,612,430.58","234,625,962.73","304,554,608.12","240,355,412.90","312,035,573.52","339,190,678.97","323,089,524.56","239,278,487.33","174,338,481.03","341,339,127.48","455,168,589.41","395,592,502.15","301,307,307.60","428,334,727.62","755,104,988.24","1,029,584,299.94","787,195,272.98","933,431,143.43","1,009,474,815.52","965,706,412.33","636,997,237.15","736,752,354.33","916,111,982.99","788,889,890.36","707,091,851.83","736,100,655.78","711,087,888.39","598,472,510.59","471,125,733.89","586,229,679.57","600,410,996.54","582,543,238.68","424,250,967.83","484,162,498.02","348,860,721.10","469,957,423.36","362,474,599.68","406,845,446.26","519,280,248.87","525,257,723.96"
应付票据,"257,069,670.00","291,974,487.48","200,073,000.00","200,491,172.79","274,248,280.00","185,823,198.00","169,913,298.00","126,625,000.00","207,091,880.00","143,938,880.00","125,780,042.83","66,292,000.69","173,904,500.00","226,925,250.00","145,030,250.00","123,789,754.85","243,015,250.00","208,170,950.00","166,751,374.90","260,955,674.90","202,990,000.00","61,716,062.50","91,049,625.00","125,130,009.00","230,327,310.00","187,813,276.00","46,632,700.00","44,117,430.63","154,072,566.96","147,221,500.00","33,028,500.00","95,953,900.00","176,512,900.00","181,440,600.00","89,319,600.00","3,800,000.00","48,880,000.00","46,380,000.00",,,"80,000,000.00","80,000,000.00",,
应收账款,"1,971,652.67","2,434,894.87","2,621,110.47","518,842.32","735,367.10","5,594,371.20","5,104,977.93","764,763.41","712,786.86","3,368,921.63","5,203,455.73","1,113,773.63","5,059,278.71","6,825,295.42","9,303,099.73","4,907,281.87","9,195,990.72","10,778,517.49","17,132,223.04","19,316,698.45","14,829,092.50","28,929,243.99","22,456,030.01","20,740,722.09","25,291,624.80","36,591,990.02","50,214,869.54","37,400,993.24","56,527,514.24","111,996,006.31","120,723,349.09","72,252,355.27","88,412,253.95","146,093,043.56","157,778,519.73","109,254,241.96","119,481,981.93","173,964,155.55","225,738,564.85","152,133,919.30","187,390,108.01","231,955,911.66","229,532,023.24","165,905,933.96"
应付账款,"83,936,541.88","138,913,974.35","114,497,468.52","143,374,001.95","166,383,654.99","134,524,607.41","124,772,318.80","174,127,595.35","181,962,736.16","248,756,875.67","177,734,464.22","161,165,714.89","223,320,247.41","122,929,064.62","162,894,396.35","177,963,228.16","179,307,492.41","162,881,659.54","165,885,044.97","174,543,451.37","170,318,101.14","104,042,362.58","184,425,960.35","185,629,043.92","114,678,870.58","76,045,476.46","88,111,909.56","173,073,871.40","107,089,288.68","151,514,760.37","129,746,356.78","98,387,237.43","72,102,707.98","86,424,686.94","79,905,982.16","103,660,254.86","86,732,001.59","101,852,625.71","94,975,260.50","74,153,494.25","65,940,356.94","89,841,846.35","129,306,701.85","105,665,757.15"
预付款项,"38,337,891.40","89,727,531.47","120,407,195.83","128,820,781.73","157,613,875.56","73,457,254.39","103,006,378.08","102,732,091.71","81,091,380.84","78,706,654.60","105,824,801.60","125,978,345.95","230,330,481.27","97,378,844.07","160,958,872.21","135,926,830.42","151,131,531.79","70,227,260.33","106,105,585.71","84,408,353.88","178,337,409.11","93,448,517.34","158,116,705.38","135,308,649.98","185,653,257.96","119,189,700.25","65,597,504.27","121,878,461.79","86,758,707.24","116,279,142.73","86,375,349.27","107,129,844.75","128,626,807.66","117,067,426.26","126,661,924.53","101,091,973.23","127,016,814.12","80,090,835.79","171,999,059.93","71,176,607.41","226,340,250.94","105,264,453.50","63,169,918.20","67,334,987.67"
预收款项,"71,035,400.58","63,370,405.34","93,586,066.60","42,201,639.48","42,459,978.18","36,470,446.69","34,256,467.30","43,826,877.32","36,192,949.84","45,276,427.55","71,667,549.63","37,345,067.41","42,368,618.55","44,956,742.28","64,760,096.28","44,421,256.67","56,411,416.23","67,255,497.75","87,300,013.25","56,138,351.25","76,381,764.57","86,291,951.99","102,129,807.55","78,318,668.57","76,602,679.64","76,771,634.31","104,619,555.24","71,253,795.22","77,456,870.67","90,260,753.04","89,376,256.99","64,290,200.67","69,498,918.96","80,060,733.20","80,875,855.29","56,825,072.94","69,993,225.32","71,659,302.76","88,176,516.81","57,662,643.47","69,015,310.08","65,385,343.52","68,300,386.84","68,931,060.79"
其他应收款,"4,997,135.95","6,226,427.56","7,823,246.42","4,311,372.76","10,258,351.56","4,983,675.77","4,393,461.67","5,002,316.33","5,754,877.75","5,179,053.57","5,619,388.40","1,902,104.03","1,893,599.24","1,136,225.63","4,216,763.70","1,001,367.35","2,787,056.65","3,146,871.94","7,744,905.63","3,002,350.48","5,595,986.39","1,109,978.99","12,303,961.23","2,385,646.37","4,504,144.85","2,558,314.35","3,702,773.96","11,413,607.86","8,250,103.62","8,963,750.98","8,497,416.89","3,853,550.96","4,696,084.83","4,308,347.98","3,509,222.14","4,910,499.05","4,767,994.28","5,100,772.63","5,730,560.88","5,463,134.01","5,001,173.85","5,171,835.22","6,233,311.71","8,112,915.91"
应付职工薪酬,"12,251,234.78","11,046,910.51","9,327,012.31","4,395,888.13","3,399,626.86","4,338,985.20","4,628,449.06","6,175,840.43","5,359,729.74","6,290,565.84","6,234,363.49","6,173,804.44","6,409,470.99","6,574,131.20","6,967,111.60","5,888,365.37","5,535,076.62","6,493,063.70","6,527,001.80","8,125,109.60","6,434,983.69","6,574,516.20","6,614,452.80","20,903,826.20","4,820,143.71","5,901,922.42","4,993,699.37","37,595,382.85","3,092,819.24","11,710,535.41","25,735,446.13","49,611,332.87","2,889,347.07","11,475,732.97","32,545,631.54","53,048,739.49","7,209,094.12","30,697,972.76","36,995,858.66","53,432,432.18","5,523,843.10","19,899,667.06","35,788,843.46","52,932,894.90"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
