科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"23,618,510.45","50,232,204.52","68,375,462.06","95,038,038.68","90,218,239.71","510,365,232.03","323,719,914.47","324,486,997.86","321,046,296.92","281,268,792.08","232,389,083.25","215,095,445.27","242,694,904.80","200,607,365.02","122,079,834.65","116,349,229.90","106,370,233.01","328,668,076.71","201,923,669.44","395,494,273.42","226,842,166.27","516,119,982.61","186,892,833.82","245,720,798.14","1,928,296,355.38","1,492,792,289.99","941,714,038.46","957,594,102.00","916,540,925.45","1,561,137,026.47","1,602,951,111.60","1,286,381,179.08"
短期借款,"57,800,000.00","41,000,000.00","72,000,000.00","97,800,000.00","97,800,000.00","97,800,000.00","34,800,000.00","55,000,000.00","123,000,000.00","108,000,000.00","147,500,000.00","113,500,000.00","105,300,000.00","122,300,000.00","112,300,000.00","94,800,000.00","109,000,000.00","127,800,000.00","137,800,000.00","246,800,000.00","246,800,000.00","189,000,000.00","264,800,000.00","300,800,000.00","481,186,847.13","640,648,770.73","695,806,566.35","678,022,905.36","411,001,574.37","706,598,524.48","1,414,309,972.72","1,597,089,933.55"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"3,000,000.00",,,,,,,,,,,,,,,"170,000.00","270,000.00","250,000.00",,"20,000,000.00",
应付票据,,,,"14,000,000.00","14,000,000.00","14,000,000.00","30,000,000.00","50,100,000.00","50,100,000.00","40,000,000.00","30,100,000.00","72,600,000.00","84,600,000.00","84,600,000.00","116,500,000.00","74,000,000.00","40,000,000.00","64,000,000.00","84,000,000.00","56,000,000.00","16,000,000.00","10,000,000.00",,,"3,118,800.00","4,127,400.00","3,160,000.00","4,110,000.00","4,110,000.00","37,581,462.26","19,155,565.49","4,519,639.62"
应收账款,"11,049,079.47","39,858,490.15","45,539,370.27","55,059,681.77","56,361,772.39","83,660,895.73","126,558,766.34","155,263,405.58","187,154,981.29","201,870,945.23","231,343,203.51","246,271,850.88","262,922,346.71","288,552,488.47","310,625,177.65","332,170,674.98","351,900,942.04","369,576,665.79","341,654,975.69","291,837,423.63","319,386,167.16","272,045,518.13","317,038,625.72","321,084,042.94","487,248,231.17","560,771,930.98","548,273,062.79","528,918,487.85","583,775,626.11","663,139,141.71","1,152,526,529.31","1,511,599,991.60"
应付账款,"722,408.42","35,317,606.30","10,180,870.10","8,475,309.76","10,435,621.63","11,261,041.34","3,523,548.92","4,589,203.52","11,962,523.48","9,949,449.51","13,310,317.77","13,168,202.67","17,007,903.67","20,296,154.30","14,814,385.98","30,154,189.39","36,768,650.07","103,313,475.76","75,474,684.35","119,424,017.92","206,827,536.87","416,669,901.54","304,437,594.93","700,765,424.90","444,387,852.24","855,692,155.86","280,694,152.53","264,997,898.73","269,284,419.36","874,469,059.39","898,376,336.17","781,277,092.74"
预付款项,"25,742,996.79","9,076,911.57","31,360,230.84","51,665,633.23","54,519,051.53","38,401,129.39","131,380,819.76","178,155,680.89","188,353,568.45","168,015,129.25","200,598,212.94","223,133,421.03","192,674,611.65","198,726,179.99","275,304,702.73","216,138,981.98","191,728,474.29","133,408,778.44","249,060,750.91","194,927,733.29","271,330,720.33","244,403,831.02","247,704,863.31","485,134,362.09","423,522,024.93","494,920,126.47","475,392,407.47","558,880,835.15","515,254,203.28","444,192,014.92","616,811,239.86","691,121,835.61"
预收款项,"25,238,425.51","22,372,347.48","21,561,768.56","20,206,216.43","13,114,152.78","13,626,970.48","17,378,282.58","23,819,724.83","19,645,811.76","21,130,391.75","15,812,377.33","26,822,962.17","17,074,236.56","12,044,318.76","16,479,927.21","18,676,241.18","18,381,050.44","24,833,970.46","33,273,373.86","24,501,330.50","100,467,481.04","26,286,287.05","13,133,075.20","67,521,816.58","62,804,180.30","35,761,703.50","82,682,030.43","89,512,569.48","73,170,879.15","53,891,874.78","252,441,788.54","182,382,627.07"
