科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"266,640,180.96","374,484,273.93","493,429,034.46","273,810,520.87","499,882,865.51","309,353,532.11","124,513,905.43","118,564,216.80","219,988,307.65","337,263,047.19","81,629,550.74","129,261,439.55","190,185,170.18","244,995,052.52","33,662,771.99","58,804,129.08","75,781,218.31","91,831,753.01","6,116,480.76","7,471,135.91","8,085,914.26","8,971,786.66","465,308.00","668,744.00","2,323,495.52","7,380,124.00","150,000.00","260,670.00","180,248,210.74","529,309,063.39","487,529,122.64","702,967,181.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,536,759.93","6,190,947.58",,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,340,498.86","5,536,276.77","2,611,809.90","4,856,832.76"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"17,654,092.36","4,324,164.17","23,509,283.57","6,983,528.08","8,221,617.64","173,766,638.49","4,213,581.23","235,287,342.47","341,862,287.45","98,985,230.27","5,907,016.65","47,063,788.84","154,265,283.87","194,505,800.20","1,731,078.42","3,287,915.22","4,517,535.63","29,725,223.56","303,664.75","7,236,084.86","7,327,984.96","7,455,791.57","17,545.08","34,581.09","54,079.44","8,532,965.67","112,305.60","163,012.76","38,602,653.43","34,466,820.11","4,831,681.44","8,419,070.78"
投资活动现金流出小计,"37,814,809.74","9,793,278.35","112,141,075.62","42,402,088.82","131,408,742.72","149,926,921.68","15,822,566.19","58,831,179.70","64,030,959.13","66,380,196.23","34,613,159.66","22,541,998.82","68,237,532.93","71,746,939.49","5,379,883.31","7,021,758.31","13,146,618.31","13,377,844.61","56,464,765.40","57,960,791.04","60,942,800.04","63,662,600.04","1,390,000.00","1,496,180.00","1,796,180.00","8,289,180.00","1,207,989.00","2,707,989.00","-8,532,776.16","13,862,174.02","939,096.62","919,202.98"
经营活动现金流入小计,"284,294,273.32","378,808,438.10","516,938,318.03","280,794,048.95","508,104,483.15","483,120,170.60","128,727,486.66","353,851,559.27","561,850,595.10","436,248,277.46","87,536,567.39","176,325,228.39","344,450,454.05","439,500,852.72","35,393,850.41","62,092,044.30","80,298,753.94","121,556,976.57","6,420,145.51","14,707,220.77","15,413,899.22","16,427,578.23","482,853.08","703,325.09","2,377,574.96","15,913,089.67","262,305.60","423,682.76","222,191,363.03","569,312,160.27","494,972,613.98","716,243,084.55"
投资活动产生的现金流量净额,"-37,814,809.74","-9,311,471.35","-111,603,485.62","-28,634,558.82","-117,641,212.72","-136,159,391.68","-15,822,566.19","-58,831,179.70","-64,030,959.13","-66,380,196.23","-34,613,159.66","-22,541,998.82","-67,277,532.93","-70,786,939.49","-5,379,883.31","-3,378,366.11","-6,452,263.61","33,818,730.88","-56,464,765.40","-55,578,391.04","-58,560,400.04","-61,280,200.04","1,776,666.67","1,670,486.67","21,370,486.67","55,877,486.67","2,258,677.67","758,677.67","11,999,442.83","-9,735,507.35","-939,096.62","69,368,694.30"
购买商品、接受劳务支付的现金,"274,728,519.88","323,839,072.25","384,724,934.36","220,955,674.77","404,644,228.53","382,124,553.23","160,359,341.79","117,020,448.10","283,237,529.08","359,552,926.04","40,420,606.55","43,006,258.55","56,588,056.95","72,366,270.55","10,125,847.00","15,451,090.24","21,851,255.68","23,777,670.48","5,347,246.38","6,083,774.40","16,312,459.40","6,877,180.40","104,419.24","405,619.24","924,065.76","1,750,723.27","90,000.00","223,147.00","233,149,380.72","487,187,987.28","375,662,253.03","788,141,281.08"
吸收投资收到的现金,,"49,056,000.00",,,"399,750,000.00","399,750,000.00",,,,,,,,,,,,,,,,,,,,,,,,"2,750,000.00","250,000.00","250,000.00"
