科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"2,665,607.64","6,444,604.87","9,994,169.70","5,133,082.29","7,425,078.13","10,860,039.47","2,572,792.38","5,649,582.90","9,576,699.30","13,228,324.00","3,651,923.69","6,948,641.72","11,450,497.98","14,485,043.09","2,697,608.42","6,529,015.23","10,015,633.24","12,695,927.09","993,738.04","1,906,734.83","2,708,272.97","5,170,945.80","587,386.77","1,042,989.99","1,495,130.46","2,064,713.58","1,450,346.48","2,007,656.89","12,752,968.69","44,068,890.87","27,742,052.54","49,601,981.43"
取得借款收到的现金,"209,590,000.00","301,330,000.00","412,000,000.00","67,000,000.00","313,000,000.00","396,000,000.00","20,000,000.00","199,000,000.00","484,000,000.00","484,000,000.00",,"98,500,000.00","103,500,000.00","103,500,000.00",,,,,,,"20,000,000.00","20,000,000.00",,,,,,,"66,049,611.50","330,529,147.17","445,228,040.78","734,990,824.31"
支付的各项税费,"693,380.22","12,542,145.39","25,238,316.58","8,652,263.03","18,913,177.93","25,715,503.87","2,068,477.10","12,601,541.83","17,029,864.87","17,246,589.92","583,915.00","864,597.10","1,144,772.77","1,536,417.17","6,291,762.39","8,485,395.22","10,818,680.10","13,652,117.21","230,621.22","418,699.48","546,374.60","783,846.88","145,721.79","273,537.75","402,273.57","536,180.03","215,136.55","426,685.90","1,601,411.65","23,120,088.02","8,327,547.02","12,887,610.01"
收到其他与筹资活动有关的现金,,,,,,,,,,,"50,000,000.00",,,"1,500,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,,,,,,,,"175,015,519.44","175,000,000.00",,
支付其他与经营活动有关的现金,"4,156,425.00","23,353,593.82","25,346,956.05","6,497,397.90","12,491,504.65","31,015,960.57","12,490,026.43","247,169,356.52","336,876,188.59","18,687,693.54","18,441,628.93","109,656,266.33","191,841,128.36","223,531,552.30","15,943,478.87","19,936,001.79","24,733,485.13","35,604,195.58","11,907,627.03","15,885,294.07","17,517,725.99","19,359,780.93","1,892,606.84","2,893,524.98","5,947,612.82","8,831,462.57","2,135,603.22","5,123,664.78","24,019,682.38","61,809,326.70","118,709,875.99","87,856,146.76"
筹资活动现金流入小计,"209,590,000.00","350,386,000.00","412,000,000.00","67,000,000.00","712,750,000.00","795,750,000.00","20,000,000.00","199,000,000.00","484,000,000.00","484,000,000.00","50,000,000.00","98,500,000.00","103,500,000.00","105,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,"20,000,000.00","20,000,000.00",,,,,,,"241,065,130.94","508,279,147.17","445,478,040.78","735,240,824.31"
经营活动现金流出小计,"282,243,932.74","366,179,416.33","445,304,376.69","241,238,417.99","443,473,989.24","449,716,057.14","177,490,637.70","382,440,929.35","646,720,281.84","408,715,533.50","63,098,074.17","160,475,763.70","261,024,456.06","311,919,283.11","35,058,696.68","50,401,502.48","67,419,054.15","85,729,910.36","18,479,232.67","24,294,502.78","37,084,832.96","32,191,754.01","2,730,134.64","4,615,671.96","8,769,082.61","13,183,079.45","3,891,086.25","7,781,154.57","271,523,443.44","616,186,292.87","530,441,728.58","938,487,019.28"
偿还债务支付的现金,"163,174,286.00","315,999,831.46","345,970,000.00","115,000,000.00","257,000,000.00","331,000,000.00","70,000,000.00","279,000,000.00","501,000,000.00","538,000,000.00","64,000,000.00","208,500,000.00","245,623,641.86","325,500,000.00","2,700,000.00","16,500,000.00","16,500,000.00","31,500,000.00","23,000,000.00","52,500,000.00","52,500,000.00","52,500,000.00",,,"20,000,000.00","20,000,000.00",,,"201,658,864.44","415,477,026.43","238,999,678.54","363,307,739.28"
经营活动产生的现金流量净额,"2,050,340.58","12,629,021.77","71,633,941.34","39,555,630.96","64,630,493.91","33,404,113.46","-48,763,151.04","-28,589,370.08","-84,869,686.74","27,532,743.96","24,438,493.22","15,849,464.69","83,425,997.99","127,581,569.61","335,153.73","11,690,541.82","12,879,699.79","35,827,066.21","-12,059,087.16","-9,587,282.01","-21,670,933.74","-15,764,175.78","-2,247,281.56","-3,912,346.87","-6,391,507.65","2,730,010.22","-3,628,780.65","-7,357,471.81","-49,332,080.41","-46,874,132.60","-35,469,114.60","-222,243,934.73"
分配股利、利润或偿还利息支付的现金,"11,601,618.15","10,559,140.90","11,639,472.08","8,069,150.25","11,715,004.66","17,152,510.73","5,715,750.00","31,019,725.40","36,162,886.21","35,423,898.74","4,539,473.34","9,792,698.36","12,568,342.38","14,926,551.76","1,310,332.66","2,533,693.77","3,612,884.74","4,679,922.93","693,765.27","831,098.60","879,654.16","1,112,209.73","224,222.22","446,555.56","586,722.23","586,722.23",,,"1,382,949.69","4,328,226.16","3,776,196.83","13,297,070.92"
收回投资收到的现金,,,,"13,767,530.00","13,767,530.00","13,767,530.00",,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00",,,,,,
支付其他与筹资活动有关的现金,,,,,"4,103,000.00","13,738,759.00",,,,,"50,000,000.00",,,,,,,"810,000.00",,,,,,,,,,,"-12,006,549.12",,"109,900,000.00","180,064,238.89"
取得投资收益收到的现金,,,"537,590.00",,,,,,,,,,,,,,,,,,,,"3,166,666.67","3,166,666.67","3,166,666.67","3,166,666.67","3,466,666.67","3,466,666.67","3,466,666.67","3,466,666.67",,
筹资活动现金流出小计,"174,775,904.15","326,558,972.36","357,609,472.08","123,069,150.25","272,818,004.66","361,891,269.73","75,715,750.00","310,019,725.40","537,162,886.21","573,423,898.74","118,539,473.34","218,292,698.36","258,191,984.24","340,426,551.76","4,010,332.66","19,033,693.77","20,112,884.74","36,989,922.93","23,693,765.27","53,331,098.60","53,379,654.16","53,612,209.73","224,222.22","446,555.56","20,586,722.23","20,586,722.23",,,"191,035,265.01","419,805,252.59","352,675,875.37","556,669,049.09"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"481,807.00",,,,,,,,,,,"960,000.00","960,000.00",,"3,643,392.20","4,094,354.70","3,547,592.28",,,,,,,,,,,,"660,000.00",,"552,585.74"
筹资活动产生的现金流量净额,"34,814,095.85","23,827,027.64","54,390,527.92","-56,069,150.25","439,931,995.34","433,858,730.27","-55,715,750.00","-111,019,725.40","-53,162,886.21","-89,423,898.74","-68,539,473.34","-119,792,698.36","-154,691,984.24","-235,426,551.76","1,989,667.34","-13,033,693.77","-14,112,884.74","-30,989,922.93","-23,693,765.27","-53,331,098.60","-33,379,654.16","-33,612,209.73","-224,222.22","-446,555.56","-20,586,722.23","-20,586,722.23",,,"50,029,865.93","88,473,894.58","92,802,165.41","178,571,775.22"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,"2,600,000.00","43,648,983.21",,"2,382,400.00","2,382,400.00",,,,,,,,,,,"69,735,311.54"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"494,461.28","-1,436,484.37","4,793,160.22","-1,580,134.18"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"2,382,400.00",,,,"41,000,000.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"481,807.00","537,590.00","13,767,530.00","13,767,530.00","13,767,530.00",,,,,,,"960,000.00","960,000.00",,"3,643,392.20","6,694,354.70","47,196,575.49",,"2,382,400.00","2,382,400.00","2,382,400.00","3,166,666.67","3,166,666.67","23,166,666.67","64,166,666.67","3,466,666.67","3,466,666.67","3,466,666.67","4,126,666.67",,"70,287,897.28"
五、现金及现金等价物净增加额,"-950,373.31","27,144,578.06","14,420,983.64","-45,148,078.11","386,921,276.53","331,103,452.05","-120,301,467.23","-198,440,275.18","-202,063,532.08","-128,271,351.01","-78,714,139.78","-126,485,232.49","-138,543,519.18","-178,631,921.64","-3,055,062.24","-4,721,518.06","-7,685,448.56","38,655,874.16","-92,217,617.83","-118,496,771.65","-113,610,987.94","-110,656,585.55","-694,837.11","-2,688,415.76","-5,607,743.21","38,020,774.66","-1,370,102.98","-6,598,794.14","13,191,689.63","30,427,770.26","61,187,114.41","24,116,400.61"
购建固定资产、无形资产和其他长期资产支付的现金,"37,814,809.74","9,793,278.35","103,128,214.62","38,402,088.82","127,408,742.72","145,926,921.68","15,822,566.19","58,831,179.70","64,030,959.13","66,380,196.23","34,613,159.66","22,541,998.82","68,237,532.93","71,746,939.49","5,379,883.31","7,021,758.31","8,146,618.31","13,377,844.61","6,464,765.40","7,960,791.04","10,942,800.04","13,662,600.04","1,390,000.00","1,496,180.00","1,796,180.00","8,289,180.00","1,207,989.00","2,707,989.00","5,003,983.77","7,671,226.44","939,096.62","919,202.98"
期初现金及现金等价物余额,"16,947,973.86","15,997,600.55","43,142,178.61","57,563,162.25","57,563,162.25","57,563,162.25","388,666,614.30","388,666,614.30","388,666,614.30","388,666,614.30","260,395,263.29","260,395,263.29","260,395,263.29","260,395,263.29","81,763,341.65","81,763,341.65","81,763,341.65","81,763,341.65","120,419,215.81","120,419,215.81","120,419,215.81","120,419,215.81","10,150,925.67","10,150,925.67","10,150,925.67","9,762,630.26","47,783,404.92","47,783,404.92","47,783,404.92","47,783,404.92","78,211,175.18","78,211,175.18"
投资支付的现金,,,"9,012,861.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,,,,"5,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,,,,,,,
期末现金及现金等价物余额,"15,997,600.55","43,142,178.61","57,563,162.25","12,415,084.14","444,484,438.78","388,666,614.30","268,365,147.07","190,226,339.12","186,603,082.22","260,395,263.29","181,681,123.51","133,910,030.80","121,851,744.11","81,763,341.65","78,708,279.41","77,041,823.59","74,077,893.09","120,419,215.81","28,201,597.98","1,922,444.16","6,808,227.87","9,762,630.26","9,456,088.56","7,462,509.91","4,543,182.46","47,783,404.92","46,413,301.94","41,184,610.78","60,975,094.55","78,211,175.18","139,398,289.59","102,327,575.79"
