科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"49,024,401.62","50,814,538.30","42,823,544.42","30,515,884.55","320,696,491.61","264,553,104.93","265,953,880.24","231,525,407.49","197,795,635.58","180,651,885.62","171,710,118.10","152,889,188.33","161,498,620.04","182,288,492.67","177,525,807.31","124,223,775.17","96,730,577.05","113,956,039.32","142,969,507.74","54,876,215.18","112,785,915.33","61,225,124.64","357,028,002.64","279,527,024.26","227,577,477.97","216,724,916.42","214,082,989.49","208,353,398.46"
短期借款,"16,000,000.00","5,000,000.00","6,500,000.00","11,500,000.00","9,500,000.00","9,500,000.00","9,500,000.00","4,500,000.00","9,500,000.00","9,500,000.00","9,500,000.00","9,500,000.00","9,500,000.00","4,500,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,"40,000,000.00","40,000,000.00","225,800,000.00","225,800,000.00","225,800,000.00","186,800,000.00","133,200,000.00","283,492,350.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"19,658,589.71","31,632,164.28","27,575,938.75","15,719,680.85","32,249,467.44","36,163,823.47","54,989,757.81","30,011,341.32","47,062,972.12","43,495,311.38","29,729,841.49","26,949,267.56","31,973,779.45","40,035,324.25","52,281,635.92","53,246,203.37","39,067,035.46","30,280,548.11","38,031,215.01","30,991,096.27","41,823,664.89","46,375,307.94","50,471,050.79","31,803,161.63","36,913,506.42","35,601,696.07","37,608,058.75","19,073,218.14"
应付票据,"8,989,815.61","5,930,000.00","3,293,099.00","4,835,721.00","4,835,721.00",,,,,,,,,,"1,700,000.00","13,888,400.00","9,118,400.00","4,700,000.00","4,700,000.00","11,600,000.00","10,950,000.00","350,000.00","12,400,000.00","8,500,000.00","2,500,000.00","2,800,000.00","10,100,000.00","21,100,000.00"
应收账款,"44,616,955.95","57,805,135.81","62,316,695.52","81,625,003.81","92,233,616.37","98,527,089.31","81,307,936.02","108,565,490.36","107,542,878.40","113,731,603.74","108,887,919.75","141,229,203.49","143,590,164.15","145,789,387.26","144,911,105.31","161,110,169.93","159,306,596.10","157,396,835.01","155,088,433.04","173,870,684.31","162,680,458.92","170,111,848.94","307,626,972.63","332,916,416.24","366,046,743.50","347,562,215.09","368,976,137.19","434,783,467.23"
应付账款,"26,657,836.14","33,142,801.78","40,395,015.97","34,385,372.60","39,314,477.65","43,104,434.13","49,049,192.55","53,729,381.54","60,226,894.61","67,588,187.50","54,971,654.32","67,820,725.65","58,725,912.43","66,344,405.27","86,018,991.67","80,683,951.04","72,335,235.67","76,551,707.67","98,911,539.45","91,575,129.45","68,986,931.36","80,259,616.16","151,228,515.92","135,281,201.18","147,125,938.15","150,805,842.62","198,037,842.91","195,026,521.61"
预付款项,"3,152,854.27","6,467,000.51","6,845,980.78","12,033,601.72","11,899,558.47","23,227,841.29","26,710,698.15","45,700,233.04","54,193,547.26","38,029,046.70","9,031,114.35","10,383,829.25","16,094,911.78","18,008,075.39","4,038,164.92","5,202,089.26","7,141,495.13","10,212,190.93","3,203,848.52","9,352,780.73","3,482,575.29","4,486,017.38","9,937,469.75","36,795,871.22","24,465,400.57","28,519,477.28","15,658,798.08","27,112,249.13"
预收款项,"140,985.00","2,614,990.39","1,611,844.96","2,465,771.82","2,456,295.58","1,639,343.57","2,213,687.30","2,254,104.82","2,526,119.08","2,521,113.81","481,901.57","319,086.87","304,438.04","284,604.65","551,333.80","548,672.13","541,460.26","2,406,665.59","2,943,789.70","3,419,680.53","3,449,556.89","3,110,071.56","20,806,708.51","25,803,296.95","22,520,727.47","21,399,006.37","17,810,721.60","16,134,432.41"
其他应收款,"240,854.34","214,332.15","192,419.12","454,552.00","426,168.19","527,073.23","279,524.33","656,275.07","659,840.06","614,136.19","492,632.42","786,316.70","850,109.83","904,217.85","712,041.29","945,067.14","1,210,030.23","2,108,909.54","1,275,725.82","2,506,385.65","3,038,203.56","4,501,415.72","5,249,760.95","3,763,285.60","3,947,258.64","7,629,362.51","3,600,071.44","6,468,581.30"
应付职工薪酬,"2,565,791.76","1,844,011.41","1,982,298.49","534,224.81","554,362.59","664,313.60","2,969,235.53","2,922,779.15","4,186,730.25","3,261,003.18","3,815,677.97","3,451,756.30","3,558,435.57","3,856,166.77","4,253,789.69","3,608,087.22","3,767,842.27","4,178,219.51","4,713,341.89","4,254,219.05","4,588,426.66","4,928,748.88","13,847,184.61","10,019,886.19","11,612,209.03","13,385,925.91","19,532,167.07","10,836,867.59"
