科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"100,991,204.67","16,985,558.16","4,089,502.25","7,027,867.52","7,233,178.39","4,321,399.74","5,116,291.21","4,983,027.14","4,102,313.60","28,026,648.67","29,773,605.30","5,295,118.24","4,554,102.71","2,452,192.28","5,874,399.96","9,950,060.28","44,008,825.28","66,412,967.78","8,927,322.57","8,956,852.81","8,520,796.59","6,030,740.50","6,736,616.98","7,175,188.97","7,574,539.11","5,403,306.01","12,171,749.69","13,477,670.15","8,698,892.41","37,258,140.82","6,301,525.54","5,717,450.15","5,019,744.47","34,983,721.37","8,127,564.24"
应付职工薪酬,"20,429,412.12","12,076,301.01","17,302,293.23","5,222,000.00","16,213,420.32","3,966,636.56","3,721,619.14","3,914,106.93","4,185,257.19","1,500,000.00","1,471,906.60","2,373,909.06","7,886,354.54","2,530,692.94","2,345,049.66","2,172,785.12","8,229,506.33","2,305,229.67","2,172,880.92","2,357,880.66","8,187,874.96","2,435,736.62","2,580,273.14","2,355,853.34","10,008,124.31","3,050,290.92","4,675,686.09","4,597,286.57","12,679,643.25","5,448,564.79","5,357,573.92","4,750,728.98","13,897,895.80","5,694,051.38","5,732,181.65"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-1,419,719.58","-1,598,294.92","27,658,828.48","18,504,327.33","20,845,243.04","8,175,569.28","2,450,138.17","7,068,466.61","-4,209,368.82","-22,141,767.33","-13,267,687.25","-9,714,647.54","23,189,062.48","4,681,127.61","13,017,504.57","5,658,525.87","6,433,287.88","-2,461,795.19","9,002,633.76","10,134,735.43","14,159,373.60","-4,267,389.54","8,846,473.83","-1,127,150.72","-11,042,980.93","1,644,205.65","6,185,259.78","-51,352.63","19,294,308.95","-6,330,354.82","8,112,807.18","1,303,460.04","11,171,170.38","33,123,332.04","3,320,701.22"
应收利息,,,,,,,,,"18,508,333.33",,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"6,610,960.41","657,226.23","762,394.23","626,385.00","775,132.69",,,,,,,,,"300,767.12","2,788,931.50","5,304,438.35","7,829,945.20","805,479.45","4,466,849.32","4,144,699.87","4,974,552.51","4,163,241.68","2,567,661.55","1,089,708.50","732,083.00","549,800.00","1,157,350.93","1,999,592.47","4,758,162.11","7,598,533.20","1,313,011.42","1,180,561.26","1,331,989.91","1,300,247.15","1,281,629.40"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"200,551,532.90","459,196,721.70","648,685,585.31","504,247,635.44","535,770,822.92","495,073,841.75","510,331,282.58","549,375,322.37","528,084,659.33","581,169,902.97","562,177,755.23","658,979,973.15","607,341,475.19","690,270,849.75","660,394,358.46","688,053,450.00","688,805,559.46","833,436,923.50","936,453,937.13","861,431,714.82","965,594,072.52","1,004,479,603.59","950,338,407.93","894,527,917.34","911,426,742.17","994,305,219.78","1,023,246,257.17","1,015,968,110.38","1,093,004,024.01","1,127,435,698.76","905,733,151.58","796,500,082.85","768,433,011.85","786,709,460.59","812,168,550.02"
其他应付款,"56,900,203.19","11,291,222.56","538,742.23","1,358,123.96","945,828.13","1,207,362.94","1,294,462.19","1,100,342.44","893,569.80","1,886,729.26","2,540,159.60","1,799,192.19","383,976.53","3,198,928.63","3,434,022.19","2,241,469.43","5,731,065.94","6,292,931.33","5,279,147.15","5,347,186.69","6,194,535.37","5,432,626.29","4,044,695.77","4,736,514.97","7,635,907.09","5,546,307.05","10,022,653.61","12,804,458.31","7,184,932.79","6,087,224.98","9,814,172.02","6,830,848.93","12,709,651.23","9,424,223.14","9,494,036.00"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,"100,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,"579,000,000.00","350,000,000.00","240,000,000.00",,,"80,000,000.00","30,000,000.00",,,,,,"11,762,274.51",,"9,761,311.77","9,761,311.77","27,200,670.86","25,626,868.39","21,983,603.20"
其他流动负债,,,,,,,,,,,,"60,493,600.00","60,493,600.00","260,493,600.00","215,526,300.00","200,000,000.00","200,000,000.00",,,,,,,,"4,997,028.60","4,997,028.60","4,997,028.60","304,997,028.60","300,000,000.00","300,000,000.00",,,,,
流动资产合计,"663,235,043.81","943,692,485.33","1,278,709,983.52","1,159,639,603.87","1,360,601,908.26","2,521,557,643.46","2,278,284,421.37","2,346,906,518.25","2,341,357,602.55","2,535,705,164.98","2,585,930,492.55","2,776,700,936.42","2,741,801,997.27","2,871,872,426.98","2,826,614,418.49","2,741,694,512.21","2,801,245,693.90","2,912,393,047.65","3,061,770,127.51","2,534,416,554.16","2,685,399,241.14","2,686,480,454.91","2,484,658,316.82","2,352,456,516.79","2,556,730,178.00","2,930,386,720.35","3,138,334,454.12","3,255,541,821.89","3,340,147,409.47","3,717,428,606.83","3,090,357,164.07","2,935,467,224.08","2,860,004,544.36","3,104,137,265.64","2,846,591,211.81"
流动负债合计,"586,445,292.78","873,439,349.17","1,031,034,492.59","872,371,066.13","1,149,683,330.66","404,592,626.41","212,190,621.23","266,601,408.22","225,150,274.81","380,573,215.53","437,087,819.12","643,709,393.67","581,562,692.72","670,749,996.58","692,524,220.84","649,833,700.63","623,708,739.20","693,409,693.87","1,057,108,953.41","1,172,978,390.44","1,298,865,395.98","1,231,409,922.62","1,167,359,244.15","976,918,970.92","1,138,885,657.86","1,460,809,963.44","1,788,385,935.71","1,838,635,676.79","1,853,450,666.77","2,197,734,237.05","1,699,238,697.15","1,521,955,754.33","1,492,561,531.09","1,735,944,653.64","1,463,524,602.28"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,"108,290,000.00","108,290,000.00","108,290,000.00","109,592,201.14","109,592,201.14","109,592,201.14","109,885,665.12","112,305,665.12","252,762,063.60","256,736,274.56","324,670,609.00","285,466,408.27","250,596,897.65","219,577,487.92","218,737,264.67","192,094,007.71"
长期借款,,,"100,000,000.00","100,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"6,800,000.00","9,800,000.00","9,800,000.00","9,800,000.00","33,590,000.00","33,590,000.00","33,590,000.00","33,590,000.00","33,590,000.00","33,590,000.00","33,590,000.00","83,590,000.00","83,590,000.00","83,590,000.00","92,599,960.17","92,599,960.17","92,382,333.45","92,382,333.45","220,082,333.45","783,161,997.49","759,819,224.70","759,819,224.70","756,656,068.10","756,656,068.10","728,366,140.99","728,366,140.99","747,866,940.99","747,866,940.99","771,294,103.82","773,014,103.82","790,239,680.08","790,239,680.08","776,396,476.22","776,396,476.22","773,827,647.94"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,309,186.83","7,216,273.44","7,123,360.05","7,030,446.66","6,936,016.50","6,843,778.85","6,751,541.21"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"39,086,015.88","89,370,524.48","122,815,614.22","124,826,759.42","187,009,018.88","189,510,977.49","186,884,876.86","183,027,425.11","224,062,318.21","222,537,438.80","223,000,776.91","223,109,468.10","220,757,499.99","220,766,562.13","219,246,316.33","222,270,888.56","278,459,089.17","292,898,765.57","286,866,518.32","306,249,408.44","349,460,495.64","354,026,267.48","346,535,293.30","342,672,401.46","411,485,835.80","405,959,336.43","398,459,950.05","396,108,565.56","394,886,708.96","398,426,202.76","396,739,082.10","406,954,932.07","490,006,134.12","516,772,379.70","511,604,243.55"
递延所得税负债,,"1,350,134.17","1,282,668.30","1,248,935.43","1,215,202.51","1,215,202.51","1,142,114.53","1,142,114.53","1,147,736.68","1,147,736.68","1,147,736.68","1,097,137.31","1,080,270.85","1,080,270.85","1,080,270.85","1,080,270.85","1,012,805.02","1,012,805.02","979,072.11","962,205.65","945,339.19","928,472.74","911,606.29","894,739.82","877,873.36","861,006.90","844,140.44","21,895,733.75","43,189,073.56","60,155,790.71","50,172,755.82","41,884,791.82","34,333,997.42","33,886,150.66","27,208,469.96"
在建工程,"9,844,091.59","12,288,906.00","32,440,539.19","79,197,186.66","41,030,863.44","34,671,222.99","37,520,287.73","42,205,264.14","789,360.24","1,111,175.60","1,766,779.74","1,766,779.74","17,124,689.38","17,631,626.96","35,110,513.29","86,876,184.59","68,735,432.94","67,455,533.65","78,186,371.90","103,485,711.68","73,539,137.55","66,190,568.28","72,701,626.88","79,045,232.59","11,261,063.83","11,301,063.83","19,886,696.84","20,422,399.57","21,822,940.94","36,859,319.23","39,491,712.69","50,200,689.19","7,613,325.98","9,570,765.88","7,943,836.38"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"1,350,134.17","101,282,668.30","101,248,935.43","1,215,202.51","1,215,202.51","1,142,114.53","1,142,114.53","1,147,736.68","1,147,736.68","1,147,736.68","1,097,137.31","1,080,270.85","1,080,270.85","1,080,270.85","1,080,270.85","1,012,805.02","1,012,805.02","979,072.11","962,205.65","945,339.19","928,472.74","911,606.29","894,739.82","877,873.36","861,006.90","844,140.44","21,895,733.75","43,189,073.56","60,155,790.71","50,172,755.82","41,884,791.82","35,133,997.42","34,686,150.66","27,808,469.96"
固定资产清理,,,,,,,,,,,,,"2,590,092.97","2,590,092.97",,,,,,,,,,,,,,,,,,,,,
负债合计,"586,445,292.78","874,789,483.34","1,132,317,160.89","973,620,001.56","1,150,898,533.17","405,807,828.92","213,332,735.76","267,743,522.75","226,298,011.49","381,720,952.21","438,235,555.80","644,806,530.98","582,642,963.57","671,830,267.43","693,604,491.69","650,913,971.48","624,721,544.22","694,422,498.89","1,058,088,025.52","1,173,940,596.09","1,299,810,735.17","1,232,338,395.36","1,168,270,850.44","977,813,710.74","1,139,763,531.22","1,461,670,970.34","1,789,230,076.15","1,860,531,410.54","1,896,639,740.33","2,257,890,027.76","1,749,411,452.97","1,563,840,546.15","1,527,695,528.51","1,770,630,804.30","1,491,333,072.24"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"85,000,000.00","85,000,000.00","164,700,000.00","164,700,000.00","164,700,000.00","219,600,000.00","219,600,000.00","219,600,000.00","219,600,000.00","219,600,000.00","219,600,000.00","219,600,000.00","219,600,000.00","219,600,000.00","439,200,000.00","439,200,000.00","453,360,000.00","453,360,000.00","453,360,000.00","453,360,000.00","453,345,000.00","453,345,000.00","1,133,362,500.00","1,133,362,500.00","1,133,247,000.00","1,133,247,000.00","1,133,247,000.00","1,133,247,000.00","1,133,247,000.00","1,133,232,000.00","1,133,232,000.00","1,133,232,000.00","1,133,232,000.00","1,133,232,000.00","1,133,232,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"9,844,091.59",,"208,638,005.10","208,638,005.10","208,638,005.10","2,005,083,405.10","2,005,083,405.10","2,005,083,405.10","2,005,083,405.10","2,005,083,405.10","2,005,083,405.10","2,005,083,405.10","2,005,083,405.10","2,005,083,405.10","1,785,483,405.10","1,785,483,405.10","1,842,055,791.10","1,851,462,286.18","1,860,868,781.26","1,870,275,276.34","1,879,634,071.42","1,883,088,985.75","1,206,526,400.08","1,209,981,314.41","1,213,378,478.74","1,214,877,587.32","1,216,376,695.90","1,217,875,804.48","1,225,100,580.25","1,225,095,105.25","1,225,095,105.25","1,225,095,105.25","1,225,543,274.51","1,225,543,274.51","1,225,543,274.51"
无形资产,"14,598,748.00","35,178,093.18","91,482,407.28","89,300,205.77","88,194,822.46","87,608,497.00","87,078,846.76","86,561,333.25","85,900,230.04","85,217,660.24","84,647,639.45","84,056,962.25","81,704,242.19","81,130,502.78","80,556,763.37","126,384,679.64","125,953,997.20","125,433,979.06","124,451,226.21","123,746,990.01","123,051,920.31","122,356,850.61","121,766,719.19","121,277,903.89","120,562,738.00","120,032,472.39","119,382,522.94","120,891,098.24","120,047,285.29","119,444,429.38","118,890,069.94","118,243,955.20","117,388,761.04","116,533,566.88","115,699,381.24"
盈余公积,"59,136,517.64","67,046,879.05","5,203,915.83","5,203,915.83","21,757,679.10","21,757,679.10","21,757,679.10","21,757,679.10","32,651,763.00","32,651,763.00","32,651,763.00","32,651,763.00","47,686,481.76","47,686,481.76","47,686,481.76","47,686,481.76","68,949,063.13","68,949,063.13","68,949,063.13","68,949,063.13","88,581,002.98","88,581,002.98","88,581,002.98","88,581,002.98","110,615,740.95","110,615,740.95","110,615,740.95","110,615,740.95","130,152,073.62","130,152,073.62","130,152,073.62","130,152,073.62","139,232,978.50","139,232,978.50","139,232,978.50"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,"4,997,028.60","4,997,028.60","4,997,028.60","4,997,028.60",,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"11,949,637.37","81,529,929.77","46,835,242.50","145,026,245.24","195,819,111.97","245,882,344.12","193,557,621.33","204,666,447.32","217,005,867.06","254,044,854.92","248,304,500.36","282,301,296.00","308,269,139.95","348,900,726.11","303,479,461.68","361,674,435.41","392,280,779.55","437,351,143.32","349,883,443.38","415,138,341.27","425,301,605.56","488,715,368.29","342,198,073.74","399,946,111.84","411,054,473.35","454,250,708.41","353,035,250.92","415,178,036.02","429,687,987.98","484,008,119.29","374,329,564.99","416,455,509.42","388,278,160.07","421,158,301.92","420,453,492.90"
长期待摊费用,,,,,,,,,,,,,,,,,,"390,700.80","795,280.19","752,634.35","2,184,988.52","3,910,264.86","3,421,327.58","3,327,945.86","3,239,008.58","3,147,849.08","3,056,689.58","2,965,530.08","2,874,370.58","2,783,211.08","2,692,051.58","2,600,892.08","2,509,732.58","2,418,573.08","2,327,413.58"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,"1,500,000.00","1,499,997.64","1,501,269.17","4,002,518.78","4,006,438.98","7,008,646.27","6,975,505.55","6,999,510.41","7,027,880.19","6,934,549.48","13,020,659.31","12,769,537.54","12,793,460.19"
递延所得税资产,"18,811,640.10","18,036,283.17","19,344,980.11","31,633,554.49","29,061,116.30","29,061,116.30","28,035,008.57","24,622,513.52","13,389,135.61","13,389,135.61","13,389,135.61","14,249,848.57","14,938,268.58","14,938,268.58","14,938,268.58","14,938,268.58","14,590,631.34","14,590,631.34","18,997,455.71","21,559,980.70","19,126,423.40","19,194,137.67","19,306,290.36","20,355,383.91","17,687,758.59","18,138,059.11","18,848,687.46","18,916,561.24","22,441,842.30","23,411,423.88","22,139,627.66","20,827,375.19","25,246,580.19","24,910,411.08","24,702,808.05"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,"3,100,800.00","2,713,200.00","2,325,600.00","2,131,800.00","1,938,000.00","1,938,000.00","1,550,400.00","1,550,400.00","1,550,400.00","969,000.00","775,200.00","581,400.00","387,600.00","193,800.00",,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"89,140,495.57","164,673,806.83","278,984,340.80","337,470,906.34","381,211,421.08","376,573,613.78","375,047,019.92","371,944,536.02","359,281,444.10","357,395,810.25","357,944,731.71","407,742,058.66","421,479,993.11","421,228,453.42","442,839,421.74","543,263,781.54","580,121,484.10","593,151,943.87","729,379,185.78","1,447,246,722.67","1,435,472,190.12","1,433,787,313.60","1,429,979,526.55","1,432,927,136.95","1,402,194,746.93","1,396,830,586.95","1,419,807,152.98","1,559,933,159.28","1,597,412,713.28","1,685,825,572.59","1,662,781,992.37","1,646,694,868.12","1,645,674,514.55","1,672,183,216.36","1,634,950,879.66"
所有者权益(或股东权益)合计,"165,930,246.60","233,576,808.82","425,377,163.43","523,490,508.65","590,914,796.17","2,492,323,428.32","2,439,998,705.53","2,451,107,531.52","2,474,341,035.16","2,511,380,023.02","2,505,639,668.46","2,539,636,464.10","2,580,639,026.81","2,621,270,612.97","2,575,849,348.54","2,634,044,322.27","2,756,645,633.78","2,811,122,492.63","2,733,061,287.77","2,807,722,680.74","2,821,060,696.09","2,887,929,373.15","2,746,366,992.93","2,807,569,943.00","2,819,161,393.71","2,865,546,336.96","2,768,911,530.95","2,954,943,570.63","3,040,920,382.42","3,145,364,151.66","3,003,727,703.47","3,018,321,546.05","2,977,983,530.40","3,005,689,677.70","2,990,209,019.23"
资产总计,"752,375,539.38","1,108,366,292.16","1,557,694,324.32","1,497,110,510.21","1,741,813,329.34","2,898,131,257.24","2,653,331,441.29","2,718,851,054.27","2,700,639,046.65","2,893,100,975.23","2,943,875,224.26","3,184,442,995.08","3,163,281,990.38","3,293,100,880.40","3,269,453,840.23","3,284,958,293.75","3,381,367,178.00","3,505,544,991.52","3,791,149,313.29","3,981,663,276.83","4,120,871,431.26","4,120,267,768.51","3,914,637,843.37","3,785,383,653.74","3,958,924,924.93","4,327,217,307.30","4,558,141,607.10","4,815,474,981.17","4,937,560,122.75","5,403,254,179.42","4,753,139,156.44","4,582,162,092.20","4,505,679,058.91","4,776,320,482.00","4,481,542,091.47"
负债和所有者(或股东权益)合计,"752,375,539.38","1,108,366,292.16","1,557,694,324.32","1,497,110,510.21","1,741,813,329.34","2,898,131,257.24","2,653,331,441.29","2,718,851,054.27","2,700,639,046.65","2,893,100,975.23","2,943,875,224.26","3,184,442,995.08","3,163,281,990.38","3,293,100,880.40","3,269,453,840.23","3,284,958,293.75","3,381,367,178.00","3,505,544,991.52","3,791,149,313.29","3,981,663,276.83","4,120,871,431.26","4,120,267,768.51","3,914,637,843.37","3,785,383,653.74","3,958,924,924.93","4,327,217,307.30","4,558,141,607.10","4,815,474,981.17","4,937,560,122.75","5,403,254,179.42","4,753,139,156.44","4,582,162,092.20","4,505,679,058.91","4,776,320,482.00","4,481,542,091.47"
