科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"144,926,189.70","201,894,794.18","103,133,436.75","183,111,346.43","286,186,077.54","55,711,872.46","132,533,996.05","221,425,559.58","338,539,142.78","91,094,270.22","173,480,124.38","283,735,440.83","448,655,611.47","70,970,786.77","160,463,248.68","219,932,868.97","347,316,586.81","95,203,981.61","175,875,744.29","277,533,995.13","407,474,263.84","80,596,549.55","173,323,613.20","464,870,537.27","818,362,883.52","150,174,123.74","344,240,595.43","591,836,766.38","820,028,578.19","196,021,823.80","350,431,718.04","486,634,276.32","894,917,803.76","110,552,133.00","277,251,098.93","507,413,648.82","875,516,775.50","113,212,643.68"
二、营业利润,"22,563,965.38","35,573,549.74","16,832,621.38","33,857,189.09","55,870,730.38","9,624,791.75","27,094,359.33","49,891,208.56","68,601,840.96","19,730,605.55","36,362,167.01","61,039,338.23","96,117,891.15","15,314,903.83","29,828,708.23","41,398,889.24","46,831,928.51","21,938,485.22","32,741,019.35","46,485,338.61","50,884,413.93","11,550,444.13","17,324,599.14","69,074,908.04","120,012,169.09","12,869,460.66","22,001,120.34","74,261,210.24","41,511,549.19","17,563,710.67","28,113,234.00","23,002,957.20","97,586,585.93","-21,220,954.48","-48,124,594.42","-12,302,498.06","-135,365,401.85","-20,211,088.96"
减:营业成本,"104,627,939.33","140,717,170.93","71,247,982.47","125,442,357.70","194,155,773.75","38,008,625.37","89,514,900.71","148,142,509.98","227,895,007.96","61,579,317.34","114,786,043.79","186,640,704.41","283,901,144.55","44,594,890.67","99,064,730.43","136,393,921.59","217,620,260.04","59,598,281.32","111,982,812.70","177,638,469.73","252,093,924.15","50,704,079.84","108,957,039.57","298,307,329.57","495,940,268.28","100,962,573.94","231,362,375.24","364,763,870.00","521,552,195.56","129,137,213.85","221,895,864.66","320,798,031.56","581,541,449.23","89,918,362.75","225,016,832.98","381,201,025.71","611,869,846.75","85,815,133.53"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"937,556.01","1,310,204.43","1,008,091.11","1,317,108.56","1,886,867.69","347,602.63","885,453.22","1,411,453.47","2,109,154.54","511,728.01","1,500,307.82","2,279,483.34","3,614,814.28","855,906.38","1,722,512.50","2,269,067.39","3,805,070.79","1,396,267.11","2,042,675.42","2,865,423.87","3,975,591.75","907,515.83","1,351,778.12","4,890,979.72","9,783,245.54","1,354,158.67","2,801,392.29","6,009,359.46","8,061,602.27","2,245,006.53","3,898,962.90","4,887,051.36","13,772,389.06","991,374.01","2,661,766.29","4,274,721.70","10,965,569.59","1,822,867.44"
营业外收入,,"574,769.50",,"373,800.00","377,900.00","3,600,000.00","3,609,380.00","3,609,380.00","4,012,747.50",,"42,000.00","657,176.35","1,876,591.01","270,095.80","522,116.07","1,067,682.50","1,484,041.95","747,487.33","1,119,869.63","2,248,475.04","3,256,825.87","406,041.64","1,326,080.85","3,965,314.19","5,736,870.74","1,167,819.61","2,240,604.83","4,958,112.32","8,015,532.50","2,996,800.24","3,609,839.39","4,500,371.03","9,147,918.26","765,042.04","163,631,294.43","164,999,050.06","190,384,885.50","9,478.64"
销售费用,"4,011,998.61","5,320,009.60","2,412,241.01","4,201,089.68","6,542,164.37","1,511,141.78","3,161,142.03","4,995,463.52","10,109,138.54","2,573,962.93","6,756,426.49","11,085,337.98","20,436,269.20","2,708,214.72","7,805,214.90","10,739,835.25","23,388,443.92","3,734,147.98","8,218,131.22","13,165,859.29","22,686,917.73","4,028,149.60","10,376,331.44","18,943,606.63","31,124,398.37","6,528,742.56","17,428,543.79","27,526,039.22","43,468,153.44","6,367,098.90","14,854,490.36","22,874,245.62","37,268,809.54","8,874,251.93","17,653,281.03","26,225,991.47","41,438,632.63","6,067,461.71"
减:营业外支出,,"100,785.06","21,014.41","21,014.41","21,014.41",,,"111,191.19","111,191.19",,,,"21,009.28",,"380,000.00","584,410.52","584,410.52",,,,"17,575.82","100,000.00","100,000.00","100,191.75","1,067,177.08","364,646.71","500,316.97","2,881,983.23","1,001,174.90","150,000.00","166,694.35","679,577.64","1,751,055.03","35,187.79","1,140,003.43","2,791,794.92","1,567,221.02","15,066.13"
管理费用,"8,400,507.53","14,727,933.87","8,493,730.04","13,837,871.85","21,772,104.63","5,576,112.55","10,490,105.76","17,591,446.25","26,684,044.08","6,712,683.98","13,100,831.52","20,245,772.56","39,310,348.24","6,023,217.42","18,968,261.29","25,572,644.08","43,030,000.71","6,892,076.81","15,113,971.22","25,534,461.84","52,600,278.30","11,400,259.81","25,317,724.97","53,577,269.02","111,698,865.46","25,434,995.76","56,504,101.98","89,585,956.12","141,529,295.00","33,924,743.33","67,362,794.13","97,390,021.96","133,238,953.95","27,775,246.82","58,721,691.07","89,036,528.47","134,004,054.68","33,381,605.93"
其中:非流动资产处置净损失,,,,,,,,,"11,191.19",,,,"21,009.28",,,,"4,410.52",,,,"17,575.82",,,,"1,586.85","162,934.62","162,934.62","164,459.97","196,289.83",,,,"156,728.04","1,001.50","926,734.95","2,578,526.44",,
