科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"52,649,976.48","88,547,233.70","142,279,204.93","133,012,415.43","145,399,292.75","171,545,154.07","878,065,141.39","858,265,135.99","911,938,268.99","936,666,012.17","848,298,051.41","779,978,941.65","772,159,191.52","778,687,635.00","831,770,149.94","781,847,653.19","708,618,163.11","787,085,397.56","712,618,815.04","658,425,225.90","608,049,159.24","798,621,501.84","684,567,590.77","623,227,324.95","619,442,078.63","944,594,525.37","754,128,426.02","655,903,784.28","800,825,392.53","742,521,911.76","468,971,359.65","612,216,592.65","611,200,778.27","695,780,390.66"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000,000.00","198,000,000.00","228,000,000.00","183,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,"5,867,649.00","5,867,649.00","5,702,509.00","5,702,509.00","4,075,050.00","4,075,050.00","843,300.00","843,300.00","603,500.00","603,500.00",,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,"832,320.00","832,320.00",,,,,,,"983,000.00","983,000.00",,,,,
应收票据,"500,000.00",,,"995,000.00","956,500.00","3,827,292.55","1,722,992.60","3,150,000.00","4,991,440.00","10,466,951.37","11,231,251.37","7,027,961.26","12,649,935.60","13,403,222.30","6,429,222.30","10,877,729.63","12,599,409.06","10,363,500.00","8,347,432.18","4,219,034.98","4,669,100.98","18,904,795.00","11,927,528.90","18,839,893.90","7,187,277.53","35,672,795.69","35,732,295.69","21,498,680.74","16,867,301.33","67,070,460.30","68,662,616.39","142,836,900.71","123,536,906.77","117,287,255.29"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"49,860,084.30","49,645,599.35","55,553,676.46","76,477,823.79","86,938,307.32","74,590,253.79","86,788,546.23","97,856,720.62","128,886,085.25","124,676,216.23","167,053,350.60","193,098,754.88","220,965,042.35","194,903,899.43","240,949,754.88","288,081,868.52","368,561,493.05","337,190,201.46","412,847,105.46","446,124,591.73","508,902,034.87","459,581,915.45","520,397,265.53","618,373,712.08","686,120,371.34","512,239,606.37","713,675,543.89","821,239,630.47","966,163,995.92","1,092,028,590.62","1,376,515,969.99","1,310,197,521.53","1,460,897,007.94","1,417,442,625.88"
应付账款,"2,330,107.00","2,547,310.38","6,467,756.93","4,268,047.32","3,175,319.27","3,725,329.38","2,687,121.63","1,647,856.21","2,083,999.78","7,457,091.23","5,691,057.93","4,045,299.16","2,667,084.63","9,562,534.11","5,065,409.04","1,555,267.38","4,728,310.53","20,057,713.89","25,940,275.07","11,691,503.57","4,678,029.34","14,022,431.89","7,926,973.44","10,448,244.38","12,278,562.92","11,688,333.61","18,466,284.54","6,464,414.94","7,128,704.28","26,044,170.67","27,654,030.72","28,244,590.04","28,768,639.08","15,192,758.08"
预付款项,"415,631.28","625,364.20","496,532.16","827,375.91","620,328.45","4,534,626.70","3,917,343.81","1,848,573.02","4,870,909.85","9,806,457.52","47,815,909.66","23,122,077.51","34,590,531.47","22,342,259.63","20,075,086.52","22,127,128.18","20,739,448.92","20,963,428.25","20,809,577.53","23,433,053.04","28,584,687.17","25,967,140.82","43,639,752.23","86,422,487.02","78,252,753.92","40,528,120.00","61,977,862.02","62,053,080.38","61,727,822.29","41,352,122.85","54,115,703.41","63,557,009.08","57,837,669.30","62,856,570.05"
预收款项,"2,676,724.99","8,839,113.09","4,360,362.31","6,427,640.38","9,621,303.27","4,960,457.37","14,795,953.48","13,089,685.20","7,842,146.96","5,689,824.83","7,710,247.82","10,112,400.58","10,667,326.11","11,927,570.91","5,546,067.10","4,406,532.90","7,209,092.20","16,230,119.80","17,429,477.68","12,134,600.43","9,081,891.06","12,482,912.37","6,200,531.92","14,922,136.15","22,102,502.01","43,041,370.46","41,920,958.87","52,490,118.21","51,614,713.79","52,258,998.75","74,573,760.50","48,967,026.15","61,581,921.56","55,972,864.28"
其他应收款,"7,068,060.71","8,639,355.31","2,446,632.02","2,187,807.14","5,019,879.13","5,684,555.49","10,356,889.54","13,728,812.77","17,362,819.26","11,475,030.78","19,404,845.81","13,327,278.24","15,952,000.86","15,160,427.17","19,040,423.00","26,173,654.87","24,262,206.41","14,981,221.00","19,704,774.17","28,348,667.07","30,371,468.28","16,521,490.46","24,829,297.02","19,470,847.73","25,003,430.70","20,573,112.34","37,018,065.69","29,295,096.23","32,159,893.11","36,025,022.59","20,848,810.42","50,179,796.43","69,823,346.38","58,606,397.40"
应付职工薪酬,"24,814,711.04","23,415,568.16","29,836,470.32","24,835,433.46","27,763,369.61","31,154,897.97","18,677,483.09","24,287,278.78","34,901,638.57","37,171,586.94","22,659,508.58","30,826,392.12","42,564,194.47","52,421,373.10","36,315,937.20","44,505,948.92","56,737,655.08","66,747,558.86","43,026,444.79","55,188,561.61","69,435,993.23","73,797,679.55","48,535,018.39","57,448,558.70","74,226,448.67","100,433,060.22","61,441,842.82","85,900,311.25","121,964,850.25","148,872,397.74","96,581,152.10","113,990,493.93","170,480,976.35","212,286,676.16"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,464,352.01","5,806,196.36","6,771,582.99","2,315,394.49","3,793,936.79","3,430,305.18","1,371,128.18","6,612,708.78","6,954,018.98","10,887,729.78","7,146,330.64","6,869,794.08","7,842,965.85","5,589,536.69","3,289,845.11","12,988,890.36","12,448,630.95","12,036,214.22","3,019,659.39","16,158,961.84","19,269,461.83","19,940,896.67","15,988,345.25","27,783,414.99","9,415,527.89","23,607,972.72","13,034,066.43","23,614,270.41","9,386,824.79","28,377,443.01","18,948,074.97","22,744,117.03","20,523,718.96","40,850,461.49"
应收利息,,,,,,,,,,"15,648,713.09","15,784,925.56","20,721,107.63","18,426,003.32","22,441,648.29","8,184,201.66","13,536,904.20","10,158,384.87","5,210,571.72","10,010,571.72","8,168,016.45","12,866,504.48","1,967,671.74","6,767,671.74","11,567,671.74","15,167,671.74","1,787,466.96","4,890,651.53","8,138,416.35","11,751,399.59","3,812,949.77","2,635,127.44","3,504,788.52","4,599,884.75","2,532,906.60"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,"10,419,215.93","588,795.77","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47","4,728.47"
存货,"1,618,199.17","5,311,715.03","3,830,321.79","5,589,138.50","4,703,807.21","918,012.92","2,864,488.76","4,713,357.75",,,,"5,481,994.08","4,463,969.29","4,349,431.17","4,536,894.40","4,576,853.19","5,505,310.06","780,868.58","780,868.58","875,795.16","1,458,957.56","1,046,199.79","1,120,952.14","1,472,489.19","1,988,104.56","1,055,840.80","1,646,840.80","1,646,840.80","2,230,669.20","859,143.30","859,143.30","1,753,709.78","1,076,025.93","746,277.15"
其他应付款,"10,625,776.24","12,200,939.83","5,141,411.51","3,133,085.76","4,732,999.14","4,942,873.33","5,288,532.90","4,380,555.10","6,120,308.94","5,367,072.60","4,398,219.68","23,945,715.74","27,265,290.84","12,310,686.52","8,784,869.19","10,075,967.48","11,965,053.54","7,660,655.57","52,180,142.08","11,694,630.58","8,081,640.59","8,904,673.31","5,799,108.67","11,612,572.57","10,367,925.02","180,542,179.15","193,577,514.28","135,357,450.31","137,573,380.78","300,619,367.62","266,061,009.84","262,697,134.97","207,781,490.04","167,179,412.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,"6,192,000.00","4,690,000.00","2,664,500.00","5,578,000.00","8,650,500.00","7,905,712.97","5,774,228.33","2,537,228.33","7,838,000.00","7,306,000.00","4,622,000.00","2,165,000.00","6,811,000.00","4,566,000.00","6,118,000.00","5,930,000.00","5,140,000.00","4,569,000.00","4,744,000.00","3,887,000.00","3,774,000.00"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,"10,104.44",,,,"12,000,000.00","7,000,000.00",,,"24,321,623.98","8,321,623.98","27,703,870.15","9,135,305.83","16,313,711.60","11,350,693.31","19,529,029.07","2,096,991.53","64,684,299.55","65,420,418.46","66,665,516.49","65,123,413.03","62,579,562.36"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
