科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"87,198,043.38","134,484,329.94","161,892,979.11","35,697,210.54","82,923,879.22","129,993,118.62","188,988,595.51","47,681,594.42","100,385,089.26","157,090,482.91","226,029,858.61","55,574,298.89","128,933,916.80","208,804,477.78","303,668,249.28","80,426,415.32"
取得借款收到的现金,"15,800,000.00",,"27,000,000.00",,"22,000,000.00","22,000,000.00","22,000,000.00","1,683,390.00","82,745,130.00","154,621,660.00","174,654,948.00","15,000,000.00","45,000,000.00","125,000,000.00","187,519,669.87","30,000,000.00"
支付的各项税费,"21,911,498.61","31,909,728.31","35,353,040.65","7,150,016.67","18,131,811.98","27,896,227.74","41,732,972.77","16,563,874.98","30,667,587.18","44,827,166.57","65,667,786.65","17,676,019.13","45,677,016.96","66,964,529.80","94,219,713.78","15,526,753.71"
收到其他与筹资活动有关的现金,"8,852,629.12","13,760,408.35","11,465,743.43","17,066,995.24","17,066,995.22","17,066,995.22","17,066,995.21","30,175,438.76","30,175,438.76","30,175,438.76","43,715,438.76","35,736,195.18","35,736,195.18","35,736,195.18","51,177,385.18","44,557,328.16"
支付其他与经营活动有关的现金,"27,530,913.36","22,160,946.22","24,701,350.39","7,745,132.66","19,152,349.46","32,364,763.85","32,380,091.82","12,644,575.80","23,002,401.10","35,275,962.62","43,180,080.56","16,691,861.51","34,183,955.90","48,182,260.56","60,281,811.74","68,262,736.58"
筹资活动现金流入小计,"24,652,629.12","14,240,408.35","40,385,743.43","17,066,995.24","317,256,995.22","317,256,995.22","327,336,995.21","31,858,828.76","112,920,568.76","184,797,098.76","218,370,386.76","937,536,171.84","967,536,171.84","1,047,536,171.84","1,105,761,032.18","74,557,328.16"
经营活动现金流出小计,"455,571,319.89","629,360,537.15","578,628,031.53","148,249,514.82","331,587,622.70","487,141,424.55","692,521,076.54","221,236,721.89","454,804,236.43","691,113,872.56","915,743,254.25","238,088,575.74","577,017,477.96","907,204,229.41","1,335,524,792.32","426,875,505.65"
偿还债务支付的现金,"35,000,000.00","15,800,000.00","20,000,000.00",,"7,000,000.00","7,141,996.11","8,001,362.31","466,012.85","5,785,037.59","7,889,169.07","22,908,399.26","12,238,922.91","62,689,451.76","116,536,104.00","146,416,634.27","18,956,395.88"
经营活动产生的现金流量净额,"72,804,173.24","67,724,412.32","41,405,955.84","-6,261,921.41","-9,848,114.49","2,245,867.54","24,364,541.71","-23,156,900.95","-66,833,696.67","-62,385,998.91","4,427,995.44","5,585,134.12","-73,709,734.78","-76,021,988.41","-7,038,192.31","48,959,593.54"
分配股利、利润或偿还利息支付的现金,"517,496.35","488,613.22","826,407.19","102,848.96","201,823.96","273,928.26","1,008,049.26","367,484.62","17,826,989.54","19,609,582.05","21,319,633.11","2,041,153.37","4,097,530.06","35,160,956.03","39,466,050.23","4,891,620.54"
收回投资收到的现金,,,,,"200,000.00","200,000.00",,"128,000,000.00","128,000,000.00","128,000,000.00","190,000,000.00",,,,"2,144,000,000.00","10,000,000.00"
支付其他与筹资活动有关的现金,"13,893,790.35","11,465,743.43","17,158,793.57","4,694,272.67","19,545,130.89","21,312,946.72","40,255,438.76","24,372,046.96","28,006,869.32","19,924,974.90","36,618,544.98","63,855,264.58","78,760,608.34","94,606,051.11","164,415,463.77","102,322,497.91"
取得投资收益收到的现金,"600,000.00",,,,"50,745.21","504,115.07","2,700,757.02","783,221.92","858,838.36","858,838.36","970,963.36",,"2,040,816.59","6,167,200.16","12,960,635.75","878,739.72"
筹资活动现金流出小计,"49,411,286.70","27,754,356.65","37,985,200.76","4,797,121.63","26,746,954.85","28,728,871.09","49,264,850.33","25,205,544.43","51,618,896.45","47,423,726.02","80,846,577.35","78,135,340.86","145,547,590.16","246,303,111.14","350,298,148.27","126,170,514.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"41,295.99","3,246,000.00",,,,"528,144.00","66,780.00","75,796.00","99,712.00","2,200,331.00","9,180.00","65,321.00","108,321.00","124,321.00",
筹资活动产生的现金流量净额,"-24,758,657.58","-13,513,948.30","2,400,542.67","12,269,873.61","290,510,040.37","288,528,124.13","278,072,144.88","6,653,284.33","61,301,672.31","137,373,372.74","137,523,809.41","859,400,830.98","821,988,581.68","801,233,060.70","755,462,883.91","-51,613,186.17"
处置子公司及其他营业单位收到的现金净额,,"30,790.42","1,117,769.00","200,000.00",,,"200,000.00",,,,,,,,,
四、汇率变动对现金的影响,"-80,959.20","-2,763,751.00","528,522.52","814,434.78","1,367,411.21","2,810,199.22","3,970,723.56","-418,446.59","-337,001.72","30,926.53","1,371,075.61","-360,772.36","-1,103,612.31","-1,910,194.38","-2,317,925.72","-2,000,431.96"
收到其他与投资活动有关的现金,,,,,,,,,,"20,000,000.00","20,700,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"600,000.00","72,086.41","4,363,769.00","200,000.00","250,745.21","704,115.07","3,428,901.02","128,850,001.92","128,934,634.36","148,958,550.36","213,871,294.36","9,180.00","2,106,137.59","6,275,521.16","2,157,084,956.75","10,878,739.72"
五、现金及现金等价物净增加额,"-12,365,542.83","-16,544,830.31","-4,252,135.92","-2,952,181.46","66,093,818.04","87,369,738.61","84,941,974.17","-7,667,157.25","-55,693,750.12","-63,552,899.62","-48,041,295.24","831,033,539.59","164,159,481.05","26,848,928.51","452,783,568.25","-351,988,183.25"
购建固定资产、无形资产和其他长期资产支付的现金,"59,430,099.29","67,563,629.74","52,950,925.95","9,974,568.44","34,186,264.26","57,784,128.30","91,739,576.66","109,595,095.96","153,759,358.40","232,529,750.34","288,235,470.06","28,600,833.15","130,121,891.13","203,227,470.56","270,908,154.38","68,212,898.38"
期初现金及现金等价物余额,"86,522,979.93","74,157,437.10","57,612,606.79","53,360,470.86","53,360,470.86","53,360,470.86","53,360,470.87","138,302,445.04","138,302,445.04","138,302,445.04","138,302,445.04","90,261,149.80","90,261,149.80","90,261,149.80","90,261,149.80","543,044,718.05"
投资支付的现金,"1,500,000.00","500,000.00",,,,,"128,000,000.00","10,000,000.00","5,000,000.00","35,000,000.00","97,000,000.00","5,000,000.00","455,000,000.00","479,500,000.00","2,159,500,000.00","290,000,000.00"
期末现金及现金等价物余额,"74,157,437.10","57,612,606.79","53,360,470.87","50,408,289.40","119,454,288.90","140,730,209.47","138,302,445.04","130,635,287.79","82,608,694.92","74,749,545.42","90,261,149.80","921,294,689.39","254,420,630.85","117,110,078.31","543,044,718.05","191,056,534.80"
