科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"309,980,464.19","517,631,515.67","776,546,751.43","1,379,337,630.64","262,404,613.20","407,589,741.25","521,596,169.22","859,066,680.84","239,157,804.73","387,261,270.61","481,309,124.95","487,697,386.28","174,398,176.04","384,895,326.20","478,564,299.48","725,685,450.09","152,562,745.26","414,657,132.22","494,616,009.80","780,875,327.53","123,116,784.48","362,243,864.68","417,104,966.92","542,548,745.40","123,650,623.42","357,964,899.83","449,025,403.08","732,111,098.98","142,286,575.62","368,281,274.98","484,991,800.16","747,941,346.97","127,102,601.25","308,791,151.69","479,297,618.35","713,682,452.70","126,067,617.55","343,007,876.27","509,973,208.69","742,355,323.11","115,315,623.30","319,913,028.70","464,196,139.47","575,045,078.05","103,633,938.94"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,491,500.00",,,,,,,,,
收到的税费返还,"4,852,284.05","8,489,819.67","12,638,654.11","814,955.56","3,838,922.21","6,010,206.94","10,234,297.74",,"4,384,902.08","5,304,518.31","7,179,708.46",,"1,390,871.56","4,831,654.66","7,764,013.62","7,980,559.90","2,778,717.07","3,890,020.91","6,814,603.76","9,828,013.94","2,489,072.65","3,758,207.05","4,972,763.41","6,570,753.95","1,608,472.76","2,522,736.67","3,548,607.50","3,851,981.64","565,181.94","1,192,962.85","2,515,277.88","3,652,651.39","440,791.27","1,698,656.99","3,056,551.04","3,112,166.47","582,155.45","721,058.42","2,007,536.79","2,681,890.25","1,148,178.91","1,789,119.44","2,765,178.98","1,561,707.80","537,596.24"
支付其他与投资活动有关的现金,,,,,,,,"26,955.23",,,"43,062,500.00","50,565.40",,,,,,,,"576,511.84",,,,,,,,,,,,,,,,,,,,,,"97,886.08","97,886.08",,
收到其他与经营活动有关的现金,"11,627,264.88","39,745,832.15","76,910,923.31","172,476,853.45","28,416,323.08","46,309,290.12","104,243,397.43","112,402,912.85","31,877,442.89","44,559,388.71","47,885,864.25","64,131,718.92","31,303,269.93","32,589,256.20","34,145,477.36","49,643,697.73","10,215,433.50","31,679,297.35","37,518,946.50","13,283,557.77","9,533,260.00","17,182,300.80","23,268,928.72","34,962,171.27","6,393,915.59","16,444,176.52","18,792,538.99","19,263,030.60","821,138.16","2,602,337.86","12,612,728.21","18,099,850.72","31,623,712.48","36,720,740.08","47,763,031.64","141,370,492.69","101,742,130.98","114,798,425.30","241,982,227.79","225,377,083.91","3,031,462.41","14,184,234.25","47,276,351.38","22,498,986.96","3,870,514.13"
投资活动现金流出小计,"17,482,440.25","56,141,762.81","110,105,091.55","146,802,972.49","16,983,095.00","129,520,121.22","153,610,968.22","138,886,557.53","25,243,964.42","27,478,290.04","124,604,547.57","210,071,635.87","14,657,891.05","37,079,009.68","85,678,177.97","101,186,810.77","8,463,844.57","17,005,837.50","25,006,374.85","26,338,521.99","40,558,252.27","40,614,737.54","40,704,886.61","75,860,674.53","15,749,336.60","16,667,441.77","54,575,897.98","97,171,337.74","1,500,858.66","10,402,253.16","16,355,245.20","18,586,002.55","12,582,383.42","79,639,910.28","121,059,617.42","225,625,264.04","18,885,210.97","68,310,992.93","80,304,690.25","84,847,799.94","34,083,406.20","62,566,685.74","89,760,844.04","102,943,914.80","97,131,786.60"
经营活动现金流入小计,"326,460,013.12","565,867,167.49","866,096,328.85","1,552,629,439.65","294,659,858.49","459,909,238.31","636,073,864.39","971,469,593.69","275,420,149.70","437,125,177.63","536,374,697.66","551,829,105.20","207,092,317.53","422,316,237.06","520,473,790.46","783,309,707.72","165,556,895.83","450,226,450.48","538,949,560.06","803,986,899.24","135,139,117.13","383,184,372.53","445,346,659.05","584,081,670.62","131,653,011.77","376,931,813.02","471,366,549.57","755,226,111.22","143,672,895.72","372,076,575.69","500,119,806.25","769,693,849.08","159,167,105.00","347,210,548.76","530,117,201.03","858,165,111.86","228,391,903.98","458,527,359.99","753,962,973.27","970,414,297.27","119,495,264.62","335,886,382.39","514,237,669.83","599,105,772.81","108,042,049.31"
投资活动产生的现金流量净额,"-16,618,750.62","-54,072,637.44","-38,792,389.89","-95,985,039.73","-11,743,339.90","25,984,006.78","-36,303,540.33","-57,009,710.90","49,513,627.47","120,818,219.84","80,053,483.14","3,003,526.86","29,851,998.39","17,676,241.66","28,579,827.53","29,749,462.58","-7,661,778.57","14,380,489.36","10,418,007.22","8,846,434.38","-7,701,964.36","-5,005,751.48","40,678,309.57","20,733,051.55","14,940,251.85","48,030,544.15","26,001,629.67","35,738,645.19","-393,674.31","-9,419,386.68","-13,890,172.78","34,890,766.01","13,101,799.96","44,016,976.30","27,808,110.59","-23,273,323.89","-10,873,644.49","-55,985,585.70","-54,879,286.86","-58,699,073.43","18,915,667.33","-8,378,969.56","-30,838,319.70","-44,146,269.94","989,612.54"
购买商品、接受劳务支付的现金,"285,929,791.55","444,181,647.62","701,590,771.46","1,243,443,366.66","229,116,854.42","386,396,879.71","496,795,016.49","766,820,800.98","202,042,892.88","356,344,061.19","413,247,937.20","362,572,658.59","146,683,320.81","357,981,511.34","429,541,722.65","614,894,379.82","137,589,765.48","387,776,274.90","431,664,412.35","676,439,700.03","115,596,136.39","314,068,097.36","368,161,287.05","464,087,642.90","120,507,887.15","326,925,905.30","379,455,235.83","604,284,561.88","140,649,208.72","319,472,027.31","435,744,771.48","635,854,690.68","126,372,092.57","290,255,440.75","438,472,259.87","567,917,603.05","113,593,695.12","295,914,702.44","445,826,876.66","566,101,920.27","109,796,117.68","297,945,930.69","431,756,568.59","439,281,645.63","90,072,471.98"
吸收投资收到的现金,,,,,,,,"8,340,000.00",,,,"120,000.00",,,,"110,000.00",,,"1,960,000.00","1,960,000.00",,,,"185,000.00",,,,,,,,,,,,,,,,,,,,"2,450,000.00",
