科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"60,217,161.50","18,959,901.80","350,444,106.51","350,829,981.11","371,650,590.92","355,272,431.71","329,092,147.90","317,111,364.70","369,795,032.85","349,322,708.42","312,202,414.51","285,701,538.54","280,569,927.39","266,977,829.63","262,358,180.32","242,553,515.28","248,514,987.40","213,041,337.31","212,115,363.55","189,411,525.48","211,020,580.29","159,211,531.42","96,514,545.96","87,763,347.61","163,013,654.11","90,910,132.61","125,697,156.21","62,016,171.37","184,207,296.65","167,669,604.18","159,406,518.13","120,579,299.13","171,343,413.84","97,359,500.49","80,979,819.77","67,132,438.73","149,233,982.53","116,053,603.73","79,027,264.32","73,601,962.55","142,289,856.37","142,289,856.37"
短期借款,"36,000,000.00","26,000,000.00","500,000.00",,"500,000.00",,,,"13,548,952.51","13,548,952.51",,,,,,,,,,,,,,,,,,"16,000,000.00","16,000,000.00","16,000,000.00","16,000,000.00",,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,"13,530.19","13,530.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,550,000.00",,,"891,600.00",,"157,100.00","757,310.00","1,184,220.00","212,940.00","50,000.00","1,090,000.00","875,940.00",,,,"1,900,800.00","744,400.00",,"117,000.00","250,000.00","900,000.00",,"6,939,520.00","8,097,600.00","4,119,080.00","1,721,600.00","3,235,773.30","6,056,900.00","10,282,680.00","200,000.00","1,526,285.00","19,361,479.96","7,686,441.98","10,640,342.08","4,987,058.10","5,069,624.98","4,657,415.01","5,857,984.89","5,293,210.00","2,993,905.00","5,506,473.18","5,506,473.18"
应付票据,"11,954,886.76","1,994,107.92","4,879,355.05",,,,,,,,,,,,"6,388,249.27","6,399,476.24","15,999,063.12","14,328,019.77","17,776,210.89","23,119,856.91","9,214,293.31","18,856,572.20","21,050,468.65","24,575,679.96","34,695,729.86","35,918,917.93","24,475,689.59","28,693,433.85","23,702,696.68","46,971,099.07","64,790,743.46","61,464,236.75","60,316,054.26","32,014,651.09","29,776,856.95","31,088,090.72","31,114,415.54","35,741,315.76","30,442,145.52","26,629,684.30","35,830,479.24","35,830,479.24"
应收账款,"112,306,504.91","124,360,152.18","143,639,295.34","121,694,789.77","133,094,034.94","135,481,541.75","130,206,841.49","132,792,108.98","133,631,746.78","133,137,750.50","135,673,462.41","145,349,681.41","161,538,581.80","173,275,789.77","163,534,938.37","148,248,902.08","161,328,710.38","155,953,978.39","159,076,568.55","165,728,531.17","203,363,873.40","194,344,123.85","203,197,924.88","208,450,462.18","256,929,853.56","256,619,652.24","253,267,842.04","288,445,717.23","328,535,914.54","289,537,643.79","307,820,476.23","301,180,981.65","278,324,831.64","268,943,394.81","293,050,979.30","309,828,669.22","269,934,172.02","250,490,279.94","271,198,122.29","283,346,534.88","269,429,090.24","269,429,090.24"
应付账款,"34,686,393.78","40,612,346.60","34,945,903.03","28,047,025.26","34,850,287.87","29,732,747.05","29,763,045.09","32,536,571.69","35,664,736.50","36,989,562.94","34,494,837.23","26,935,188.90","31,175,079.38","35,661,212.94","46,227,305.71","51,755,057.58","44,378,703.46","36,573,166.20","42,183,122.59","45,168,809.81","59,725,406.81","39,683,471.60","46,754,737.72","51,169,519.79","68,141,757.90","54,519,780.72","56,700,033.78","86,234,327.91","101,684,478.54","71,186,852.97","61,448,806.93","83,826,860.73","85,420,977.01","105,597,154.78","80,123,651.82","90,909,614.70","71,345,831.46","56,352,973.26","71,786,134.42","74,074,957.74","82,217,584.31","82,217,584.31"
预付款项,"1,563,922.78","3,019,692.13","2,287,024.74","4,302,929.64","7,175,689.13","7,442,277.04","6,611,410.73","21,498,550.50","15,876,523.00","24,696,934.71","16,286,633.19","16,002,229.05","11,823,988.74","12,745,193.72","16,295,114.01","13,709,623.27","9,353,930.19","10,103,825.08","16,470,946.10","25,608,427.61","13,864,407.21","13,932,895.18","18,476,918.75","14,115,937.12","5,484,860.15","13,973,233.71","12,489,710.58","13,085,894.22","5,651,042.05","27,222,163.07","15,061,515.27","27,432,232.03","11,437,973.94","61,305,340.09","23,831,700.78","38,718,558.08","4,259,725.45","10,694,136.18","7,854,099.98","14,211,010.11","9,704,075.54","9,704,075.54"
预收款项,"4,127,593.59","3,034,395.61","1,466,568.97","3,241,978.81","4,112,268.68","10,149,552.53","6,087,489.36","6,249,198.11","15,545,921.44","14,578,149.63","16,251,050.17","15,485,849.00","6,822,916.03","15,317,164.44","19,240,961.70","20,159,731.29","28,439,806.02","25,381,085.33","26,635,880.33","22,613,780.60","18,648,770.67","17,889,458.83","24,799,751.12","38,547,303.05","33,586,245.48","29,932,770.42","33,435,485.13","37,283,323.05","15,308,318.25","19,094,611.23","19,295,238.28","18,762,048.91","17,750,297.08","19,676,149.15","23,984,046.32","33,299,173.85","41,727,359.22","55,402,575.45","31,683,662.27","35,332,732.89","30,053,670.79","30,053,670.79"
其他应收款,"7,624,822.17","12,949,788.37","11,097,803.17","9,353,435.58","8,457,486.23","8,461,221.36","12,375,940.48","13,969,450.38","10,011,369.83","11,833,111.47","14,530,028.97","12,882,972.04","15,074,154.16","19,437,783.13","28,233,755.06","24,523,300.68","19,830,939.67","31,119,119.19","21,651,590.37","23,101,109.84","19,249,374.54","27,529,989.37","19,024,668.73","17,598,012.25","13,590,388.63","24,056,012.87","32,084,770.39","23,441,180.20","20,107,635.22","24,486,331.98","22,195,350.42","22,329,664.53","20,653,708.42","24,786,482.92","24,867,971.89","31,665,136.48","22,854,515.61","23,756,352.19","26,922,340.28","25,590,011.11","23,910,200.55","23,910,200.55"
应付职工薪酬,"3,512,867.87","2,542,748.89","3,781,673.15","3,517,647.43","4,323,947.27","2,913,718.51","3,083,199.02","3,800,577.40","4,454,876.44","3,555,682.34","4,223,308.46","4,479,250.94","4,888,092.84","2,713,291.77","3,583,718.52","4,732,230.92","5,890,196.83","6,313,845.28","3,889,832.47","6,362,734.56","6,773,501.04","6,921,410.54","7,257,544.49","7,417,913.75","9,560,179.78","8,478,021.68","9,375,567.62","9,626,592.27","11,450,362.89","9,583,458.89","8,881,655.49","10,284,917.18","9,534,516.59","9,003,498.96","9,938,488.46","10,170,629.00","10,181,826.37","9,792,248.38","10,526,491.26","10,625,645.73","11,402,300.84","11,402,300.84"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,240,649.07","1,360,437.55","1,718,931.99","-547,200.30","2,438,482.98","-120,986.79","-1,219,340.87","1,093,013.14","5,072,582.56","1,045,644.64","-805,261.44","-3,621,817.14","4,533,090.31","927,664.95","-1,831,138.19","-3,342,714.23","1,190,618.88","-276,344.93","-3,281,192.66","-1,105,579.71","3,801,530.90","1,670,484.36","555,879.94","2,507,362.36","7,143,443.65","1,624,960.61","3,773,803.41","4,792,406.48","10,652,805.63","7,698,289.11","7,588,642.74","6,735,601.50","15,813,340.59","5,101,688.62","4,712,308.78","2,389,008.57","4,810,108.00","5,711,341.41","5,114,655.27","5,239,824.24","18,196,938.85","18,196,938.85"
应收利息,,,"2,129,655.00","4,377,500.00","5,273,712.50","7,869,062.50","3,226,718.00","2,896,335.24","2,943,821.91","4,374,401.62","2,330,645.50","2,146,973.07","2,798,235.49","4,094,418.68","2,422,163.64","2,920,549.73","3,837,842.93","5,286,486.39","2,321,793.99","1,741,431.88","1,483,207.18","1,748,881.76","581,051.84","894,163.17","225,194.45","1,260,407.60","200,655.17","386,752.21","191,997.26",,,"85,589.03","81,369.86","105,273.98",,,,,,,,
应付利息,,,,,472.50,,,,"62,172.23","62,172.23",,,,,,,,,,,,,,,,,,"32,000.00","35,200.00","35,200.00","32,000.00",,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"6,796,680.70",,,,"8,107,695.00",,,,"6,796,680.70",,,,"6,117,012.63",,,,"339,834.04",,,,"17,556,168.00",,,,,,,,"1,270,036.14",,,
