科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"15,770,488.79","5,340,372.67","38,200,765.30","12,184,043.13","35,954,985.47","318,657,344.57","212,852,336.73","198,774,283.79","209,337,809.03","82,300,026.99","21,811,393.92","4,296,815.19","8,816,135.17","241,080,231.95","186,830,276.26","448,360,929.13","134,259,318.29","15,686,662.64","86,998,322.22","468,290,825.03","282,255,464.72","245,388,931.44","224,348,738.06","178,699,558.91","80,963,863.47","65,396,572.91","218,840,253.29","86,265,154.73","7,989,620.24","55,609,984.00","77,939,112.33","91,471,225.14","74,325,009.83","48,761,320.89"
短期借款,"17,000,000.00","45,000,000.00","43,000,000.00","43,000,000.00","43,000,000.00","30,000,000.00",,,,,,,,,,"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00",,,,,,,,,,,"60,000,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"2,327,500.00","4,761,067.50","1,086,261.35","214,560.00","4,371,254.61","3,307,254.61",,,"16,022,405.78","5,374,436.04","2,859,200.09","56,021.02","8,481,523.24","778,161.34","12,941,979.34","11,604,657.55","39,298,771.17","27,284,972.32","50,765,256.29","29,763,879.10","38,287,813.62","33,888,751.59","43,757,613.45","42,325,161.82","75,861,950.38","55,000,032.84","34,320,934.75","27,284,592.78","54,281,177.46","34,268,909.41","68,481,247.80","32,094,914.27","75,482,662.71","103,217,031.40"
应付账款,"24,633,507.71","7,762,222.89","2,175,612.75","1,717,072.75","10,611,721.71","6,820,481.71","68,242,429.36","90,673,232.70","71,869,544.91","100,970,945.71","105,165,129.01","90,556,607.70","156,668,075.22","24,198,752.12","8,347,093.83","9,274,707.40","16,946,665.00","32,078,733.00","20,133,203.50","49,794,666.00","59,605,932.00","72,541,491.94","26,897,731.44","39,423,572.41","22,452,981.45","21,906,424.00","20,237,786.20","36,989,676.22","72,149,694.30","19,779,607.69","26,102,757.62","42,162,798.16","40,425,733.09","41,059,323.37"
预付款项,"1,180,800.00","15,676,729.22","6,762,270.51","2,602,880.00","17,491,580.15","15,539,064.61","21,661,824.00","27,737,191.14","68,655,269.33","116,277,007.06","18,494,940.80","16,096,714.60","4,639,009.87","6,424,901.27","1,444,527.15","1,236,994.99","1,944,369.84","2,397,805.37","4,713,758.88","1,332,470.41","2,394,748.10","2,484,405.67","6,145,357.75","2,268,889.19","1,866,155.75","2,188,454.22","2,368,908.67","3,146,826.63","18,897,148.30","56,716,533.20","99,396,061.36","91,621,764.56","76,529,030.28","95,343,598.13"
预收款项,,,,"6,412,000.00","7,995,052.00",,,,"1,841.00","30,981,824.20","36,286.00","178,805.80","507,086.80","8,163.06","381,308.21","78,428.84","83,715.74","72,493.52","391,863.19","106,915.19","186,018.19","236,137.19","206,275.19","144,162.19","55,707.19","79,164.19","560,479.19","47,339.19","79,839.19","79,839.19","1,263,004.19","941,645.94","892,135.36","859,544.91"
其他应收款,"993,526.50","19,190.00",180.00,180.00,160.00,"4,845,160.00","4,849,530.00","3,230,885.19","96,439.10","237,829.50","233,771.10","91,271.10","1,603,784.50","337,909.50","327,909.00","248,988.20","18,702,929.20","439,598.43","305,900.00","619,663.53","458,407.30","1,086,262.05","475,592.50","573,940.34","782,763.89","949,757.49","373,465.51","2,721,222.40","996,123.77","31,827,807.48","5,419,638.47","7,361,580.74","8,831,219.92","7,008,114.80"
应付职工薪酬,"4,133,134.52","2,801,174.53","2,164,005.48","2,145,682.49","5,817,556.03","2,890,786.52","3,425,133.56","5,721,619.17","3,252,013.79","3,127,767.62","4,092,780.49","3,607,085.45","12,246,013.58","3,236,115.31","6,087,684.10","4,159,728.10","4,124,866.73","3,906,520.48","6,080,004.27","4,595,473.14","4,145,001.85","3,764,307.62","5,106,859.91","4,368,325.31","4,426,851.86","4,145,616.15","11,849,318.83","4,021,904.86","3,812,273.16","4,241,832.64","5,035,255.73","3,444,113.47","3,622,764.02","3,591,586.06"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,839,513.65","113,337.70","500,393.12",,"6,426,092.99","1,325,696.16","1,752,080.96","-664,517.55","6,661,928.45","143,844.01","5,710,116.81","1,595,787.71","10,303,945.60","1,633,210.08","9,602,701.95","3,516,500.23","7,818,827.46","82,530.54","1,216,466.25","119,044.29","5,009,505.28","117,987.73","6,038,401.70","3,951,652.14","932,307.86","127,303.21","200,369.93","195,355.37","210,264.30","20,273,145.57","51,409,052.35","18,655,469.36","13,505,489.98","1,898,592.60"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"20,100,000.00","4,990,950.00","4,990,950.00","4,990,950.00","5,017,500.00","7,697,500.00","6,453,180.00","4,752,000.00","13,366,080.00","8,586,000.00","8,586,000.00","8,586,000.00","18,066,240.00","18,066,240.00","18,066,240.00","18,066,240.00","29,930,790.00","29,930,790.00","29,930,790.00","29,930,790.00","58,504,350.00","42,415,590.00","42,415,590.00","42,415,590.00","42,415,590.00","51,903,825.00"
