科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
经营活动产生的现金流量净额,"-12,367,354.64","24,793,053.02","75,684,016.52","-52,005,711.71","-7,807,404.70","9,289,429.77","60,881,253.75","-24,670,546.80","4,376,697.50","21,741,641.16","66,526,996.25","-16,721,748.09","7,061,284.07","24,916,137.71","89,336,357.24","-17,997,128.21","3,602,405.21","23,250,898.94","117,536,487.31","-29,948,738.52","-4,963,562.28","29,856,169.61","162,059,478.20","-31,611,690.47","2,835,756.35","111,779,215.03","296,068,780.43","-28,309,826.08","3,850,338.46","145,462,173.06","420,075,250.40","-93,752,872.46","-94,400,424.96","45,964,693.50","515,601,631.40","-182,143,302.69","-456,710,282.92","-350,092,903.78","299,303,977.99","-483,684,917.93","-731,157,697.84","-647,413,168.28","362,726,217.78","-631,824,924.85","-823,049,109.41"
分配股利、利润或偿还利息支付的现金,"6,967,655.00","11,613,875.25","13,367,902.58","19,125,333.75","19,685,089.38","19,742,936.88","19,786,536.51",,"25,360,195.82","27,180,344.46","26,695,738.27","580,117.50","31,370,395.40","31,799,037.78","33,751,568.88","30,224,619.98","32,656,902.75","32,656,902.75","32,656,902.75",,"38,270,206.20","38,509,622.87","39,335,859.31","75,000.00","151,666.67","68,386,249.34","72,989,106.06","108,680.28","94,593,918.43","94,551,246.49","94,974,113.14","647,410.54","122,115,914.32","128,602,003.01","132,916,220.15","2,544,544.62","135,798,147.78","141,782,271.54","153,770,612.59","5,633,932.71","145,144,844.08","150,934,358.16","168,104,549.61","4,859,773.23","168,712,505.86"
收回投资收到的现金,,,"270,000.00",,,,,,,,,,,,,,,,"60,000,000.00",,,,"112,500,000.00","15,000,000.00","15,000,000.00","48,000,000.00","48,000,000.00","1,000,372.48","71,000,000.00","224,507,110.00","40,627,600.00","1,000,000.00","9,000,000.00","1,000,000.00","4,500,000.00",,"175,000,000.00","471,500,000.00","371,000,000.00","22,000,000.00",,"323,500,099.11","43,041,503.33","46,180,000.00","61,076,655.92"
支付其他与筹资活动有关的现金,,,,,"5,740,889.81","5,974,293.81","6,144,293.81",,"92,453.74","108,653.74","108,653.74",,"46,502.20","46,502.20","46,502.20",,"2,049,124.16","2,013,948.74","2,140,452.52",,,"392,600.90","792,473.22","119,577.29","992,642.81","1,419,396.44","1,671,099.26",,,,"500,263.63",,"533,471.18","1,997,502.81","4,355,628.31",,,,"254,255.69","73,918,356.50","73,918,356.50","73,918,356.50","14,535,549.17",,"5,112,343.50"
取得投资收益收到的现金,,,,,"12,530.97","12,530.97","12,530.97",,,,,,,,,,,,"390,023.97",,,,"4,423,871.57","65,095.89","65,095.89","302,219.18","302,219.18","5,556.16","538,368.35","1,707,938.70","9,467,346.93",,"14,079,995.67","21,075,732.66","28,615,194.02","7,882,309.63","14,469,217.84","31,950,250.46","24,597,813.02","184,772.58","599,382.02","7,799,316.13","28,178,623.84","3,665,454.79","44,579,953.39"
筹资活动现金流出小计,"34,967,655.00","59,613,875.25","91,367,902.58","49,125,333.75","105,425,979.19","105,717,230.69","108,930,830.32",,"25,452,649.56","27,288,998.20","59,304,392.01","580,117.50","31,416,897.60","69,845,539.98","71,798,071.08","30,224,619.98","54,506,026.91","54,470,851.49","54,597,355.27",,"38,270,206.20","38,902,223.77","100,428,332.53","194,577.29","1,144,309.48","69,805,645.78","100,853,947.12","9,650,050.42","110,135,288.57","110,392,616.63","116,397,226.01","647,410.54","128,828,758.00","266,085,249.15","158,811,848.46","2,544,544.62","135,798,147.78","316,554,610.54","438,124,868.28","79,552,289.21","249,063,200.58","278,752,714.66","541,540,098.78","22,859,773.23","189,398,949.36"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,081.00","4,081.00","15,901.00",,,"14,900.00","21,100.00","48,956.67","48,956.67","3,635,020.57","3,373,024.40","48,800.00","53,950.00","55,450.00","55,450.00","34,500.00","35,249.80","39,069.80","81,820.00","2,000.00","9,821.20","12,321.20","139,318.70","5,720.00","198,058.83","204,456.74","363,656.74","49,676.00","128,254.99","142,585.31","58,267.00","5,590.01","119,397.30","165,289.94","376,781.41","1,180.00","72,821.00","63,336.64","3,973,512.80","445,595.08","382,555.11","377,381.56","4,044,748.74","27,393.34","580,407.80"
筹资活动产生的现金流量净额,"-14,967,655.00","386,124.75","-21,367,902.58","-19,125,333.75","256,094,020.81","255,802,769.31","257,589,169.68",,"-25,452,649.56","38,211,001.80","18,275,607.99","919,882.50","-29,916,897.60","-65,495,539.98","-50,648,071.08","-30,224,619.98","370,463,951.24","371,489,126.66","371,362,622.88","10,000,000.00","5,527,293.80","4,895,276.23","-26,330,832.53","-194,577.29","1,739,669,956.12","1,673,309,165.35","1,646,501,688.62","66,760,961.13","-29,036,043.69","6,489,393.80","10,340,944.36","86,914,992.32","261,656,485.51","2,423,246,693.40","2,418,991,890.97","179,324,963.23","656,490,793.10","508,512,699.11","478,609,277.92","432,377,940.21","1,329,125,000.03","1,320,577,753.36","1,256,612,865.84","279,190,174.37","230,141,277.78"
处置子公司及其他营业单位收到的现金净额,"77,986.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,586,080.62",,,"-2,612,636.13","-2,612,636.13","-679,037.52",,,,"-1,628,030.50",,,,"6,739,109.73",,
四、汇率变动对现金的影响,,"19,001.61","-6,843.89","10,209.23","2,805.15","2,805.15","-32,601.36",-79.59,-79.59,-79.59,"-1,953.86",,,-0.06,"-25,478.63",,"-6,029.29","-6,029.29","22,674.74",,,,"15,782.90",,,,"-22,241.84",,,,"-2,500.94",,,,"-256,666.95",,,,"178,020.05",,,,"-324,267.24",,"-109,872.36"
收到其他与投资活动有关的现金,,"228,325.24","431,442.81","119,918.36","570,927.99","1,141,044.49","5,849,419.69","3,564,055.85","7,184,546.30","6,562,761.53","10,390,658.92","351,794.43","5,582,465.99","8,135,968.66","5,605,335.66","308,942.33","696,860.70","1,400,213.14","3,543,646.62","1,329,142.31","9,823,136.18","13,658,397.31","14,500,171.96","1,742,143.27","5,568,349.96","10,290,569.57","21,383,352.66","1,903,386.28","32,560,150.88","40,641,091.15","44,435,987.57","8,552,123.66","15,241,878.67","37,879,891.86","47,843,953.41","13,241,361.60","20,387,543.59","45,869,871.25","56,021,850.63","20,691,448.09","22,752,939.59","45,505,802.85","54,436,203.46","7,934,078.77","50,795,004.31"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"82,067.47","232,406.24","717,343.81","119,918.36","583,458.96","1,168,475.46","5,883,050.66","3,613,012.52","7,233,502.97","10,197,782.10","13,763,683.32","400,594.43","5,636,415.99","8,191,418.66","5,660,785.66","343,442.33","732,110.50","1,439,282.94","64,015,490.59","1,331,142.31","9,832,957.38","13,670,718.51","131,563,362.23","16,812,959.16","20,831,504.68","58,797,245.49","70,049,228.58","2,958,990.92","104,226,774.22","268,584,805.78","94,589,201.50","9,557,713.67","35,828,635.51","57,508,278.33","80,656,891.32","21,124,851.23","209,929,582.43","549,383,458.35","453,965,145.95","43,321,815.75","23,734,876.72","377,182,599.65","136,440,189.10","57,806,926.90","157,032,021.42"
五、现金及现金等价物净增加额,"-31,371,249.59","6,952,870.13","19,992,858.88","-72,453,386.00","236,587,391.72","243,563,784.48","261,768,037.77","-28,362,210.77","-33,482,229.79","32,367,461.50","11,290,210.43","-44,592,811.20","-68,850,306.47","-130,012,485.08","-60,168,118.68","-83,061,406.81","311,523,800.91","298,706,480.05","352,952,742.78","-153,216,044.41","-179,371,337.84","-170,083,822.17","-129,973,341.74","-141,774,341.94","1,554,451,583.07","1,157,969,768.33","1,225,588,080.51","-159,594,310.02","-530,590,447.72","-633,262,286.65","-687,681,330.80","-381,978,863.45","-330,183,425.72","1,415,867,221.48","1,577,734,892.39","-222,932,369.22","-306,531,299.13","-327,433,218.78","-144,417,179.76","-395,336,338.73","-284,166,018.79","-612,198,077.59","119,457,341.07","-786,369,389.02","-1,360,644,721.14"
购建固定资产、无形资产和其他长期资产支付的现金,"4,118,307.42","17,236,423.78","31,417,834.27","1,452,468.13","10,785,488.50","16,439,495.21","52,627,736.89","7,304,596.90","15,319,701.11","33,144,610.91","76,923,779.03","12,738,337.37","31,677,906.26","87,670,248.74","96,577,825.63","35,183,100.95","63,268,636.75","97,466,799.20","138,984,532.74","61,130,550.70","116,808,026.74","146,690,986.52","278,346,132.54","111,778,775.12","160,848,025.48","241,154,972.02","342,943,079.98","151,004,435.99","297,131,516.71","444,116,339.29","580,178,094.29","362,097,538.98","434,054,539.78","584,198,147.94","889,956,549.30","191,790,720.99","461,682,108.01","634,574,178.73","1,065,002,410.11","279,812,415.02","509,345,399.93","730,571,811.25","1,035,808,905.29","406,790,327.11","757,368,041.06"
期初现金及现金等价物余额,,"73,239,624.53","73,239,624.53",,"93,232,483.41","93,232,483.41","93,232,483.41","355,000,521.18","355,000,521.18","355,000,521.18","355,000,521.18","366,290,731.61","366,290,731.61","366,290,731.61","366,290,731.61","306,122,612.93","306,122,612.93","306,122,612.93","306,122,612.93","659,075,355.71","659,075,355.71","659,075,355.71","659,075,355.71","529,102,013.97","529,102,013.97","529,102,013.97","529,102,013.97","1,754,690,094.48","1,754,690,094.48","1,754,690,094.48","1,754,690,094.48","1,067,008,763.68","1,067,008,763.68","1,067,008,763.68","1,067,008,763.68","2,644,743,656.07","2,644,743,656.07","2,644,743,656.07","2,644,743,656.07","2,501,138,716.31","2,500,326,476.31","2,500,326,476.31","2,500,326,476.31","2,619,783,817.38","2,619,783,817.38"
投资支付的现金,,"1,121,451.91","3,296,451.91",,"1,500,000.00","6,260,200.00","9,925,098.07",,"4,320,000.00","4,320,000.00","2,150,000.00",,"3,500,000.00","3,500,000.00","1,000,000.00",,,,"60,000,000.00","65,500,000.00","65,000,000.00","65,000,000.00","117,500,000.00","15,000,000.00","48,000,000.00","57,180,000.00","58,180,000.00",,"312,500,000.00","609,682,320.00","506,177,600.00",,"76,612,424.00","495,429,416.43","547,302,305.05","49,448,160.00","134,637,118.93","280,740,128.93","195,615,702.33","107,538,761.74","396,522,797.77","931,973,451.07","489,744,110.37","84,751,238.33","167,290,997.51"
期末现金及现金等价物余额,,"80,192,494.66","93,232,483.41",,"329,819,875.13","336,796,267.89","355,000,521.18","326,638,310.41","321,518,291.39","387,367,982.68","366,290,731.61","321,697,920.41","297,440,425.14","236,278,246.53","306,122,612.93","223,061,206.12","617,646,413.84","604,829,092.98","659,075,355.71","505,859,311.30","479,704,017.87","488,991,533.54","529,102,013.97","387,327,672.03","2,083,553,597.04","1,687,071,782.30","1,754,690,094.48","1,595,095,784.46","1,224,099,646.76","1,121,427,807.83","1,067,008,763.68","685,029,900.23","736,825,337.96","2,482,875,985.16","2,644,743,656.07","2,421,811,286.85","2,338,212,356.94","2,317,310,437.29","2,500,326,476.31","2,105,802,377.58","2,216,160,457.52","1,888,128,398.72","2,619,783,817.38","1,833,414,428.36","1,259,139,096.24"
