科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
长期应收款,"13,195,166.97","25,592,121.45","27,627,038.23","26,117,101.22","21,606,410.14","22,824,096.87","22,824,096.87","38,800,178.72","109,260,475.58","138,898,007.53","141,815,659.19","168,359,833.78"
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"3,702,000.00","3,238,520.91"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,"8,890,558.45"
预计负债,,,,,,,,,,,,
固定资产,"25,333,543.48","23,158,972.43","20,331,363.85","21,273,070.37","20,000,517.95","23,318,952.82","22,466,461.25","22,080,604.18","23,455,692.30","51,679,612.22","148,347,403.78","154,617,471.62"
递延所得税负债,,,,,,,,,,,,
在建工程,"20,675,190.02","32,206,754.59","48,155,614.53","50,333,012.46","50,444,489.28","53,130,324.66","53,157,062.76","91,194,210.63","103,723,818.09","93,220,389.39","6,623,077.35","382,582.53"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,"1,196.60","229,708.78","430,092.54"
非流动负债合计,"5,530,000.00","6,930,000.00","6,250,000.00","3,000,000.00","1,500,000.00","1,500,000.00","21,500,000.00","41,500,000.00","38,500,000.00","32,500,000.00","65,412,000.00","33,206,000.00"
固定资产清理,,,,,,,,,,,,
负债合计,"252,403,677.29","188,930,300.78","222,734,691.63","204,325,609.67","262,862,511.78","343,847,043.00","376,493,347.61","758,061,679.35","838,912,358.80","957,168,895.20","923,327,153.79","835,112,272.73"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"76,800,000.00","76,800,000.00","76,800,000.00","76,800,000.00","76,800,000.00","76,800,000.00","102,500,000.00","102,500,000.00","102,500,000.00","102,500,000.00","102,500,000.00","102,500,000.00"
油气资产,,,,,,,,,,,,
资本公积,"63,693,402.11","63,693,402.11","63,693,402.11","63,693,402.11","63,693,402.11","63,693,402.11","121,278,402.11","121,278,402.11","121,278,402.11","121,278,402.11","121,278,402.11","121,278,402.11"
无形资产,"8,223,223.91","7,943,966.05","8,170,976.57","9,104,178.09","8,957,942.45","8,774,486.29","8,571,329.07","8,409,884.19","8,233,779.72","8,095,975.53","7,933,354.23","7,770,732.93"
盈余公积,"6,022,354.61","7,611,816.14","10,211,300.90","10,211,300.90","10,211,300.90","13,764,082.62","13,764,082.62","15,220,471.89","15,220,471.89","17,602,652.37","17,602,652.37","17,602,652.37"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"37,254,754.71","52,114,662.49","75,510,025.31","90,830,067.60","91,888,920.91","107,431,680.18","111,226,601.27","138,376,780.15","160,702,372.38","179,861,463.49","174,299,580.55","173,000,897.68"
长期待摊费用,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,
递延所得税资产,"3,396,796.46","4,990,058.92","5,719,757.78","4,473,946.86","4,863,880.65","4,553,062.45","4,553,062.45","5,875,756.70","8,442,218.72","10,115,904.46","10,115,904.46","13,011,390.02"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,"1,440,000.00","1,920,000.00","1,920,000.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"70,823,920.84","93,891,873.44","110,004,750.96","111,301,309.00","105,873,240.47","112,600,923.09","111,572,012.40","166,360,634.42","253,115,984.41","303,451,085.73","320,687,107.79","358,621,182.78"
所有者权益(或股东权益)合计,"189,579,600.07","206,110,015.63","232,104,863.21","247,424,905.50","248,480,493.81","267,576,034.80","354,655,955.89","383,220,216.35","405,545,808.58","427,087,080.17","421,525,197.23","420,186,428.15"
资产总计,"441,983,277.36","395,040,316.41","454,839,554.84","451,750,515.17","511,343,005.59","611,423,077.80","731,149,303.50","1,141,281,895.70","1,244,458,167.38","1,384,255,975.37","1,344,852,351.02","1,255,298,700.88"
负债和所有者(或股东权益)合计,"441,983,277.36","395,040,316.41","454,839,554.84","451,750,515.17","511,343,005.59","611,423,077.80","731,149,303.50","1,141,281,895.70","1,244,458,167.38","1,384,255,975.37","1,344,852,351.02","1,255,298,700.88"
