科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"455,424,586.03","571,647,209.98","326,674,000.33","483,737,419.46","708,708,556.34","210,444,236.15","330,299,687.35","443,471,238.19","627,883,720.97","141,974,530.97","261,568,459.84","420,934,095.31","630,491,802.79","144,750,534.72","632,866,866.47","1,139,825,737.02","1,704,399,442.98","495,641,962.81","978,856,713.00","1,482,319,782.63","2,034,046,909.51","486,376,806.39","1,007,035,151.50","1,572,127,641.47","2,173,981,329.64","523,901,567.17","1,087,513,973.88","1,627,455,038.21","2,193,542,489.28","509,018,035.02","1,013,549,359.28","1,567,317,927.94","2,235,919,518.14","616,344,798.25","1,339,981,634.49","2,232,859,326.66","3,212,808,241.40","914,474,281.94","1,962,302,368.26","3,061,658,545.36","4,168,791,935.88","1,146,944,981.60"
二、营业利润,"57,797,391.02","72,909,660.38","40,737,538.41","63,135,779.45","96,225,405.65","26,898,352.67","44,025,402.41","58,385,158.30","94,210,740.71","21,631,552.36","36,876,215.19","57,445,771.74","93,368,368.19","22,732,905.37","71,293,996.45","114,833,839.35","185,659,097.68","47,299,175.83","90,381,684.22","134,656,491.91","202,347,373.38","35,252,189.09","84,851,011.89","124,139,805.38","189,319,722.78","26,333,885.57","61,118,964.01","46,646,695.74","43,479,314.02","20,678,637.59","30,246,027.61","54,729,111.44","96,568,369.13","18,932,357.39","59,774,911.71","85,407,821.84","111,390,125.40","18,534,342.84","54,994,121.18","118,389,528.43","170,380,298.65","27,274,079.05"
减:营业成本,"367,493,335.36","455,117,248.81","257,489,295.75","381,831,591.46","558,924,825.71","162,426,037.49","253,346,211.36","339,520,267.98","483,275,956.57","108,205,863.39","201,247,426.18","328,036,986.61","493,144,306.60","113,591,034.60","517,617,058.32","939,031,562.42","1,386,075,803.26","401,397,829.29","792,785,681.38","1,203,609,121.45","1,634,394,972.50","388,242,445.71","808,614,145.15","1,274,793,192.39","1,763,441,479.23","437,099,819.42","907,294,452.06","1,372,767,629.99","1,860,008,887.11","430,519,226.79","860,136,590.41","1,320,850,645.73","1,872,343,372.41","528,781,084.42","1,151,608,206.82","1,928,663,854.16","2,775,761,215.91","818,163,605.29","1,735,982,194.36","2,672,149,789.33","3,603,752,100.77","1,028,883,045.51"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,475,107.58","2,134,852.74","1,368,472.10","2,237,759.92","3,905,455.59","1,263,990.40","2,450,681.75","2,930,794.57","4,055,018.83","960,220.46","1,565,734.45","2,470,668.77","3,662,777.24","846,126.74","1,998,489.74","2,891,466.88","4,379,735.10","1,047,105.80","1,937,509.99","3,023,102.35","4,130,509.72","1,350,466.76","2,431,056.06","3,480,878.36","5,436,400.46","3,018,902.46","5,142,042.37","7,665,340.87","11,433,368.65","2,147,554.39","2,750,752.55","5,357,751.25","16,201,354.94","2,377,752.70","6,834,318.01","11,055,881.13","20,191,995.74","3,698,305.52","7,766,937.00","13,799,342.71","23,159,423.49","6,290,748.87"
营业外收入,"312,743.89","104,000.02","404,952.00","404,952.00","748,023.92","886,928.08","1,486,928.08","1,659,112.08","1,554,324.88","1,004,000.00","3,113,597.76","3,388,271.10","3,388,508.71","221,700.00","4,497,906.24","5,809,831.88","6,419,071.32","393,017.38","949,171.97","3,404,608.13","6,321,406.68","990,535.11","2,311,646.11","3,576,044.39","62,252,872.70","1,299,144.74","2,381,053.08","4,877,783.70","31,045,345.16","10,385,882.96","13,406,380.54","14,911,308.23","16,437,430.87","2,820,244.04","9,531,235.29","12,264,688.00","17,648,285.95","82,819.20","276,853.89","350,873.92","14,065,979.59","134,110.71"
销售费用,"12,470,676.69","18,642,756.51","11,773,525.99","17,105,567.70","23,940,772.53","8,154,633.62","15,402,644.93","20,314,014.85","23,963,045.85","6,640,985.43","13,711,842.65","19,173,954.64","24,953,971.95","4,578,874.28","18,522,191.39","30,310,728.72","43,665,473.89","13,235,341.76","26,661,367.81","37,591,058.31","48,082,255.37","16,357,776.01","28,469,318.49","42,951,120.72","55,060,528.21","16,649,776.29","29,988,254.36","46,547,497.96","60,670,233.52","15,487,920.59","28,312,789.55","41,588,958.08","63,249,867.66","16,195,006.68","35,302,550.69","54,317,737.01","72,834,075.95","17,352,937.57","39,544,429.14","58,573,016.10","81,276,413.42","23,350,883.72"
减:营业外支出,"18,446.40","1,315,300.00","376,675.00","1,475,771.53","2,025,793.41",,,,"8,105.64","6,720.00","6,720.00","6,720.00","8,052.63",,"201,102.20","217,070.59","852,606.87","19,403.44","53,563.96","904,894.56","1,036,011.14","55,611.60","295,182.19","306,049.69","577,695.79","187,527.79","243,152.75","248,745.17","265,812.17","194,573.91","238,763.12","507,143.51","1,691,076.58","163,679.91","224,011.24","1,961,814.74","10,663,379.88","1,298,898.77","1,391,214.29","1,516,799.78","3,621,417.47","37,610.87"
管理费用,"6,817,436.74","13,833,248.64","10,686,210.13","14,312,322.52","20,487,759.31","7,027,072.09","12,535,973.01","21,063,146.09","31,492,165.03","6,697,987.03","13,151,969.44","20,636,508.51","27,946,386.29","7,543,542.24","20,536,893.21","32,767,207.47","48,315,037.01","19,696,501.84","40,734,059.75","66,623,759.12","100,319,763.35","27,916,134.43","56,230,907.08","85,169,978.77","115,852,175.96","28,459,586.80","64,107,045.69","105,731,615.79","149,546,561.94","31,453,955.70","75,718,849.47","118,601,521.64","153,172,501.03","37,443,165.75","78,237,181.51","122,498,827.98","159,023,934.79","39,144,512.48","100,664,793.07","67,745,861.31","93,095,807.41","22,022,465.74"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,"775,788.89",,,,,,,,,,,,"2,585.91",,,,,,,,,,,,,
