科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"529,306,556.70","879,238,896.73","999,096,834.81",,"547,247,459.76","1,012,675,372.04","1,359,864,174.99","520,744,820.54","850,171,232.62","1,282,262,321.48","1,823,814,130.26","618,997,212.96","1,072,352,003.52","1,550,839,000.22","2,241,318,398.30","767,349,891.77","1,253,232,274.86"
取得借款收到的现金,"2,870,136,498.29","2,741,460,670.78","3,093,524,304.92",,"2,625,534,355.21","3,595,497,927.68","5,762,712,017.80","1,842,844,511.91","3,315,462,580.77","3,697,834,165.76","5,587,269,490.71","3,745,924,804.75","6,197,725,826.37","7,495,590,896.36","7,988,110,391.47","1,441,784,466.77","2,265,501,841.38"
支付的各项税费,"842,158,511.96","817,556,119.78","1,012,885,210.33",,"549,206,460.06","1,117,992,199.15","1,351,915,554.40","480,597,519.21","917,359,358.33","1,204,174,800.45","2,015,182,616.01","316,999,177.39","978,559,013.28","1,571,550,013.13","2,050,234,454.96","429,537,505.98","1,236,366,371.97"
收到其他与筹资活动有关的现金,"656,763,102.93","437,279,276.94","106,237,778.78",,,"118,985,903.27","263,248,457.17",,"28,209,098.00","143,013,574.18","418,857,142.38","971,325.60",,,"329,151,156.15","8,819,679.09",
支付其他与经营活动有关的现金,"622,011,858.20","692,993,872.61","761,524,045.83",,"180,073,021.62","471,221,793.56","800,781,135.18","148,420,822.27","241,750,721.84","526,106,658.18","983,995,939.91","207,863,571.41","281,620,204.27","640,809,925.75","574,206,315.13","207,999,819.75","335,723,819.41"
筹资活动现金流入小计,"3,526,899,601.22","3,178,739,947.72","3,799,762,083.70",,"3,382,257,611.83","4,471,207,087.57","6,785,983,731.59","1,844,044,511.91","6,681,083,242.81","7,275,759,303.98","9,347,911,109.07","3,746,896,130.35","6,202,925,826.37","7,500,790,896.36","8,322,461,547.62","1,450,604,145.86","2,265,501,841.38"
经营活动现金流出小计,"4,801,742,676.83","6,110,612,621.76","7,224,166,905.35",,"3,353,212,934.08","5,986,735,071.65","8,402,202,512.81","2,408,469,133.17","4,640,169,747.07","7,767,625,850.49","10,843,708,231.59","3,169,671,971.82","6,352,829,066.86","10,027,204,952.33","12,625,029,262.35","3,918,203,326.80","7,895,029,770.71"
偿还债务支付的现金,"1,830,894,366.90","2,936,662,670.10","2,173,782,830.09",,"1,107,521,905.89","1,666,292,838.78","2,709,667,898.88","928,707,371.44","2,128,332,368.61","4,667,105,030.04","6,270,168,575.50","2,547,616,390.33","3,712,032,878.75","4,751,805,929.10","6,644,960,784.83","1,217,124,855.50","2,078,376,234.60"
经营活动产生的现金流量净额,"394,596,281.00","1,006,123,882.49","867,288,108.83","343,174,400.00","1,053,282,007.75","1,506,109,345.01","1,975,629,344.94","514,774,898.52","657,397,897.20","1,553,751,698.12","2,027,271,648.84","411,329,642.30","833,240,344.48","1,796,938,011.09","2,761,349,265.06","476,444,184.03","797,201,400.40"
分配股利、利润或偿还利息支付的现金,"367,961,327.24","186,462,945.82","201,983,249.38",,"142,056,224.80","209,851,524.60","610,891,321.64","49,375,604.95","105,555,851.93","177,514,964.80","610,629,997.33","66,791,971.90","465,063,571.41","556,129,530.94","680,954,672.10","41,556,647.18","486,796,917.68"
收回投资收到的现金,"20,000,000.00",,"954,000,000.00",,,,,,,,,"100,850,000.00",,,"49,268,521.95",,
支付其他与筹资活动有关的现金,"204,583,652.99","559,252,764.49","379,334,602.07",,"36,501,235.62","98,292,572.48","219,979,012.99","35,860,680.81","54,665,521.78","93,619,858.73","358,633,207.40","9,918,856.52","68,104,451.74","137,765,574.19","107,746,392.73","11,682,870.45","49,267,772.38"
取得投资收益收到的现金,,,,,,,,,,,"280,840.00","601,800.00","1,216,973.33","1,832,146.66","4,926,457.04","511,346.38","1,021,179.20"
筹资活动现金流出小计,"2,403,439,347.13","3,682,378,380.41","2,755,100,681.54",,"1,286,079,366.31","1,974,436,935.86","3,540,538,233.51","1,013,943,657.20","2,288,553,742.32","4,938,239,853.57","7,239,431,780.23","2,624,327,218.75","4,245,200,901.90","5,445,701,034.23","7,433,661,849.66","1,270,364,373.13","2,614,440,924.66"
处置固定资产、无形资产和其他长期资产收回的现金净额,"8,519,048.29","216,991,892.77","22,082,594.92",,"5,959,698.50","15,824,742.98","21,775,212.60","11,637,008.33","28,985,025.46","35,627,677.46","63,989,474.08","192,800.00","28,738,267.52","32,190,767.52","322,116,078.36","54,572,089.85","33,905,675.84"
筹资活动产生的现金流量净额,"1,123,460,254.09","-503,638,432.69","1,044,661,402.16",,"2,096,178,245.52","2,496,770,151.71","3,245,445,498.08","830,100,854.71","4,392,529,500.49","2,337,519,450.41","2,108,479,328.84","1,122,568,911.60","1,957,724,924.47","2,055,089,862.13","888,799,697.96","180,239,772.73","-348,939,083.28"
处置子公司及其他营业单位收到的现金净额,,,,,,,"3,633,472.60",,,,,,,,,,
四、汇率变动对现金的影响,,,-0.99,,-701.97,"-1,223.89","2,479,585.45","296,501.73","-3,385,038.87","-3,974,841.98","-17,427,246.16","104,450.51","359,417.79","-12,828,215.49","3,341,923.82","-4,914,109.95","19,452,157.57"
收到其他与投资活动有关的现金,,,,,,"126,021,138.42",,,"522,979,514.88","1,495,946,474.85",,"157,196,028.61",,"286,477,976.67",,"114,962,805.00","91,840.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"28,519,048.29","216,991,892.77","976,082,594.92",,"5,959,698.50","141,845,881.40","25,408,685.20","11,637,008.33","551,964,540.34","1,531,574,152.31","64,270,314.08","258,840,628.61","29,955,240.85","320,500,890.85","376,311,057.35","170,046,241.23","35,018,695.04"
五、现金及现金等价物净增加额,"-98,263,842.20","28,742,605.45","113,372,805.89",,"985,160,432.15","961,741,253.73","546,410,774.70","253,703,067.08","2,752,143,214.70","1,219,279,991.17","549,375,712.42","674,717,257.47","790,772,340.80","1,020,832,266.98","444,267,796.90","57,536,367.69","-634,370,219.71"
购建固定资产、无形资产和其他长期资产支付的现金,"1,622,767,644.02","690,734,737.12","1,347,259,299.03",,"2,170,258,817.65","3,182,982,900.50","4,660,052,338.97","1,013,106,196.21","2,756,363,684.46","4,109,590,467.69","3,520,760,105.04","1,118,126,375.55","2,030,507,586.79","3,138,868,281.60","3,507,783,438.47","764,279,720.35","1,137,103,389.44"
期初现金及现金等价物余额,"342,745,617.46","244,481,775.26","273,224,380.71",,"386,597,186.60","386,597,186.60","386,597,186.60","933,007,961.30","933,007,961.30","933,007,961.30","933,007,961.30","1,482,383,673.72","1,482,383,673.72","1,688,804,237.37","1,482,383,673.72","1,926,651,470.62","1,926,651,470.62"
投资支付的现金,"22,071,781.56",,"1,427,400,000.00",,,,"42,500,000.00","90,000,000.00","90,000,000.00","90,000,000.00","92,398,228.14",,,,"77,750,708.82",,
期末现金及现金等价物余额,"244,481,775.26","273,224,380.71","386,597,186.60",,"1,371,757,618.75","1,348,338,440.33","933,007,961.30","1,186,711,028.38","3,685,151,176.00","2,152,287,952.47","1,482,383,673.72","2,157,100,931.19","2,273,156,014.52","2,709,636,504.35","1,926,651,470.62","1,984,187,838.31","1,292,281,250.91"
