科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"4,920,488,692.99","6,939,709,588.65","7,794,522,923.16",,"4,289,158,215.02","7,224,726,365.23","10,010,229,615.74","2,799,965,448.20","5,104,475,612.57","8,933,324,602.65","12,056,879,064.19","3,406,267,159.88","6,755,815,644.41","11,319,982,618.45","14,344,086,030.97","4,157,263,594.93","8,353,530,942.47"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,
收到的税费返还,,"1,770,354.98","62,411,994.70",,"48,194,542.20","48,152,816.09","58,973,110.26","38,419,532.07","40,042,357.75","83,988,924.81","113,115,017.97","17,756,439.18","96,830,443.43","67,180,443.43","66,563,660.65","79,169,233.26","97,393,173.54"
支付其他与投资活动有关的现金,,,,,,,,,,,"20,060,000.00",,,,,,
收到其他与经营活动有关的现金,"275,850,264.84","175,256,560.62","234,520,096.32",,"69,142,184.61","219,965,235.34","308,629,131.75","84,859,051.42","153,049,673.95","304,064,021.15","700,985,798.27","156,978,015.06","333,423,323.50","436,979,901.54","975,728,835.79","158,214,682.64","241,307,055.10"
投资活动现金流出小计,"1,644,839,425.58","690,734,737.12","2,774,659,299.03",,"2,170,258,817.65","3,182,982,900.50","4,702,552,338.97","1,103,106,196.21","2,846,363,684.46","4,199,590,467.69","3,633,218,333.18","1,118,126,375.55","2,030,507,586.79","3,138,868,281.60","3,585,534,147.29","764,279,720.35","1,137,103,389.44"
经营活动现金流入小计,"5,196,338,957.83","7,116,736,504.25","8,091,455,014.18",,"4,406,494,941.83","7,492,844,416.66","10,377,831,857.75","2,923,244,031.69","5,297,567,644.27","9,321,377,548.61","12,870,979,880.43","3,581,001,614.12","7,186,069,411.34","11,824,142,963.42","15,386,378,527.41","4,394,647,510.83","8,692,231,171.11"
投资活动产生的现金流量净额,"-1,616,320,377.29","-473,742,844.35","-1,798,576,704.11",,"-2,164,299,119.15","-3,041,137,019.10","-4,677,143,653.77","-1,091,469,187.88","-2,294,399,144.12","-2,668,016,315.38","-3,568,948,019.10","-859,285,746.94","-2,000,552,345.94","-2,818,367,390.75","-3,209,223,089.94","-594,233,479.12","-1,102,084,694.40"
购买商品、接受劳务支付的现金,"2,808,265,749.97","3,720,823,732.64","4,450,660,814.38",,"2,076,685,992.64","3,384,845,706.90","4,889,641,648.24","1,258,705,971.15","2,630,888,434.28","4,755,082,070.38","6,020,715,545.41","2,025,812,010.06","4,020,297,845.79","6,264,006,013.23","7,759,270,093.96","2,513,316,109.30","5,069,707,304.47"
吸收投资收到的现金,,,"600,000,000.00",,"756,723,256.62","756,723,256.62","760,023,256.62","1,200,000.00","3,337,411,564.04","3,434,911,564.04","3,341,784,475.98",,"5,200,000.00","5,200,000.00","5,200,000.00",,
