科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,780,340,806.50","1,524,587,831.53","1,494,208,186.49","379,547,199.99","792,283,280.84","1,256,328,228.35","1,670,097,996.35","456,682,340.73","897,817,126.69","1,366,034,482.37","1,745,148,650.70","440,106,043.82","821,741,997.34","1,332,535,551.21","1,828,480,159.22","457,014,890.17","900,992,195.41","1,437,087,857.30","1,847,186,465.00","453,638,175.26","981,268,443.82","1,554,161,760.81","2,039,425,221.02","570,123,984.50","1,027,299,657.54","1,614,241,554.29","2,139,203,268.64","556,239,121.35","1,103,059,420.43","1,744,259,880.39","2,303,635,878.13","640,869,976.22","1,381,789,110.55","2,222,998,037.53","2,926,775,601.56","899,225,633.04","1,716,752,501.47","2,575,453,895.70","3,340,335,564.44","912,013,394.86"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"1,936,736.11","1,936,736.11","1,936,736.11","1,940,005.64",,,,,,,,,,,,"13,582,675.26",,,,,,,,,,,,,,,,,
收到的税费返还,"111,649,370.49","97,100,763.37","121,146,066.10","29,878,723.54","61,015,481.22","98,709,523.14","130,290,835.59","37,136,716.93","59,768,747.44","100,080,964.57","134,873,340.24","26,128,850.12","57,135,233.57","90,844,742.36","128,011,880.07","33,854,611.73","66,688,654.20","103,762,948.67","134,277,753.53","40,673,724.60","71,310,506.97","104,385,475.35","143,814,590.24","58,393,112.53","103,698,117.70","155,901,995.01","204,378,491.47","51,949,213.38","92,969,951.12","141,940,220.32","189,724,736.66","68,155,356.39","113,033,900.33","178,193,689.25","227,948,659.35","71,144,306.23","125,537,890.70","183,943,567.68","243,767,345.38","67,404,509.54"
支付其他与投资活动有关的现金,,"5,562,000.00","1,313,360.00",,,,,,"6,793,982.50","6,751,738.50","6,746,702.50",,,,"450,000.00","390,000.00",,,,"12,990.00","12,990.00",,,"2,896,175.58","45,600.00","4,204,092.39","1,142,671.87","2,792,811.00","5,469,811.00","5,843,954.24",,"5,331.86",,,,,"45,206.27","5,532,923.44","13,645,801.79","211,400.00"
收到其他与经营活动有关的现金,"321,483,961.44","69,078,108.47","10,992,807.11","3,449,887.80","17,440,736.55","9,167,556.18","45,757,817.44","3,518,976.23","13,948,004.52","11,952,316.64","44,785,043.63","18,741,509.07","39,558,043.79","14,562,812.59","23,577,782.18","11,218,762.28","23,290,358.89","30,227,929.51","38,010,938.07","20,218,529.99","31,765,656.55","39,755,502.57","47,100,110.03","54,921,856.81","67,153,299.24","87,364,382.85","62,759,727.03","13,079,189.51","31,087,357.62","45,855,969.31","66,645,014.51","31,019,148.72","44,619,055.91","38,666,646.98","23,699,831.05","49,129,540.85","15,561,821.60","34,601,017.93","29,538,748.33","43,709,846.33"
投资活动现金流出小计,"71,858,414.48","51,373,739.13","35,184,127.30","8,646,925.92","414,758,072.82","455,721,706.37","502,419,148.12","58,567,470.06","93,387,285.72","107,407,658.15","196,121,562.21","125,529,115.17","172,175,062.04","172,547,863.63","239,872,407.95","22,678,483.52","34,361,328.40","43,979,314.66","97,133,891.13","113,117,977.01","120,585,035.05","104,258,714.75","191,536,782.06","77,193,209.96","97,031,529.19","121,837,636.46","310,292,738.55","132,877,710.19","177,394,498.83","294,834,188.19","157,192,680.92","13,673,270.90","51,902,627.14","50,416,983.78","84,226,864.22","578,836,329.78","813,774,237.84","1,003,995,555.76","1,665,755,084.81","324,175,553.12"
经营活动现金流入小计,"2,213,474,138.43","1,690,766,703.37","1,626,347,059.70","412,875,811.33","870,739,498.61","1,364,205,307.67","1,846,146,649.38","497,338,033.89","971,533,878.65","1,478,067,763.58","1,924,807,034.57","484,976,403.01","918,435,274.70","1,437,943,106.16","1,980,069,821.47","502,088,264.18","990,971,208.50","1,571,078,735.48","2,019,475,156.60","514,530,429.85","1,084,344,607.34","1,698,302,738.73","2,230,339,921.29","683,438,953.84","1,198,151,074.48","1,857,507,932.15","2,406,341,487.14","621,267,524.24","1,227,116,729.17","1,932,056,070.02","2,560,005,629.30","740,044,481.33","1,539,442,066.79","2,439,858,373.76","3,178,424,091.96","1,019,499,480.12","1,857,852,213.77","2,793,998,481.31","3,613,641,658.15","1,023,127,750.73"
投资活动产生的现金流量净额,"-39,110,703.18","-44,790,814.68","-33,580,076.09","-8,513,825.92","-414,219,913.38","-454,200,721.64","-499,310,603.12","-16,686,702.49","67,791,933.55","1,599,957.26","123,879,528.62","-119,879,495.17","-150,679,358.44","-151,392,995.68","-225,688,536.49","-9,138,596.41","-18,711,988.36","-13,660,383.07","43,138,444.46","-100,748,221.27","-30,733,411.40","-3,956,198.18","-91,418,266.59","-76,852,979.96","-93,614,079.42","-112,670,182.26","-278,673,552.78","17,491,736.93","-12,985,622.34","-126,156,154.26","-74,039,502.12","256,031,228.94","125,519,591.18","-30,390,661.81","218,030,397.89","-417,612,997.56","-669,978,783.62","-850,593,340.85","-364,587,851.31","-208,802,182.89"
购买商品、接受劳务支付的现金,"1,545,522,197.62","1,307,839,068.91","1,158,519,726.83","322,992,410.91","676,847,715.86","1,033,282,696.25","1,443,486,401.24","374,961,360.62","731,408,735.42","1,091,758,305.72","1,406,641,449.21","333,048,177.38","668,827,693.93","1,118,854,309.60","1,514,949,459.29","368,450,143.44","778,887,751.68","1,174,812,111.37","1,509,948,851.22","366,428,942.65","809,021,799.12","1,265,831,895.02","1,540,955,191.85","430,664,750.79","788,261,436.45","1,308,762,333.76","1,718,754,484.89","448,771,498.15","836,294,991.22","1,356,203,842.55","1,859,403,556.23","499,476,050.31","1,103,704,397.41","1,904,379,509.70","2,557,033,151.52","672,678,160.04","1,397,346,367.24","2,219,662,867.13","2,912,652,849.56","734,435,847.90"
吸收投资收到的现金,"3,010,000.00",,,,"692,200,000.00","692,200,000.00","708,890,000.00",,,,"25,200,000.00","10,800,000.00","14,550,000.00","14,550,000.00","14,550,000.00",,"3,750,000.00","5,750,000.00","5,750,000.00",,,,,,,,,,,,,,,,,"396,995,239.51","396,995,239.51","396,995,239.51","396,824,114.51",
