科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
长期股权投资,"1,529,077.91","1,673,175.25","3,478,766.87","4,487,596.70","5,795,607.53","7,706,913.36","8,048,562.44","7,658,322.84","8,458,214.44","6,430,276.71","6,193,770.06","6,393,316.01"
专项应付款,,,,,,,,,,,,
投资性房地产,"13,428,506.63","12,182,628.47","10,936,750.31","10,313,811.23","10,002,341.69","9,690,872.15","9,383,342.46","9,067,933.07","8,756,463.53","8,444,993.99","2,962,683.65","2,744,595.11"
预计负债,,,,,,,,,,,,
固定资产,"79,278,184.56","106,347,969.45","141,722,731.31","157,369,110.69","158,401,809.85","161,174,079.50","167,089,737.43","183,432,293.65","186,034,370.24","198,779,121.40","215,799,528.77","222,478,985.64"
递延所得税负债,,,,,,,,,,,,
在建工程,"42,999.81","9,893,816.31","7,325,163.32","6,542,978.48","7,256,869.58","5,110,857.04","9,987,467.48","14,286,754.42","15,275,552.31","14,770,066.12","22,020,631.36","18,423,773.19"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,,"451,980.05","2,289,613.90","2,071,612.10","2,601,878.73","2,465,124.48","2,307,501.93","2,149,879.38","1,992,256.83","3,406,650.58","3,264,582.75","3,090,884.32"
固定资产清理,,,,"102,085.72","7,341.71",,,,,"88,411.59","92,745.39","166,444.02"
负债合计,"205,126,275.32","192,971,821.95","247,871,170.54","251,625,050.44","257,378,816.25","286,993,526.22","169,187,229.57","145,970,929.63","176,268,430.39","209,013,262.22","189,465,087.72","228,803,128.64"
生产性生物资产,,,,,"5,309,991.00",,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","140,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"42,565,082.04","42,565,082.04","42,565,082.04","42,565,082.04","42,565,082.04","42,565,082.04","337,644,348.99","338,159,443.32","338,159,443.32","338,190,518.80","338,190,518.80","298,190,518.80"
无形资产,"5,049,437.86","4,640,408.51","4,457,752.04","5,446,063.32",,"5,518,480.45","5,368,165.95","5,219,728.89","5,804,724.89","5,613,994.39","7,105,958.45","6,928,759.79"
盈余公积,"5,977,676.59","12,970,900.21","19,125,336.62","19,125,336.62","19,125,336.62","22,891,244.33","22,891,244.33","22,891,244.33","22,891,244.33","28,447,208.00","28,447,208.00","28,447,208.00"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"108,095,409.39","153,883,975.92","214,966,037.44","253,291,678.61","276,350,338.80","292,257,739.55","313,132,720.66","312,901,253.05","331,541,767.96","340,178,943.82","355,245,491.33","350,363,491.63"
长期待摊费用,"5,568,084.44","10,713,684.06","10,606,253.19","9,874,710.11","9,423,761.62","10,858,083.53","10,191,326.97","9,704,594.84","9,765,296.47","9,965,218.73","11,082,342.42","11,491,311.92"
少数股东权益,"8,945,026.22","9,758,253.47","12,500,312.89","12,968,815.43","11,534,347.83","12,812,328.27","14,080,906.85","14,194,194.50","15,391,750.11","15,947,264.12","16,553,425.48","17,343,237.82"
递延所得税资产,"3,374,205.69","4,370,563.27","5,264,125.29","6,058,796.24","6,417,673.43","7,046,370.57","6,633,338.09","7,304,637.57","7,298,441.67","8,166,131.82","7,626,321.74","8,374,462.33"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"1,794,655.00","5,906,320.06","2,274,472.66","3,916,530.85","2,583,231.02","7,684,229.17","13,005,041.62","14,658,783.66","11,164,404.79","17,674,173.56","5,146,276.00","6,756,753.41"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"110,065,151.90","155,728,565.38","201,066,014.99","219,111,683.34","220,198,627.43","229,789,885.77","244,706,982.44","266,333,048.94","267,557,468.34","284,932,388.31","293,030,257.84","298,758,401.42"
所有者权益(或股东权益)合计,"240,260,001.44","293,534,800.05","363,557,743.46","401,543,403.35","423,107,479.77","445,030,297.90","787,262,242.38","787,661,403.13","807,476,361.65","822,238,940.84","837,926,062.65","833,818,702.51"
资产总计,"445,386,276.76","486,506,622.00","611,428,914.00","653,168,453.79","680,486,296.02","732,023,824.12","956,449,471.95","933,632,332.76","983,744,792.04","1,031,252,203.06","1,027,391,150.37","1,062,621,831.15"
负债和所有者(或股东权益)合计,"445,386,276.76","486,506,622.00","611,428,914.00","653,168,453.79","680,486,296.02","732,023,824.12","956,449,471.95","933,632,332.76","983,744,792.04","1,031,252,203.06","1,027,391,150.37","1,062,621,831.15"
