科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"54,511,146.02","58,155,544.97","63,590,291.80","30,665,143.05","45,953,403.41","62,021,327.18","16,895,590.77","32,603,683.39","57,146,845.15","72,449,956.40","20,890,041.93","47,248,691.30","68,173,036.95","99,605,056.10","27,337,211.32"
取得借款收到的现金,"332,000,000.00","500,000,000.00","580,000,000.00","598,000,000.00","794,000,000.00","1,244,000,000.00","620,000,000.00","720,000,000.00","1,290,000,000.00","1,690,000,000.00","470,000,000.00","770,000,000.00","1,200,000,000.00","1,590,000,000.00","440,000,000.00"
支付的各项税费,"114,945,261.92","122,762,458.47","144,845,197.23","57,940,170.74","89,896,126.17","113,288,000.35","31,162,626.95","61,433,857.07","98,079,713.89","130,567,306.55","38,930,379.19","103,436,135.15","138,617,390.34","140,732,737.97","41,902,899.93"
收到其他与筹资活动有关的现金,,,,,,"129,738.62",,"2,662,708.12","3,826,559.58",,,,,,
支付其他与经营活动有关的现金,"77,799,632.97","64,747,920.90","60,418,885.90","37,828,061.61","49,577,131.99","60,230,257.85","37,173,072.62","44,510,809.47","46,086,024.25","86,596,285.27","31,939,061.07","40,823,675.94","55,147,246.16","132,767,981.28","45,976,668.96"
筹资活动现金流入小计,"332,000,000.00","500,000,000.00","580,000,000.00","598,000,000.00","794,000,000.00","2,011,379,738.62","620,000,000.00","722,662,708.12","1,293,826,559.58","1,690,000,000.00","470,000,000.00","770,000,000.00","1,200,000,000.00","1,591,000,000.00","440,000,000.00"
经营活动现金流出小计,"1,956,298,583.66","2,213,180,370.72","2,342,788,722.33","1,032,204,801.71","1,741,802,601.63","2,493,742,332.49","656,173,068.03","1,334,040,565.90","2,089,926,541.96","2,968,068,642.73","814,561,272.45","1,905,658,771.19","2,897,398,940.79","4,126,134,975.06","802,611,090.07"
偿还债务支付的现金,"150,000,000.00","342,000,000.00","550,000,000.00","585,000,000.00","745,000,000.00","1,045,000,000.00","283,000,000.00","383,000,000.00","859,000,000.00","1,289,000,000.00","200,000,000.00","400,000,000.00","825,500,000.00","1,240,500,000.00","575,500,000.00"
经营活动产生的现金流量净额,"22,703,942.35","-128,539,128.13","23,027,526.17","-18,311,427.96","-103,373,196.19","-111,879,567.68","-255,497,081.74","-286,751,750.58","-289,282,638.57","-178,298,572.42","-278,140,736.62","-217,256,191.93","-330,738,001.56","-245,506,536.65","18,425,902.84"
分配股利、利润或偿还利息支付的现金,"16,283,172.79","25,555,073.17","30,638,447.92","14,150,761.62","21,832,163.29","30,429,399.13","10,757,247.99","82,863,505.04","96,182,618.12","111,382,264.67","15,411,387.51","33,137,992.72","79,894,933.61","103,872,983.88","18,671,659.85"
收回投资收到的现金,,,,,,,,"100,000,000.00","205,000,000.00","99,684,542.42","40,000,000.00","449,922,947.00","669,922,947.00","9,922,947.00","200,000,000.00"
支付其他与筹资活动有关的现金,"2,790,566.01","732,075.44","754,716.96","754,716.96","754,716.96","80,136,483.95","5,005,000.00",,,"7,071,981.11",,,,"890,000.00",
取得投资收益收到的现金,,,,,,,,,"315,343.16",,"198,797.28","2,610,518.46","2,717,871.89",,"1,589,930.74"
筹资活动现金流出小计,"169,073,738.80","368,287,148.61","581,393,164.88","599,905,478.58","767,586,880.25","1,155,565,883.08","298,762,247.99","465,863,505.04","955,182,618.12","1,407,454,245.78","215,411,387.51","433,137,992.72","905,394,933.61","1,345,262,983.88","594,171,659.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,"23,467.00",,,,,,,,"87,378.64",
筹资活动产生的现金流量净额,"162,926,261.20","131,712,851.39","-1,393,164.88","-1,905,478.58","26,413,119.75","855,813,855.54","321,237,752.01","256,799,203.08","338,643,941.46","282,545,754.22","254,588,612.49","336,862,007.28","294,605,066.39","245,737,016.12","-154,171,659.85"
处置子公司及其他营业单位收到的现金净额,,,,,"928,044.50",,,,,,,,,,
四、汇率变动对现金的影响,,,"-20,201.93","-13,512.24","-21,855.08","-47,858.00","-49,527.32","-1,567.07","-1,395.58",-0.14,"-50,741.68",157.34,"2,388.89","12,764.72","-1,024.77"
收到其他与投资活动有关的现金,"5,000,000.00","2,000,000.00","1,500,000.00",,,"1,500,000.00","22,000.00",,,"481,812,863.71",,,,"885,863,534.34",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,000,000.00","2,000,000.00","1,500,000.00",,"928,044.50","1,523,467.00","22,000.00","100,000,000.00","205,315,343.16","581,497,406.13","40,198,797.28","452,533,465.46","672,640,818.89","895,873,859.98","201,589,930.74"
五、现金及现金等价物净增加额,"120,925,052.49","-8,150,587.92","21,562,032.07","-22,706,639.97","-83,324,929.40","737,246,462.60","65,192,388.69","-80,628,408.55","-104,573,598.35","-11,831,123.29","-264,479,264.53","-94,742,686.27","-255,048,164.85","-247,449,122.39","-139,365,591.37"
购建固定资产、无形资产和其他长期资产支付的现金,"69,705,151.06","13,324,311.18","1,552,127.29","2,476,221.19","7,271,042.38","8,163,434.26","520,754.26","2,468,837.92","5,043,392.76","63,685,712.60","196,075,196.00","211,882,124.42","214,811,087.46","246,071,526.56","1,528,740.33"
期初现金及现金等价物余额,"394,619,218.56","515,544,271.05","507,393,683.13","528,955,715.20","528,955,715.20","528,955,715.20","1,266,202,177.80","1,266,202,177.80","1,266,202,177.80","1,266,202,177.80","1,254,371,054.51","1,254,371,054.51","1,254,371,054.51","1,254,371,054.51","1,006,921,932.12"
投资支付的现金,,,,,,,,"147,889,998.48","347,889,998.48","147,889,998.48","85,000,000.00","455,000,000.00","676,747,350.00","17,494,700.00","203,680,000.00"
期末现金及现金等价物余额,"515,544,271.05","507,393,683.13","528,955,715.20","506,249,075.23","445,630,785.80","1,266,202,177.80","1,331,394,566.49","1,185,573,769.25","1,161,628,579.45","1,254,371,054.51","989,891,789.98","1,159,628,368.24","999,322,889.66","1,006,921,932.12","867,556,340.75"
