科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"196,853,764.29","341,462,055.06","546,100,588.87","708,636,013.48","116,238,872.72","268,800,720.02","408,575,627.62","496,467,414.02","53,929,613.04","153,437,611.08","305,625,368.60","494,773,637.52","230,413,341.20","490,436,417.49","723,893,423.08","1,038,083,176.38","167,081,218.07","362,810,175.80","503,029,485.11","680,520,240.54","146,144,849.86","347,105,188.97","728,218,032.29","1,337,523,972.26","289,955,538.13","677,561,629.38","1,068,292,606.58","1,569,074,164.67","262,198,612.48","638,256,510.92","1,042,893,110.76","1,541,603,285.77","327,881,368.47","561,902,173.02","1,348,390,033.92","1,491,448,793.48","271,731,433.30","648,775,599.52","1,064,601,418.27","1,476,755,188.34","576,068,935.35","1,170,690,411.11","1,772,473,452.19"
二、营业利润,"-26,648,526.96","-43,703,597.83","-58,900,582.16","-100,076,085.96","11,106,005.72","23,707,202.02","39,614,372.98","35,248,504.40","-8,538,237.97","-21,001,760.69","-25,690,751.80","-10,416,837.83","-4,627,211.66","-15,338,265.45","-32,940,112.69","-12,368,273.03","5,129,984.83","-18,545,509.26","-16,515,848.90","-32,995,195.48","-10,230,292.07","-22,145,760.69","-38,144,038.94","-22,783,702.13","-14,274,274.10","-29,974,039.92","-46,409,800.72","-65,875,083.80","-18,877,704.22","-30,032,438.06","-38,704,495.47","12,650,133.71","-16,021,804.39","-33,151,648.58","266,435,459.63","200,265,659.38","135,093,811.63","309,892,175.22","528,484,263.81","769,105,299.63","359,809,984.86","706,637,927.99","1,033,468,453.91"
减:营业成本,"207,389,058.91","355,898,166.01","559,426,641.10","730,589,831.99","96,365,650.72","222,519,982.69","337,335,665.61","418,878,096.81","52,701,474.47","148,591,139.59","290,915,758.48","440,473,226.14","217,025,924.71","477,778,712.41","710,553,395.16","994,041,079.88","146,092,520.28","341,563,418.62","463,240,174.92","622,676,292.92","141,242,440.28","337,361,655.26","716,665,073.22","1,292,607,810.19","290,289,669.09","669,414,922.79","1,054,734,462.79","1,542,724,702.10","267,220,793.11","638,697,142.37","1,034,297,439.10","1,525,595,654.94","333,426,940.92","568,062,089.02","934,352,736.32","952,880,285.39","97,343,721.49","236,435,934.43","344,978,149.95","441,555,014.00","170,435,488.39","360,009,117.79","504,435,568.40"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"609,430.89","683,192.36","697,458.88","1,153,625.06","1,093,452.34","2,152,682.21","2,984,144.68","3,422,401.45","219,961.39","494,631.60","572,905.21","938,750.08","305,758.99","865,822.73","1,404,687.85","2,259,450.84","66,325.07","387,884.19","766,434.89","1,785,481.50","165,116.40","477,111.80","582,608.56","1,713,982.94","52,320.56","140,068.93","213,706.63","995,894.23","48,161.75","657,226.13","1,255,346.08","1,719,125.10","1,120.00","244,387.02","35,136,501.85","43,529,280.00","12,684,106.48","29,417,587.11","49,344,354.81","84,579,927.28","31,722,237.72","69,650,411.45","111,345,036.65"
营业外收入,"95,851.90","184,489.91","2,683,452.54","20,509,079.47","13,659.62","376,659.62","476,451.04","14,833,215.92","6,106.00","20,912.20","20,912.20","67,046,561.10","7,505.30","6,180,739.16","10,120,127.58","10,822,455.67","1,806,123.00","2,982,693.84","3,105,936.35","3,022,368.42","39,785.39","39,985.39","1,000,297.39","101,407,373.38","55,083.90","6,097,166.64","75,269,818.08","90,117,073.71","42,355.13","370,610.61","894,560.38","1,784,588.75",,,"616,347.87","1,448,821.47","50,376.01","235,646.61","348,919.31","1,609,878.57","15,419.29","439,670.72","471,618.72"
销售费用,"3,577,033.80","6,407,246.35","10,807,105.75","15,228,318.52","1,373,490.72","5,802,522.53","11,144,597.11","14,641,961.35","2,462,237.10","5,795,272.01","8,917,085.78","13,656,189.79","4,430,669.08","9,001,745.77","13,168,648.55","16,820,287.93","3,888,852.27","8,529,040.05","12,346,984.96","17,280,815.00","5,018,753.27","6,258,043.85","9,851,834.83","13,462,616.99","3,878,199.95","8,615,814.90","13,129,989.29","17,258,674.76","4,088,999.73","8,785,833.51","12,649,031.10","16,633,258.03","2,359,708.77","4,797,121.55","68,183,877.25","95,065,201.34","21,961,437.74","46,833,396.98","76,889,293.98","108,206,796.97","35,009,868.25","67,108,729.87","97,346,313.26"
减:营业外支出,"37,261.00","153,901.42","171,933.30","1,483,128.57","232,681.70","455,863.45","455,863.45","403,626.96","3,095.47","253,337.47","253,337.47","66,625.20",492.99,493.00,493.01,"609,008.79",,"3,695,901.28","3,566,672.78","3,057,685.55",,"11,360.00","11,360.00","754,492.92","-7,446.00","42,554.00","233,804.28","238,804.28","30,000.00","50,000.00","60,000.00","110,000.00","20,616.40","20,616.40","802,494.20","1,022,387.21","108,677.63","443,218.11","1,328,524.22","4,722,774.44","7,657,112.38","8,138,502.69","36,114,379.78"
管理费用,"6,692,136.98","11,637,166.76","17,086,004.74","23,944,587.03","5,217,122.93","11,888,906.14","20,821,082.94","31,340,288.28","6,445,164.89","13,915,310.15","20,983,184.08","31,237,581.46","7,876,460.99","19,470,372.49","29,609,976.32","40,864,600.48","10,151,971.18","22,505,116.01","34,177,441.54","47,005,941.71","11,034,823.53","22,314,107.43","35,065,606.06","45,304,683.45","10,525,740.23","21,838,823.49","40,382,405.75","53,034,667.54","8,730,958.42","18,378,651.27","30,174,346.91","46,704,248.95","8,826,651.76","18,407,657.05","68,424,338.66","129,433,425.66","25,610,588.23","53,496,171.54","92,449,060.61","107,333,395.50","21,787,759.77","43,244,721.40","87,028,219.11"
其中:非流动资产处置净损失,,,,"1,290,908.05",,"3,793.84","3,793.84","-142,616.20",,"3,095.47","3,095.47","3,095.47",492.99,492.99,492.99,"609,008.77",,"3,695,901.28","3,697,172.78","3,057,685.55",,"11,360.00","11,360.00","11,360.00",,,,,,,,,,,,"5,068.63",,,"425,739.79","773,695.13","103,694.33","106,694.33","106,694.33"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,063,858.48","8,810,425.67","13,951,575.06","20,254,280.24","6,110,013.49","11,710,605.69","16,892,957.16","21,163,714.08","2,751,749.24","5,696,380.78","9,573,170.37","15,671,871.02","4,223,286.01","7,405,552.87","10,992,291.56","14,889,906.88","3,014,940.80","5,632,679.85","8,713,711.75","14,353,595.03","3,104,918.57","5,975,326.14","9,852,230.41","9,296,694.96","1,077,673.04","2,807,693.02","4,302,882.76","10,517,866.08","2,029,747.39","3,545,753.53","5,042,720.48","11,665,312.77","996,476.17","1,760,247.39","-29,124,911.18","-21,427,014.73","-20,024,443.63","-24,672,844.91","-20,846,500.98","-15,256,248.95","-23,750,363.28","-61,842,031.23","-35,066,412.25"
三、利润总额,"-26,589,936.06","-43,673,009.34","-56,389,062.92","-81,050,135.06","10,886,983.64","23,627,998.19","39,634,960.57","49,678,093.36","-8,535,227.44","-21,234,185.96","-25,923,177.07","56,563,098.07","-4,620,199.35","-9,158,019.29","-22,820,478.12","-2,154,826.15","6,936,107.83","-19,258,716.70","-16,976,585.33","-33,030,512.61","-10,190,506.68","-22,117,135.30","-37,155,101.55","77,869,178.33","-14,211,744.20","-23,919,427.28","28,626,213.08","24,003,185.63","-18,865,349.09","-29,711,827.45","-37,869,935.09","14,324,722.46","-16,042,420.79","-33,172,264.98","266,249,313.30","200,692,093.64","135,035,510.01","309,684,603.72","527,504,658.90","765,992,403.76","352,168,291.77","698,939,096.02","997,825,692.85"
资产减值损失,"20,064.46","-1,114,309.34","-1,134,818.78","20,841,588.93","-1,108,315.25","-130,006.45","-11,350,145.03","-11,768,613.51","-2,918,027.57","-2,950,346.19","-2,775,850.89","-1,492,938.37","864,273.96","162,625.63","-180,493.64","205,832.29","-1,422,625.93","-376,087.99","-357,922.10","1,665,782.78","-616,655.12","-635,109.32","-652,687.98","3,036,186.91","-244,915.64","-128,303.49","-273,088.23","7,563,066.13","-1,019,809.38","-1,450,312.53","-1,902,627.20","3,271,361.26","-74,552.61","-74,552.61","1,977,514.52","85,696,584.05","-1,364.68","2,697,452.02","2,660,427.97","-3,207,194.35","-2,848,151.17","-1,502,369.36","1,241,892.44"
减:所得税,,,,,,,,"18,575.25",,,"4,869.74","1,301,380.13","877,578.47","1,738,973.65","1,819,022.72","1,894,534.29","592,675.44","604,233.50","51,264.03","5,193,881.75","-530,534.23","-35,463.04","468,175.51","-598,846.48","-596,593.77","-47,050.15","619,543.45","1,169,551.24","204,417.49","202,105.96","271,922.38","3,953,613.55","22,658.49","-754,272.86","46,608,517.99","61,087,787.56","12,277,106.02","48,690,613.77","81,887,612.86","118,667,068.88","46,798,371.18","129,304,227.99","173,834,915.05"
