科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"24,459,422.87","39,573,622.42","48,418,130.20","264,424,247.91","240,773,439.39","98,787,694.30","92,047,470.80","72,427,029.49","82,749,556.34","30,879,851.70","80,908,967.56","90,848,585.95"
短期借款,"80,000,000.00","130,000,000.00","134,500,000.00","19,500,000.00",,,,,"50,000,000.00","80,000,000.00",,"100,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,,,"300,000.00","800,000.00","1,570,000.00","683,831.99","543,831.99","1,270,000.00","800,000.00","250,000.00","129,321.05","200,000.00"
应付票据,,"18,181,318.09","14,150,135.62","9,145,905.16","3,510,000.00",,,,"3,271,723.50","3,271,723.50",,
应收账款,"38,454,159.26","36,635,772.51","35,316,035.90","39,560,422.41","34,009,044.19","49,798,593.89","56,458,090.29","60,450,665.77","57,937,351.17","57,571,625.79","67,322,393.45","58,391,526.16"
应付账款,"27,952,448.31","54,071,991.59","46,244,829.41","40,015,897.23","36,822,086.82","32,734,575.81","52,574,203.30","58,989,449.65","56,869,823.45","58,113,326.31","54,701,235.33","41,404,211.64"
预付款项,"15,313,467.19","14,968,593.83","12,773,086.59","4,760,735.29","4,520,574.44","7,152,938.99","36,501,482.45","12,785,745.42","12,432,966.40","12,193,088.88","18,767,704.23","20,027,705.07"
预收款项,"10,377,107.14","6,926,219.10","11,771,646.74","7,708,746.35","7,016,213.70","9,749,616.38","16,649,416.26","14,272,991.75","7,358,936.05","7,617,739.19","7,922,116.23","10,492,937.62"
其他应收款,"2,493,045.48","2,384,382.20","2,986,993.56","3,867,366.87","4,463,450.98","3,959,771.53","4,184,063.85","5,298,705.47","4,652,491.45","6,278,093.63","7,359,537.89","85,775,839.49"
应付职工薪酬,"7,185,632.55","7,873,654.71","9,608,928.73","8,369,179.74","9,275,333.37","9,758,462.76","13,398,370.83","12,617,060.29","12,855,089.57","12,647,581.44","12,911,335.68","10,948,041.61"
应收关联公司款,,,,,,,,,,,,
应交税费,"-2,381,444.74","-1,667,715.11","1,504,024.67","4,684,380.35","6,311,141.57","12,223,342.04","8,919,928.84","16,977,316.69","14,827,461.92","12,820,945.56","10,526,590.78","42,708,073.60"
应收利息,,,,,,,,,,,,
应付利息,"150,333.33","249,333.33","181,309.03","73,312.61",,,,,"56,146.12","96,666.67",,"129,291.70"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"103,465,329.83","113,835,663.33","170,920,821.48","184,733,214.63","196,078,494.99","182,060,429.07","211,445,166.91","219,311,285.95","230,885,653.66","239,888,962.10","240,723,943.75","252,553,894.09"
其他应付款,"5,638,029.58","5,443,444.81","7,948,203.34","6,305,110.06","8,573,978.86","7,471,283.49","10,554,531.25","9,930,279.58","8,499,719.63","10,329,112.26","11,969,689.90","14,171,139.68"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"1,060,045.25",,,,,"149,500,000.00","117,037,493.65","182,602,426.91","172,339,023.84","248,159,341.75","167,547,383.99","272,897,809.30"
其他流动负债,"6,414,053.94","3,930,838.61","9,820,269.60","6,996,820.77","9,566,948.20","13,855,714.15","14,203,565.84","14,349,418.87","16,001,110.04","15,292,010.98","12,454,452.59","8,711,742.14"
流动资产合计,"185,245,469.88","207,398,034.29","270,715,067.73","498,145,987.11","481,415,003.99","491,943,259.77","518,217,599.94","554,145,859.01","561,797,042.86","595,220,963.85","582,759,251.92","780,695,360.06"
流动负债合计,"135,336,160.11","225,009,085.13","235,729,347.14","102,799,352.27","81,075,702.52","85,792,994.63","116,300,016.32","127,136,516.83","169,740,010.28","200,189,105.91","110,485,420.51","228,565,437.99"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,"3,000,000.00","2,672,087.78",,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"226,644,172.11","218,779,663.68","296,712,047.05","290,119,799.83","285,794,226.56","295,567,231.04","441,122,863.27","430,547,795.88","422,475,542.37","417,334,390.87","433,226,421.79","423,502,882.64"
递延所得税负债,,,,,,,,,,,,
在建工程,"34,382,143.85","166,901,835.24","100,113,894.14","106,852,093.90","118,907,490.55","109,227,550.73","351,208.05","11,046,874.08","50,132,905.83","92,959,973.17","99,276,045.51","118,293,712.33"
其他非流动负债,,,,,,,,,,,,
工程物资,"1,891,129.74","1,673,963.91","387,152.93","88,092.47","28,543.03","55,914.74","32,762.84","26,768.60","24,376.90","24,585.63","28,978.78","26,131.53"
非流动负债合计,"21,258,916.87","23,068,812.27","20,895,170.55","21,634,515.28","21,140,646.96","20,550,743.33","19,935,033.26","19,347,628.27","19,523,500.13","18,707,705.33","22,654,410.49","21,679,240.69"
固定资产清理,,,,,,,,,,,,
负债合计,"156,595,076.98","248,077,897.40","256,624,517.69","124,433,867.55","102,216,349.48","106,343,737.96","136,235,049.58","146,484,145.10","189,263,510.41","218,896,811.24","133,139,831.00","250,244,678.68"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"120,000,000.00","120,000,000.00","120,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","320,000,000.00","320,000,000.00","325,985,200.00","325,985,200.00"
油气资产,,,,,,,,,,,,
资本公积,"96,560,284.12","96,560,284.12","96,560,284.12","395,394,384.18","395,394,384.18","395,394,384.18","395,394,384.18","395,394,384.18","235,394,384.18","235,394,384.18","287,995,996.18","287,995,996.18"
无形资产,"47,055,188.55","46,007,723.55","45,529,574.87","45,367,902.65","45,063,580.85","48,844,821.44","52,537,975.61","51,994,494.90","51,484,252.56","58,210,842.56","57,617,282.20","54,467,657.28"
盈余公积,"9,159,178.72","13,567,679.05","23,168,337.13","23,168,337.13","23,168,337.13","23,168,337.13","31,320,891.95","31,320,891.95","31,320,891.95","31,320,891.95","45,042,718.88","45,042,718.88"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"135,477,182.36","170,839,006.72","227,769,467.24","251,187,486.78","259,993,359.32","283,858,523.82","303,705,478.00","341,207,613.42","348,975,336.65","378,192,434.23","403,963,085.32","513,912,456.98"
长期待摊费用,,,,"393,987.79","373,251.58","359,427.44","331,779.16","311,042.95","290,306.74","269,570.53","248,834.32","228,098.11"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"4,317,165.31","5,513,951.59","6,542,966.30","6,217,776.25","6,242,357.57","6,432,562.53","7,961,259.59","7,731,469.09","8,076,086.33","8,024,125.65","8,940,407.85","8,643,854.35"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"18,256,452.74","2,769,695.03","4,121,903.16","6,998,435.64","2,947,975.98","16,334,215.40","6,100,355.25","15,602,730.14","28,001,521.82","11,760,069.34","14,029,609.01","37,323,354.42"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"332,546,252.30","441,646,833.00","453,407,538.45","456,038,088.53","459,357,426.12","476,821,723.32","508,438,203.77","520,261,175.64","563,157,080.33","588,583,557.75","613,367,579.46","642,485,690.66"
所有者权益(或股东权益)合计,"361,196,645.20","400,966,969.89","467,498,088.49","829,750,208.09","838,556,080.63","862,421,245.13","890,420,754.13","927,922,889.55","935,690,612.78","964,907,710.36","1,062,987,000.38","1,172,936,372.04"
资产总计,"517,791,722.18","649,044,867.29","724,122,606.18","954,184,075.64","940,772,430.11","968,764,983.09","1,026,655,803.71","1,074,407,034.65","1,124,954,123.19","1,183,804,521.60","1,196,126,831.38","1,423,181,050.72"
负债和所有者(或股东权益)合计,"517,791,722.18","649,044,867.29","724,122,606.18","954,184,075.64","940,772,430.11","968,764,983.09","1,026,655,803.71","1,074,407,034.65","1,124,954,123.19","1,183,804,521.60","1,196,126,831.38","1,423,181,050.72"
