科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"210,812,461.76","240,637,220.86","220,627,112.48","157,964,007.33","246,378,210.58","327,028,910.95","85,070,201.31","190,581,488.24","355,083,686.05","530,375,815.33","139,240,108.16","275,779,883.76","412,376,390.63","499,282,799.70","97,443,599.66","187,658,250.16","282,526,225.85","368,097,264.30","103,317,645.08","198,706,680.09","301,477,163.53","406,272,457.62","106,827,048.54","197,710,008.76","292,402,323.11","409,520,940.91","111,433,201.68","222,118,112.35","340,418,646.88","449,628,899.26","129,047,304.47","260,238,193.90","380,236,993.49","542,841,575.14"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"1,184,907.75","1,569,224.70","4,967,589.36","5,761,436.71","8,925,826.75","12,217,143.39","1,727,285.18","4,804,918.62","7,628,983.99","9,417,915.49","3,192,302.02","8,479,236.11","12,894,491.52","12,910,578.66","3,440,875.78","9,443,881.20","11,872,265.26","16,489,702.29","353,460.86","1,812,818.59","2,500,516.18","9,992,868.33","4,649,819.78","7,760,470.96","13,333,680.55","15,886,432.66","2,177,573.39","4,463,949.44","6,892,230.49","8,811,818.57","3,217,596.94","5,627,426.08","6,297,304.88","7,347,098.44"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00"
收到其他与经营活动有关的现金,"159,221.00","150,000.00","911,235.94","550,839.76","550,839.76","5,657,824.76","1,171,377.74","1,200,892.60","5,001,332.92","7,959,569.88","336,135.72","1,106,584.03","1,180,407.57","12,431,534.81","2,997,771.30","10,124,970.91","12,333,507.82","25,453,035.63","3,939,109.76","6,916,190.09","8,774,997.44","22,193,069.03","2,414,014.30","10,489,302.56","13,902,775.33","15,500,042.29","188,648.58","988,899.30","687,340.14","4,605,822.95","88,529.29","1,361,180.27","1,425,536.28","2,508,829.58"
投资活动现金流出小计,"9,787,680.85","4,607,355.82","5,316,822.34","6,083,830.89","7,692,764.53","12,596,931.07","3,405,528.40","14,748,167.35","28,822,824.25","56,869,583.36","9,762,906.46","21,343,202.86","36,238,106.07","37,214,446.42","5,118,912.91","11,774,789.66","18,443,506.64","19,204,112.44","4,772,727.05","8,984,579.05","15,912,373.93","21,530,622.48","174,122,933.00","378,675,157.00","380,413,275.45","471,897,920.72","181,889,288.54","303,337,826.07","359,186,900.70","457,558,568.12","181,293,610.04","403,899,212.43","786,309,813.26","892,498,701.57"
经营活动现金流入小计,"212,156,590.51","242,356,445.56","226,505,937.78","164,276,283.80","255,854,877.09","344,903,879.10","87,968,864.23","196,587,299.46","367,714,002.96","547,753,300.70","142,768,545.90","285,365,703.90","426,451,289.72","524,624,913.17","103,882,246.74","207,227,102.27","306,731,998.93","410,040,002.22","107,610,215.70","207,435,688.77","312,752,677.15","438,458,394.98","113,890,882.62","215,959,782.28","319,638,778.99","440,907,415.86","113,799,423.65","227,570,961.09","347,998,217.51","463,046,540.78","132,353,430.70","267,226,800.25","387,959,834.65","552,697,503.16"
投资活动产生的现金流量净额,"-9,787,680.85","4,030,501.47","-2,424,662.34","-6,083,830.89","-7,482,624.23","-12,596,931.07","-2,800,541.76","-13,976,945.13","-28,051,602.03","-56,869,583.36","-9,762,906.46","-17,221,960.97","-34,712,533.92","-37,206,446.42","-5,103,912.91","-11,742,853.66","-18,391,570.64","-19,152,176.44","-4,772,727.05","-8,984,579.05","-15,912,373.93","-21,530,622.48","-174,122,933.00","-378,675,157.00","-380,399,275.45","-471,883,920.72","-1,689,288.54","86,970,046.76","31,120,972.13","26,089,321.34","5,087,892.49","128,553,577.65","-52,460,598.05","-56,500,946.36"
购买商品、接受劳务支付的现金,"136,020,524.74","170,067,182.86","144,195,015.24","125,041,121.26","166,316,033.40","256,857,402.44","78,300,728.51","176,325,837.22","297,944,430.99","366,800,738.29","73,542,906.32","161,538,761.95","274,632,627.03","361,772,408.79","72,021,932.81","169,250,448.20","245,250,224.81","308,522,086.01","48,415,457.99","112,209,314.65","185,629,280.37","259,317,643.94","65,433,467.94","128,180,990.28","199,330,054.24","260,385,156.70","51,306,855.41","132,758,081.53","209,418,722.58","279,306,325.18","84,560,235.61","150,885,665.39","253,470,781.59","353,257,998.05"
吸收投资收到的现金,,,,,"701,100,000.00","696,573,234.16",,,,,,,,,,,,"7,540,000.00",,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"19,181,596.43","21,133,332.09","21,876,470.95","17,136,580.44","25,340,272.56","34,321,965.74","13,080,264.41","24,014,876.66","35,237,976.96","45,934,969.49","17,307,901.24","30,358,539.32","42,627,426.69","52,834,981.13","16,043,010.94","28,306,905.24","41,649,672.23","53,104,011.52","16,883,419.97","29,882,764.48","43,627,338.49","57,985,059.06","19,040,545.84","32,714,853.85","48,814,162.20","60,750,972.77","20,282,626.17","35,446,975.50","50,517,579.26","66,449,370.49","23,507,177.26","40,474,026.13","57,406,002.31","75,212,740.98"
取得借款收到的现金,"79,000,000.00","135,590,428.77","97,295,726.92","97,878,480.25","94,297,433.31","167,169,220.93",,,,"60,068,825.39",,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"3,402,603.80","12,013,492.42","5,610,139.50","1,227,418.00","18,900,102.38","23,287,205.44","527,202.52","4,535,545.89","9,393,226.98","9,327,155.15","9,759,425.71","12,214,306.50","13,203,217.08","12,453,878.39","3,274,662.05","6,285,914.07","6,487,194.27","7,021,370.96","4,576,611.79","9,600,043.83","10,178,573.56","11,754,917.11","13,958,119.53","20,212,360.23","27,253,769.29","37,080,991.91","9,954,108.35","19,732,135.59","29,535,229.23","40,839,031.32","13,423,328.97","25,395,837.47","43,795,819.44","47,007,792.70"
收到其他与筹资活动有关的现金,"466,157.96","440,346.93","181,997.31","110,657.34",,"667,037.15",,"1,214,070.15","1,642,614.55","12,488,716.51","2,299,122.21","1,059,038.39","5,392,034.04",,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"2,176,843.96","2,686,750.97","1,876,528.88","1,362,026.37","1,940,602.11","5,727,940.70","878,404.17","1,733,040.24","2,464,774.83","5,392,352.47","1,011,437.55","2,385,812.35","3,325,286.68","8,288,530.75","950,835.69","2,533,752.18","3,551,449.39","6,674,080.29","1,422,625.96","3,157,557.10","4,484,390.39","5,928,056.93","1,157,704.36","2,981,261.44","3,815,213.76","6,391,612.34","1,161,484.38","2,855,044.42","4,035,994.98","6,437,964.07","1,788,782.51","3,457,578.88","4,731,137.15","6,306,869.36"
筹资活动现金流入小计,"79,466,157.96","136,030,775.70","97,477,724.23","97,989,137.59","795,397,433.31","864,409,492.24",,"1,214,070.15","1,642,614.55","72,557,541.90","2,299,122.21","1,059,038.39","5,392,034.04",,,,,"7,540,000.00",,,,,,,,,,,,,,,,
经营活动现金流出小计,"160,781,568.93","205,900,758.34","173,558,154.57","144,767,146.07","212,497,010.45","320,194,514.32","92,786,599.61","206,609,300.01","345,040,409.76","427,455,215.40","101,621,670.82","206,497,420.12","333,788,557.48","435,349,799.06","92,290,441.49","206,377,019.69","296,938,540.70","375,321,548.78","71,298,115.71","154,849,680.06","243,919,582.81","334,985,677.04","99,589,837.67","184,089,465.80","279,213,199.49","364,608,733.72","82,705,074.31","190,792,237.04","293,507,526.05","393,032,691.06","123,279,524.35","220,213,107.87","359,403,740.49","481,785,401.09"
偿还债务支付的现金,"90,500,000.00","114,898,976.06","122,272,369.87","49,008,959.99","95,018,585.88","217,194,719.77",,,,"60,068,825.39",,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"51,375,021.58","36,455,687.22","52,947,783.21","19,509,137.73","43,357,866.64","24,709,364.78","-4,817,735.38","-10,022,000.55","22,673,593.20","120,298,085.30","41,146,875.08","78,868,283.78","92,662,732.24","89,275,114.11","11,591,805.25","850,082.58","9,793,458.23","34,718,453.44","36,312,099.99","52,586,008.71","68,833,094.34","103,472,717.94","14,301,044.95","31,870,316.48","40,425,579.50","76,298,682.14","31,094,349.34","36,778,724.05","54,490,691.46","70,013,849.72","9,073,906.35","47,013,692.38","28,556,094.16","70,912,102.07"
分配股利、利润或偿还利息支付的现金,"26,005,727.34","53,061,334.10","32,868,437.77","36,383,954.06","36,929,365.06","37,741,005.83",,"45,320,856.83","45,558,156.72","45,616,555.27",,"97,010,871.97","97,010,871.97","96,943,908.00",,"71,202,767.58","71,087,564.13","72,707,931.00",,"48,359,948.16","50,403,764.50","48,471,954.00",,"48,471,954.00","48,471,954.00","48,471,954.00",,"65,461,272.00","65,461,272.00","65,669,272.00",,"82,086,590.00","82,086,590.00","82,086,590.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,000,000.00","370,000,000.00","370,000,000.00","460,000,000.00","180,000,000.00","450,000,000.00","630,000,000.00","730,000,000.00"
支付其他与筹资活动有关的现金,"114,253.77","327,259.17","299,721.94","200,957.54","606,370.00","232,590.68",,"136,563.17","202,377.44","193,234.89","18,605.24","35,490.93","56,005.08",,,,,,,,,"1,938,424.04","-6,189.83",486.52,"2,580,894.30",,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,200,000.00","20,307,872.83","20,307,872.83","23,641,389.46","6,248,219.21","12,792,946.76","16,701,015.21","18,801,015.21"
筹资活动现金流出小计,"116,619,981.11","168,287,569.33","155,440,529.58","85,593,871.59","132,554,320.94","255,168,316.28",,"45,457,420.00","45,760,534.16","105,878,615.55","18,605.24","97,046,362.90","97,066,877.05","96,943,908.00",,"71,202,767.58","71,087,564.13","72,707,931.00",,"48,359,948.16","50,403,764.50","50,410,378.04","-6,189.83","48,472,440.52","51,052,848.30","48,471,954.00",,"65,461,272.00","65,461,272.00","65,669,272.00",,"82,086,590.00","82,086,590.00","82,086,590.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"984,999.92",,,,,,,,,,"8,000.00",,"8,000.00","15,000.00","31,936.00","51,936.00","51,936.00",,,,,,,"14,000.00","14,000.00",,,,"6,500.00","133,283.32","69,659,843.32","87,148,200.00","87,196,740.00"
筹资活动产生的现金流量净额,"-37,153,823.15","-32,256,793.63","-57,962,805.35","12,395,266.00","662,843,112.37","609,241,175.96",,"-44,243,349.85","-44,117,919.61","-33,321,073.65","2,280,516.97","-95,987,324.51","-91,674,843.01","-96,943,908.00",,"-71,202,767.58","-71,087,564.13","-65,167,931.00",,"-48,359,948.16","-50,403,764.50","-50,410,378.04","6,189.83","-48,472,440.52","-51,052,848.30","-48,471,954.00",,"-65,461,272.00","-65,461,272.00","-65,669,272.00",,"-82,086,590.00","-82,086,590.00","-82,086,590.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,543,061.17","-1,333,902.92","-275,458.25","-298,113.60","-646,017.16","-965,809.19","-245,953.84","-634,058.32","-1,976,240.28","-2,644,081.40","-142,170.79","226,145.08","457,087.47","-685,706.95","-679,870.88","-1,507,041.49","-1,960,986.19","-2,459,865.83","87,164.41","616,792.59","647,258.52","616,981.13","1,240,017.72","1,756,412.82","3,127,661.18","5,353,661.96","-631,893.07","1,547,841.83","1,866,585.12","8,323,190.23","-852,627.72","-3,201,307.33","-3,157,729.55","-3,417,364.41"
收到其他与投资活动有关的现金,,"7,652,857.37","2,892,160.00",,"210,140.30",,"604,986.64","771,222.22","771,222.22",,,"4,113,241.89","1,525,572.15",,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"8,637,857.29","2,892,160.00",,"210,140.30",,"604,986.64","771,222.22","771,222.22",,,"4,121,241.89","1,525,572.15","8,000.00","15,000.00","31,936.00","51,936.00","51,936.00",,,,,,,"14,000.00","14,000.00","180,200,000.00","390,307,872.83","390,307,872.83","483,647,889.46","186,381,502.53","532,452,790.08","733,849,215.21","835,997,755.21"
五、现金及现金等价物净增加额,"2,890,456.41","6,895,492.14","-7,715,142.73","25,522,459.24","698,072,337.62","620,387,800.48","-7,864,230.98","-68,876,353.85","-51,472,168.72","27,463,346.89","33,522,314.80","-34,114,856.62","-33,267,557.22","-45,560,947.26","5,808,021.46","-83,602,580.15","-81,646,662.73","-52,061,519.83","31,626,537.35","-4,141,725.91","3,164,214.43","32,148,698.55","-158,575,680.50","-393,520,868.22","-387,898,883.07","-438,703,530.62","28,773,167.73","59,835,340.64","22,016,976.71","38,757,089.29","13,309,171.12","90,279,372.70","-109,148,823.44","-71,092,798.70"
购建固定资产、无形资产和其他长期资产支付的现金,"9,787,680.85","4,607,355.82","5,316,822.34","6,083,830.89","7,692,764.53","12,596,931.07","3,405,528.40","14,748,167.35","28,822,824.25","56,869,583.36","9,762,906.46","21,343,202.86","36,238,106.07","37,214,446.42","5,118,912.91","11,774,789.66","18,443,506.64","19,204,112.44","4,772,727.05","8,984,579.05","15,912,373.93","21,530,622.48","4,122,933.00","8,675,157.00","10,413,275.45","11,897,920.72","1,889,288.54","3,337,826.07","9,186,900.70","7,558,568.12","1,293,610.04","3,899,212.43","6,309,813.26","10,498,701.57"
期初现金及现金等价物余额,"38,278,593.87","41,169,050.28","48,064,542.42","40,349,399.69","40,349,399.69","40,349,399.69","660,737,200.17","660,737,200.17","660,737,200.17","660,737,200.17","688,200,547.06","688,200,547.06","688,200,547.06","688,200,547.06","642,639,599.80","642,639,599.80","642,639,599.80","642,639,599.80","590,578,079.97","590,578,079.97","590,578,079.97","590,578,079.97","622,726,778.52","622,726,778.52","622,726,778.52","622,726,778.52","184,023,247.90","184,023,247.90","184,023,247.90","184,023,247.90","222,780,337.19","222,780,337.19","222,780,337.19","222,780,337.19"
