科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"100,497,110.06","280,213,525.26","211,175,205.52","156,600,424.35","876,747,642.26","641,208,963.24","880,748,982.70","846,546,318.55","554,321,341.65","715,740,759.43","666,170,396.58","803,584,503.11","496,354,882.74","423,877,785.60","1,053,111,784.88","1,893,640,855.02","1,420,952,677.76","878,250,699.35","1,964,082,415.81","1,180,330,496.98","1,027,841,207.83","783,652,581.92","1,323,705,489.98","997,635,573.69","1,000,188,153.60","824,062,006.36","699,555,677.69","562,918,182.56","958,899,401.72","681,195,865.45"
短期借款,"282,970,519.24","666,289,232.00","724,000,000.00","1,018,686,867.28","1,019,000,000.00","1,109,900,000.00","1,578,900,000.00","1,969,900,000.00","2,167,900,000.00","2,348,000,000.00","2,443,000,000.00","2,139,000,000.00","1,631,000,000.00","1,582,000,000.00","1,609,000,000.00","1,668,000,000.00","1,338,000,000.00","1,181,000,000.00","1,145,000,000.00","1,545,000,000.00","2,045,000,000.00","2,178,000,000.00","2,806,565,176.00","2,639,474,306.70","2,538,661,532.22","2,310,616,488.00","2,242,776,697.20","2,082,110,583.61","1,063,145,907.61","280,318,393.97"
交易性金融资产,,"200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,506,250.00","78,428,544.90","122,295,279.87","53,077,352.17","22,812,851.06","153,212,044.80","89,283,432.30","63,380,256.50","151,737,338.42","262,675,900.84","102,947,391.27","184,091,919.04","140,410,167.44","178,633,833.36","22,910,600.18","91,928,272.72","42,468,369.87","66,778,697.51","77,255,620.22","115,322,254.37","98,187,739.50","48,964,206.71","118,472,027.69","196,853,870.82","137,748,717.15","342,043,983.25","338,106,040.60","122,258,748.92","42,268,501.45","34,904,844.48"
应付票据,"141,000,000.00","130,000,000.00","45,260,000.00",,,"93,000,000.00","123,000,000.00","93,000,000.00","88,000,000.00",,,,,,,"184,810,000.00","284,221,941.36","216,077,142.19","334,610,872.47","376,439,728.02","209,637,758.68","296,501,300.76","585,432,057.24","716,950,181.40","412,287,306.00","110,551,671.61","16,011,933.39","55,518,375.39","56,000,000.00","65,000,000.00"
应收账款,"23,905,163.47","21,802,215.43","19,385,044.63","31,646,286.13","98,219,712.24","60,661,520.48","149,355,210.12","54,874,483.63","40,458,164.44","27,657,137.48","41,619,261.93","29,158,851.34","12,904,153.27","9,259,778.72","8,879,297.69","8,931,656.45","7,709,069.89","5,458,020.38","12,417,273.76","15,239,537.43","22,694,097.81","10,020,228.90","17,654,798.38","15,809,823.91","15,852,569.29","9,782,003.24","6,808,558.03","5,652,197.60","33,937,534.33","46,786,379.05"
应付账款,"215,682,113.42","82,722,633.19","128,461,583.34","274,190,144.51","142,452,216.77","133,015,685.53","216,631,681.93","394,501,819.62","381,120,188.45","259,273,541.23","435,426,628.80","270,584,714.34","415,689,933.78","455,467,511.09","543,777,150.90","532,456,599.80","751,128,607.78","767,733,659.63","632,923,636.49","1,229,832,411.28","1,467,607,644.86","1,087,420,719.93","1,294,698,197.65","966,904,051.68","784,777,802.60","674,014,421.42","598,010,145.83","590,513,200.50","740,407,003.87","708,990,659.49"
预付款项,"23,335,932.30","10,327,822.88","117,043,194.59","205,733,296.34","275,321,892.61","219,865,796.53","337,402,719.99","377,234,862.53","281,883,163.61","14,172,284.50","528,933,757.64","526,496,294.64","415,496,446.68","36,011,313.51","54,482,005.32","19,321,796.63","39,479,359.29","30,432,301.47","29,821,298.01","17,903,970.67","18,158,310.26","21,409,358.78","20,470,149.74","13,518,836.21","34,540,400.98","48,771,556.76","21,657,189.94","44,493,236.69","34,312,313.15","17,869,149.28"
预收款项,"34,567,431.00","67,863,916.41","84,290,051.11","47,369,942.53","38,897,155.46","45,271,953.39","39,837,456.68","47,715,053.59","56,764,914.85","68,726,309.05","54,576,082.66","60,843,527.67","83,930,983.43","69,282,992.70","84,448,695.20","65,746,294.82","87,727,476.11","70,801,142.51","76,019,699.85","71,568,216.07","81,337,991.68","99,352,204.20","95,478,469.23","105,211,925.31","140,853,248.10","129,301,988.59","132,433,899.12","117,564,201.25","135,186,714.99","114,394,275.49"
