科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"99,167,248.46","208,068,366.24","263,173,633.02","141,108,937.18","205,077,386.26","294,305,327.51","61,381,794.09","133,651,034.30","201,270,362.84","316,281,928.31","61,596,388.82","161,181,144.80","244,550,819.90","344,298,520.14","74,239,394.96","142,136,246.93","210,248,409.09","328,053,312.52","61,813,505.79","167,060,049.69","253,467,904.12","384,242,143.03","86,737,274.00","214,098,452.66","291,878,249.82","436,423,599.12","63,449,281.74","161,205,674.02","223,441,283.83","337,347,220.54","76,291,569.64","175,521,338.24","245,489,451.38","352,963,513.47","84,609,718.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"7,120,000.00","6,620.98",,,"20,000.00",,,,,,,,
收到其他与经营活动有关的现金,"2,236,409.33","7,789,989.57","7,879,234.54","246,245.21","1,314,031.43","3,050,407.10","1,382,634.99","2,538,556.69","3,238,750.27","17,816,144.63","913,819.44","2,480,083.65","3,365,491.23","16,448,440.17","2,704,845.61","2,933,663.17","5,802,970.02","11,864,333.76","1,044,456.25","2,556,289.55","4,439,794.73","4,577,813.77","898,905.04","1,005,299.81","1,509,382.73","3,839,217.49","2,327,710.71","2,926,500.44","3,600,510.06","5,134,148.44","1,110,060.08","2,766,248.00","3,058,120.08","4,280,382.93","2,897,125.59"
投资活动现金流出小计,"32,894,285.29","13,528,880.29","29,173,094.40","15,162,310.26","15,776,135.41","623,376,775.12","13,674,711.88","45,531,495.43","80,857,898.14","479,262,323.05","17,925,811.73","136,959,184.54","202,009,387.72","369,950,203.89","62,728,109.79","89,987,521.73","224,513,161.85","351,824,309.55","180,227,553.76","299,979,665.56","588,303,593.08","796,581,527.65","171,999,643.40","365,570,979.31","386,932,175.36","630,569,139.53","117,206,530.07","62,478,092.00","89,190,799.14","101,625,646.40","23,135,494.85","42,297,324.89","44,059,820.92","77,138,446.88","32,420,816.61"
经营活动现金流入小计,"101,403,657.79","215,858,355.81","271,052,867.56","141,355,182.39","206,391,417.69","297,355,734.61","62,764,429.08","136,189,590.99","204,509,113.11","334,098,072.94","62,510,208.26","163,661,228.45","247,916,311.13","360,746,960.31","76,944,240.57","145,069,910.10","216,051,379.11","339,917,646.28","62,857,962.04","169,616,339.24","257,907,698.85","388,819,956.80","87,636,179.04","215,103,752.47","293,387,632.55","440,262,816.61","65,776,992.45","164,132,174.46","227,041,793.89","342,481,368.98","77,401,629.72","178,287,586.24","248,547,571.46","357,243,896.40","87,506,843.99"
投资活动产生的现金流量净额,"-32,894,285.29","-11,697,251.70","-29,173,094.40","-15,162,310.26","-15,776,135.41","-623,236,775.12","-13,663,147.88","4,480,068.57","-30,846,334.14","120,751,390.95","-17,887,970.73","-136,918,943.54","-201,936,826.72","-19,834,264.43","-12,728,109.79","-39,987,521.73","-174,513,161.85","-101,175,220.66","-26,546,123.01","-97,124,360.78","-182,029,534.15","-310,996,636.53","182,418,483.29","81,712,939.84","306,018,675.83","88,672,885.04","-106,944,005.00","-52,215,366.93","-78,928,074.07","-91,345,901.33","-17,040,894.85","-36,202,724.89","-37,962,308.30","-76,880,922.43","-32,420,816.61"
购买商品、接受劳务支付的现金,"56,405,350.46","140,724,983.84","175,421,379.60","94,969,062.01","144,174,414.29","208,420,792.38","70,385,161.11","112,299,197.22","142,409,999.49","213,809,066.46","52,626,959.48","78,162,312.16","155,975,512.77","219,025,207.44","35,537,650.23","77,341,086.35","123,707,992.58","157,246,623.68","54,783,033.80","114,941,251.31","168,409,644.88","215,518,775.26","40,151,741.50","93,177,532.64","141,384,096.43","197,709,465.69","43,466,099.52","85,667,692.25","124,353,902.40","176,020,987.29","40,990,618.51","86,976,854.72","133,016,112.34","171,610,442.15","36,828,963.04"
吸收投资收到的现金,,"11,840,000.00","30,750,000.00",,"15,000,000.00","776,089,033.98",,,,,"7,879,680.00","7,879,680.00","7,879,680.00","7,879,680.00",,,,,,,,,,,,,,,,,,,,,
