科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"736,547.33","1,294,521.59","740,396.66","943,061.20","1,789,605.67","223,117.58","197,057.58","310,964.73","320,165.95","609,312.03","820,075.34","1,260,177.20","1,375,367.90","630,385.30","671,219.85","667,058.11","1,323,925.22","1,192,472.79","1,326,926.88","1,372,404.25"
应付职工薪酬,"7,391,891.04","6,346,370.44","6,496,218.01","9,805,873.54","14,266,699.74","9,062,459.57","9,308,533.37","12,152,481.16","16,186,406.16","12,380,304.19","9,461,536.36","8,649,224.64","12,302,878.81","11,597,890.22","9,648,322.90","9,615,007.13","17,266,827.32","11,821,581.74","10,676,720.48","12,538,622.08"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"1,980,987.51","3,986,271.65","5,180,478.55","12,538,814.88","9,599,376.16","17,723,113.52","14,464,840.44","6,898,878.90","8,905,930.73","21,391,284.00","12,592,517.10","8,488,784.46","18,081,307.89","15,340,361.40","11,187,446.40","9,215,195.42","13,314,214.17","8,114,223.88","7,619,613.81","4,309,213.54"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"819,400.00","819,400.00","573,580.00","573,580.00","1,251,140.00","1,251,140.00","695,600.00","695,600.00","1,146,920.88",
存货,"101,901,921.59","152,384,413.67","192,969,468.94","191,729,462.71","176,479,853.68","176,670,595.21","162,196,850.78","166,442,345.82","171,888,417.55","164,595,419.29","156,183,040.33","158,257,405.34","158,182,344.01","161,132,418.71","169,153,601.86","187,514,131.39","205,544,419.26","245,752,275.32","246,523,906.16","257,099,299.63"
其他应付款,"8,281,647.64","9,129,448.83","10,388,637.84","8,650,481.52","8,100,322.74","7,075,496.10","6,500,987.06","6,670,928.45","8,330,621.77","7,587,655.23","7,518,746.63","4,884,372.56","32,836,247.92","32,689,953.10","32,182,722.80","61,382,438.41","34,015,094.52","44,484,300.03","25,579,144.00","17,901,746.25"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,"9,017,390.43",,
一年内到期的非流动负债,,,,,,,,,"10,736,550.00","10,736,550.00","10,736,550.00","102,465.00",,,,,,,,
其他流动资产,,,,,"1,564,634.44","4,826,213.18","7,035,483.40","12,789,593.40","14,749,161.71","12,400,309.66","12,970,073.19","11,636,150.47","9,957,641.12","7,534,838.84","5,947,205.11","3,557,271.84","3,355,571.00","2,541,906.58","52,435.90","291,025.43"
其他流动负债,"590,000.00","1,061,390.42","502,499.75","1,013,382.95","2,010,477.66","2,062,160.95","3,545,387.33","973,578.35",,,"290,000.00",,,,"189,760.67","379,302.17",,"1,557,860.08","684,317.58","1,283,425.19"
流动资产合计,"296,583,250.04","355,236,588.81","448,808,538.69","468,932,296.98","467,846,804.40","677,660,319.55","635,941,694.48","652,152,634.38","695,028,094.57","740,391,055.69","732,354,833.56","782,857,250.13","819,467,495.76","842,026,019.39","837,078,251.08","870,489,303.47","931,230,767.40","963,686,773.25","935,243,173.84","946,925,985.35"
流动负债合计,"184,967,904.94","154,660,599.95","167,279,426.86","147,904,700.22","209,688,760.15","176,435,715.46","148,411,305.51","153,571,010.34","173,389,577.57","174,332,214.16","176,079,747.67","135,612,714.80","186,051,085.58","165,821,886.04","165,752,847.91","193,837,726.45","210,926,533.74","203,262,745.24","184,925,556.82","171,467,215.67"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,"35,788,500.00","25,051,950.00","25,051,950.00","25,051,950.00","25,051,950.00",,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,
专项应付款,"5,000,000.00","7,000,000.00",,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"165,810,091.97","205,295,128.56","205,342,148.81","195,504,259.82","187,961,357.19","184,809,884.90","297,663,614.32","323,481,769.15","335,566,088.62","332,486,734.98","327,029,093.77","343,675,898.77","343,063,600.94","354,261,405.90","352,605,386.08","372,678,653.23","467,888,657.54","491,672,795.88","497,934,908.26","508,429,039.75"
递延所得税负债,,,,,,,,,"129,937.01","126,526.88","123,116.75","119,706.62","116,296.49","112,886.36","109,476.23","106,066.10","102,655.96","99,245.83","95,835.70","92,425.57"
在建工程,"8,127,535.23","8,843,871.62","1,620,059.67","4,239,184.25","88,864,529.30","106,718,758.79","18,446,475.89","29,702,743.82","19,055,411.17","24,251,152.52","34,389,319.61","33,871,515.16","91,261,077.43","87,259,779.35","89,054,712.52","110,462,842.63","16,488,058.02","15,510,846.50","5,181,993.80","5,154,052.83"
其他非流动负债,"11,045,200.00","13,776,000.00","16,891,800.00","16,169,700.00","27,626,683.73","40,115,633.73","50,187,134.58","50,118,302.52",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"16,045,200.00","20,776,000.00","16,891,800.00","16,169,700.00","27,626,683.73","40,115,633.73","50,187,134.58","85,906,802.52","76,121,898.66","99,689,852.49","98,767,206.32","97,554,560.15","104,779,963.98","103,577,317.81","102,364,671.64","100,242,025.47","87,129,379.29","85,916,733.12","84,704,086.95","83,491,440.78"
固定资产清理,,,,,,,,,,,,,,,,,,"28,990.04","34,505.01",
负债合计,"201,013,104.94","175,436,599.95","184,171,226.86","164,074,400.22","237,315,443.88","216,551,349.19","198,598,440.09","239,477,812.86","249,511,476.23","274,022,066.65","274,846,953.99","233,167,274.95","290,831,049.56","269,399,203.85","268,117,519.55","294,079,751.92","298,055,913.03","289,179,478.36","269,629,643.77","254,958,656.45"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"69,291,478.00","76,991,478.00","76,991,478.00","76,991,478.00","76,991,478.00","88,691,478.00","88,691,478.00","91,101,478.00","91,101,478.00","91,101,478.00","182,202,956.00","185,931,988.00","185,931,988.00","185,931,988.00","185,834,188.00","185,834,188.00","185,784,388.00","185,784,388.00","185,784,388.00","185,698,788.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"37,596,277.64","91,496,277.64","91,496,277.64","91,496,277.64","91,496,277.64","295,130,999.11","295,130,999.11","299,172,502.17","340,389,150.61","346,451,405.20","261,412,181.79","345,201,192.30","348,906,074.95","351,628,069.54","353,676,520.79","355,274,081.80","357,977,030.28","359,049,363.81","360,121,747.14","354,446,613.41"
无形资产,"26,082,331.77","26,256,950.13","25,737,281.39","25,729,604.95","66,045,339.05","65,638,552.71","66,081,556.19","66,077,282.51","106,957,127.34","106,284,915.45","105,667,487.51","105,032,258.64","104,686,562.45","104,540,662.09","104,112,039.76","103,655,024.73","101,868,054.80","101,073,802.18","100,630,686.05","99,908,177.11"
盈余公积,"53,648,324.76","60,611,177.30","67,464,369.66","72,330,486.09","75,572,968.73","75,572,968.73","82,098,893.49","82,098,893.49","86,814,817.59","86,814,817.59","91,975,985.52","91,975,985.52","101,220,672.49","101,220,672.49","101,220,672.49","101,220,672.49","115,073,742.01","115,073,742.01","115,073,742.01","115,073,742.01"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,"2,410,000.00","35,788,500.00","35,788,500.00","35,788,500.00","25,154,415.00","25,154,415.00","25,154,415.00","24,428,250.00","24,428,250.00","13,959,000.00","13,959,000.00","13,959,000.00",
商誉,,,,,,,,,,,,,,,,,,,,
未分配利润,"136,796,965.01","193,140,972.19","262,838,368.59","315,559,042.54","350,595,709.41","380,119,199.57","387,380,417.00","415,333,237.74","438,427,223.97","469,608,302.25","464,246,535.78","486,801,568.51","517,803,703.22","548,339,184.45","542,878,139.36","578,437,124.76","624,131,531.64","658,673,097.78","644,494,984.56","666,574,081.65"
长期待摊费用,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"1,742,941.34","2,043,965.96","1,453,692.19","2,046,338.49","2,263,078.74","2,912,612.03","2,874,631.01","3,156,786.60","10,253,255.34","10,481,786.16","10,449,225.39","11,144,213.25","20,542,525.11","19,848,715.21","19,096,478.98","17,590,391.08","18,100,523.03","18,300,606.74","18,198,983.15","12,709,371.11"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,"24,000,000.00","18,990,768.98","18,325,866.62","30,892,255.80","50,202,707.80","3,595,669.36","18,313,924.89","29,006,153.24","41,342,458.33","40,517,811.53","23,428,121.39","25,351,921.77","15,541,353.83","31,487,544.17","3,527,255.37","3,921,255.37","3,625,255.37"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"201,762,900.31","242,439,916.27","234,153,182.06","251,519,387.51","364,125,073.26","378,405,675.05","415,958,533.21","472,621,289.88","475,427,551.83","491,818,514.00","506,541,279.52","535,066,344.15","600,071,577.46","589,338,683.94","590,220,539.11","619,928,265.50","635,832,837.56","630,114,296.71","625,902,331.64","629,825,896.17"
所有者权益(或股东权益)合计,"297,333,045.41","422,239,905.13","498,790,493.89","556,377,284.27","594,656,433.78","839,514,645.41","853,301,787.60","885,296,111.40","920,944,170.17","958,187,503.04","964,049,159.09","1,084,756,319.33","1,128,708,023.66","1,161,965,499.48","1,159,181,270.64","1,196,337,817.05","1,269,007,691.93","1,304,621,591.60","1,291,515,861.71","1,321,793,225.07"
资产总计,"498,346,150.35","597,676,505.08","682,961,720.75","720,451,684.49","831,971,877.66","1,056,065,994.60","1,051,900,227.69","1,124,773,924.26","1,170,455,646.40","1,232,209,569.69","1,238,896,113.08","1,317,923,594.28","1,419,539,073.22","1,431,364,703.33","1,427,298,790.19","1,490,417,568.97","1,567,063,604.96","1,593,801,069.96","1,561,145,505.48","1,576,751,881.52"
负债和所有者(或股东权益)合计,"498,346,150.35","597,676,505.08","682,961,720.75","720,451,684.49","831,971,877.66","1,056,065,994.60","1,051,900,227.69","1,124,773,924.26","1,170,455,646.40","1,232,209,569.69","1,238,896,113.08","1,317,923,594.28","1,419,539,073.22","1,431,364,703.33","1,427,298,790.19","1,490,417,568.97","1,567,063,604.96","1,593,801,069.96","1,561,145,505.48","1,576,751,881.52"
