科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应付款,"961,654.58","1,469,054.64","2,138,890.34","2,479,553.41","2,589,445.19","1,628,278.94","4,998,059.60","4,226,029.16","12,658,403.88","2,201,247.27","5,345,561.98","4,933,586.86","4,592,171.73","8,592,082.47","66,984,045.28","66,231,424.17","38,328,599.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,,,"697,853.02","267,306.18","267,306.18","267,306.18","579,955.60","336,854.23","336,854.23","336,854.23","121,718.02",,,"8,123.51",,,
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"238,188,090.28","315,852,346.38","368,178,351.51","373,518,045.71","520,476,272.93","577,400,748.89","619,037,204.92","618,921,403.21","613,255,368.86","708,219,801.01","686,774,023.49","686,601,797.96","808,005,027.61","854,419,671.56","888,735,281.63","840,266,945.88","940,264,616.73"
流动负债合计,"154,764,223.95","201,877,582.49","252,317,498.48","282,118,860.88","275,378,254.35","327,069,774.56","339,185,549.09","366,568,365.25","361,278,174.88","394,666,749.17","393,166,593.36","444,048,692.00","478,228,276.99","586,999,024.01","637,392,305.98","615,096,756.78","693,689,860.66"
可供出售金融资产,,,,,,,,,,,"13,500,000.00","15,500,000.00","15,500,000.00","15,500,000.00","17,500,000.00","21,500,000.00","21,500,000.00"
长期借款,,,,,,,,,,,,,"80,000,000.00","100,000,000.00","130,000,000.00","150,000,000.00","165,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"10,000,000.00",,,,,,,
专项应付款,"1,612,908.01",,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"4,067,091.86","3,428,002.10","5,460,260.53","5,613,459.03","5,581,299.05","13,318,889.69","10,626,734.94","10,393,637.53","11,338,293.15","15,803,043.11","20,437,321.95","18,643,347.38","17,719,624.99","17,739,833.85","20,469,389.83","18,391,850.90","16,471,993.34"
递延所得税负债,"443,333.33","395,833.34","209,000.01","201,875.01","194,750.01","367,625.01","180,500.02","338,375.02","166,250.02","324,125.03","152,000.02","173,375.02","137,750.03","130,625.03","123,500.02","116,375.04","109,250.04"
在建工程,,,"2,293,266.38","2,468,217.66","2,468,217.66","3,916,322.25","8,910,316.81","12,176,799.41","13,155,197.23","43,489,116.13","84,543,637.80","120,512,085.84","121,018,353.39","222,676,749.77","230,643,116.75","264,219,131.78","267,237,781.06"
其他非流动负债,,,,,,"5,065,000.00",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"8,571,241.34","4,540,833.34","5,454,000.01","5,446,875.01","5,439,750.01","5,432,625.01","525,500.02","518,375.02","6,211,250.02","7,404,125.03","6,607,000.02","7,338,375.02","91,502,750.03","114,575,625.03","144,863,500.02","165,916,083.24","178,299,250.04"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"163,335,465.29","206,418,415.83","257,771,498.49","287,565,735.89","280,818,004.36","332,502,399.57","339,711,049.11","367,086,740.27","367,489,424.90","402,070,874.20","399,773,593.38","451,387,067.02","569,731,027.02","701,574,649.04","782,255,806.00","781,012,840.02","871,989,110.70"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"30,000,000.00","50,100,000.00","50,100,000.00","50,100,000.00","66,800,000.00","66,800,000.00","66,800,000.00","66,800,000.00","66,800,000.00","68,300,000.00","68,300,000.00","68,300,000.00","68,300,000.00","68,300,000.00","68,300,000.00","68,300,000.00","67,774,400.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"2,463,879.99","10,339.37","10,339.37","10,339.37","127,016,035.86","127,016,035.86","127,016,035.86","127,016,035.86","127,016,035.86","214,459,416.88","219,281,435.86","224,321,735.86","225,906,035.86","229,218,335.86","224,432,035.86","224,666,535.86","196,161,227.86"
无形资产,"1,807,187.47","1,703,516.54","33,596,896.07","33,431,997.07","33,254,014.53","33,024,240.43","32,827,840.67","32,695,159.41","32,737,194.97","32,511,943.67","32,294,732.24","32,980,624.85","31,799,441.31","31,565,633.48","32,053,492.32","31,783,638.98","31,521,215.80"
盈余公积,"6,789,915.91","9,531,400.13","12,429,255.72","12,429,255.72","12,429,255.72","12,429,255.72","15,307,285.22","15,307,285.22","15,307,285.22","15,307,285.22","17,970,844.10","17,970,844.10","17,970,844.10","17,970,844.10","21,044,926.05","21,044,926.05","21,044,926.05"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"60,268,032.00","60,268,032.00","31,002,624.00"
商誉,"10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68","10,737,367.68"
未分配利润,"51,744,855.36","64,452,050.38","96,893,505.76","76,596,220.76","84,652,747.80","94,576,214.51","132,257,902.60","111,227,357.24","107,190,116.03","120,210,717.06","146,243,154.15","125,337,091.43","128,354,842.85","140,563,171.43","168,863,947.16","150,625,162.01","160,302,611.97"
长期待摊费用,,,,,,,,,,"222,155.28","194,385.87","166,616.46","138,847.05","111,077.64","83,308.23","55,538.82","27,769.41"
少数股东权益,"3,037,554.60","4,832,830.86","7,077,052.43","6,543,346.51","7,008,118.45","9,592,127.71","7,062,354.46","6,202,648.37","5,627,646.94","6,347,645.71","8,044,117.12","7,388,098.01","8,307,774.60","9,395,324.78","12,648,151.92","21,910,339.65","20,673,356.54"
递延所得税资产,"2,571,933.86","3,415,003.87","3,694,754.88","7,155,056.38","6,206,990.34","4,518,464.43","5,688,162.23","8,715,699.72","8,207,087.06","5,712,512.19","11,131,675.58","9,562,996.25","13,651,862.40","14,271,991.23","17,054,878.55","20,337,297.55","19,182,265.10"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,"208,800.00","320,754.72","320,754.72",,,"327,000.00",,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"19,183,580.87","19,492,690.19","56,103,300.26","59,726,852.54","58,247,889.26","65,515,284.48","69,117,422.33","74,718,663.75","76,175,140.09","118,476,138.06","172,839,121.12","208,103,038.46","210,565,496.82","312,602,653.65","328,541,553.36","367,024,825.71","366,678,392.39"
所有者权益(或股东权益)合计,"94,036,205.86","128,926,620.74","166,510,153.28","145,679,162.36","297,906,157.83","310,413,633.80","348,443,578.14","326,553,326.69","321,941,084.05","424,625,064.87","459,839,551.23","443,317,769.40","448,839,497.41","465,447,676.17","435,021,028.99","426,278,931.57","434,953,898.42"
资产总计,"257,371,671.15","335,345,036.57","424,281,651.77","433,244,898.25","578,724,162.19","642,916,033.37","688,154,627.25","693,640,066.96","689,430,508.95","826,695,939.07","859,613,144.61","894,704,836.42","1,018,570,524.43","1,167,022,325.21","1,217,276,834.99","1,207,291,771.59","1,306,943,009.12"
负债和所有者(或股东权益)合计,"257,371,671.15","335,345,036.57","424,281,651.77","433,244,898.25","578,724,162.19","642,916,033.37","688,154,627.25","693,640,066.96","689,430,508.95","826,695,939.07","859,613,144.61","894,704,836.42","1,018,570,524.43","1,167,022,325.21","1,217,276,834.99","1,207,291,771.59","1,306,943,009.12"
