科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"108,903,016.98","124,472,830.89","122,217,029.83","38,441,148.61","165,909,271.04","146,712,331.74","240,140,175.19","162,813,378.17","93,296,386.63","121,826,298.93","188,240,074.98","104,138,292.18","158,087,185.50","148,838,187.96","224,288,247.15","116,748,600.39","134,256,906.06"
短期借款,"39,000,000.00","50,000,000.00","83,000,000.00","106,000,000.00","140,000,000.00","170,000,000.00","115,000,000.00","190,000,000.00","190,000,000.00","188,000,000.00","129,000,000.00","192,500,000.00","247,500,000.00","257,500,000.00","157,500,000.00","197,500,000.00","262,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,"4,055,302.23","11,699,074.83","24,629,956.27","34,347,732.18","39,505,327.85","42,200,377.60","29,163,041.96","47,281,940.84"
应收账款,"61,317,740.99","103,432,990.52","112,692,911.66","117,135,757.02","161,728,344.90","199,175,863.62","188,996,520.00","196,005,544.28","268,277,351.33","314,893,442.47","274,564,174.72","270,067,847.93","356,670,650.45","382,078,447.38","318,647,442.63","305,058,224.94","374,322,722.05"
应付账款,"44,462,967.92","61,087,546.10","61,075,505.88","65,498,409.11","63,591,728.01","71,460,294.51","97,631,757.55","56,925,551.13","69,691,695.86","95,936,812.15","122,966,092.74","127,932,072.19","107,568,337.57","187,079,523.74","212,692,323.87","192,506,053.06","207,697,715.10"
预付款项,"2,480,864.81","7,018,727.51","16,489,254.63","30,716,279.88","26,045,505.33","48,392,027.95","11,360,153.97","10,139,040.77","10,436,390.45","26,782,725.07","6,950,609.03","6,822,605.71","4,031,710.91","10,087,619.67","2,791,446.93","16,252,175.79","25,410,980.60"
预收款项,"49,727,078.26","69,665,993.11","82,133,556.39","95,124,284.33","53,122,675.88","62,399,112.68","82,095,080.21","83,493,090.20","50,746,932.95","62,272,497.16","58,630,951.37","53,045,358.58","45,713,064.17","52,371,715.44","79,325,527.27","85,794,302.26","93,649,761.63"
其他应收款,"16,057,178.74","21,110,658.44","28,111,658.49","38,878,329.84","36,142,637.98","41,013,454.39","38,174,620.31","49,581,037.00","50,926,881.16","48,388,245.89","52,336,287.34","48,766,473.99","48,759,978.44","50,808,407.14","52,464,942.46","54,513,895.66","53,795,801.10"
应付职工薪酬,"1,407,166.74","1,825,266.21","2,791,631.00","2,489,962.83","3,259,830.23","3,666,678.09","3,388,691.60","2,835,182.48","4,506,001.79","5,215,297.16","3,661,398.71","4,219,612.71","4,956,244.92","5,120,557.80","17,790,001.66","4,948,904.93","5,623,192.39"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"19,205,356.45","17,829,722.43","21,177,914.87","10,526,651.20","12,814,575.04","17,915,410.34","35,943,273.33","29,088,512.28","33,431,848.70","36,985,593.20","61,706,893.59","36,788,105.39","33,550,726.42","36,829,816.71","60,213,828.92","38,548,829.02","34,312,133.94"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,"128,686.80",,"243,291.70",,"156,620.14",,,,"686,201.38","404,201.38","404,201.38"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,"3,892,316.00"
存货,"49,429,288.76","59,817,139.02","87,969,643.88","148,079,224.18","130,383,207.50","141,839,765.01","139,785,779.85","200,045,548.76","189,981,505.06","195,992,234.42","164,561,159.40","256,806,578.15","240,455,502.31","262,598,885.90","290,543,202.46","347,694,049.10","352,478,206.92"
