科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"500,964,160.82","619,661,233.44","903,358,170.94","907,613,092.06","734,210,913.72","775,427,309.41","528,550,937.22","617,998,210.34","637,784,672.40","748,728,302.46","999,829,894.36","852,448,970.81","456,333,704.60","1,295,846,260.40","1,786,798,307.78","2,215,812,460.40","1,535,632,135.22","1,684,374,158.61","2,976,961,141.61","2,415,450,351.24","2,320,964,526.35","3,120,949,620.15","2,832,101,839.20","1,404,291,094.65","1,417,528,392.65","1,545,016,690.32","1,470,176,770.74","1,617,373,088.50","1,668,174,675.28","2,165,295,105.79","2,380,783,432.66","3,059,914,956.21","2,163,913,113.11","2,816,973,344.05","4,062,464,287.18","3,042,843,924.81","2,292,632,934.33","2,054,917,706.65","2,072,326,734.13","4,272,077,211.11","4,181,117,303.03","3,424,099,307.77","3,104,235,150.95","1,588,264,516.05","1,271,773,331.64","1,704,230,864.24","1,163,865,240.32","1,926,938,134.40","3,403,574,006.66"
短期借款,"454,300,000.00","401,000,000.00","367,000,000.00","190,500,000.00","212,500,000.00","194,800,000.00","120,920,000.00","74,930,000.00","74,910,000.00","29,900,000.00","17,900,000.00","1,000,000.00",,,,"9,039,354.88","85,675,125.36","39,609,864.44","9,320,968.63","6,961,486.36","6,961,486.36",,,,,,,,,"50,117,340.00","100,360,740.00",,"116,148,521.47","15,234,122.32","99,766,633.19",,,,,"183,813,064.12","123,455,086.90","170,000,000.00","149,470,000.00","81,393,672.34",,,,"117,603,683.89",
交易性金融资产,"5,669,980.00","8,329,680.00","14,595,189.40",,,,,,,,,,,,,"7,778,633.32","17,576,657.11","14,945,797.68","10,687,957.00","4,292,300.00","1,419,050.00",,"281,200.00","1,224,590.00","5,144,100.00","11,809,250.00","15,176,250.00","15,016,740.00","3,090,940.00","1,486,950.00","1,625,900.00","248,907.75","220,578.24",,,,,,,,,"4,917,873.13","7,279,041.33","5,270,238.03","5,613,055.93",,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,800,613.47","6,823,112.65","3,078,878.95","452,959.43"
应收票据,"258,794,778.12","126,609,881.80","112,405,252.03","407,535,738.59","434,162,737.30","406,469,558.07","484,020,416.93","381,032,680.58","373,577,966.78","390,661,689.12","392,844,439.69","604,499,731.15","1,753,170,705.11","1,932,605,807.32","2,059,083,744.26","1,562,503,246.83","3,467,581,104.33","4,223,997,921.50","3,411,921,401.63","2,757,923,958.94","1,650,131,174.52","1,001,881,578.18","1,556,330,441.58","2,262,814,443.87","2,443,417,359.35","1,552,287,876.27","1,731,820,586.81","2,449,770,225.41","2,353,623,960.99","2,376,741,559.62","2,677,582,220.93","3,147,153,535.61","2,840,015,166.92","2,055,783,435.17","1,676,419,522.76","2,205,189,379.10","1,995,023,518.00","1,794,679,303.47","1,953,085,588.14","1,297,609,202.29","1,478,890,302.67","1,878,193,045.31","639,968,894.57","1,283,192,684.28","1,412,435,821.52","1,176,200,901.21","395,641,656.25","1,061,452,503.99","1,468,208,663.59"
应付票据,"250,020,000.00","320,110,568.13","446,828,987.49","419,442,042.51","291,895,800.00","277,200,800.00","197,010,000.00","114,000,000.00","95,994,702.20","30,994,702.20","21,000,000.00","14,000,000.00","165,336,799.55","839,123,651.32","1,370,929,157.79","804,597,930.44","779,138,866.68","2,293,365,692.20","3,070,826,442.50","1,539,319,483.44","703,198,023.30","1,131,522,411.92","1,316,925,529.74","1,003,090,693.95","1,032,229,855.45","876,871,919.98","417,448,393.73","385,673,110.34","581,426,083.92","868,240,658.99","932,703,928.71","1,173,851,127.31","1,339,477,601.67","1,367,635,597.24","1,588,433,022.23","1,953,065,274.06","2,641,011,480.49","2,892,196,959.47","3,199,800,850.15","2,620,549,815.47","2,812,341,286.89","3,014,675,255.37","2,629,320,974.93","2,805,804,600.41","3,947,712,802.38","3,915,720,273.53",,"4,191,102,993.34",
应收账款,"661,530,427.91","617,848,863.68","637,551,197.02","467,160,239.00","449,964,595.38","549,531,721.44","543,680,590.33","422,669,603.61","724,503,729.73","487,082,847.94","528,605,578.93","874,635,649.01","612,846,478.95","798,101,743.23","848,504,299.83","905,872,836.47","1,026,318,789.74","946,023,736.52","1,196,703,528.82","929,389,061.45","1,031,060,791.12","995,885,577.81","850,373,366.08","722,198,904.66","839,678,545.65","751,477,026.48","949,251,177.84","777,744,132.32","949,532,381.03","825,357,689.50","1,041,453,515.70","856,343,229.70","1,068,886,722.15","844,704,089.67","1,059,234,557.08","896,075,475.63","1,234,419,143.92","1,117,184,734.33","1,587,691,496.49","1,465,654,497.90","1,400,073,560.81","1,622,290,121.44","1,600,541,720.56","1,736,724,496.10","1,570,536,470.78","1,977,970,373.74","2,314,765,948.11","1,957,583,475.15","2,346,607,301.72"
应付账款,"1,304,172,342.52","1,165,581,519.38","1,153,263,390.76","1,152,683,408.75","1,116,862,101.42","1,083,477,341.73","978,589,449.10","989,965,462.97","1,009,823,975.92","992,869,205.68","1,214,917,832.02","1,552,443,101.69","1,663,170,343.78","2,245,809,458.82","2,441,701,364.39","2,972,319,633.40","3,772,273,127.98","3,695,767,260.88","3,241,419,115.09","2,815,488,171.38","2,029,496,055.61","2,023,593,612.48","2,163,203,817.13","2,129,979,583.30","2,280,383,522.69","1,973,791,312.28","2,583,906,478.01","2,768,046,095.46","2,871,729,647.48","3,157,373,388.21","3,587,712,503.20","3,614,077,813.37","3,718,090,880.34","3,474,609,646.37","2,476,603,810.46","2,419,807,341.95","2,393,355,945.31","2,704,726,262.56","2,675,939,708.45","3,335,089,672.06","3,283,950,717.98","3,447,470,692.87","3,733,802,682.63","3,827,025,700.10","2,917,691,285.52","2,809,609,738.57",,"3,788,624,122.68",
预付款项,"92,767,290.49","44,239,312.78","47,980,225.31","99,327,940.28","82,567,148.03","117,940,132.46","100,108,647.95","105,361,611.66","158,986,246.56","132,927,168.67","92,771,805.91","66,243,273.07","141,887,489.34","172,108,348.25","171,730,346.10","357,089,867.91","423,074,200.79","386,530,086.44","450,007,783.08","250,051,980.25","191,389,522.65","216,011,619.87","208,297,862.34","97,188,434.21","144,475,006.38","113,496,958.64","167,716,569.23","140,841,924.06","118,165,028.12","163,170,120.91","198,216,108.62","142,977,522.28","175,541,071.09","165,286,324.83","224,830,339.24","97,628,578.17","148,918,902.49","160,965,289.08","226,620,522.71","131,513,792.18","133,343,509.48","122,004,474.40","197,511,513.27","84,346,792.38","86,962,767.01","152,336,504.11","95,567,736.21","87,926,863.95","105,484,983.75"
预收款项,"108,234,504.38","78,578,832.81","86,463,908.53","109,214,195.99","127,295,157.77","115,075,037.17","219,788,195.32","225,481,656.23","229,383,275.96","112,144,210.27","163,880,178.55","135,076,044.68","174,791,433.45","170,850,155.45","135,286,697.90","467,168,360.41","407,233,399.96","115,980,512.18","202,674,104.12","485,754,049.80","523,306,367.45","358,450,431.48","508,205,936.68","804,441,642.84","594,024,686.45","737,668,513.87","963,659,588.73","1,057,952,597.52","469,488,073.63","439,535,919.42","491,635,454.20","851,592,826.03","364,023,659.51","514,283,156.52","622,168,195.08","1,652,908,781.44","933,131,410.57","992,809,515.41","1,296,793,781.53","3,014,347,762.24","1,662,294,599.30","1,673,007,411.95","1,081,644,947.93","3,065,815,801.93","977,599,266.52","828,133,123.71","831,925,860.40","2,024,945,754.25","752,344,775.74"
