科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"83,361,973.31","67,871,094.45","171,433,288.98",,"260,093,347.18","171,759,986.16","192,572,980.73","141,976,800.24","1,812,894,438.84","1,390,523,923.76","1,285,040,772.40","1,080,754,907.51","820,923,744.06","774,510,629.90","1,214,485,331.14"
短期借款,"19,000,000.00","32,000,000.00","104,000,000.00",,"38,000,000.00","20,000,000.00","10,000,000.00","500,000.00","77,500,000.00","25,000,000.00",,,"123,000,000.00","277,000,000.00","437,000,000.00"
交易性金融资产,"139,929.47",,,,,,,,,,,,,,
交易性金融负债,,,"768,281.68",,,,,,,,,,,,
应收票据,"2,772,240.24","3,230,672.50","14,472,203.80",,"4,828,595.40","10,111,283.81","7,851,150.00","15,223,777.80","11,745,310.67","31,746,871.49","23,260,871.04","20,217,853.40","9,609,159.85","25,100,976.38","6,865,801.62"
应付票据,,"23,428,156.20","32,087,445.60",,"23,412,800.00","29,391,072.40","32,328,272.40","43,690,942.00","44,025,342.00","33,727,100.00","43,261,670.00","49,964,934.00","49,699,704.00","47,249,458.00","45,301,138.00"
应收账款,"58,265,742.83","78,387,958.17","77,529,457.75",,"77,486,936.74","101,139,312.23","94,698,625.54","94,216,306.35","284,331,120.06","306,501,296.79","270,936,519.10","287,800,892.06","348,508,620.74","365,231,765.76","608,208,194.25"
应付账款,"41,990,777.98","41,287,456.91","25,400,537.94",,"26,148,290.60","33,361,723.24","28,690,381.50","25,806,507.02","51,671,339.85","73,416,915.08","95,876,664.76","72,142,291.62","107,998,349.08","104,532,072.41","119,036,712.40"
预付款项,"520,928.64","7,865,759.61","4,972,739.08",,"9,088,713.92","4,531,523.75","4,692,097.06","22,581,845.66","8,696,572.88","16,271,805.04","5,291,457.64","8,440,373.91","15,931,574.37","39,794,969.76","53,453,209.95"
预收款项,"1,265,902.29","937,001.17","1,905,636.36",,"640,430.58","1,969,797.64","5,800,165.64","5,856,016.48","1,730,867.85","4,364,661.31","29,629,966.83","20,385,977.25","22,951,875.86","9,916,296.11","12,255,889.42"
其他应收款,"3,810,377.94","4,435,665.84","5,513,887.71",,"485,154.50","1,378,208.25","764,757.98","53,285,444.88","4,851,450.58","6,616,095.98","9,900,748.15","12,816,950.23","15,263,286.36","14,607,930.78","80,288,267.75"
应付职工薪酬,"2,321,029.14","2,111,746.63","2,814,730.19",,"2,518,260.65","3,070,066.60","4,989,568.94","4,180,821.39","8,579,297.83","9,360,014.79","17,749,008.07","11,829,454.94","14,729,902.58","15,966,075.00","39,083,270.17"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"1,630,912.08","4,273,159.28","2,164,515.16",,"3,645,305.04","9,768,058.65","9,024,990.98","4,360,901.04","27,666,233.45","33,581,087.25","37,058,926.27","34,214,457.74","32,616,297.74","17,932,100.73","35,401,924.84"
