科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
递延所得税负债,,,,,,,,,,,,
在建工程,"464,497.64","12,781,128.97","28,899,813.87","28,009,084.75","46,916,570.73","31,503,945.93","33,027,255.41","35,665,984.20","33,248,329.30","80,174.37","257,856.43","131,456.42"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"343,351.74",,"6,783,000.00","9,392,400.00","22,392,400.00","11,358,400.00","11,358,400.00",,,,,
固定资产清理,,,,,,,,,,,,
负债合计,"89,510,463.45","103,225,141.10","76,315,568.00","88,573,741.38","107,658,597.61","113,227,215.57","87,275,744.57","59,831,375.41","52,318,463.27","69,659,254.76","63,429,132.18","90,158,289.94"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","147,260,000.00"
油气资产,,,,,,,,,,,,
资本公积,"14,084,928.94","14,084,928.94","14,084,928.94","14,084,928.94","14,084,928.94","14,084,928.94","245,524,187.55","245,609,093.22","245,760,009.04","245,760,009.04","245,760,009.04","202,004,609.04"
无形资产,"6,985,756.70","6,775,151.76","6,591,612.48","6,499,842.84","6,453,958.02","6,408,073.20","6,362,188.38","6,316,303.56","6,270,418.74","6,221,795.74","6,184,437.73","6,147,079.72"
盈余公积,"5,835,943.36","14,138,041.73","19,589,733.47","19,589,733.47","19,589,733.47","25,596,167.79","25,596,167.79","25,596,167.79","25,596,167.79","29,490,151.59","29,490,151.59","29,490,151.59"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"23,504,600.00"
商誉,,,,,,,,,,,,
未分配利润,"47,351,702.03","74,155,812.48","82,364,558.71","89,909,921.90","102,809,876.41","109,770,585.90","121,884,474.21","89,983,932.82","90,840,910.41","97,349,645.19","100,130,064.18","98,421,374.79"
长期待摊费用,"684,696.94","907,692.74","1,101,732.57","903,172.65","804,277.77","989,061.19","887,260.63","609,314.24","5,629,367.71","4,940,803.83","4,663,780.08","4,764,961.45"
少数股东权益,"1,767,531.93","1,273,846.06","886,084.38","701,071.14","586,155.78","557,121.81","548,950.59","502,786.49","158,707.88",,,
递延所得税资产,"474,264.46","490,635.28","436,724.73","696,542.63","722,260.67","743,545.82","784,150.49","795,659.12","785,698.97","804,581.65","705,652.01","922,623.74"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"900,150.21","1,148,833.23","971,220.00","6,322,457.16","462,502.00","645,100.00","2,970,206.65","3,749,144.65","6,973,575.62","6,708,682.77","7,540,532.77","7,334,622.57"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"50,488,409.11","74,279,497.94","84,747,016.68","90,584,588.66","104,494,826.18","114,617,050.83","118,425,919.20","120,033,551.31","127,787,888.63","135,211,628.85","133,823,096.60","137,386,493.89"
所有者权益(或股东权益)合计,"129,023,121.30","163,636,674.17","177,012,413.81","184,405,835.00","197,204,344.18","210,352,942.57","473,861,721.00","441,896,204.93","442,439,507.90","452,623,743.63","454,905,170.58","453,849,193.08"
资产总计,"218,533,584.75","266,861,815.27","253,327,981.81","272,979,576.38","304,862,941.79","323,580,158.14","561,137,465.57","501,727,580.34","494,757,971.17","522,282,998.39","518,334,302.76","544,007,483.02"
负债和所有者(或股东权益)合计,"218,533,584.75","266,861,815.27","253,327,981.81","272,979,576.38","304,862,941.79","323,580,158.14","561,137,465.57","501,727,580.34","494,757,971.17","522,282,998.39","518,334,302.76","544,007,483.02"
