科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"79,222,517.31","85,295,588.81","82,193,106.95","67,258,561.69","74,161,014.03","71,274,348.67","298,730,029.18","241,618,639.12","216,992,771.25","239,461,718.44","228,512,129.48","197,148,952.56"
短期借款,"38,763,800.00","54,400,000.00","32,600,000.00","34,000,000.00","34,000,000.00","19,000,000.00",,,,,,
交易性金融资产,,,,,,,,,"20,000,000.00",,,
交易性金融负债,,,,,,,,,,,,
应收票据,"1,039,930.33","4,903,866.74","3,649,517.87","4,555,345.65","3,883,557.24","2,690,492.30","6,414,429.69","8,250,045.79","4,754,805.29","5,315,541.04","9,328,745.30","17,787,281.90"
应付票据,,,,,,,,,"8,439,205.01","20,623,393.39","23,197,190.97","23,187,714.14"
应收账款,"60,591,415.47","70,530,073.95","62,544,960.83","83,594,957.91","82,317,982.90","91,316,897.88","86,712,161.74","81,589,701.86","77,106,514.01","97,172,999.05","91,979,580.64","100,120,878.26"
应付账款,"36,442,723.31","33,779,621.96","24,553,456.82","35,980,148.95","33,384,132.58","38,506,606.70","42,804,869.24","37,537,660.28","32,579,838.91","39,087,959.77","30,909,431.85","35,428,868.05"
预付款项,"784,377.83","1,432,137.66","1,210,738.49","1,403,820.79","1,330,508.40","1,393,677.69","1,939,764.08","2,626,470.40","3,791,742.33","2,046,756.45","2,702,020.76","1,745,952.92"
预收款项,"41,602.83","47,324.08",,"13,043.57","8,150.00",198.60,"504,994.42","21,021.30","53,534.59","31,674.80","92,750.55","35,919.10"
其他应收款,"3,710,673.62","2,031,790.70","1,551,453.38","1,505,647.84","13,082,521.24","12,889,136.89","16,135,467.28","14,341,273.41","8,329,011.73","8,955,812.58","2,746,449.37","1,957,392.14"
应付职工薪酬,"5,530,879.46","7,990,385.46","7,419,809.92","4,040,967.88","4,119,683.92","10,768,047.51","4,212,232.80","4,215,525.20","4,275,016.16","4,539,520.69","4,753,654.88","4,453,756.94"
应收关联公司款,,,,,,,,,,,,
应交税费,"3,320,856.53","3,932,548.04","3,017,136.30","4,235,157.93","3,363,749.90","1,972,186.01","2,599,805.03","5,782,626.11","1,998,168.71","1,296,207.60","580,566.69","384,645.36"
应收利息,,,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"21,031,244.08","27,580,114.26","17,197,657.08","23,509,838.70","24,672,806.30","28,349,504.27","31,658,300.47","31,021,976.42","33,825,729.90","31,803,284.81","46,756,983.06","44,419,964.06"
其他应付款,"1,796,611.68","3,075,261.56","1,942,164.96","912,023.05","10,390,481.21","21,778,176.75","15,951,843.08","12,274,542.52","4,972,699.89","4,080,498.51","3,895,537.24","26,667,386.35"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"3,270,637.90",,,,,"9,843,600.00","9,843,600.00",,,,,
其他流动资产,"1,665,017.00","808,745.21","233,530.53","566,815.14","919,725.50","1,049,049.61","1,121,393.93","2,245,922.03","2,169,508.03","2,315,257.17","2,485,297.55","43,440,567.29"
其他流动负债,,,,,,,,,,,,
流动资产合计,"168,045,175.64","192,582,317.33","168,580,965.13","182,394,987.72","200,368,115.61","208,963,107.31","442,711,546.37","381,694,029.03","366,970,082.54","387,071,369.54","384,511,206.16","406,620,989.13"
流动负债合计,"89,167,111.71","103,225,141.10","69,532,568.00","79,181,341.38","85,266,197.61","101,868,815.57","75,917,344.57","59,831,375.41","52,318,463.27","69,659,254.76","63,429,132.18","90,158,289.94"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,"6,783,000.00","9,392,400.00","22,392,400.00","11,358,400.00","11,358,400.00",,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,"343,351.74",,,,,,,,,,,
长期股权投资,,,,,,,,,,"8,445,709.18","8,156,904.75","9,697,241.20"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,"2,381,822.14","2,257,558.74"
预计负债,,,,,,,,,,,,
固定资产,"40,979,043.16","52,176,055.96","46,745,913.03","48,153,488.63","49,135,256.99","74,327,324.69","74,394,857.64","72,897,145.54","74,880,498.29","108,009,881.31","103,932,110.69","106,130,950.05"
