科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"156,466,081.26","216,707,008.54","95,146,607.66","159,598,079.77","238,789,883.62","55,573,959.06","106,555,396.19","173,247,229.90","290,229,827.77","71,571,470.18","130,179,785.76","216,777,575.30","474,603,333.41","128,166,804.28","258,215,936.24","385,502,540.22","660,944,646.11","125,782,859.51","257,760,162.86","449,099,064.64","794,848,110.65","148,589,337.70","315,612,994.41","500,095,998.72","781,300,863.63","96,584,651.87","288,950,086.53","549,137,391.43","882,037,006.51","205,947,894.08","487,011,577.26","759,767,299.02","992,136,841.31","273,233,291.81","483,144,618.54","681,430,519.48","995,817,238.17","266,991,988.91","487,736,126.61","734,558,277.05","1,249,370,240.05","278,648,906.67"
二、营业利润,"20,850,524.31","28,436,459.43","16,225,913.62","24,786,004.49","36,955,000.44","4,361,496.44","15,328,464.40","24,343,008.85","45,389,762.31","6,929,662.77","16,683,361.96","24,696,426.52","48,818,116.75","7,124,781.29","21,665,336.74","29,576,282.28","63,352,459.62","23,958,710.14","36,664,274.25","53,974,257.69","76,425,654.94","8,184,800.11","22,430,819.93","40,944,091.29","57,604,267.44","12,715,415.19","28,417,847.64","58,010,620.78","73,009,559.39","13,080,710.86","32,862,128.88","65,608,477.86","76,806,195.89","19,408,879.86","39,443,166.98","79,667,053.89","110,011,086.24","21,442,662.41","48,885,715.94","92,281,146.36","125,812,457.67","17,448,477.76"
减:营业成本,"110,597,392.33","158,230,759.16","66,717,108.04","114,853,456.94","173,941,922.63","39,407,043.08","72,232,946.75","122,585,737.40","207,911,816.59","57,941,407.33","99,186,444.45","168,551,396.81","368,168,453.82","102,512,572.32","196,435,991.16","294,552,057.81","504,034,499.69","98,062,335.21","200,377,917.90","348,857,138.81","622,732,419.41","120,124,682.38","245,951,536.98","391,174,527.36","617,541,170.84","71,140,860.97","221,862,547.17","428,680,460.80","699,061,084.88","163,602,577.91","394,343,085.84","610,378,941.97","786,780,518.49","221,715,301.44","377,951,460.77","518,377,868.54","750,045,759.65","202,396,891.60","352,248,565.39","513,497,104.12","878,389,901.94","207,153,883.95"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,774,466.62","2,722,649.93","927,988.38","1,569,755.56","2,864,126.92","625,220.37","1,594,889.42","3,075,774.98","5,394,021.89","1,027,142.69","2,131,713.47","4,252,147.32","8,613,136.41","2,113,617.65","4,473,975.18","6,627,972.25","11,925,936.09","1,646,009.45","4,172,294.13","6,566,869.08","13,777,934.21","2,147,278.74","4,136,988.46","5,715,908.02","11,844,688.15","780,252.14","2,466,692.15","6,657,643.78","10,327,962.04","3,536,852.04","6,896,365.80","8,400,858.67","10,672,925.89","585,927.71","2,425,702.41","2,978,479.34","3,572,027.95","1,522,207.27","3,487,595.47","5,627,902.35","8,387,052.01","1,331,439.80"
营业外收入,"1,270,666.66","1,219,084.77","289,743.73","649,743.73","1,005,312.70","1,603,900.41","1,753,950.56","1,977,962.53","2,761,132.52","6,700.00","1,193,298.00","4,739,234.00","9,959,096.19","1,732,171.44","4,840,454.13","12,280,885.20","16,649,844.32","577,821.11","1,849,098.66","3,872,325.15","9,153,846.40","2,157,400.69","4,919,022.74","10,031,700.09","15,016,573.97","1,358,906.86","3,194,009.90","4,834,785.98","15,139,242.09","1,876,201.86","6,128,429.61","7,644,719.49","22,308,623.29","1,052,861.95","4,754,321.14","5,093,808.31","10,835.99","84,354.74","118,957.92","650,137.10","257,532.37","33,553.27"
销售费用,"9,152,983.53","8,179,733.05","3,907,152.17","6,565,914.23","8,975,326.92","3,750,027.88","5,887,346.68","7,956,235.47","11,859,035.94","2,942,260.37","5,920,038.87","9,356,795.13","15,836,732.06","6,506,353.96","12,223,147.87","19,868,697.37","25,510,476.56","7,033,076.85","11,317,744.12","16,856,975.00","26,193,937.98","5,325,246.39","10,879,716.40","16,440,642.49","26,300,628.22","6,402,711.25","13,398,156.89","20,344,014.37","28,849,368.24","8,604,786.45","15,153,940.06","22,926,965.05","35,407,499.42","8,035,918.64","15,615,964.76","24,268,958.57","39,165,418.77","9,179,242.56","19,627,888.53","28,658,442.74","41,895,018.19","10,872,931.72"
减:营业外支出,"35,488.56","133,751.33","1,409.50","3,433.75","13,796.25","171,617.07","336,797.73","327,402.09","465,780.72","30,000.03","30,000.03","36,018.21","79,063.73","15,035.39","52,035.39","54,948.81","97,688.28",550.00,"13,161.42","13,812.00","116,328.74","65,637.55","73,397.05","76,916.69","174,267.08","130,845.83","163,113.28","189,335.06","236,569.69","66,128.13","537,604.01","864,742.33","976,174.70","88,242.01","94,521.84","194,579.40","52,103.37","31,067.67","31,540.43","118,213.40","192,345.43","1,914.96"
管理费用,"12,837,541.21","14,925,329.83","7,996,079.40","12,082,684.97","15,819,297.03","7,295,181.97","10,484,272.64","13,870,563.44","18,533,512.87","4,545,763.13","8,084,819.21","12,170,887.33","36,727,257.82","10,414,940.64","19,931,635.57","31,476,459.01","51,587,594.76","11,510,105.17","22,605,081.85","40,564,968.79","63,680,453.16","13,252,572.66","33,812,787.52","48,198,365.50","68,001,005.94","15,521,683.31","30,974,572.85","46,965,334.52","82,995,569.60","17,991,928.87","41,164,763.12","58,105,703.32","81,814,805.45","24,006,686.77","47,737,298.00","68,692,294.37","114,717,651.55","34,813,408.13","64,356,983.60","72,977,424.98","115,784,147.26","26,902,966.64"
其中:非流动资产处置净损失,"15,488.56","33,751.31","1,409.50",,"13,795.75",,"53,600.34","44,204.70","105,431.32",,,,"44,710.78",,,,"29,901.08",,"7,626.28","13,259.39","106,319.48","65,637.55","73,397.05","74,564.46","156,383.67","30,845.83","29,456.11","55,677.72","115,830.71",65.00,"87,996.12","378,875.41","418,964.19","87,609.29","92,829.04","190,129.79",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,653,244.94","2,888,467.98","819,605.31","1,187,502.84","1,587,902.16","134,989.32","37,277.00","-312,287.29","-1,666,422.78","-1,814,766.11","-2,811,232.25","-3,234,717.86","-4,866,816.34","-505,461.58","-1,933,352.25","-2,018,130.47","-2,979,415.05","-200,496.12","-1,347,248.20","-1,892,995.08","-2,784,364.60","-717,377.61","-405,039.66","-665,626.84","-921,900.54","-1,184,272.37","-4,272,641.92","-7,304,032.92","-4,567,987.85","-720,774.35","-3,418,775.95","-5,389,689.96","-3,549,589.62","-519,422.61","-2,089,939.19","-4,105,901.41","-2,410,910.79","-828,980.75","-1,653,358.67","-1,939,549.33","-1,937,071.02","-628,127.56"
三、利润总额,"22,085,702.41","29,521,792.87","16,514,247.85","25,432,314.47","37,946,516.89","5,793,779.78","16,745,617.23","25,993,569.29","47,685,114.11","6,906,362.74","17,846,659.93","29,399,642.31","58,698,149.21","8,841,917.34","26,453,755.48","41,802,218.67","79,904,615.66","24,535,981.25","38,500,211.49","57,832,770.84","85,463,172.60","10,276,563.25","27,276,445.62","50,898,874.69","72,446,574.33","13,943,476.22","31,448,744.26","62,656,071.70","87,912,231.79","14,890,784.59","38,452,954.48","72,388,455.02","98,138,644.48","20,373,499.80","44,102,966.28","84,566,282.80","109,969,818.86","21,495,949.48","48,973,133.43","92,813,070.06","125,877,644.61","17,480,116.07"
资产减值损失,"38,936.53","1,136,419.97","597,620.79","597,620.79","673,183.96",,"983,696.30","1,721,694.05","2,800,346.90",,"984,640.05","984,640.05","1,306,452.89",,"5,419,201.97","5,419,201.97","7,513,094.44",,"-69,627.53","-69,627.53","10,411,884.16",,"-465,830.85","-465,830.85","4,400,930.53",,"2,922,339.12","2,922,339.12","3,453,415.71",,"369,472.83","369,472.83","11,082,577.40",,"3,930,391.45","3,930,391.45","10,276,872.94",,"9,336,818.95","9,336,818.95","51,968,440.25",
