科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"455,249,785.76","1,179,557,210.90","1,995,751,580.98","2,913,897,449.58","228,502,476.99","598,949,398.37","794,737,840.97","1,209,071,399.26","401,158,120.16","1,473,427,756.84","2,832,253,323.78","4,014,784,318.53","597,104,545.16","1,130,912,361.44","1,419,514,148.04","2,169,850,595.77","620,825,328.65","1,045,845,612.79","1,638,033,660.58","2,340,785,629.58","546,776,836.35","1,794,255,142.50","2,793,482,379.84","3,342,029,819.33","1,046,459,633.79","1,634,245,281.45","2,539,658,878.81","2,934,079,337.99","559,392,684.94","1,591,686,316.81","2,378,326,858.09","3,362,656,049.22","1,088,405,769.01","2,067,423,091.86","3,549,104,336.96","4,753,113,053.25","693,056,852.32","1,061,227,022.05","1,765,007,638.95","2,125,840,187.74","300,348,240.44","813,893,874.20","942,793,389.53"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,"2,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"94,842,115.03",,,
收到的税费返还,"6,055.41",,,"62,489.00",,,,"2,150,121.52",,,,,,,,,,,,,,,,"284,010.32",,,,"19,087,913.21",,,,"6,047,930.97",,,,"11,707.86",,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"3,338,238.70","6,926,165.75","12,932,741.11","17,779,205.08","6,125,738.84","41,722,258.06","11,585,506.82","19,624,360.55","30,896,656.03","19,287,551.65","47,085,597.00","47,238,495.92","42,605,532.42","50,548,565.49","89,418,462.47","108,725,288.26","10,068,790.78","158,894,677.44","232,146,002.96","180,174,882.04","117,565,858.84","150,640,081.62","195,041,117.66","540,880,707.14","40,981,200.14","67,248,577.58","72,176,094.33","1,431,336,462.63","501,564,837.93","538,123,421.45","591,188,276.38","368,059,434.42","23,112,524.68","213,362,050.35","91,605,603.03","226,398,215.24","48,830,160.71","87,648,540.76","156,811,262.11","42,367,165.02","184,417,187.77","44,494,004.26","143,789,738.67"
投资活动现金流出小计,"340,418.00","1,398,230.44","3,459,665.44","13,446,876.64","259,832.01","2,259,284.94","23,590,790.55","26,142,511.77","162,623.69","746,955.55","5,791,075.08","136,805,846.41","2,565,329.05","176,625,098.53","176,786,698.65","179,400,778.65","93,090.00","826,970.96","1,218,444.65","289,973,670.97","340,230.93","1,308,412.10","2,964,698.48","4,541,441.17","24,453,394.41","71,819,641.41","109,027,905.67","109,966,588.47","17,465,633.95","32,118,237.29","30,293,125.92","42,971,573.32","160,037,657.00","177,913,054.11","621,471,376.71","528,845,183.72","228,513,355.88","406,538,477.83","476,786,723.31","717,341,203.90","18,434,164.01","187,978,781.72","233,046,593.62"
经营活动现金流入小计,"458,594,079.87","1,186,483,376.65","2,008,684,322.09","2,931,739,143.66","234,628,215.83","640,671,656.43","806,323,347.79","1,230,845,881.33","432,054,776.19","1,492,715,308.49","2,879,338,920.78","4,062,022,814.45","639,710,077.58","1,181,460,926.93","1,508,932,610.51","2,278,575,884.03","630,894,119.43","1,204,740,290.23","1,870,179,663.54","2,520,960,511.62","664,342,695.19","1,944,895,224.12","2,988,523,497.50","3,883,194,536.79","1,087,440,833.93","1,701,493,859.03","2,611,834,973.14","4,384,503,713.83","1,060,957,522.87","2,129,809,738.26","2,969,515,134.47","3,736,763,414.61","1,111,518,293.69","2,280,785,142.21","3,647,926,630.79","4,987,884,427.31","744,494,790.32","1,154,132,954.61","1,928,912,465.27","2,177,155,666.79","486,740,744.79","861,227,553.33","1,090,398,046.35"
投资活动产生的现金流量净额,"3,548,150.63","7,056,806.79","-3,459,665.44","6,206,595.35","-259,832.01","-2,221,284.94","-23,590,790.55","-22,915,829.83","-131,026.69","-715,422.68","-5,346,075.08","-134,095,724.55","-2,427,149.05","-154,670,152.85","-154,966,106.80","-148,120,477.15","-93,090.00","1,239,562.57","238,832.63","-287,052,090.45","10,972.47","-1,306,912.10","-2,963,198.48","-4,338,794.67","-24,047,788.18","-69,429,441.41","-94,226,705.67","-95,145,388.47","-16,930,502.83","-16,079,833.13","-21,118,231.12","117,886,294.77","-159,355,879.20","-155,215,369.52","-591,675,205.95","-470,547,230.26","-140,372,352.22","-178,126,688.35","-170,012,586.78","-279,487,822.70","18,425,536.41","-15,929,551.06","10,399,443.44"
购买商品、接受劳务支付的现金,"343,916,182.37","703,410,481.45","2,419,978,379.67","3,178,623,183.23","363,911,685.97","1,020,657,024.20","1,286,984,423.37","1,680,298,328.05","329,942,679.71","476,027,107.81","1,171,350,012.29","2,041,042,972.59","660,760,010.41","715,985,502.60","860,167,640.51","1,472,430,170.43","474,920,623.11","920,876,158.65","1,450,420,100.22","2,106,058,957.36","1,175,519,067.27","1,992,400,787.35","2,230,624,380.41","2,555,799,628.91","1,154,901,580.80","1,507,609,552.85","2,202,878,090.31","2,903,700,520.08","1,142,588,542.79","1,399,116,139.21","1,822,293,396.53","1,892,516,208.84","791,901,167.10","901,584,942.73","1,096,817,874.38","1,567,645,536.80","631,222,691.74","2,955,535,883.85","3,428,956,557.49","3,927,290,370.67","409,565,274.62","474,348,685.65","685,625,705.50"
吸收投资收到的现金,,,,,,,"996,768,000.00","1,001,368,000.00",,,,"6,000,000.00",,,,,,,"15,000,000.00","15,000,000.00",,"15,000,000.00","15,000,000.00","15,000,000.00",,,,,,"16,532,115.03","16,532,115.03","16,532,115.03",,,,,,,,,,,
