科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30
货币资金,"74,423,597.12","73,269,462.88","161,724,014.12","143,992,250.62","153,696,490.38","229,771,832.74","171,729,536.39","239,608,749.02","319,466,940.87","333,227,187.67","375,838,014.63","351,678,443.12","293,725,831.15","307,235,652.54","230,096,713.33"
短期借款,"449,000,000.00","475,000,000.00","500,599,401.47","468,500,000.00","495,500,000.00","527,500,000.00","509,000,000.00","500,500,000.00","434,500,000.00","381,100,000.00","499,600,000.00","492,600,000.00","556,100,000.00","680,600,000.00","579,100,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"35,123,841.01","77,265,265.55","113,132,390.53","195,339,995.02","178,594,874.59","238,580,306.22","176,865,071.99","133,438,957.50","122,135,829.98","149,832,795.82","168,764,040.76","169,412,293.09","143,665,897.04","176,663,747.72","206,657,924.84"
应付票据,,,"5,200,000.00","5,200,000.00","41,200,000.00","41,200,000.00","36,000,000.00",,"96,000,000.00","146,000,000.00","50,000,000.00",,,"16,000,000.00",
应收账款,"215,402,282.75","229,446,034.89","198,699,243.67","162,701,697.86","191,957,251.17","168,564,177.53","183,504,035.89","118,139,988.40","168,218,336.05","173,040,172.47","273,000,822.31","168,085,172.59","317,670,535.45","243,325,131.83","392,583,025.28"
应付账款,"223,836,369.03","229,750,530.98","191,222,934.48","225,351,079.14","206,536,872.70","238,221,668.86","261,859,648.70","230,593,630.13","242,112,774.22","349,000,130.29","305,252,964.55","243,823,747.18","365,804,461.01","495,036,232.29","608,500,379.68"
预付款项,"58,018,837.32","55,419,531.76","38,463,569.50","59,481,871.62","66,582,134.29","90,255,338.69","102,107,873.41","71,707,678.84","63,279,099.79","62,619,768.97","68,668,670.68","40,190,693.66","49,458,372.08","278,688,593.79","100,837,470.23"
预收款项,"48,153,817.25","60,775,259.82","53,940,695.95","97,854,650.08","104,900,378.93","114,166,350.62","72,311,302.86","53,853,925.89","84,642,877.18","55,323,237.56","56,610,038.95","65,449,100.42","120,755,631.42","84,954,439.89","130,160,923.11"
其他应收款,"19,066,208.50","15,373,954.55","19,261,090.57","23,655,111.80","27,540,464.63","16,486,778.54","18,065,510.77","10,427,922.59","15,659,168.30","32,754,041.17","32,208,722.81","22,986,505.22","19,635,087.67","26,670,616.61","31,338,667.16"
应付职工薪酬,"10,757,738.81","10,188,854.24","8,216,608.38","10,564,458.30","10,409,067.16","9,218,173.89","9,141,658.38","8,933,527.76","10,429,664.67","10,233,023.99","9,749,055.04","10,146,717.67","10,191,313.54","10,680,817.69","11,174,387.35"
应收关联公司款,,,,,,,,,,,,,,,
