科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"9,197,738.34","7,762,903.50","18,430,271.50","5,626,824.08","12,981,685.03","19,282,003.54","25,972,131.71","5,671,462.27","11,628,450.87","17,532,806.11","26,535,275.57","5,494,950.30","22,867,063.27","34,707,450.29","45,546,890.97","8,669,078.02","23,391,494.09","37,386,000.28","50,700,790.85","10,920,463.73","28,941,503.25","36,354,640.48","46,042,297.70","10,148,518.04","19,518,632.85","29,421,370.21","29,259,278.81","11,678,468.72","27,668,857.29","45,628,335.13","61,685,049.66","23,284,020.70"
三、利润总额,"48,542,029.52","46,269,358.02","102,054,400.83","27,128,276.46","70,581,119.67","102,269,893.50","104,700,443.98","29,074,028.26","57,455,047.84","66,317,421.49","57,063,076.49","15,517,408.08","29,497,164.91","35,385,270.63","48,180,139.63","13,897,118.93","25,203,709.30","39,476,342.58","50,886,547.97","14,981,536.64","28,056,255.95","35,501,106.96","44,414,742.48","8,614,281.01","29,882,375.69","56,945,535.19","85,228,795.33","10,542,901.08","40,151,487.44","54,635,061.33","76,208,274.76","12,947,234.49"
资产减值损失,"507,617.00","2,169,229.40","345,277.72","1,291,448.93","2,516,222.11","4,814,171.47","6,411,980.98","-61,897.60","990,161.41","2,138,228.26","4,183,417.51","-753,390.16","2,957,713.44","3,936,185.66","9,615,264.23","1,237,761.34","3,906,399.70","4,148,785.88","13,107,382.66","2,446,598.00","6,338,591.47","6,886,232.83","15,974,470.29","2,206,074.32","11,290,728.70","15,846,551.59","18,029,994.78","1,918,216.24","12,679,721.03","15,748,053.24","13,002,793.55","4,117,417.23"
减:所得税,"7,827,020.62","7,419,728.19","16,464,016.09","3,914,578.12","10,586,420.58","15,054,980.93","15,957,424.36","3,789,033.74","11,293,809.36","12,955,084.09","10,722,045.62","2,491,869.57","5,594,895.24","7,602,536.16","12,667,841.95","2,574,520.02","5,137,864.91","7,695,308.35","11,368,337.36","3,152,483.78","4,377,927.98","5,149,447.05","9,378,363.01","2,267,335.17","6,700,430.23","10,886,170.26","16,745,318.46","2,834,625.48","8,176,675.59","11,292,284.41","9,700,782.62","4,030,253.39"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,,,"5,057,005.58","2,979,735.56","5,127,935.76","7,512,180.65","9,484,965.42","1,601,733.79","3,850,092.74","5,374,578.57","6,629,800.67","836,705.35"
四、净利润,"40,715,008.90","38,849,629.83","85,590,384.74","23,213,698.34","59,994,699.09","87,214,912.57","88,743,019.62","25,284,994.52","46,161,238.48","53,362,337.40","46,341,030.87","13,025,538.51","23,902,269.67","27,782,734.47","35,512,297.68","11,322,598.91","20,065,844.39","31,781,034.23","39,518,210.61","11,829,052.86","23,678,327.97","30,351,659.91","35,036,379.47","6,346,945.84","23,181,945.46","46,059,364.93","68,483,476.87","7,708,275.60","31,974,811.85","43,342,776.92","66,507,492.14","8,916,981.10"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"30,702,625.60","30,673,545.60","83,551,978.57","23,213,698.34","59,994,699.09","87,214,912.57","88,743,019.62","25,284,994.52","46,161,238.48","53,362,337.40","46,341,030.87","13,025,538.51","23,902,269.67","27,782,734.47","35,512,297.68","11,322,598.91","20,065,844.39","31,781,034.23","39,518,210.61","11,829,052.86","23,678,327.97","30,351,659.91","35,036,379.47","6,346,945.84","23,228,900.76","46,213,485.61","68,843,323.13","7,828,841.75","32,564,177.03","44,384,444.29","67,848,077.48","9,562,175.10"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"10,012,383.30","8,176,084.23","2,038,406.17",,,,,,,,,,,,,,,,,,,,,,"-46,955.30","-154,120.68","-359,846.26","-120,566.15","-589,365.18","-1,041,667.37","-1,340,585.34","-645,194.00"
