科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"107,020,796.31","252,391,507.06","564,376,287.81","184,621,869.70","394,234,386.50","616,493,765.75","812,083,075.94","161,948,843.86","309,065,584.31","523,489,840.99","725,729,229.42","178,192,148.84","409,958,076.42","709,187,890.52","1,003,118,947.87","267,444,629.59","588,139,625.83","997,539,220.90","1,345,200,246.26","297,405,876.12","624,432,259.72","899,175,339.67","1,191,149,389.46","237,097,884.80","479,635,968.70","731,975,095.82","996,313,767.09","228,728,090.01","511,187,051.19","857,593,030.47","1,186,417,366.13","223,550,459.62","447,325,546.88","690,697,962.33","900,799,701.79","288,738,430.74","646,669,296.17","1,048,692,447.66","1,408,702,921.15","220,615,410.54","449,907,716.65","720,212,787.08"
二、营业利润,"17,612,847.25","46,774,478.38","94,711,735.68","27,045,107.79","53,923,225.75","75,297,334.92","57,889,047.33","-1,597,891.85","-29,140,180.71","-13,162,133.09","-41,291,107.79","-15,883,807.68","-31,259,619.89","19,929,568.06","47,393,416.17","38,552,610.97","85,701,141.77","189,522,745.08","187,424,489.60","7,729,983.82","8,614,359.87","-54,901,033.94","-87,891,047.97","-40,224,384.05","-100,540,785.46","-159,342,078.60","-272,610,636.43","-40,898,665.32","-26,819,364.66","3,782,842.43","22,353,269.22","-41,735,121.85","-135,989,146.07","-224,907,927.08","-325,615,822.08","68,736,605.20","147,931,199.09","243,179,694.20","145,764,903.87","-77,226,896.87","-184,350,459.49","-287,387,551.36"
减:营业成本,"81,703,648.63","184,411,667.15","427,498,571.47","144,297,662.77","308,960,341.80","494,400,285.64","694,135,822.78","148,509,377.76","307,703,063.88","490,612,334.99","702,716,871.62","177,526,279.82","407,773,095.56","636,428,161.15","879,284,077.84","209,466,698.30","460,197,572.81","738,765,629.40","1,055,024,392.44","267,331,884.24","567,098,472.83","879,710,800.95","1,182,477,874.76","249,319,788.36","523,592,754.90","810,377,965.07","1,092,600,938.26","235,878,740.12","469,399,243.50","740,759,654.16","1,026,097,389.39","220,769,919.37","491,296,285.60","735,539,322.84","964,234,344.95","172,221,334.62","416,309,215.51","682,655,634.74","973,428,073.30","245,249,381.55","526,578,993.46","801,827,119.50"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,847.50,,,,,,,,"33,000.00","1,212.02","6,201.07","127,303.90","182,300.38","20,286.56","47,724.44","114,180.88","199,188.07","37,223.73","81,599.39","143,004.63","201,504.63","14,814.73","40,013.34","80,732.34","105,550.88",,,,"48,557.77","7,419.94","34,673.85","40,759.15","104,865.30","18,758.81","60,638.13","80,383.17","2,378,099.61","1,611,552.05","3,307,992.77","5,013,507.38"
营业外收入,"767,657.16","967,657.16","1,599,488.43","72,891.89","248,891.89","2,958,891.89","1,445,903.99","70,000.00","70,000.00","71,251.56","1,905,000.00","10,960.00","5,613,700.16","6,943,732.56","5,981,732.56","290,000.00","1,300,500.00","1,385,500.00","1,761,681.10","4,150,265.68","5,418,532.98","5,690,018.98","6,185,603.31","1,280,487.99","22,842,122.32","23,085,122.32","28,606,674.10","1,721,891.47","39,634,607.88","52,295,056.88","41,716,067.75","465,813.85","1,980,154.00","9,588,466.29","11,589,038.99","795,803.21","7,353,050.40","7,962,471.29","9,549,714.72","1,432,596.20","2,239,381.47","2,513,904.82"
销售费用,"1,651,559.47","4,010,284.35","10,442,951.11","2,878,651.36","5,619,252.33","8,822,586.72","13,232,218.14","3,172,491.67","6,383,287.46","10,310,802.43","14,302,399.99","3,312,010.07","6,979,607.60","12,040,175.51","18,000,613.71","3,985,193.74","8,656,358.89","14,238,536.89","21,151,435.15","5,857,203.13","13,031,124.17","20,850,599.72","28,597,216.13","6,687,078.84","13,903,402.24","20,697,766.63","31,222,660.77","7,658,774.58","15,014,967.54","30,533,941.04","40,625,053.98","11,620,775.28","22,712,115.77","34,598,130.71","49,075,733.60","8,850,203.74","18,902,472.64","28,776,333.84","41,656,913.02","10,002,134.10","21,439,099.54","32,718,473.77"
减:营业外支出,"2,831.81","2,669,779.37","5,312,131.07","195,760.68","3,074,205.68","5,509,669.11","6,485,119.98","139,069.98","316,130.10","408,871.92","3,407,171.06","86,193.75","239,791.01","257,412.59","3,706,242.56","57,335.39","101,735.85","156,676.54","594,496.35","16,132.88","185,718.56","303,647.25","466,176.48","39,867.17","245,253.86","291,143.24","1,419,996.55","268,253.06","456,031.55","468,899.03","695,224.43","418,024.94","534,753.17","544,622.81","639,863.10","124,027.23","379,779.49","530,724.90","811,514.56","53,550.34","331,901.46","4,444,487.18"
管理费用,"3,035,812.64","10,855,416.37","16,880,647.15","5,109,767.38","14,565,286.99","20,800,201.83","25,782,021.66","7,462,622.73","14,907,112.72","22,677,305.80","31,004,270.21","8,666,716.76","16,222,674.81","24,559,936.35","37,385,338.92","9,619,100.52","21,003,200.79","36,286,038.81","57,534,607.97","10,669,788.63","24,692,663.11","37,504,517.73","53,453,228.79","14,150,460.09","28,976,182.63","44,813,877.46","69,573,313.38","14,500,920.31","27,925,006.36","44,203,016.88","58,096,304.46","20,845,629.62","41,674,309.41","63,137,355.91","84,577,700.68","19,865,544.14","36,399,276.58","56,357,300.42","103,718,396.27","19,975,818.98","37,772,613.69","60,582,106.89"
其中:非流动资产处置净损失,,,,,,,"5,161,801.51",,,"315,671.92","3,263,971.06","6,617.75","13,285.11","30,856.69","3,469,891.66","56,835.39","64,235.85","108,076.54","424,501.05","16,132.88","41,216.97","116,445.66","268,477.18","30,910.09","83,296.78","125,793.54","835,065.65","118,253.06","303,857.25","316,524.73","429,466.61","159,433.00","270,448.27","273,432.91","315,742.27","23,201.98","77,287.53","193,623.94","442,464.69","6,238.34","56,427.56","3,496,476.78"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
