科目,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"33,686,910.55","50,309,915.92","66,935,402.14","26,721,128.15","49,634,831.28","71,103,182.97","88,623,999.98","30,973,119.68","54,048,213.53","79,030,079.76","113,635,430.30","55,446,293.37","91,987,976.29","142,832,112.55","184,566,738.35","68,559,478.68","112,404,219.21","176,208,233.40","226,522,607.11","73,144,539.97","129,167,002.91","186,877,004.95","246,108,001.37","70,510,003.71","135,088,466.49","204,927,836.85","269,524,686.10","84,152,136.19","150,953,333.20","216,432,135.40","282,557,026.64","104,373,429.82","193,829,947.81","278,353,222.17","362,019,246.60","99,941,082.08","175,765,038.93","252,277,128.49","330,007,743.96","103,971,218.33","187,764,618.43","271,011,595.07","380,145,340.96","117,500,830.46","211,809,315.29","314,084,332.43","437,484,396.75","150,019,352.39"
取得借款收到的现金,"97,725,000.00","182,725,000.00","279,207,450.00","77,000,000.00","124,000,000.00","208,500,000.00","320,000,000.00","86,500,000.00","106,500,000.00","149,000,000.00","335,500,000.00","75,000,000.00","145,500,000.00","233,950,000.00","497,000,000.00","90,990,000.00","196,990,000.00","321,130,000.00","636,490,000.00","129,500,000.00","346,500,000.00","514,500,000.00","832,500,000.00","150,400,000.00","310,400,000.00","469,060,700.90","766,165,898.70","174,434,099.50","304,459,641.00","404,459,641.00","632,204,192.85","288,382,688.00","418,048,221.30","598,762,763.35","914,827,232.70","260,990,000.00","413,150,000.00","629,220,000.00","980,191,538.00","545,741,348.07","883,177,228.56","937,347,054.37","1,127,896,874.15","749,291,720.40","1,166,733,311.00","1,431,344,090.80","1,672,654,910.80","415,206,061.80"
支付的各项税费,"48,888,679.32","84,872,748.39","115,588,368.59","16,572,371.28","61,696,601.29","82,765,062.59","121,440,650.82","18,912,350.63","56,061,504.97","70,759,064.35","118,832,408.95","31,707,245.45","66,681,543.73","100,190,674.17","146,400,772.21","18,665,007.57","72,171,420.49","86,412,038.58","125,052,879.54","41,543,667.05","86,492,381.48","115,242,949.90","157,545,762.73","43,460,786.95","99,359,747.53","128,102,670.81","186,327,472.34","52,343,754.77","106,656,590.10","165,352,670.53","215,772,170.02","43,630,442.06","125,682,789.89","185,497,230.62","246,141,342.00","48,510,882.43","120,411,009.87","160,865,220.84","205,798,237.04","44,609,479.37","109,335,544.45","142,498,848.90","197,868,705.48","57,354,347.90","121,440,318.33","198,079,778.09","253,655,482.68","68,687,651.38"
收到其他与筹资活动有关的现金,"131,949.03","131,949.03","2,159,405.30",,,,,,,,,,,,"8,350,000.00",,,,"38,964,000.00",,"8,280,000.00","7,200,000.00","66,108,086.80",,,,,,,,"20,000,000.00",,,,,,,,"7,000,000.00",,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",
支付其他与经营活动有关的现金,"48,615,685.02","79,749,752.03","128,349,254.07","28,766,384.18","73,170,914.90","112,993,858.20","129,592,386.67","31,771,252.40","52,828,662.35","84,872,946.90","106,473,681.88","35,195,241.22","78,438,616.15","124,497,704.31","157,088,662.97","54,483,670.01","92,288,139.68","124,314,013.52","188,910,592.46","34,718,241.55","83,617,252.64","119,033,990.62","158,155,012.20","31,840,748.60","97,820,793.52","137,610,425.74","145,752,785.32","37,466,712.36","97,616,810.77","133,163,223.59","164,727,589.71","60,467,006.03","107,311,652.47","165,691,303.51","225,691,172.99","29,807,531.06","75,209,348.14","116,406,156.64","228,412,355.05","32,592,750.06","81,611,962.76","140,831,740.62","275,134,506.87","49,027,307.44","95,079,864.85","122,527,859.59","251,219,153.21","54,166,409.29"
筹资活动现金流入小计,"97,856,949.03","182,856,949.03","291,112,474.30","77,000,000.00","400,400,000.00","484,900,000.00","596,400,000.00","86,500,000.00","106,500,000.00","149,000,000.00","348,105,635.23","75,000,000.00","145,500,000.00","233,950,000.00","505,350,000.00","90,990,000.00","196,990,000.00","321,630,000.00","675,954,000.00","129,500,000.00","356,731,600.00","523,651,600.00","900,559,686.80","150,400,000.00","622,826,000.00","781,486,700.90","1,078,591,898.70","174,434,099.50","304,459,641.00","404,459,641.00","652,204,192.85","421,882,688.00","567,932,227.30","1,046,646,769.35","1,362,711,238.70","260,990,000.00","413,150,000.00","629,220,000.00","987,191,538.00","545,741,348.07","912,301,708.56","966,471,534.37","1,157,021,354.15","754,291,720.40","1,175,896,531.00","1,440,507,310.80","1,681,818,130.80","415,206,061.80"
经营活动现金流出小计,"231,179,880.77","357,399,727.82","519,320,840.46","164,206,935.61","367,190,772.37","540,404,884.77","721,751,484.47","144,868,819.26","302,809,293.18","477,870,650.81","737,075,955.36","276,533,393.48","549,899,277.65","881,345,054.16","1,177,511,694.09","329,260,034.26","713,687,639.51","1,110,979,081.38","1,347,861,249.54","318,768,454.33","636,300,941.53","947,371,296.41","1,295,390,299.78","381,473,493.85","735,829,840.55","1,095,424,110.71","1,452,219,982.39","352,573,049.96","723,140,871.34","1,058,651,024.87","1,625,511,656.85","399,141,486.33","843,170,351.95","1,218,599,339.34","1,669,761,863.91","427,647,792.05","876,358,154.16","1,145,900,272.36","1,619,065,006.38","429,817,627.88","885,151,064.97","1,421,031,836.89","1,756,828,108.90","558,922,746.31","918,544,457.16","1,533,922,221.10","2,049,281,895.08","627,137,524.62"
偿还债务支付的现金,"92,584,000.00","141,584,000.00","214,084,000.00","68,500,000.00","171,000,000.00","243,000,000.00","334,500,000.00","50,000,000.00","103,000,000.00","167,500,000.00","266,500,000.00","24,000,000.00","94,500,000.00","152,950,000.00","353,000,000.00","78,490,000.00","165,990,000.00","242,490,000.00","406,490,000.00","133,500,000.00","315,000,000.00","530,000,000.00","858,312,539.40","153,491,668.29","629,979,181.43","797,498,688.33","1,123,523,566.60","113,541,233.50","251,789,433.70","386,789,433.70","673,827,289.55","353,949,925.20","469,182,021.30","889,386,284.40","1,125,533,928.70","167,990,000.00","432,931,000.00","626,001,000.00","944,600,788.60","408,269,314.55","721,881,552.89","959,787,803.77","1,219,337,623.55","508,441,710.40","766,883,311.00","1,212,184,090.80","1,443,494,910.80","310,442,061.80"
经营活动产生的现金流量净额,"20,604,364.97","13,303,569.51","17,790,340.08","12,886,301.27","-2,741,402.70","4,115,717.13","-29,172,871.89","36,776,756.30","53,999,680.71","80,466,324.14","109,543,200.00","10,737,441.69","29,235,772.89","50,581,942.40","70,148,841.11","-25,768,797.74","8,837,278.69","25,660,297.36","24,996,992.88","-10,182,668.42","54,924,773.22","68,761,147.40","96,165,526.39","24,012,574.59","90,231,383.10","86,646,936.28","151,745,893.98","21,585,324.41","47,710,144.66","143,441,846.79","146,514,409.79","7,535,911.26","40,436,134.01","18,260,086.42","-87,601,439.90","-46,760,475.88","38,779,868.06","126,694,459.93","175,894,290.46","-1,479,318.29","49,670,249.78","18,613,755.69","131,292,770.92","55,060,362.60","269,254,467.65","469,464,967.92","490,915,623.21","61,607,827.45"
分配股利、利润或偿还利息支付的现金,"20,638,696.96","24,616,145.78","33,309,997.93","4,822,869.93","9,576,320.42","42,853,899.95","45,429,097.41","2,352,235.25","37,336,448.42","40,083,610.96","43,966,301.22","4,845,701.19","47,086,387.06","53,234,245.04","58,014,882.94","6,208,929.20","56,371,078.24","69,557,685.24","84,241,964.18","14,320,159.16","48,227,310.27","67,145,597.89","97,865,749.38","11,470,178.49","42,133,170.21","54,396,622.22","76,725,284.86","6,765,871.39","80,689,074.57","92,719,443.49","101,632,617.63","15,779,103.57","61,951,307.99","86,797,312.73","75,034,310.48","7,821,161.61","30,691,303.55","79,585,793.56","80,652,828.66","5,981,736.01","41,538,273.39","65,401,476.98","69,637,832.42","4,853,614.05","26,201,249.00","52,486,806.25","59,410,386.39","7,558,315.09"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"1,750,000.00","1,750,000.00","1,750,000.00",,,,,,,,,,,,,,,,"800,000.00",,"189,834,000.00","729,911,000.00","729,911,000.00","20,394,056.98"
支付其他与筹资活动有关的现金,"246,437.00","2,084,222.80","908,000.00",,"3,631,305.62","5,053,594.62","5,083,594.62",,,,,,,,"47,103,651.00","200,000.00","58,364,376.39","58,364,376.39","100,238,538.98",,,"7,370,000.00","45,433,848.80",,,,"11,000,000.00",,,,,"69,219,000.00","69,219,000.00","69,219,000.00","67,307,352.74",,"4,191,600.00","4,191,600.00","77,972,600.00",,,,"537,259.72","132,475.00","243,779,997.89","549,826,202.33","581,717,702.33",
取得投资收益收到的现金,,,"483,604.00",,,,,,,,,,,,,,,,,,,,,,"3,300,000.00","3,300,000.00","3,300,000.00",,,,,,,"501,165.00","501,165.00",,,"455,000.00","455,000.00",,,"756,500.00","756,500.00",,"167,939.45","1,070,064.48","1,766,615.81",
筹资活动现金流出小计,"113,469,133.96","168,284,368.58","248,301,997.93","73,322,869.93","184,207,626.04","290,907,494.57","385,012,692.03","52,352,235.25","140,336,448.42","207,583,610.96","310,466,301.22","28,845,701.19","141,586,387.06","206,184,245.04","458,118,533.94","84,898,929.20","280,725,454.63","370,412,061.63","590,970,503.16","147,820,159.16","363,227,310.27","604,515,597.89","1,001,612,137.58","164,961,846.78","672,112,351.64","851,895,310.55","1,211,248,851.46","120,307,104.89","332,478,508.27","479,508,877.19","775,459,907.18","438,948,028.77","600,352,329.29","1,045,402,597.13","1,267,875,591.92","175,811,161.61","467,813,903.55","709,778,393.56","1,103,226,217.26","414,251,050.56","763,419,826.28","1,025,189,280.75","1,289,512,715.69","513,427,799.45","1,036,864,557.89","1,814,497,099.38","2,084,622,999.52","318,000,376.89"
处置固定资产、无形资产和其他长期资产收回的现金净额,"465,604.00","486,604.00","2,718,242.07","105,485.00","233,840.00","233,840.00","245,240.00",,"7,000.00","44,950.00","329,030.29","325,135.00","625,838.00","643,998.00","728,354.27",,"23,000,000.00","23,000,000.00","23,123,848.80","30,000.00","47,500.00","47,500.00","1,589,874.96",,"225,778.00","2,586,388.00","2,785,669.00","725,987.00","199,932.11","286,383.31","302,244.89","12,974.62","21,530.10","39,140.40","101,455.40","48,561.93","114,010.76","175,317.71","2,110,271.56","218,958.00","760,053.00","926,301.00","910,194.28","51,188.94","119,065.94","169,005.94","349,289.52",
筹资活动产生的现金流量净额,"-15,612,184.93","14,572,580.45","42,810,476.37","3,677,130.07","216,192,373.96","193,992,505.43","211,387,307.97","34,147,764.75","-33,836,448.42","-58,583,610.96","37,639,334.01","46,154,298.81","3,913,612.94","27,765,754.96","47,231,466.06","6,091,070.80","-83,735,454.63","-48,782,061.63","84,983,496.84","-18,320,159.16","-6,495,710.27","-80,863,997.89","-101,052,450.78","-14,561,846.78","-49,286,351.64","-70,408,609.65","-132,656,952.76","54,126,994.61","-28,018,867.27","-75,049,236.19","-123,255,714.33","-17,065,340.77","-32,420,101.99","1,244,172.22","94,835,646.78","85,178,838.39","-54,663,903.55","-80,558,393.56","-116,034,679.26","131,490,297.51","148,881,882.28","-58,717,746.38","-132,491,361.54","240,863,920.95","139,031,973.11","-373,989,788.58","-402,804,868.72","97,205,684.91"
处置子公司及其他营业单位收到的现金净额,"2,702,242.07","2,702,242.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,712,287.72","37,679,343.67","37,679,343.67","37,831,135.88",,,,,,,,,,,,,
四、汇率变动对现金的影响,"-450,179.19","-719,274.75","-908,073.34","-61,352.49","-130,787.71","-221,641.28","-171,393.14","-106,698.51","-149,713.25","-223,717.07","-334,792.77","-82,473.36","-377,899.13","-605,598.90","-882,944.24","-190,194.42","-313,140.41","-561,959.30","-1,424,880.63","-163,846.86","-409,426.89","-988,641.96","-1,206,300.89","-949,009.22","-2,162,646.73","-2,948,209.19","-3,735,672.31","14,197.89","1,047,162.73","1,193,746.52","1,141,135.75","1,725,810.34","2,131,331.52","2,777,241.02","2,965,174.39","12,595.80","292,218.06","312,651.68","1,767,339.82","-180,659.57","-3,531,206.05","-7,273,272.76","-8,040,966.46","-3,411,998.24","-914,065.30","149,676.17","1,473,374.88","-815,213.25"
收到其他与投资活动有关的现金,"15,422,100.00","15,432,100.00","15,432,100.00",,,,,,,,,,,,,,,,,,,,,,,,"4,169,323.15",,,,"1,480,956.27",,,,,,,,,,,,"7,719,809.45",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"18,589,946.07","18,620,946.07","18,633,946.07","105,485.00","233,840.00","233,840.00","245,240.00",,"7,000.00","44,950.00","329,030.29","325,135.00","625,838.00","643,998.00","728,354.27",,"23,000,000.00","23,000,000.00","23,123,848.80","30,000.00","47,500.00","47,500.00","1,589,874.96",,"5,275,778.00","7,636,388.00","12,004,992.15","725,987.00","199,932.11","286,383.31","1,783,201.16","37,725,262.34","37,700,873.77","38,219,649.07","38,433,756.28","48,561.93","114,010.76","630,317.71","2,565,271.56","218,958.00","760,053.00","1,682,801.00","10,186,503.73","51,188.94","190,121,005.39","731,150,070.42","732,026,905.33","20,394,056.98"
五、现金及现金等价物净增加额,"3,523,658.67","5,266,832.97","-11,718,523.05","3,130,072.60","171,897,922.93","128,227,545.17","84,331,562.64","38,986,888.26","-21,959,052.18","-46,352,319.70","63,649,566.38","38,864,109.46","9,324,383.49","10,093,742.82","3,542,551.92","-84,548,688.03","-79,869,189.72","-58,623,855.50","-38,212,305.80","-31,824,620.53","1,992,869.89","-62,703,232.30","-58,371,913.10","3,891,038.35","28,006,155.03","-19,544,324.54","-16,419,869.01","74,957,128.97","16,031,356.81","62,443,393.14","16,027,489.15","13,575,675.25","29,523,071.19","38,587,119.86","28,729,747.20","37,815,331.66","-16,765,655.01","43,661,995.91","57,290,692.50","127,887,084.89","189,134,685.78","-68,352,779.56","-27,792,502.61","256,219,674.54","47,753,669.07","39,841,922.12","14,200,677.24","105,381,551.32"
购建固定资产、无形资产和其他长期资产支付的现金,"19,456,047.00","40,358,747.06","89,199,926.19","13,477,491.25","41,656,100.62","69,892,876.11","97,956,720.30","31,830,934.28","41,979,571.22","57,652,765.81","81,647,205.15","18,270,292.68","21,492,941.21","55,410,348.89","101,251,774.96","2,901,750.46","20,050,266.44","48,582,525.00","59,038,433.06","3,187,946.09","46,074,266.17","49,659,239.85","53,868,562.78","1,705,680.24","9,147,007.70","29,469,079.98","36,776,380.07","1,495,374.94","4,907,015.42","7,429,347.29","10,155,543.22","1,345,967.92","3,325,166.12","6,914,028.87","4,903,390.35","664,188.58","1,287,848.34","3,417,039.85","6,901,530.08","2,162,192.76","6,646,293.23","9,033,317.11","14,314,449.26","4,452,346.04","10,906,752.77","25,067,978.75","77,436,832.40","13,107,809.77"
期初现金及现金等价物余额,"24,142,201.21","24,142,201.21","24,142,201.21","12,423,678.16","12,423,678.16","12,423,678.16","12,423,678.16","96,755,240.80","96,755,240.80","96,755,240.80","96,755,240.80","160,404,807.18","160,404,807.18","160,404,807.18","160,404,807.18","163,947,359.10","163,947,359.10","163,947,359.10","163,947,359.10","125,735,053.30","125,735,053.30","125,735,053.30","125,735,053.30","69,695,140.20","67,363,140.20","67,363,140.20","67,363,140.20","50,943,271.19","50,943,271.19","50,943,271.19","50,943,271.19","66,970,760.34","66,970,760.34","66,970,760.34","66,970,760.34","95,700,118.03","95,700,118.03","95,700,118.03","95,700,507.54","152,991,200.04","152,991,200.04","152,991,200.04","152,991,200.04","125,198,697.43","125,198,697.43","125,198,697.43","125,198,697.43","149,232,446.54"
投资支付的现金,,,,,,,,,,"10,403,500.00",,,,"10,182,004.75",,"61,779,016.21","7,607,606.93","9,357,606.93","7,550,000.00",,,,,"2,905,000.00","6,905,000.00","11,001,750.00","7,001,750.00",,,,,,,,,,,,,,,"13,625,000.00","14,425,000.00","31,891,453.67","506,890,000.00","729,911,000.00","729,911,000.00","59,900,000.00"
期末现金及现金等价物余额,"27,665,859.88","29,409,034.18","12,423,678.16","15,553,750.76","184,321,601.09","140,651,223.33","96,755,240.80","135,742,129.06","74,796,188.62","50,402,921.10","160,404,807.18","199,268,916.64","169,729,190.67","170,498,550.00","163,947,359.10","79,398,671.07","84,078,169.38","105,323,503.60","125,735,053.30","93,910,432.77","127,727,923.19","63,031,821.00","67,363,140.20","73,586,178.55","95,369,295.23","47,818,815.66","50,943,271.19","125,900,400.16","66,974,628.00","113,386,664.33","66,970,760.34","80,546,435.59","96,493,831.53","105,557,880.20","95,700,507.54","133,515,449.69","78,934,463.02","139,362,113.94","152,991,200.04","280,878,284.93","342,125,885.82","84,638,420.48","125,198,697.43","381,418,371.97","172,952,366.50","165,040,619.55","139,399,374.67","254,613,997.86"
