科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"69,550,495.93","63,623,070.49","60,905,527.22","55,957,111.28","67,928,798.40","339,880,349.58","195,861,156.69","108,577,433.15","112,643,826.37","124,568,150.15","514,061,477.74","335,407,228.96","228,370,118.67","287,569,094.95","350,399,627.57","726,480,253.19","378,734,105.70","482,528,607.43","636,348,682.01","693,569,334.32"
短期借款,"21,502,450.00","29,000,000.00","68,102,859.32","95,816,932.11","88,460,165.20","75,400,000.00",,"8,400,000.00","46,424,092.16","103,284,859.06","101,344,824.77","81,414,092.16","38,170,000.00","88,000,000.00","178,960,000.00","521,101,749.84","477,203,393.66","606,321,116.80","1,023,157,181.83","940,706,203.52"
交易性金融资产,,,,,,,,,,,,,,,,"214,116.00","36,396.00",,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"10,740,450.00","11,982,341.49","54,448,764.71","66,424,369.94","60,393,033.71","55,367,394.16","36,632,179.60","92,579,230.40","89,149,711.21","114,158,514.08","98,323,311.71","109,060,958.58","127,111,056.25","239,597,278.50","165,400,142.60","409,594,199.03","564,570,123.89","452,664,691.15","407,867,059.29","459,409,194.53"
应付票据,"3,776,176.30","11,857,999.70","33,829,431.04","27,674,601.56","54,012,737.02","51,470,657.90","28,941,428.01","37,156,512.62","80,282,507.41","88,311,473.12","43,613,526.21","57,096,172.26","113,118,284.12","125,925,922.86","75,741,307.10","97,326,207.90","150,285,407.78","201,331,625.61","187,502,902.27","256,949,414.74"
应收账款,"47,873,396.14","65,030,209.49","88,994,318.44","142,682,051.60","149,096,217.75","147,339,297.05","181,349,126.29","209,374,912.19","280,083,262.09","205,358,536.83","209,074,193.65","261,893,508.78","294,048,428.34","230,223,458.58","231,106,249.58","381,392,025.12","480,009,930.57","414,071,282.76","639,036,246.26","696,722,506.45"
应付账款,"22,331,723.18","25,471,836.49","31,018,701.92","65,901,386.69","42,257,553.91","50,785,159.99","35,458,480.85","80,563,050.79","86,496,818.90","96,806,782.07","89,941,932.22","139,255,694.29","146,816,649.20","147,788,032.56","140,276,635.90","374,448,071.97","312,594,817.75","456,553,081.02","355,423,738.71","376,175,946.38"
预付款项,"2,502,290.75","5,179,411.33","5,902,340.94","5,061,603.95","8,478,576.82","3,209,513.04","9,015,053.62","10,274,635.60","8,397,724.42","1,794,260.07","5,609,566.45","6,643,271.15","15,401,230.37","8,744,045.77","8,029,276.55","74,303,967.32","132,440,392.87","191,508,395.96","94,054,773.41","118,960,152.25"
预收款项,,,"366,750.00","24,410.00","2,452,797.22","738,545.00","1,577,215.00","3,026,959.75","4,425,523.45","6,632,823.24","7,365,363.01","9,212,909.73","14,038,563.26","12,275,059.79","20,084,795.52","30,772,466.82","23,553,946.37","16,161,741.58","14,758,374.36","25,473,256.82"
