科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"29,958,603.47","60,706,532.14","91,489,482.47","108,492,300.38","118,485,429.76","127,914,248.35","135,771,703.50","133,284,872.91","149,809,818.08","162,869,043.11","179,855,745.54","183,578,208.34"
长期待摊费用,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,
递延所得税资产,"2,214,237.59","5,495,500.10","4,603,717.87","4,622,903.89","4,701,292.91","4,848,033.73","5,171,020.21","4,319,883.80","5,504,746.06","6,155,711.44","5,230,065.99","6,066,052.44"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"8,967,982.11","10,731,799.63","7,299,109.83","16,608,380.00","21,104,235.26","6,855,608.26","10,315,164.64","18,380,520.32","17,084,708.27","4,553,136.21","18,030,363.54","13,410,657.38"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"154,865,950.74","193,520,514.74","214,267,699.69","231,684,051.93","243,072,472.49","259,286,012.32","265,327,533.15","278,268,558.47","291,659,926.30","317,208,294.44","416,787,906.44","434,826,049.74"
所有者权益(或股东权益)合计,"165,934,099.57","200,148,172.66","235,077,132.85","252,079,950.76","262,073,080.14","276,113,510.62","482,427,965.77","481,910,139.74","498,335,589.67","517,684,180.70","535,255,806.62","539,035,742.36"
资产总计,"241,421,770.11","293,782,469.70","322,627,880.28","331,413,378.09","340,615,628.73","370,776,229.63","563,372,795.18","551,423,325.09","574,024,197.32","632,298,868.32","670,585,813.84","728,376,481.15"
负债和所有者(或股东权益)合计,"241,421,770.11","293,782,469.70","322,627,880.28","331,413,378.09","340,615,628.73","370,776,229.63","563,372,795.18","551,423,325.09","574,024,197.32","632,298,868.32","670,585,813.84","728,376,481.15"
