科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"38,615,776.81","29,600,745.87","44,001,362.88","27,114,020.15","17,618,352.35","24,502,897.15","56,857,883.32","160,651,615.88","46,246,243.38","74,582,545.57","65,539,078.59","131,514,586.72"
短期借款,"22,000,000.00","39,700,000.00","37,700,000.00","43,700,000.00","42,400,000.00","32,400,000.00","25,000,000.00","15,000,000.00","12,600,000.00","42,600,000.00","70,000,000.00","120,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"5,347,895.72","3,575,509.34","5,757,263.99","4,348,104.42","2,576,653.74","9,115,782.07","4,449,386.20","4,720,972.63","3,904,487.24","5,897,106.14","706,062.20","1,743,924.20"
应付票据,,,,,,,,,,,,
应收账款,"11,854,574.55","17,724,989.91","16,124,114.54","19,205,533.98","23,731,023.54","21,472,564.77","23,408,312.35","28,316,401.16","49,134,894.30","69,382,552.71","78,539,838.43","80,716,519.23"
应付账款,"26,260,710.06","23,152,043.93","16,119,140.16","11,551,716.40","13,436,984.36","26,006,155.08","26,685,105.30","16,525,573.65","24,029,112.63","25,034,722.43","25,541,199.96","29,957,097.94"
预付款项,"6,574,353.51","7,089,409.69","2,694,444.95","3,724,599.36","4,064,997.33","6,876,605.30","3,284,349.07","2,598,507.15","2,144,235.59","2,483,290.88","3,309,894.71","3,117,436.04"
预收款项,"2,921,414.11","4,439,658.28","8,360,518.33","3,761,402.54","1,825,600.34","8,835,905.41","7,701,521.23","13,068,104.53","3,790,605.58","6,960,432.00","9,298,183.91","5,348,192.63"
其他应收款,"2,072,761.34","1,207,942.12","279,240.00","497,290.00","544,802.80","495,667.28","415,915.38","592,550.07","449,781.17","250,321.95","1,409,161.95","594,350.20"
应付职工薪酬,,"2,621,072.39","2,528,000.00","1,430.00","1,820.00","2,576,085.93","223,681.11","141,179.20","145,607.39","4,034,548.91","227,856.86","172,530.22"
应收关联公司款,,,,,,,,,,,,
应交税费,"7,219,454.46","5,916,190.41","7,234,965.86","5,177,882.46","5,961,267.26","7,881,373.33","3,156,911.57","9,840,089.99","13,418,424.56","13,921,724.63","10,020,908.00","13,990,794.46"
应收利息,,,,,,,,,,,,
应付利息,"36,666.67","75,833.34","62,202.23","51,822.36","50,633.69","45,787.47","34,791.67","16,312.50","13,702.50","55,100.00","88,208.33","101,717.50"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"22,090,457.44","40,985,606.64","39,502,882.44","44,715,241.16","48,361,764.51","46,149,918.03","56,621,727.36","52,123,571.27","44,303,003.95","36,062,728.39","37,746,744.66","47,713,990.36"
其他应付款,"3,356,151.15","4,055,386.90","2,954,460.00","3,655,195.00","3,390,771.27","2,892,933.33","5,801,516.02","3,196,163.33","3,444,615.00","3,854,893.02","4,126,022.64","3,511,930.30"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,,"77,751.39",871.79,"124,537.09","645,561.97","2,876,782.71","153,007,688.35","24,151,148.46","136,181,625.39","126,432,028.24","66,547,126.86","28,149,624.66"
其他流动负债,"3,083,274.09","3,064,111.79","2,981,460.85","1,823,978.57","1,865,471.67","4,414,478.46","2,731,302.51","2,115,762.15","8,636,539.99","8,543,266.63","6,417,627.52","6,648,475.74"
流动资产合计,"86,555,819.37","100,261,954.96","108,360,180.59","99,729,326.16","97,543,156.24","111,490,217.31","298,045,262.03","273,154,766.62","282,364,271.02","315,090,573.88","253,797,907.40","293,550,431.41"
流动负债合计,"64,877,670.54","83,024,297.04","77,940,747.43","69,723,427.33","68,932,548.59","85,052,719.01","71,334,829.41","59,903,185.35","66,078,607.65","105,004,687.62","125,720,007.22","179,730,738.79"
可供出售金融资产,,,,,,,,,,"800,000.00","85,800,000.00","85,800,000.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,"10,995,867.65","10,857,049.52"
预计负债,,,,,,,,,,,,
固定资产,"23,931,390.49","121,504,786.99","112,626,151.86","152,735,223.21","150,287,161.01","160,831,690.07","158,308,189.04","157,922,665.01","155,844,580.95","181,545,125.61","168,260,286.22","177,037,918.54"
递延所得税负债,,,,,,,,,,,,
在建工程,"108,534,111.55","30,422,291.88","65,008,217.83","33,304,859.45","42,726,006.42","62,655,811.80","67,593,406.16","73,430,659.15","88,558,000.41","96,483,565.54","96,137,289.81","108,000,537.39"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"10,610,000.00","10,610,000.00","9,610,000.00","9,610,000.00","9,610,000.00","9,610,000.00","9,610,000.00","9,610,000.00","9,610,000.00","9,610,000.00","9,610,000.00","9,610,000.00"
固定资产清理,,,,,,,,,,,,
负债合计,"75,487,670.54","93,634,297.04","87,550,747.43","79,333,427.33","78,542,548.59","94,662,719.01","80,944,829.41","69,513,185.35","75,688,607.65","114,614,687.62","135,330,007.22","189,340,738.79"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"72,646,762.38","72,646,762.38","72,646,762.38","72,646,762.38","72,646,762.38","72,646,762.38","251,103,762.38","253,072,766.94","252,931,257.51","252,459,559.40","252,459,559.40","212,459,559.40"
无形资产,"11,218,229.00","25,366,136.14","24,730,502.30","24,412,685.38","24,253,776.89","24,094,868.46","23,939,753.10","23,786,534.11","23,633,315.12","23,559,337.47","23,399,208.28","23,239,079.09"
盈余公积,"3,328,733.72","6,794,878.14","10,940,888.00","10,940,888.00","10,940,888.00","15,552,499.89","15,552,499.89","15,552,499.89","15,552,499.89","22,198,210.65","22,198,210.65","22,198,210.65"
开发支出,,,,,,,,"428,296.08","1,034,575.49","4,111,418.17","8,934,824.95","10,414,755.38"
