科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"39,387,526.92","28,041,352.79","66,948,566.29","89,308,220.80","921,710,869.70","931,241,616.46","808,237,821.58","847,107,621.09","774,148,150.43","738,952,928.41","623,935,879.45","662,079,503.66","636,006,729.30","537,809,046.90","460,325,645.18","540,074,110.24","556,549,345.17","623,258,664.05","550,875,645.89","662,831,709.05","619,705,986.97","571,954,015.75","525,516,821.06","629,503,465.95","720,401,743.84","594,075,478.44","578,738,009.64","697,250,285.40","720,813,783.46","544,011,836.38","802,063,408.93","573,296,256.45","775,942,621.31","631,118,683.32","655,520,058.39","939,087,748.34","2,560,034,448.60","2,287,476,087.21","1,592,852,009.86","1,468,780,682.13","1,289,905,181.35","1,565,402,605.93"
短期借款,,,"20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,000,000.00","48,054,236.74",,,"280,000,000.00","80,000,000.00","280,000,000.00","680,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"724,750,948.53"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,"244,638,132.20",,,,,,,,,,,,,,,,,,,,,,
应收账款,"4,870,536.08","9,811,331.61","19,865,042.05","19,916,832.00","18,159,248.55","27,147,741.51","37,331,248.82","34,623,787.44","33,962,949.66","39,488,486.82","51,071,825.00","55,390,606.29","49,205,166.98","58,322,476.28","76,506,026.91","85,432,609.08","86,078,800.76","86,907,342.28","108,187,621.44","109,418,650.92","107,886,705.97","112,684,877.77","131,244,202.60","140,096,407.21","139,908,136.62","149,511,785.07","214,192,536.71","216,765,239.97","212,586,463.57","245,154,236.50","270,575,115.97","264,837,020.63","283,865,947.44","346,064,875.01","429,925,515.64","493,044,731.08","513,715,257.11","595,280,337.95","720,616,168.36","762,141,089.87","882,506,512.97","993,264,273.27"
应付账款,"43,586,036.92","51,910,402.57","61,591,912.44","82,960,472.48","83,236,493.09","95,415,892.38","93,843,163.63","115,163,927.72","136,422,887.70","138,156,773.41","171,649,433.93","170,327,462.99","150,877,704.31","149,377,733.65","177,918,389.72","209,174,485.42","189,395,637.97","186,741,093.89","207,183,209.35","17,436,761.35","235,427,792.64","248,866,454.86","264,342,881.00","291,678,144.46","279,206,761.92","302,545,514.24","375,151,689.42","411,908,709.02","360,823,776.52","401,601,677.16","446,303,923.76","441,664,054.96","420,413,985.11","483,741,646.97","607,827,409.29","688,233,002.05","710,619,969.03","837,995,026.83","957,750,606.45",,"942,611,978.67",
预付款项,"14,295,659.44","8,933,890.97","28,629,085.06","34,223,697.28","34,448,666.13","38,422,906.47","64,104,550.14","46,638,676.53","47,807,160.20","58,602,761.91","61,919,532.28","56,300,410.73","46,103,045.01","56,549,938.22","76,106,102.09","62,807,628.41","47,916,136.72","48,826,973.15","64,406,250.83","64,624,129.15","59,299,804.51","70,808,934.29","110,901,253.81","99,852,166.44","52,132,552.83","66,503,509.54","129,864,069.97","138,911,294.49","71,943,902.37","86,963,681.18","96,919,991.84","128,164,664.81","91,061,559.89","110,346,534.57","134,554,253.25","146,222,555.71","129,166,330.65","159,169,255.07","119,799,191.17","223,356,061.66","105,902,815.56","127,556,054.18"
预收款项,"2,572,265.68","3,268,057.90","4,214,686.66","3,740,434.00","5,464,666.45","7,553,914.92","7,678,593.60","7,433,267.65","8,288,760.27","11,134,822.19","11,425,578.97","11,448,231.77","9,397,045.23","10,416,694.96","12,591,380.12","11,586,818.21","10,438,996.42","15,760,469.22","15,600,039.63",,"19,016,158.71","22,924,104.65","24,568,798.92","23,079,934.52","21,622,222.16","28,909,066.61","32,971,405.85","29,278,455.47","33,419,006.21","33,771,820.51","31,567,613.95","34,363,345.37","41,795,510.50","45,535,632.72","57,992,880.16","56,317,680.13","84,928,725.19","76,743,262.72","80,825,318.16","77,838,978.06","92,852,461.06","91,675,129.83"
