科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"88,970,901.68","74,036,179.14","299,216,529.82","299,500,143.35","340,211,159.63","324,278,903.08","288,846,067.48","279,117,512.10","347,755,122.65","203,011,384.48","284,531,843.45","261,251,132.50","292,546,041.75","188,889,727.30","187,290,548.68","403,878,755.19","449,978,213.12","308,871,436.09","299,767,071.18","194,067,422.05","162,883,251.38","73,191,066.88","64,913,869.79","86,160,225.23","131,368,773.16","74,939,042.78","122,759,891.05","72,396,185.24","156,857,096.95","108,628,752.41","122,525,178.94","147,792,239.03","512,170,628.61","286,955,856.54","171,767,550.43","696,770,549.37","951,364,082.38","438,158,831.64","346,513,712.45","296,873,127.78","743,756,996.47"
短期借款,"34,163,355.22","35,783,514.73","4,670,623.89",,,,,,"130,000,000.00","30,000,000.00","120,000,000.00","110,000,000.00","100,000,000.00","100,000,000.00","110,000,000.00","110,000,000.00","100,000,000.00","90,000,000.00","120,000,000.00","115,000,000.00","100,000,000.00","118,000,000.00","163,000,000.00","122,500,000.00","82,500,000.00","102,500,000.00","157,500,000.00","162,500,000.00","167,500,000.00","177,500,000.00","216,500,000.00","185,000,000.00","330,000,000.00","310,000,000.00","290,000,000.00","270,000,000.00","237,000,000.00","237,000,000.00","157,000,000.00","157,000,000.00","90,000,000.00"
交易性金融资产,,,,,,,,"11,445.00",,"11,672,599.58","373,500.00","454,070.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"7,015,000.00",,,,,,"40,000.00","204,021.97","30,000.00","100,000.00","118,515.88","420,000.00","3,378,500.00","1,060,000.00","1,155,729.50","420,167.69","766,704.27","1,625,704.27","1,571,088.00","2,466,185.36","6,298,322.32","4,339,666.97","2,505,378.86","1,525,994.92","1,152,954.00","2,062,246.05","82,734.14","560,000.00","1,933,009.64","140,000.00","3,172,051.30","310,000.00","1,601,514.80","161,514.80","490,000.00","780,000.00","5,060,762.32"
应付票据,"10,152,825.75","7,181,645.67","9,050,053.52","1,047,874.00","153,000.00","1,327,523.69","273,832.40",,"519,736.12","3,283,183.13","12,733,609.23","14,640,161.32","15,012,341.99","8,221,336.86","11,397,497.57","13,158,518.52","12,337,689.14","11,374,134.96","20,905,151.60","23,182,331.37","25,418,601.53","25,178,574.08","35,599,717.62","35,472,540.27","41,039,968.14","33,560,516.52","43,463,667.61","51,672,297.41","35,143,038.38","56,529,203.98","49,317,011.91","101,660,316.97","109,261,684.98","41,595,651.93","30,656,451.80","25,034,315.89","23,407,906.24","27,046,414.97","19,056,499.14","18,424,934.06","18,089,349.47"
应收账款,"18,355,230.89","23,985,844.11","37,048,200.82","30,906,856.77","8,192,706.87","31,165,384.91","25,115,404.49","33,610,805.78","21,102,730.06","35,407,814.75","75,765,054.58","55,065,252.75","24,414,460.80","88,849,495.13","90,521,507.98","91,721,699.20","67,513,470.09","157,765,815.81","149,135,968.54","148,929,820.36","165,061,868.60","221,010,312.75","280,205,510.66","197,394,255.18","102,752,873.24","174,811,122.64","179,048,554.33","179,672,330.38","160,403,119.91","210,023,988.69","214,126,321.24","222,096,046.76","187,986,206.88","228,695,470.07","309,412,693.17","168,293,585.54","119,718,506.37","149,956,318.14","143,214,395.26","141,663,024.78","92,497,527.83"
应付账款,"9,108,749.02","8,990,065.36","10,673,283.38","7,744,537.60","18,292,940.35","14,205,847.15","9,327,963.70","7,929,388.93","20,335,447.75","14,984,680.45","18,308,442.90","21,993,473.87","18,284,109.66","29,201,542.73","30,534,632.91","35,685,206.70","93,718,184.65","110,310,635.52","125,946,691.33","140,676,060.21","214,777,538.24","202,785,859.38","198,769,731.14","163,484,729.63","135,637,350.36","138,323,590.97","150,646,729.65","135,725,359.39","163,432,713.56","156,583,668.40","142,640,932.22","156,006,558.16","181,931,293.29","160,560,912.28","181,335,776.76","180,387,897.73","154,198,285.95","131,899,328.06","106,371,909.15","125,923,903.54","102,591,217.74"
预付款项,"1,426,695.45","3,364,480.34","832,526.57","555,333.21","658,449.51","2,822,631.02","6,905,738.55","3,216,242.27","7,733,224.57","10,597,440.84","15,655,821.74","21,632,148.81","28,610,011.64","33,482,116.28","33,689,122.97","48,328,383.69","53,489,981.94","55,488,668.71","54,349,059.26","114,973,634.08","16,709,061.01","21,727,303.41","15,487,610.84","30,851,115.29","16,342,529.68","18,489,695.54","18,416,368.73","24,006,080.32","10,454,154.22","15,981,899.47","16,021,298.71","11,641,544.54","8,154,580.71","16,764,835.72","14,839,861.66","23,063,304.48","13,415,180.19","17,008,847.19","16,348,957.26","35,963,780.24","20,358,935.05"
预收款项,"83,391.20","78,895.70","58,585.70","128,133.70","6,623,733.30",,"343,699.37","850,135.79","653,499.44","522,002.51","1,936,594.84","446,900.14","905,887.61","1,297,830.50","1,615,821.40","824,651.45","2,011,239.06","7,738,970.16","8,354,099.01","7,885,226.19","12,415,990.64","14,309,170.31","1,920,641.50","1,780,827.77","2,732,394.23","1,304,075.99","1,544,435.24","1,730,936.08","29,469,772.60","19,033,966.55","18,348,296.94","18,696,624.47","30,090,105.09","16,996,820.26","9,860,822.04","7,576,450.85","6,143,487.47","3,893,114.93","5,588,985.70","5,663,111.17","11,681,961.05"
