科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"6,143,185.48","13,318,625.47","4,418,054.26","5,293,233.70","3,542,565.54","-1,144,517.07","-2,537,477.20","-4,074,429.64","-7,233,273.03","-3,951,423.13","-6,782,104.61","-8,067,731.64","-11,363,085.58","-2,414,114.68","-6,894,354.43","-8,585,579.08","-10,026,586.91","-479,193.61","512,857.43","4,269,554.31","9,997,337.25","3,798,025.45","7,789,322.80","13,147,102.26","21,340,539.55","9,926,019.76","17,935,465.04","22,811,349.27","24,823,939.33","15,116,806.31","32,160,857.84","47,030,296.84","53,400,735.30","23,076,460.65","48,389,349.15","73,640,937.49","98,887,371.82","31,833,360.43"
三、利润总额,"151,121,018.51","69,303,887.29","65,369,147.84","89,570,292.50","117,948,035.09","28,495,089.35","53,158,455.57","90,050,043.68","147,396,792.07","44,876,891.37","68,297,804.85","108,088,500.13","152,924,511.21","40,177,785.26","78,653,494.09","128,225,499.75","217,365,055.94","51,817,272.49","104,519,314.11","172,041,470.20","268,519,696.59","54,968,857.49","182,969,158.50","299,430,186.85","442,208,678.40","90,324,740.12","293,512,407.68","418,534,052.68","549,527,297.47","92,600,331.99","333,843,321.99","507,085,009.74","562,986,810.46","64,581,130.20","163,965,748.55","356,768,093.98","70,640,404.41","56,952,110.80"
资产减值损失,"310,826.98","-2,205,436.49","1,313,229.52","1,747,251.00","2,499,717.87","222,805.08","542,774.40","55,794.15","11,502,349.22","-504,441.98","746,859.61","888,717.08","7,682,239.79","1,797,154.27","3,837,670.12","5,761,837.58","4,830,189.57","478,896.13","337,231.43","2,528,898.70","1,543,590.33","-3,214,670.36","-1,826,820.87","-2,679,099.15","1,010,159.23","3,417,826.18","4,840,999.68","11,305,660.81","17,498,351.07","10,663,406.64","18,300,811.57","11,561,606.15","13,863,735.54","3,280,671.56","25,957,792.61","27,830,590.86","130,408,380.47","8,243,033.50"
减:所得税,"22,508,686.76","4,229,213.76","11,392,522.62","15,545,342.32","16,453,710.03","4,271,704.28","8,236,903.75","14,738,175.02","23,212,807.76","8,082,758.68","10,170,591.05","17,588,633.08","22,133,088.30","5,884,575.24","12,669,957.26","19,393,106.54","30,163,915.42","7,637,159.09","15,553,499.96","25,278,450.91","35,104,974.21","6,708,742.20","16,453,903.05","16,310,334.29","29,641,927.55","15,326,587.06","43,836,321.19","47,215,722.15","68,822,662.54","17,133,489.99","51,954,035.96","81,508,065.23","85,812,462.65","23,560,967.20","40,583,930.69","49,624,694.49","2,085,824.31","17,948,142.41"
加:公允价值变动净收益,,,,,,,,,,,"85,150.68","1,561.64",,,,,"47,674.66","887,255.14","48,019.78","964,931.96","40,475.34","537,776.71","577,976.71","74,236.30","117,400.00","-24,789.19","-45,100.00","-367,200.00","-205,550.00",,,"-889,600.00","5,332,000.00","-19,600.00","-5,332,000.00","-5,332,000.00","-5,332,000.00",
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"60,246,000.00",,,,,,,,,"-120,167.05","-47,770.61","569,910.69","-339,325.74","-804,437.16","-1,659,501.83","-3,414,698.10","-4,503,819.86","-781,879.82","-887,821.45","150,322.63","253,509.66","-1,987,938.39","-3,273,656.82","-4,957,323.15","-10,913,292.20","-20,798,295.16","79,158,098.95","87,910,363.00","103,613,119.42","-8,680,673.66","118,699,580.53","118,995,671.07","135,075,817.60","3,384,269.51","33,239,892.23","167,621,467.26","162,196,023.13","-2,759,053.20"
四、净利润,"128,612,331.75","65,074,673.53","53,976,625.22","74,024,950.18","101,494,325.06","24,223,385.07","44,921,551.82","75,311,868.66","124,183,984.31","36,794,132.69","58,127,213.80","90,499,867.05","130,791,422.91","34,293,210.02","65,983,536.83","108,832,393.21","187,201,140.52","44,180,113.40","88,965,814.15","146,763,019.29","233,414,722.38","48,260,115.29","166,515,255.45","283,119,852.56","412,566,750.85","74,998,153.06","249,676,086.49","371,318,330.53","480,704,634.93","75,466,842.00","281,889,286.03","425,576,944.51","477,174,347.81","41,020,163.00","123,381,817.86","307,143,399.49","68,554,580.10","39,003,968.39"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,"-882,506.69",,"-1,659,501.83","-3,414,698.10","-4,503,819.86","-959,414.07","-2,860,030.36","-4,666,983.02","-7,515,373.66","-2,097,698.39","-3,261,750.18","-8,624,345.77","-12,664,691.20","-6,355,041.32","101,697,478.41","97,537,598.72","-21,097,311.04","-8,690,786.06","1,882,531.61","-7,572,505.14","-10,468,228.86","4,492,753.37","139,541.06","-3,984,007.41","-13,292,141.06","-4,397,957.31"
归属于母公司所有者的净利润,"128,632,273.83","65,179,573.37","54,007,870.80","74,058,016.14","101,646,458.16","24,225,777.47","45,571,016.42","77,956,040.20","130,947,680.32","37,287,193.10","59,344,283.41","89,969,774.30","132,190,433.45","33,215,785.79","63,113,542.83","103,848,615.97","181,384,196.09","45,200,085.69","90,225,466.52","145,855,478.65","230,833,244.67","49,845,709.65","170,580,517.36","289,326,619.74","428,012,884.72","79,857,159.80","255,187,924.96","381,044,671.46","489,039,975.91","80,388,633.82","292,485,898.77","437,878,709.32","498,444,367.91","45,718,033.73","135,119,017.52","315,429,223.43","90,129,598.10","46,458,313.43"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-19,942.08","-104,899.84","-31,245.58","-33,065.96","-152,133.10","-2,392.40","-649,464.60","-2,644,171.54","-6,763,696.01","-493,060.41","-1,217,069.61","530,092.75","-1,399,010.54","1,077,424.23","2,869,994.00","4,983,777.24","5,816,944.43","-1,019,972.29","-1,259,652.37","907,540.64","2,581,477.71","-1,585,594.36","-4,065,261.91","-6,206,767.18","-15,446,133.87","-4,859,006.74","-5,511,838.47","-9,726,340.93","-8,335,340.98","-4,921,791.82","-10,596,612.74","-12,301,764.81","-21,270,020.10","-4,697,870.73","-11,737,199.66","-8,285,823.94","-21,575,018.00","-7,454,345.04"
