科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"241,058,119.61","500,790,080.07","806,003,727.24","1,102,260,066.30","317,702,701.82","654,537,125.33","994,534,972.35","1,413,630,984.66","507,211,030.61","1,133,983,058.39","1,832,786,337.85","2,379,592,767.39","639,706,791.84","1,288,064,284.22","1,965,524,742.02","2,572,273,473.98","740,164,823.32","1,481,174,990.20","2,280,272,500.81","3,070,250,356.24","834,872,021.34","1,692,733,221.73","2,676,941,050.87","3,552,963,551.48","940,141,970.40","1,851,054,084.78","2,764,726,761.67","3,787,731,942.85","1,083,791,441.62","2,248,756,569.09","3,435,440,470.09","4,534,011,388.55","1,108,573,901.59","2,229,748,222.69","3,354,733,184.91","4,549,865,271.00","1,145,754,362.35","2,299,428,311.78","3,490,185,994.45","5,853,875,374.74","1,383,096,824.42","3,088,698,831.52","4,686,225,802.53"
二、营业利润,"2,535,969.48","1,245,072.98","12,353,897.31","13,650,691.80","14,098,169.73","15,064,142.93","20,371,064.10","26,961,710.91","32,284,154.77","35,624,202.84","9,520,931.37","-110,385,687.16","-10,731,281.16","-47,423,321.90","-73,441,834.05","65,819,716.29","16,930,618.33","19,386,780.44","31,490,845.61","-99,477,903.48","-1,527,397.87","-21,304,447.18","-9,029,858.46","-58,208,311.33","-17,672,121.17","-51,796,014.75","-113,268,476.63","-293,868,990.72","-39,987,908.41","-81,329,807.50","-154,874,303.57","-292,512,763.79","5,066,136.17","31,408,148.40","19,629,114.56","66,780,850.00","11,262,320.66","31,101,291.66","43,420,352.45","22,188,263.43","4,093,419.82","42,711,689.55","137,762,248.72"
减:营业成本,"194,185,875.00","399,887,006.14","655,343,781.01","895,451,349.54","265,336,305.95","534,017,571.06","818,669,661.25","1,130,723,055.53","370,780,856.51","830,271,731.06","1,387,176,111.26","1,866,888,394.75","527,711,533.82","1,072,994,437.46","1,641,756,782.35","2,161,620,588.30","582,241,136.64","1,150,178,029.17","1,779,480,773.63","2,418,231,832.10","652,448,911.56","1,329,568,757.62","2,086,389,707.57","2,753,018,349.74","715,342,595.26","1,418,422,128.02","2,155,554,657.21","2,981,289,529.03","832,000,510.64","1,709,390,866.02","2,601,224,103.83","3,394,249,632.83","766,952,457.63","1,557,134,702.06","2,373,739,951.41","3,161,779,376.01","797,432,725.54","1,567,793,409.63","2,417,690,192.28","4,072,906,508.98","960,775,234.54","2,112,851,710.06","3,219,303,431.16"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"205,362.85","330,973.01","502,010.85","572,238.40","166,544.53","284,661.82","391,488.77","628,574.52","183,331.86","1,081,235.65","1,820,483.05","2,643,704.94","1,346,900.43","1,759,103.54","2,661,234.52","3,477,097.27","1,212,421.92","2,143,149.24","4,176,942.96","7,748,905.12","2,379,103.94","5,904,536.24","8,869,147.91","11,403,245.18","3,086,440.91","6,588,171.53","9,557,694.30","11,695,989.67","3,055,541.82","7,816,794.68","11,778,705.26","16,078,475.92","5,553,157.31","11,575,245.21","16,704,477.30","20,635,161.83","3,252,006.68","7,988,083.91","12,774,036.13","47,358,634.35","12,793,017.64","24,252,992.20","37,292,864.31"
营业外收入,"1,497,041.16","2,279,604.12","2,619,095.46","3,315,191.95","459,118.27","2,622,420.58","3,803,593.77","20,567,883.79","391,685.14","1,351,243.50","6,767,493.59","24,973,069.30","2,302,180.82","2,311,862.16","4,283,228.72","21,926,962.55","720,467.83","7,399,451.97","8,339,282.41","130,503,135.95","3,767,868.27","44,407,842.18","46,326,096.91","77,071,018.42","854,395.58","2,480,732.31","4,681,776.85","18,852,478.37","3,515,540.81","255,823,338.08","256,445,498.23","319,662,533.13","1,080,514.25","5,123,714.18","6,248,022.88","21,459,494.01","1,011,942.37","112,054,817.95","116,089,177.82","136,179,500.37","1,384,949.38","1,119,612.07","1,141,866.88"
销售费用,"36,385,878.24","79,310,752.78","115,773,911.37","157,189,567.13","38,710,649.81","93,478,255.75","142,314,784.13","200,769,556.98","93,875,564.39","233,117,346.49","377,196,902.94","530,606,786.80","114,157,050.56","241,502,670.56","368,853,501.53","492,601,443.98","128,031,180.16","283,640,441.63","435,084,867.85","601,204,742.59","159,914,957.97","319,644,880.81","507,920,472.35","702,890,334.17","193,375,360.79","380,905,820.13","577,214,439.62","826,647,225.89","249,930,014.91","515,484,453.07","757,423,988.28","975,743,118.53","277,552,205.70","554,587,634.14","847,551,587.77","1,127,891,568.62","294,644,322.55","608,076,136.44","904,299,810.09","1,476,399,579.45","395,436,294.87","839,055,836.39","1,238,015,842.99"
减:营业外支出,"67,925.66","738,962.90","1,038,826.46","905,568.79","643,158.92","885,091.19","965,105.96","13,195,661.45","128,081.98","991,866.38","1,680,551.58","52,792,156.86","4,068,964.68","5,621,744.34","6,265,678.73","17,066,647.18","97,718.52","544,811.31","958,357.92","8,849,222.36","850,268.88","1,110,485.59","2,126,805.70","5,650,307.06","181,783.53","1,339,476.75","2,816,255.95","4,398,058.18","533,883.14","656,602.83","1,100,428.95","2,394,087.97","388,853.44","543,333.50","1,000,698.29","1,560,863.01","483,970.26","825,143.68","1,701,201.79","7,024,177.56","634,420.95","1,425,208.24","1,908,414.31"
管理费用,"14,873,284.13","31,026,325.05","44,830,559.31","61,282,067.48","16,366,037.00","32,547,223.60","48,707,554.85","66,298,434.97","24,368,442.92","57,477,159.62","88,856,899.16","136,244,784.14","30,386,788.45","60,014,355.39","96,125,502.94","152,310,998.26","31,168,775.64","61,426,897.96","94,912,669.28","160,411,784.23","33,315,394.15","64,143,124.50","110,323,051.07","171,164,985.74","42,226,005.03","86,079,647.25","133,831,800.81","200,110,065.74","36,817,955.12","79,512,530.17","126,960,383.87","189,778,539.87","40,119,188.88","88,359,740.14","131,467,066.54","199,065,056.76","50,614,528.35","127,298,279.20","192,676,282.83","315,278,766.11","63,052,041.17","157,802,620.95","232,410,651.98"
其中:非流动资产处置净损失,"49,266.50","155,672.16","182,098.40","732,298.45","461,485.25","468,710.80","543,502.76","635,928.16","80,619.13","353,799.19","812,138.15","1,912,558.06","100,556.72","391,331.74","607,958.63","3,006,945.29","69,020.95","493,893.80","859,646.48","8,369,961.59","89,913.37","143,639.52","216,744.84","3,658,651.63","34,547.18","70,146.29","152,964.54","777,990.32","170,995.97","326,350.94","688,486.72","944,944.92","88,300.06","208,243.83","330,061.64","712,225.22","420,330.43","680,992.07","1,407,987.15","5,508,626.50","551,528.70","853,621.48","1,025,841.33"
