科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"3,661,827,292.73","3,984,416,752.99","4,916,774,840.97","2,002,601,346.76","2,985,740,848.87","4,069,993,126.30","1,224,139,277.48","2,544,214,956.11","4,500,041,207.04","7,145,875,485.42","2,363,847,578.09","4,585,478,282.81","7,698,195,717.54","11,593,387,001.24","3,979,628,266.39","7,019,107,382.10","10,490,201,336.08","14,630,365,693.99","3,975,093,696.67","7,037,979,316.16","10,977,239,128.11","16,139,701,635.50","3,342,535,479.89","6,565,810,139.40","10,403,790,120.74","16,628,018,098.57","3,693,812,009.42","7,013,131,009.24","10,984,651,857.89","17,419,324,424.71","4,119,318,086.36","7,258,477,773.85"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"284,763,660.99","284,763,660.99",,,,,,"105,281,859.84","105,722,705.08","105,883,012.44",,,,,"1,092,545,674.96",,,,,"-5,865,274.00","15,134,726.00","15,134,726.00","17,348,005.57",,"17,253,280.88"
收到的税费返还,"10,458,246.28","1,660,502.16","24,660,065.95","6,660,572.00","20,426,112.55","25,644,058.53","15,626,855.97","19,238,520.34","38,139,016.92","42,326,122.87","13,467,850.37","33,755,534.87","52,529,476.10","54,570,746.08","42,373,635.16","46,001,963.81","61,144,807.37","66,171,590.45","29,063,210.33","38,974,615.54","47,825,914.60","46,286,229.57","6,252,119.98","1,004,188.92","9,942,932.64","15,495,124.42","9,923,835.34","19,930,856.08","22,855,265.26","24,454,462.27","4,806,781.58","9,486,634.06"
支付其他与投资活动有关的现金,,,,,,,,,,,"47,450,000.00",,,,"48,755,124.86","48,844,353.59","48,844,917.88","47,552,312.16","2,348,533.71","1,441,616.87","1,441,616.87","10,417,866.50",,,,,,,,,,
收到其他与经营活动有关的现金,"24,170,531.50","64,291,350.00","47,228,359.22","1,485,232.34","1,493,805.08","22,349,120.77","79,637.15","10,231,159.18","16,248,462.27","47,643,335.34","518,990.42","11,032,868.10","16,992,144.79","26,485,241.68","195,294,060.74","42,970,994.92","68,748,419.55","168,970,321.31","22,053,734.95","6,206,305.80","7,616,185.17","123,529,189.57","21,502,940.74","14,358,001.65","13,932,603.69","145,233,217.41","51,976,995.33","46,492,147.10","71,016,014.24","95,509,851.28","12,406,188.79","16,801,966.14"
投资活动现金流出小计,"243,343,429.99","150,601,619.97","125,567,790.88","47,419,086.80","116,345,625.41","119,294,228.26","32,070,699.04","336,361,230.07","383,933,212.46","566,961,689.76","644,881,953.40","649,751,584.51","718,087,996.79","888,454,478.87","508,855,529.82","323,240,656.83","347,781,690.05","370,446,266.65","229,920,773.60","316,566,237.69","1,013,941,670.31","1,439,046,186.38","1,384,922,311.51","1,449,252,999.20","1,520,812,324.29","3,753,352,336.04","1,150,961,867.95","1,386,276,693.64","1,572,756,911.27","1,721,063,163.80","104,446,772.58","183,067,876.77"
经营活动现金流入小计,"3,696,456,070.51","4,050,368,605.15","4,988,663,266.14","2,010,747,151.10","3,007,660,766.50","4,117,986,305.60","1,239,845,770.60","2,573,684,635.63","4,554,428,686.23","7,235,844,943.63","2,377,834,418.88","4,630,266,685.78","7,767,717,338.43","11,674,442,989.00","4,217,295,962.29","7,108,080,340.83","10,620,094,563.00","14,865,507,605.75","4,026,210,641.95","7,083,160,237.50","11,032,681,227.88","16,309,517,054.64","3,370,290,540.61","6,581,172,329.97","10,427,665,657.07","16,788,746,440.40","3,755,712,840.09","7,079,554,012.42","11,078,523,137.39","17,539,288,738.26","4,136,531,056.73","7,284,766,374.05"
投资活动产生的现金流量净额,"-240,336,615.42","-146,866,135.16","-119,809,940.76","-44,924,268.00","-111,583,205.44","-107,822,334.67","-26,530,730.19","-326,486,203.34","-370,917,774.37","-550,663,318.20","-631,973,702.71","-633,464,862.85","-635,047,605.90","-786,285,545.48","181,672,438.16","209,069,776.75","189,530,880.13","99,546,427.39","-210,501,581.26","-294,228,374.27","-985,416,921.60","-1,386,133,745.26","-1,370,862,023.65","-1,397,532,085.68","-1,462,659,555.19","-1,586,730,095.15","27,724,019.07","-97,809,354.63","-199,502,936.88","-236,209,753.13","-54,153,626.82","-101,646,609.41"
购买商品、接受劳务支付的现金,"3,040,816,755.10","3,183,990,852.20","3,850,817,868.46","2,139,267,561.09","3,512,333,062.96","4,180,238,518.90","1,653,073,878.25","2,716,200,379.81","4,409,575,169.25","6,151,012,278.49","2,805,673,049.18","4,664,944,673.45","7,299,076,769.75","9,946,016,561.73","3,656,207,445.03","6,331,691,411.09","9,074,258,551.46","12,503,326,726.14","4,224,898,655.39","6,993,707,144.29","10,320,629,966.02","13,442,796,518.77","3,660,465,912.73","6,106,577,898.83","9,458,851,731.56","13,305,614,387.63","3,617,283,478.81","6,797,912,784.47","10,295,145,774.61","13,941,912,076.44","4,265,093,349.48","6,960,037,295.85"
吸收投资收到的现金,"199,200,000.00","209,230,001.33",,,"2,100,000,000.00","2,200,000,000.00",,,,,,"9,800,000.00","9,800,000.00",,,,,,,"2,598,646.00",,"548,096,836.39",,,"508,974,227.01","497,803,777.71",,,,"1,400,000.00",,
支付给职工以及为职工支付的现金,"266,296,661.34","244,988,072.64","384,140,017.85","276,360,221.56","363,799,148.89","495,466,202.51","186,660,930.33","342,798,274.51","482,126,757.78","711,889,206.70","299,489,198.49","531,723,172.89","710,572,629.30","1,013,259,133.02","303,635,978.78","570,508,517.34","940,317,068.56","1,104,040,408.61","384,641,274.35","675,901,934.88","974,370,911.50","1,110,642,930.32","392,171,497.09","679,868,832.61","923,698,891.35","1,152,470,224.95","325,797,406.92","570,648,858.70","841,406,841.33","1,160,513,415.57","391,861,168.37","675,642,716.35"
取得借款收到的现金,"232,000,000.00","262,000,000.00","588,000,000.00","427,873,806.31","821,608,789.57","823,684,377.31","152,862,000.00","887,792,694.00","1,095,793,089.40","1,293,022,487.01","712,642,227.55","1,272,629,191.60","1,788,474,165.59","2,721,900,191.05","654,615,104.00","1,117,200,894.03","1,455,433,965.28","2,171,884,443.27","867,868,370.77","1,490,575,920.63","2,056,461,265.03","2,611,414,307.53","1,796,356,325.22","2,740,633,560.72","3,009,525,255.06","2,710,408,776.49","1,318,429,665.72","1,958,828,050.93","2,727,086,365.93","3,350,170,648.58","604,446,664.69","1,181,148,930.07"
支付的各项税费,"122,276,373.24","129,239,404.81","135,568,944.06","72,456,868.86","105,480,976.74","143,955,805.90","26,544,675.87","88,851,265.05","129,960,384.98","245,242,388.38","62,662,696.33","132,091,974.28","189,691,351.97","287,576,441.57","90,112,810.74","258,799,326.34","337,998,546.63","527,037,195.24","86,357,123.90","152,650,577.30","251,738,568.38","362,733,108.74","80,842,465.20","182,901,734.34","285,400,773.00","546,743,413.14","91,916,614.23","202,772,915.01","327,330,892.23","488,324,265.37","126,776,682.55","249,133,713.01"
