科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"67,259,703.73","88,381,734.91","144,601,216.90","102,987,607.92","138,955,245.75","236,326,342.24","13,040,792.58","116,830,386.31","149,524,562.91","300,961,183.91","21,436,247.19","101,068,737.88","172,317,095.23","308,066,452.53","28,775,141.70","130,195,681.60","151,195,896.25","378,142,227.96","37,483,936.79","157,852,783.03","262,452,504.62","508,701,811.10","80,087,803.52","208,901,839.33","284,955,735.39","562,358,487.63","60,790,741.84","171,396,564.29","330,911,944.29","712,221,316.33","176,793,774.72","422,225,283.27","568,195,285.26","923,898,548.31","163,573,089.86","403,294,076.60"
取得子公司及其他营业单位支付的现金净额,,"510,000.00",,,,,,,,,,,,,,,,,,"144,010,094.19","246,210,094.19","246,210,094.19",,,,,,"177,152,891.22","361,788,473.28","514,100,948.65",,"94,590,918.13","94,590,918.13","94,590,918.13",,"123,769,897.38"
收到的税费返还,,"233,329.50","1,226,817.18","850,872.98","850,872.98","850,872.98","22,621.59","22,621.59",,,,,,,,,"4,375.71",,"61,209.91","1,001,052.29","1,001,052.29","1,258,354.98",,"6,920,502.14","7,124,114.25","7,819,524.18",,,,"105,120.00","1,747,000.00","1,747,000.00","1,761,580.99","2,018,800.00","2,111,000.00","2,111,000.00"
支付其他与投资活动有关的现金,,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"1,200,000.00",,,"614,850.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,
收到其他与经营活动有关的现金,"51,762.34","9,200,631.65","2,382,005.93","1,913,614.52","1,719,184.76","6,018,481.37","1,542,146.85","3,687,233.03","4,096,142.50","10,341,767.57","3,757,661.62","7,537,150.22","10,822,326.41","12,658,903.52","4,946,873.66","2,276,081.26","16,060,549.25","13,081,967.70","5,258,700.81","11,907,387.10","6,790,865.06","17,027,535.09","6,451,314.08","6,990,001.47","7,635,444.34","13,687,505.86","1,286,055.84","23,319,603.71","31,950,703.47","14,656,586.67","5,689,680.73","29,855,684.77","45,856,298.06","34,703,163.54","6,059,620.61","24,258,063.57"
投资活动现金流出小计,"15,612,758.82","7,779,906.24","5,284,673.28","352,295.37","1,067,415.37","5,743,574.07","241,141.00","30,902,591.00","58,677,690.20","60,245,434.02","1,434,234.77","19,180,714.77","1,999,835.45","7,465,489.99","580,302.00","837,305.26","6,066,708.90","292,265,815.35","55,358.00","164,952,000.19","268,491,886.17","381,582,228.66","84,353,678.10","264,221,990.17","270,486,192.17","290,958,143.91","49,805,071.00","221,902,109.22","400,720,271.60","792,881,592.57","25,457,575.30","185,232,401.14","378,076,242.00","436,118,801.65","27,319,770.21","561,719,587.27"
经营活动现金流入小计,"67,311,466.07","97,815,696.06","148,210,040.01","105,752,095.42","141,525,303.49","243,195,696.59","14,605,561.02","120,540,240.93","153,620,705.41","311,302,951.48","25,193,908.81","108,605,888.10","183,139,421.64","320,725,356.05","33,722,015.36","132,471,762.86","167,260,821.21","391,224,195.66","42,803,847.51","170,761,222.42","270,244,421.97","526,987,701.17","86,539,117.60","222,812,342.94","299,715,293.98","583,865,517.67","62,076,797.68","194,716,168.00","362,862,647.76","726,983,023.00","184,230,455.45","453,827,968.04","615,813,164.31","960,620,511.85","171,743,710.47","429,663,140.17"
投资活动产生的现金流量净额,"18,876,731.37","481,093.76","-5,284,673.28","-352,295.37","-1,067,415.37","-5,743,574.07","-241,141.00","-30,902,591.00","-58,659,690.20","-60,227,434.02","-1,434,234.77","-19,180,714.77","-1,999,835.45","-3,998,766.99","-580,302.00","3,473,043.51","-1,672,034.69","-250,732,045.05","-54,178.00","-164,950,820.19","-268,468,206.17","-196,863,020.22","-13,992,479.69","-41,774,021.38","-41,516,488.60","-104,659,649.45","1,296,885.19","-174,463,243.45","-330,858,131.33","-656,974,377.89","-1,331,772.52","367,598.86","-192,471,682.00","-182,985,928.80","48,382,293.79","-468,014,123.27"
购买商品、接受劳务支付的现金,"43,210,175.73","54,852,551.23","101,932,655.11","51,754,992.48","105,620,446.55","156,502,969.83","21,848,311.62","75,257,674.29","140,129,350.51","223,014,499.35","41,668,041.69","91,752,366.65","151,288,786.27","228,233,783.00","40,820,181.64","95,492,556.62","130,699,548.83","242,052,961.94","47,198,682.08","91,669,537.86","165,914,996.82","230,017,180.95","52,795,570.50","107,798,994.95","132,305,715.82","201,166,667.66","36,311,193.13","85,451,535.86","116,754,625.15","193,193,118.33","94,120,856.15","199,226,741.51","300,768,929.16","425,746,868.00","133,925,579.75","276,278,850.79"
吸收投资收到的现金,"47,000,000.00","10,200,000.00","1,200,000.00",,,"382,092,680.00",,,"1,500,000.00","3,950,000.00",,,"900,000.00","900,000.00",,,,,,"229,999,995.61","229,999,995.61","225,781,992.52",,,,,,"5,000,000.00","1,118,174,073.95","1,121,159,055.76",,"3,185,000.00","3,185,000.00","3,935,000.00",,"200,000.00"
