科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"146,100,179.37","224,133,644.44","285,355,542.76","159,141,082.49","241,475,833.22","345,619,033.54","130,336,513.86","269,824,488.83","430,496,639.94","587,713,347.54","146,842,995.84","316,356,101.64","468,524,709.28","656,393,897.80","165,509,099.05","362,366,757.16","536,021,703.29","754,904,372.33","132,668,501.87","283,490,583.40","450,219,605.22","585,196,983.95","172,286,557.59","334,950,775.92","551,730,949.03","792,834,473.13","211,018,061.08","450,098,109.77","705,981,987.06","969,858,493.64","229,359,486.65","473,652,889.56","744,424,169.51","1,047,334,488.89","294,461,347.53","583,153,087.88","876,561,704.21","1,189,866,012.40","307,416,956.41"
二、营业利润,"54,771,326.46","72,169,795.82","99,875,881.59","61,454,067.46","86,182,223.46","103,780,637.62","29,949,648.76","72,571,619.99","108,751,235.15","143,664,022.67","34,522,378.79","76,208,508.01","101,836,087.34","159,279,524.25","33,097,715.68","77,188,641.07","106,149,708.45","150,738,766.86","18,914,989.47","28,369,005.77","36,592,946.41","20,754,895.19","27,927,757.12","46,684,302.59","87,509,275.52","125,282,125.29","26,570,063.53","57,599,480.83","116,039,325.21","149,544,501.34","36,347,449.09","69,274,032.90","115,771,142.62","142,075,049.53","51,466,957.35","93,873,831.45","141,400,249.08","161,697,902.11","60,685,232.41"
减:营业成本,"47,467,850.38","59,014,362.79","64,824,793.85","42,303,667.80","63,542,036.08","100,753,979.24","56,076,228.50","117,280,930.72","186,183,879.84","260,427,605.98","65,932,998.22","136,548,624.42","200,990,918.62","273,260,461.17","71,376,476.54","150,002,829.22","218,391,713.91","306,881,069.92","56,032,320.44","115,042,639.63","180,484,416.30","237,115,830.72","67,942,051.44","134,669,392.07","227,553,833.84","327,192,453.63","99,255,798.99","203,069,224.23","308,536,731.46","413,609,804.39","102,260,675.26","214,061,407.71","344,051,952.57","492,099,930.87","154,508,336.60","301,188,911.51","450,065,577.69","593,593,591.72","153,088,914.48"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,844.25","408,646.49","1,223,219.87","611,657.92","853,515.24","1,200,935.93","877,703.76","1,870,207.27","3,085,944.47","4,384,671.04","995,463.78","2,275,148.64","3,604,680.41","5,411,834.67","1,104,574.87","2,722,679.49","3,889,662.15","5,595,583.73","915,052.65","1,823,534.40","2,519,558.86","3,275,249.03","669,152.13","1,494,422.09","2,319,676.04","4,270,392.31","1,136,052.29","2,648,612.04","3,918,871.75","12,235,704.68","3,309,526.99","8,004,273.87","11,609,385.39","16,055,568.58","2,993,490.15","7,883,312.22","11,618,227.16","16,598,920.06","3,483,325.51"
营业外收入,"2,073,207.73","3,318,518.85","3,009,054.26","2,138,016.27","5,137,706.95","15,446,458.70","2,150,020.00","2,948,974.75","4,021,763.34","6,811,635.67","1,447,416.09","10,132,115.51","14,169,246.52","19,296,115.70","3,517,172.30","5,275,249.72","7,829,572.28","28,995,764.86","4,060,713.53","5,627,719.36","9,226,626.45","18,971,990.52","2,645,502.26","8,768,232.87","12,328,422.00","17,613,633.52","8,079,003.18","12,706,657.57","20,112,392.85","31,655,143.69","6,108,310.04","7,593,818.05","15,941,639.12","3,387,109.95","282,153.68","728,312.90","773,891.32","1,446,519.10","81,870.73"
销售费用,"31,612,464.94","73,935,710.85","93,361,450.28","37,900,644.06","64,097,895.06","100,308,370.44","31,347,543.10","59,214,661.58","101,144,788.06","138,644,151.69","25,264,340.16","63,952,274.29","103,938,583.30","137,048,251.76","29,214,305.44","78,359,755.78","127,847,473.58","190,363,277.07","30,215,280.66","86,112,997.55","152,854,130.65","225,882,452.83","44,792,638.62","93,684,801.78","142,034,176.60","202,422,294.85","39,746,208.14","98,233,784.58","139,192,454.02","199,689,879.88","39,426,083.51","88,092,615.06","131,910,637.05","216,469,824.28","37,335,775.92","88,440,313.80","138,644,018.39","231,596,922.24","39,429,308.67"
减:营业外支出,"53,943.25","71,824.64","1,548,801.70","25,341.12","80,915.31","114,491.65","1,021.09","2,303.83","104,643.03","667,050.37","19,213.10","422,935.85","643,235.85","815,294.43","189,818.25","310,814.77","382,288.50","751,223.45","24,236.50","196,627.72","237,042.34","439,112.13","122,632.69","614,066.66","682,992.89","1,358,237.11","4,338.16","416,140.85","2,510,658.65","2,748,661.13","156,427.51","286,263.00","313,708.44","987,204.09","198,293.12","538,195.25","758,884.59","1,195,223.04","123,436.97"
管理费用,"11,107,711.87","17,852,103.03","24,765,071.80","14,005,375.28","23,028,921.52","38,517,837.93","15,267,014.02","26,902,110.12","43,342,958.36","62,387,837.01","23,994,350.57","45,729,344.45","70,795,489.71","98,454,499.60","28,508,734.27","53,672,393.88","80,735,865.46","105,152,065.03","24,915,839.22","51,091,527.86","77,232,701.10","102,741,230.85","28,878,604.26","57,386,745.80","90,049,653.51","129,566,483.05","36,607,059.43","76,147,555.40","119,477,652.01","176,321,347.67","44,612,539.68","90,827,492.49","134,953,141.30","188,321,157.97","45,180,131.07","89,126,165.14","78,193,633.32","110,079,761.54","26,219,027.96"
其中:非流动资产处置净损失,,,,,,"61,052.63",,,,"11,670.54","10,163.10","10,163.10","10,363.10","10,163.10","1,988.00","6,677.05","7,357.05","15,937.05",286.50,"44,620.79","73,206.87","130,671.85","7,480.49","96,429.26","97,855.49","195,099.71",201.50,"16,969.96","1,991,888.49","2,126,476.39","28,111.84","60,084.41","68,465.01",,,,,,
