科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"97,916,170.12","99,244,261.08","100,376,087.78",,"102,557,690.11",,"287,348,935.94","109,052,040.80","119,239,665.34","72,517,689.29","97,239,087.72","117,726,845.42","97,513,074.05","106,757,405.01","157,979,691.43","152,006,149.84","180,545,267.51","255,814,309.15","307,856,393.27","229,419,330.07"
短期借款,"105,632,024.50","175,439,714.90","174,882,760.00",,"167,000,000.00",,"195,100,000.00","204,100,000.00","209,592,705.06","209,519,043.94","222,979,124.52","261,974,300.00","320,174,300.00","353,500,000.00","319,700,000.00","332,700,000.00","343,000,000.00","378,000,000.00","398,000,000.00","438,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"27,108,519.16","72,104,042.70","7,435,327.92",,"20,574,407.01",,"45,626,412.13","57,270,465.45","104,943,376.35","129,558,290.15","103,220,522.99","143,743,356.90","191,099,998.35","215,292,789.36","205,225,717.96","218,781,094.30","256,981,806.20","207,405,913.72","162,769,033.70","187,986,848.35"
应付票据,"104,483,902.35","91,339,086.40","120,302,167.36",,"177,507,143.99",,"121,126,547.18","140,599,537.06","151,452,107.26","157,927,181.76","155,820,049.31","235,201,151.50","228,716,962.99","256,070,905.42","292,796,609.82","336,179,565.24","401,922,160.19",,"322,605,974.41",
应收账款,"208,565,087.08","227,912,182.95","228,648,082.39",,"279,912,727.85",,"334,629,657.09","338,325,054.29","269,966,661.14","260,369,467.12","301,448,001.78","291,835,805.85","364,070,986.41","357,597,628.41","398,206,131.27","418,054,077.42","363,654,644.93","425,282,587.01","504,992,433.40","552,458,999.62"
应付账款,"272,349,568.81","365,433,921.93","377,923,912.11",,"371,988,724.49",,"387,251,893.78","365,147,223.58","386,313,820.72","403,350,861.94","459,633,281.50","423,181,648.73","457,668,199.02","529,027,103.91","602,553,249.92","588,418,800.83","519,685,187.07",,"541,720,191.08",
预付款项,"128,316.66","1,406,318.62","3,426,932.50",,"1,733,006.20",,"3,907,105.22","5,553,087.25","4,499,249.32","5,110,493.59","9,888,525.63","4,288,282.16","3,076,388.81","5,221,457.34","1,932,974.92","6,840,747.93","2,420,172.33","63,096,566.38","6,871,534.38","8,937,160.12"
预收款项,"3,812,488.55","7,098,532.05","3,857,306.43",,"2,325,368.61",,"4,065,925.99","3,711,824.15","4,357,304.90","5,008,196.67","4,309,509.03","4,196,851.91","4,189,521.13","4,689,864.30","3,843,872.91","5,176,440.50","3,815,135.25","5,429,558.40","6,272,155.49","9,621,352.41"
其他应收款,"9,197,352.15","7,843,495.30","7,692,316.39",,"7,232,138.89",,"5,952,200.48","7,687,156.04","4,561,286.80","5,441,668.47","6,720,712.55","5,318,440.74","5,199,416.83","6,823,536.61","33,955,731.91","21,430,244.03","46,970,332.96","83,204,468.95","50,561,427.40","102,433,501.07"
应付职工薪酬,"15,427,650.33","19,847,127.65","19,937,396.30",,"14,515,316.50",,"24,453,105.69","16,884,033.59","16,932,657.90","16,897,064.12","27,250,242.33","17,229,774.19","18,691,353.39","20,252,376.07","32,116,711.57","18,325,272.14","20,092,015.88","19,608,123.05","33,115,109.52","18,550,203.04"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"10,567,903.95","7,461,973.07","10,424,938.52",,"12,585,237.92",,"11,744,470.12","8,167,784.17","4,369,138.64","2,703,564.39","10,120,670.58","7,441,061.81","11,400,904.28","13,835,429.31","7,234,865.61","5,293,050.55","6,975,249.54","34,002,760.52","14,780,938.41","17,973,154.30"
应收利息,,,,,"70,115.07",,"280,460.31","385,632.93",,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"109,302,542.83","146,447,718.52","151,214,033.84",,"149,407,532.38",,"165,643,982.93","197,971,573.81","215,557,153.33","237,904,337.76","250,312,165.97","263,522,429.94","264,292,424.67","324,976,405.92","319,664,303.41","325,470,608.96","308,858,530.79","362,290,566.65","344,113,382.20","283,347,544.19"
其他应付款,"4,889,706.62","6,123,648.81","14,036,654.13",,"10,731,580.14",,"9,972,000.97","10,453,422.93","6,895,372.33","3,990,337.34","3,616,633.30","3,396,655.36","3,746,916.89","1,879,087.61","5,828,041.86","4,371,532.82","1,904,828.33","210,707,343.92","125,035,244.59","17,354,403.01"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,"1,600,842.00","1,600,842.00","1,600,842.00","1,600,842.00",,,,,,
一年内到期的非流动负债,"11,567,429.62","7,315,258.63","9,543,056.72",,"27,815,133.59",,"31,308,978.07","18,849,112.75","19,269,110.78","19,305,319.92","18,969,770.21","17,890,116.15","11,079,288.66","1,936,713.57","4,366,512.79","4,676,756.21","100,000.00","100,000.00","100,000.00","100,000.00"
其他流动资产,"904,734.50","12,361,476.86","23,574,822.03",,"36,654,518.65",,"38,647,570.32","41,255,823.97","43,329,106.01","54,803,932.89","45,036,570.02","48,406,129.10","50,824,564.81","55,020,403.83","54,427,294.47","50,851,616.42","51,778,697.14","54,918,736.70","58,412,557.35","54,667,495.30"
其他流动负债,"941,000.02","1,999,402.06","2,299,402.04",,"2,369,902.04",,"2,440,402.08","2,560,402.08","2,560,402.08","2,560,402.08","2,911,169.41","3,130,502.68","3,766,012.84","2,831,111.88",,,,,,
