科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"330,720,092.47","415,874,184.87","205,051,358.55","342,623,578.59","376,878,106.41","214,836,398.12","333,183,593.49","468,479,599.56","731,939,854.10","527,284,902.56","680,919,008.93","688,993,306.14","1,030,467,114.62","763,517,386.81","1,153,249,108.78","643,698,985.14","725,333,955.83","934,886,550.90","619,278,520.23","705,124,284.71","1,062,829,146.10","1,370,900,627.61","1,210,143,635.27","1,047,499,331.16","1,264,324,074.86","824,248,199.69","911,629,294.26","1,021,062,241.97","966,309,914.65","1,000,152,492.98","1,035,074,890.00","1,017,371,066.67","1,183,438,996.36","1,122,514,305.19","953,292,630.04","1,241,295,490.47","807,263,393.42","1,575,991,564.01","1,972,885,942.80","1,006,670,082.51","1,374,198,567.47","1,186,300,206.31","1,111,494,499.74","1,319,432,201.87"
短期借款,"1,040,000,000.00","520,000,000.00","660,000,000.00","1,240,000,000.00","1,315,000,000.00","1,948,000,000.00","1,898,000,000.00","1,979,000,000.00","1,747,000,000.00","1,538,000,000.00","2,101,000,000.00","1,411,000,000.00","1,921,000,000.00","2,076,000,000.00","2,565,000,000.00","3,230,000,000.00","3,481,700,000.00","3,694,700,000.00","3,949,700,000.00","3,890,000,000.00","4,560,413,007.83","4,367,413,007.83","4,247,838,661.40","4,482,299,379.38","4,414,920,834.88","4,146,740,225.04","4,303,685,084.13","4,350,080,950.79","4,378,392,890.78","4,431,850,609.95","4,189,986,817.49","4,250,000,000.00","3,736,392,218.56","3,319,021,280.46","2,704,403,452.47","2,628,396,725.06","2,535,219,599.41","2,513,214,435.11","3,160,800,000.00","2,750,000,000.00","3,864,351,000.00","3,372,472,590.80","3,212,061,000.00","3,282,061,000.00"
交易性金融资产,,,,,,"381,480.00","267,090.00","305,880.00","540,215.00",,"43,984,800.00",,"90,329,923.11","83,159,511.32","126,534,212.00","160,832,818.20","164,463,838.00","163,734,633.00","136,431,449.55","109,839,453.87","110,466,691.01","157,444,939.08","151,721,938.74","133,970,171.97","151,289,047.77","151,106,070.72","149,623,828.62","174,564,815.36","218,506,415.04","254,467,524.69","285,241,054.66","191,632,841.47","207,011,500.00","65,222,393.12","110,946,057.82","137,610,742.92","141,055,914.84","127,287,209.93","134,667,331.71","144,673,766.01","143,020,429.70","134,408,509.56","121,136,312.91","119,656,247.88"
交易性金融负债,,"483,656,712.33","488,370,136.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"29,340,770.28","13,910,094.02","14,287,224.30","95,533,925.95","88,602,397.05","19,150,081.24","36,887,566.70","37,159,821.92","23,840,963.65","20,380,194.12","29,387,155.28","36,145,245.00","32,948,985.44","23,881,368.68","21,731,954.75","33,549,456.59","31,008,430.75","40,360,689.56","44,167,033.62","46,628,759.07","64,028,551.48","94,588,860.17","48,634,903.49","47,719,410.95","107,316,074.31","194,829,936.53","96,015,099.88","71,740,414.92","197,187,464.24","262,649,592.74","95,398,443.27","93,232,659.90","82,618,021.71","75,945,734.43","130,201,405.74","73,251,404.11","126,662,685.36","166,449,943.13","207,916,984.94","108,390,186.54","312,538,156.38","263,562,700.17","31,731,400.38","72,388,749.78"
应付票据,"138,864,046.96","159,684,450.32","118,770,682.65","198,402,408.88","102,308,214.85","40,595,564.61","113,657,506.83","130,769,269.07","279,617,028.50","360,329,795.25","259,082,796.07","166,993,910.80","115,000,000.00","80,000,000.00",,"40,000,000.00","194,900,000.00","154,900,000.00","115,000,000.00","115,000,000.00","105,000,000.00","205,000,000.00","130,140,000.00","44,700,000.00","124,700,000.00","124,700,000.00","5,000,000.00","31,000,000.00","157,510,000.00","146,060,000.00","12,800,000.00","66,970,000.00","193,890,000.00","156,820,000.00","127,700,000.00","142,280,000.00","95,740,000.00","81,060,000.00","25,000,000.00","5,000,000.00","122,350,000.00","184,300,000.00","105,300,000.00","100,000,000.00"
应收账款,"424,306,148.69","331,318,123.42","313,643,335.56","247,397,049.17","290,647,397.42","185,027,896.29","132,620,820.07","176,465,408.85","108,868,881.02","120,228,831.76","145,529,182.67","58,855,481.16","116,557,119.23","112,358,732.92","93,527,041.97","219,145,630.17","210,417,429.83","209,571,004.25","263,672,162.05","570,641,898.52","503,525,121.18","468,269,304.77","401,463,087.66","510,232,949.12","412,484,021.07","560,160,230.54","509,641,199.61","466,569,718.65","383,980,587.48","349,511,513.88","378,152,372.76","339,657,949.64","348,407,575.59","348,231,086.17","371,634,271.58","359,706,632.75","312,797,861.77","436,182,524.00","328,444,975.50","499,252,616.20","654,193,672.65","635,501,476.12","887,477,948.66","859,405,148.94"
应付账款,"406,337,687.77","412,391,332.74","418,924,118.43","334,629,739.88","279,790,397.80","434,185,366.30","478,582,063.03","385,974,559.12","366,016,397.57","324,635,526.27","361,010,001.04","986,050,721.36","766,538,194.45","825,415,979.48","865,288,196.60","862,555,614.95","665,955,728.18","739,375,338.27","647,077,917.45","717,245,936.79","638,580,999.15","676,732,863.18","681,226,427.86","772,393,088.95","612,684,662.68","794,767,272.09","812,257,407.41","915,183,704.92","870,646,104.37","1,411,220,106.02","1,349,847,052.69","2,213,872,680.50","1,578,258,531.32","1,979,801,261.68","2,078,857,908.49","2,982,884,648.48","2,310,212,523.59","2,571,586,039.77","2,557,311,126.52","2,402,451,686.94","1,849,195,121.57","2,040,011,576.41","2,073,301,504.29","2,602,930,496.24"
预付款项,"153,663,897.33","619,867,632.19","143,560,783.18","1,197,359,372.24","1,946,389,134.53","100,874,788.24","113,302,105.00","105,420,477.32","126,802,474.96","142,725,418.51","138,337,040.18","133,892,255.52","284,879,219.41","957,559,529.93","977,444,827.62","162,492,128.06","215,071,802.69","207,475,736.23","202,720,098.69","243,472,119.40","225,906,079.00","246,037,111.98","235,133,292.57","106,442,289.56","230,328,224.20","211,779,447.47","342,024,404.29","200,575,989.02","352,525,612.18","292,913,551.56","335,825,389.85","196,564,971.80","291,562,269.25","224,273,041.02","265,729,908.79","725,961,437.58","276,882,661.64","225,197,379.66","287,882,875.98","102,624,728.80","145,037,557.49","194,264,907.98","153,621,911.82","61,476,763.33"
预收款项,"407,507,095.71","303,067,542.29","370,376,043.60","576,921,667.21","803,448,595.24","619,208,397.03","606,248,545.74","332,396,820.43","536,802,693.88","912,647,583.18","1,263,955,155.75","974,022,083.53","1,035,624,059.63","752,811,828.79","646,793,522.60","685,754,083.99","792,879,366.23","1,004,023,965.91","951,498,529.51","743,488,011.45","774,991,295.73","896,617,000.98","1,248,212,709.98","1,534,729,620.39","2,190,180,449.83","2,068,930,357.50","2,211,491,336.04","1,871,383,349.52","2,114,428,874.31","2,436,548,177.86","3,001,712,491.93","2,400,219,708.22","2,876,275,664.53","3,335,453,020.71","3,473,459,381.24","3,694,836,774.39","3,240,415,376.45","3,422,963,418.09","4,415,457,175.43","5,190,636,833.60","5,768,306,674.16","5,492,381,130.22","5,778,004,275.64","4,490,389,128.01"
