科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"63,618,656.05","95,193,811.49","87,029,836.34","69,466,564.53","92,416,844.06","371,610,955.61","332,432,095.42","155,636,191.33","199,257,088.56","314,246,061.91","190,041,544.85","104,516,784.19","55,419,929.43","100,523,854.56","99,152,018.95","47,556,037.69"
短期借款,"20,000,000.00",,,"30,000,000.00","30,000,000.00",,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,,,,,,,"448,662.50","2,248,662.50","100,000.00",,,,,,,
应付票据,,,,,,,,,,,,,,,,
应收账款,"1,692,642.61","2,060,838.36","1,073,430.23","825,822.01","1,986,364.39","1,813,876.84","2,443,246.42","2,436,860.10","5,491,328.54","2,889,049.13","3,123,061.67",,"5,152,578.37","11,907,541.97","15,594,855.88","30,890,724.10"
应付账款,"14,909,891.77","16,975,567.74","44,140,119.30","27,537,029.68","25,581,834.49","17,560,381.43","9,824,773.91","7,702,468.36","8,700,362.94","5,277,401.46","5,918,221.39","2,334,340.63","5,814,988.64","3,894,395.78","4,936,886.78","3,768,869.99"
预付款项,"16,194,524.86","12,589,582.97","18,938,902.38","28,562,963.09","25,046,248.05","24,185,568.52","22,184,837.10","22,096,174.67","21,305,605.10","21,701,077.91","22,916,055.07","15,792,813.88","13,378,720.76","27,211,449.74","20,654,319.61","19,707,433.60"
预收款项,"34,939,068.99","34,180,656.45","42,864,884.68","47,705,806.82","45,185,613.23","40,758,099.53","36,451,856.66","36,585,443.82","36,208,088.68","47,155,722.03","42,944,792.07","1,683,044.30","8,735,421.10","2,262,625.60","1,743,460.20","2,110,064.80"
其他应收款,"9,631,437.75","2,218,469.09","2,721,125.84","897,906.60","748,679.03","1,091,763.72","886,712.62","1,366,164.52","675,103.11","1,247,839.71","1,656,335.20","1,404,878.65","261,642.84","218,571.26","869,216.94","1,168,503.78"
应付职工薪酬,"5,963,181.49","6,504,514.49","6,897,202.24","3,984,937.30","8,942,998.38","5,389,790.37","4,223,636.57","3,469,306.40","7,187,345.79","5,059,957.20","4,091,493.71","4,013,879.33","9,065,321.85","4,215,905.61","4,647,972.87","4,533,442.39"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"8,028,463.74","6,537,431.65","8,578,585.24","4,635,975.40","5,346,639.45","6,132,148.84","6,171,153.84","5,955,582.90","8,243,943.61","10,598,657.12","7,232,862.93","9,724,925.12","11,001,231.75","12,376,131.25","9,630,296.21","13,908,562.71"
应收利息,,,,,,,,,"253,147.64",,,,"355,920.85",,,
应付利息,,,,"50,000.00","50,000.00",,,,,,,,,,,
应收股利,"3,755,400.00",,,,,,,,,,,,,,,
应付股利,,"60,000,000.00",,,,,"11,812,500.00",,,,,,,,"4,545,000.00","4,545,000.00"
存货,"7,365,495.36","10,450,181.90","12,042,346.93","15,189,025.89","16,189,437.83","20,069,638.85","19,034,739.90","18,442,072.04","18,239,036.77","16,665,403.07","14,487,107.72","14,900,623.94","23,051,172.21","24,930,858.21","28,909,049.83","29,998,202.29"
其他应付款,"6,283,214.55","4,931,834.57","16,571,316.55","15,261,253.96","9,969,863.46","15,976,175.92","8,664,586.69","9,496,554.31","9,711,217.80","10,809,756.34","10,167,974.58","19,137,752.08","26,917,179.50","37,904,088.62","56,498,954.14","76,743,933.91"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"5,596,765.31","191,386.07","685,262.91","676,142.09","111,818.46","152,190.63","94,987.00","180,124,333.51","171,266,355.17","85,184,325.37","200,192,366.94","270,332,822.60","352,141,883.43","300,717,355.20","272,548,777.83","337,704,482.04"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"107,854,921.94","122,704,269.88","122,490,904.63","115,618,424.21","136,499,391.82","418,923,994.17","377,525,280.96","382,350,458.67","416,587,664.89","441,933,757.10","432,416,471.45","406,947,923.26","449,761,847.89","465,509,630.94","437,728,239.04","467,025,383.50"
流动负债合计,"90,123,820.54","129,130,004.90","119,052,108.01","129,175,003.16","125,076,949.01","85,816,596.09","77,148,507.67","63,209,355.79","70,050,958.82","78,901,494.15","70,355,344.68","36,893,941.46","61,534,142.84","60,653,146.86","82,002,570.20","105,609,873.80"
可供出售金融资产,"8,762,600.00",,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,"886,598.67","886,598.67","443,299.34","443,299.34","443,299.34","443,299.34","354,639.47","354,639.47","354,639.47","354,639.47","265,979.60","265,979.60","265,979.60","265,979.60"
长期股权投资,,,,,,,,,,,,,"31,353,284.52","30,403,324.56","29,974,262.85","29,062,580.87"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"9,212,160.71","7,668,116.26","299,180,817.78","284,501,648.19","279,078,972.31","273,775,520.16","269,116,998.97","264,583,261.27","259,922,490.13","254,396,655.18","249,262,009.94","243,135,689.80","238,629,028.01","235,432,600.95","230,155,331.58","228,860,698.70"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"130,617,371.88","210,018,583.80",,,,,,"30,000.00","1,684,806.00","2,468,132.01","4,495,701.13","5,341,056.26","9,027,805.39","7,591,833.92","7,807,031.46","10,599,164.89"
其他非流动负债,"10,500,000.00","11,982,500.00","20,627,319.58","24,927,830.73",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"10,500,000.00","11,982,500.00","21,513,918.25","25,814,429.40","24,941,091.50","24,511,052.93","23,381,014.36","23,050,975.80","29,399,869.99","28,994,587.69","28,589,305.39","28,184,023.09","27,690,080.92","27,284,798.62","26,879,516.32","28,474,234.02"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"100,623,820.54","141,112,504.90","140,566,026.26","154,989,432.56","150,018,040.51","110,327,649.02","100,529,522.03","86,260,331.59","99,450,828.81","107,896,081.84","98,944,650.07","65,077,964.55","89,224,223.76","87,937,945.48","108,882,086.52","134,084,107.82"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","66,750,000.00","66,750,000.00","200,250,000.00","200,250,000.00","200,250,000.00","400,500,000.00","400,500,000.00","400,500,000.00","400,500,000.00","400,500,000.00","400,500,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"4,420,271.16","4,420,271.16","4,420,271.16","4,420,271.16","4,420,271.16","289,807,771.16","289,807,771.16","156,307,771.16","156,307,771.16","156,307,771.16","112,771.16","112,771.16","112,771.16","112,771.16","112,771.16","112,771.16"
无形资产,"21,384,358.96","20,871,865.98","20,359,372.98","19,975,003.23","19,846,879.98","19,807,545.19","19,674,748.87","19,543,163.38","19,413,999.55","19,284,835.72","19,155,671.89","19,026,508.06","18,897,344.23","18,768,180.40","18,639,016.57","18,509,852.74"
盈余公积,"22,982,923.22","29,006,887.34","29,006,887.34","29,006,887.34","29,006,887.34","29,006,887.34","29,006,887.34","29,006,887.34","35,505,356.30","35,505,356.30","35,505,356.30","35,505,356.30","42,428,036.59","42,428,036.59","42,428,036.59","42,428,036.59"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"109,337,743.60","143,514,163.49","218,570,042.96","181,830,430.04","202,143,010.39","216,846,251.06","181,153,479.31","196,096,806.68","207,383,153.30","223,392,708.29","177,111,281.86","216,809,730.07","227,414,870.33","241,361,921.47","190,741,863.98","198,049,245.19"
长期待摊费用,"90,999.95",,,,,,,,,,,,"1,794,871.79","1,794,871.79","3,462,927.07","3,420,518.89"
