科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"2,208,723.26","5,391,855.42","14,311,644.51","3,713,641.14","8,349,429.06","13,694,718.31","19,467,102.90","6,595,372.18","14,197,730.44","17,694,291.58","24,571,996.08","6,410,303.68","15,269,590.95","24,922,671.72","27,279,297.85","17,054,199.83","19,947,904.07","22,974,572.57","15,249,570.73","3,034,908.03","34,289,730.78","21,584,348.78","20,891,557.41","6,134,618.13","38,968,375.22","59,124,824.60","34,127,426.88","12,322,582.56","24,663,939.18","45,411,686.75","64,456,589.85","19,616,573.37","76,477,231.52","100,725,627.63","212,746,346.20","82,510,962.85","206,922,860.22","315,616,477.48","420,112,060.90","158,474,794.84","264,006,967.96","540,293,833.05","999,778,593.18","372,252,909.62","735,538,565.05"
取得借款收到的现金,"822,000.00",,"45,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,"30,000,000.00","30,000,000.00",,,"20,000,000.00","20,000,000.00",,,"50,000,000.00","50,000,000.00",,"5,000,000.00","55,000,000.00","190,000,000.00",,"50,000,000.00","100,000,000.00","130,000,000.00","100,000,000.00","260,000,000.00","410,000,000.00","575,000,000.00","470,000,000.00","557,260,000.00","557,260,000.00","579,500,000.00","50,000,000.00","170,000,000.00","413,900,000.00","895,900,000.00","530,000,000.00","750,000,000.00","2,537,000,000.00","3,189,221,327.31","302,000,000.00","546,883,600.00"
支付的各项税费,"8,456,799.52","18,945,930.61","31,412,169.64","7,527,031.65","19,550,136.86","32,236,743.12","40,619,216.25","8,279,782.58","20,417,647.40","27,234,868.29","34,160,518.42","11,179,116.16","22,428,075.58","31,668,934.86","37,878,900.71","10,724,156.84","20,237,336.56","32,595,732.51","39,025,406.14","18,436,600.94","31,334,341.31","44,368,251.86","62,741,603.41","5,645,587.14","61,268,845.77","73,671,249.46","88,512,684.59","13,583,816.29","54,059,679.96","85,637,434.56","103,277,897.29","16,088,323.56","74,244,886.32","122,827,903.14","126,473,832.12","36,135,200.98","104,979,678.04","150,238,510.60","168,700,632.32","32,765,693.25","66,272,048.99","117,353,696.86","173,400,188.59","58,050,082.55","117,731,115.12"
收到其他与筹资活动有关的现金,"40,000.00",,,"4,600,000.00","4,808,801.36","5,114,652.71",,"1,068,750.96","1,128,071.43","1,163,237.10","189,641.63","16,408.01","45,824.69","66,789.52","81,161.96",,,,,,,,,,,,,,,,"76,700,000.00",,,,"40,000,000.00",,,,"2,393,000.00",,,,"1,114,887,600.00",,
支付其他与经营活动有关的现金,"12,806,935.25","17,263,647.03","37,320,983.77","20,092,573.14","43,175,266.01","72,594,339.39","95,756,681.90","23,634,550.24","49,171,167.69","81,272,030.48","81,363,658.20","24,675,132.39","42,392,125.72","72,956,211.43","91,477,781.80","30,514,983.28","55,770,206.89","88,347,524.29","111,142,653.92","25,616,563.81","39,114,949.42","81,593,347.60","118,571,272.10","50,524,454.56","48,916,196.34","65,756,964.92","144,549,135.25","15,604,241.85","9,639,455.45","72,489,027.00","45,858,090.17","29,560,488.84","42,133,945.00","96,399,495.52","60,648,451.32","31,647,785.07","55,421,074.90","94,812,293.38","107,718,298.19","36,298,616.95","100,987,333.28","110,204,694.62","564,384,251.80","114,148,988.38","275,518,884.44"
筹资活动现金流入小计,"862,000.00",,"45,000,000.00","146,512,000.00","146,720,801.36","147,026,652.71","141,912,000.00","1,068,750.96","1,128,071.43","31,163,237.10","30,189,641.63","16,408.01","45,824.69","20,066,789.52","20,081,161.96",,,"50,000,000.00","50,000,000.00",,"5,000,000.00","55,000,000.00","190,000,000.00","66,447,080.00","116,447,080.00","166,447,080.00","196,447,080.00","100,000,000.00","258,606,220.00","408,606,220.00","650,306,220.00","470,000,000.00","3,199,901,555.00","3,199,901,555.00","3,242,141,555.00","50,000,000.00","170,000,000.00","413,900,000.00","898,293,000.00","530,000,000.00","750,000,000.00","2,537,000,000.00","4,304,108,927.31","302,000,000.00","546,883,600.00"
经营活动现金流出小计,"35,084,392.08","79,095,585.40","179,905,115.06","39,294,363.95","98,694,267.13","180,257,490.46","263,230,300.09","64,738,345.88","133,739,357.61","231,915,855.18","301,609,944.62","67,685,955.16","133,365,425.84","216,841,118.80","283,235,356.39","79,021,069.07","138,908,124.30","208,685,757.07","271,693,975.53","60,890,610.70","134,290,255.94","200,994,003.29","288,848,709.64","88,989,049.96","202,238,429.66","274,199,041.53","395,676,397.93","93,061,255.57","183,660,750.55","352,398,827.27","419,396,915.34","120,596,843.86","373,583,662.49","534,879,728.37","880,068,735.14","271,236,102.67","818,337,503.79","1,605,848,282.43","2,267,185,241.03","473,749,716.37","933,089,429.69","1,889,964,823.11","3,495,828,527.31","930,694,969.80","1,786,854,836.78"
偿还债务支付的现金,"16,209,739.00","25,211,039.00","33,811,039.00","25,000,000.00","45,000,000.00","55,000,000.00","55,000,000.00",,,,,,,"30,000,000.00","30,000,000.00",,,"20,000,000.00","20,000,000.00",,"750,000.00","97,500,000.00","98,250,000.00","750,000.00","11,100,000.00","62,850,000.00","197,600,000.00","5,250,000.00","55,250,000.00","134,750,000.00","281,750,000.00","8,072,334.93","207,350,000.00","1,053,500,000.00","1,073,300,000.00","74,384,630.00","94,407,030.00","206,354,630.00","127,800,000.00","148,000,000.00","138,000,000.00","393,486,611.09","1,033,688,056.22","367,134,546.80","686,104,698.14"
经营活动产生的现金流量净额,"509,867.47","23,506,412.98","31,880,721.79","4,974,993.02","10,756,449.93","9,468,989.58","22,369,356.31","3,280,581.76","16,017,286.66","-3,636,032.09","32,627,526.49","-9,558,677.85","13,257,871.73","16,911,247.13","64,425,815.79","-24,721,743.62","18,199,255.46","35,920,192.53","94,803,993.64","8,973,286.89","17,536,892.80","43,295,189.22","82,705,472.16","64,644,693.24","56,357,447.01","87,323,314.56","158,400,972.07","42,885,505.79","99,957,099.06","128,794,779.30","193,353,694.53","26,551,190.07","48,681,353.16","199,790,139.08","219,021,903.72","45,947,395.53","25,153,789.85","-359,003,681.28","-697,374,078.56","-104,423,847.63","-24,838,868.15","-7,035,633.38","-204,818,621.09","-8,666,208.61","194,395,235.91"
分配股利、利润或偿还利息支付的现金,"497,484.00","736,652.73","1,030,645.00","190,331.25","938,441.25","963,341.25","975,791.25",,,"252,632.73","597,755.99","358,425.00","724,815.00","1,453,918.29","1,923,366.06","283,277.78","2,438,069.62","3,173,566.84","14,863,446.97","829,111.12","3,391,457.94","4,927,021.48","12,592,989.43","3,300,987.56","6,416,432.47","9,804,628.35","13,989,418.07","48,813,884.53","52,250,033.38","58,853,706.31","57,381,933.37","8,564,794.43","33,891,818.01","34,768,983.99","45,145,371.22","3,763,232.50","7,195,624.18","12,018,272.25","17,586,901.13","14,923,444.58","24,735,820.34","59,370,586.69","220,898,182.30","30,767,262.91","139,614,747.69"
收回投资收到的现金,"45,000.00",,,,,,,,,,"1,000,138.96",,,,,,,,,,,,,,,,"320,000.00",,,,,,,,,,,,"400,000,000.00",,"100,000.00","100,000.00",,,
支付其他与筹资活动有关的现金,,,,"2,545,401.39","4,867,716.28","5,307,716.28","7,152,320.00",,,,,,,,,,"300,000.00","300,000.00",,,,,,"16,822.00",,,,,,,"2,900,315.00","2,013,481.60","78,799,860.13","79,335,360.13","303,200,429.26","10,088,662.86","18,691,891.99","45,118,689.14","149,835,961.07","8,046,331.85","68,770,029.88","77,338,620.29","36,545,129.69","7,016,476.59","17,640,739.13"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,647,364.61","4,647,364.61","2,647,364.61",,,,"2,147,490.66",,,,,"1,959,479.16",
筹资活动现金流出小计,"16,707,223.00","25,947,691.73","34,841,684.00","27,735,732.64","50,806,157.53","61,271,057.53","63,128,111.25",,,"252,632.73","597,755.99","358,425.00","724,815.00","31,453,918.29","31,923,366.06","283,277.78","2,738,069.62","23,473,566.84","34,863,446.97","829,111.12","4,141,457.94","102,427,021.48","110,842,989.43","4,067,809.56","17,516,432.47","72,654,628.35","211,589,418.07","54,063,884.53","107,500,033.38","193,603,706.31","342,032,248.37","18,650,610.96","320,041,678.14","1,167,604,344.12","1,421,645,800.48","88,236,525.36","120,294,546.17","263,491,591.39","295,222,862.20","170,969,776.43","231,505,850.22","530,195,818.07","1,291,131,368.21","404,918,286.30","843,360,184.96"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,365.00",,,,,,"10,000.00","11,601.02","11,601.02","25,601.02","685,601.02","15,000.00","19,000.00","19,000.00","19,000.00","3,150.00","3,150.00","3,150.00","53,150.00",,,"8,000.00","128,000.00",,"133,000.00","238,000.00","243,000.00","1,000.00",,"6,405.00","22,405.00",,,,"12,000.00","30,789.64","865,959.46","904,109.46","153,374.94","1,741.00","1,052,481.80","1,053,173.80","1,191,943.92","2,145,500.00","2,106,048.25"
筹资活动产生的现金流量净额,"-15,845,223.00","-25,947,691.73","10,158,316.00","118,776,267.36","95,914,643.83","85,755,595.18","78,783,888.75","1,068,750.96","1,128,071.43","30,910,604.37","29,591,885.64","-342,016.99","-678,990.31","-11,387,128.77","-11,842,204.10","-283,277.78","-2,738,069.62","26,526,433.16","15,136,553.03","-829,111.12","858,542.06","-47,427,021.48","79,157,010.57","62,379,270.44","98,930,647.53","93,792,451.65","-15,142,338.07","45,936,115.47","151,106,186.62","215,002,513.69","308,273,971.63","451,349,389.04","2,879,859,876.86","2,032,297,210.88","1,820,495,754.52","-38,236,525.36","49,705,453.83","150,408,408.61","603,070,137.80","359,030,223.57","518,494,149.78","2,006,804,181.93","3,012,977,559.10","-102,918,286.30","-296,476,584.96"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"160,000.00","320,000.00",,,,,,,"-6,051,538.72","-6,051,538.72","13,948,461.28",,"10,000,000.00","11,212,708.03","13,212,708.03",,,,"3,400,000.00","6,100,000.00","9,100,000.00"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.41,,,"-827,810.39","-526,698.28","-3,737,500.80","-2,278,106.60"
收到其他与投资活动有关的现金,,,,,,,"4,600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00","80,000,000.00","80,000,000.00","165,069,179.42",,"422,500,000.00","422,500,000.00","443,599,179.42",,"1,401,311.63"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"46,365.00",,,,,,"4,610,000.00","11,601.02","11,601.02","25,601.02","1,685,739.98","15,000.00","19,000.00","19,000.00","19,000.00","3,150.00","3,150.00","3,150.00","53,150.00",,,"8,000.00","128,000.00",,"293,000.00","558,000.00","563,000.00","1,000.00",,"6,405.00","22,405.00",,"-1,404,174.11","-1,404,174.11","16,607,825.89","80,030,789.64","90,865,959.46","92,116,817.49","580,582,753.05","1,741.00","423,652,481.80","423,653,173.80","448,191,123.34","10,204,979.16","12,607,359.88"
五、现金及现金等价物净增加额,"-15,855,390.53","-3,780,513.92","27,288,611.17","121,440,073.08","87,722,439.17","62,793,837.24","50,040,815.66","-5,975,305.26","-19,017,668.09","-23,354,274.13","-22,584,220.99","-19,403,084.84","-1,682,384.79","-11,531,659.95","23,781,286.82","-25,750,813.40","14,445,513.84","57,207,347.72","100,535,732.65","-24,857,829.23","-51,704,703.26","-76,373,935.51","88,137,422.12","5,592,105.68","-26,893,618.13","-67,206,704.59","-189,893,232.79","30,571,855.81","107,572,606.15","36,625,626.57","80,991,822.54","392,449,708.69","2,662,922,890.91","1,414,595,238.50","818,514,289.91","26,082,207.38","46,429,051.08","-313,687,950.10","-731,827,490.79","44,698,881.45","-121,971,024.53","227,499,194.86","315,881,355.55","-180,426,354.36","-278,360,164.35"
购建固定资产、无形资产和其他长期资产支付的现金,"566,400.00","1,339,235.17","14,649,792.62","2,311,187.30","18,948,654.59","32,430,747.52","55,722,429.40","10,336,239.00","36,174,627.20","50,654,447.43","85,489,373.10","9,517,390.00","14,280,266.21","17,074,778.31","28,821,324.87","748,942.00","1,018,822.00","5,242,427.97","9,457,964.02","502,005.00","5,100,138.12","7,250,103.25","9,069,959.56","121,431,858.00","126,433,142.96","129,943,040.68","137,259,833.41","6,062,325.24","10,128,229.21","18,151,046.99","25,741,760.14","13,246,819.56","118,016,480.19","239,496,100.21","445,493,228.90","46,231,877.22","103,275,091.06","155,296,946.27","279,637,041.02","144,719,776.49","207,847,913.84","344,116,343.96","573,565,099.16","74,619,337.81","134,952,253.58"
期初现金及现金等价物余额,"33,517,834.78","33,517,834.78","33,517,834.78","60,806,445.95","60,806,445.95","60,806,445.95","60,806,445.95","110,847,261.61","110,847,261.61","110,847,261.61","110,847,261.61","88,263,040.62","88,263,040.62","88,263,040.62","88,263,040.62","112,044,327.44","112,044,327.44","112,044,327.44","112,044,327.44","212,580,060.09","212,793,367.70","212,793,367.70","212,580,060.09","300,717,482.21","300,717,482.21","300,717,482.21","300,717,482.21","110,824,249.42","110,824,249.42","110,824,249.42","110,824,249.42","187,354,013.09","193,416,071.96","193,416,071.96","191,816,071.96","1,015,310,361.87","1,010,330,361.87","1,010,330,361.87","1,010,330,361.87","278,502,871.08","278,502,871.08","278,502,871.08","278,502,871.08","594,384,226.63","594,384,226.63"
投资支付的现金,,,,,,,,,,,"1,000,000.00",,,,,,,,,"32,500,000.00","65,000,000.00","65,000,000.00",,,,,,"30,950,000.00","109,800,648.00","264,415,222.11","950,000.00","79,808,838.10","950,000.00","40,950,000.00","133,866,250.00","7,400,000.00","14,496,061.00","44,496,061.00","320,100,000.00","65,189,459.00","819,030,874.12","1,826,181,148.14","950,000.00","690,000.00","30,186,085.00"
期末现金及现金等价物余额,"17,662,444.25","29,737,320.86","60,806,445.95","182,246,519.03","148,528,885.12","123,600,283.19","110,847,261.61","104,871,956.35","91,829,593.52","87,492,987.48","88,263,040.62","68,859,955.78","86,580,655.83","76,731,380.67","112,044,327.44","86,293,514.04","126,489,841.28","169,251,675.16","212,580,060.09","187,722,230.86","161,088,664.44","136,419,432.19","300,717,482.21","306,309,587.89","273,823,864.08","233,510,777.62","110,824,249.42","141,396,105.23","218,396,855.57","147,449,875.99","191,816,071.96","579,803,721.78","2,856,338,962.87","1,608,011,310.46","1,010,330,361.87","1,041,392,569.25","1,056,759,412.95","696,642,411.77","278,502,871.08","323,201,752.53","156,531,846.55","506,002,065.94","594,384,226.63","413,957,872.27","316,024,062.28"
