科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"1,014,743,064.37","1,365,613,427.90","1,528,824,176.49","2,489,969,679.07","1,971,621,709.58","1,725,476,888.09","1,826,338,988.92","1,380,837,173.66","1,865,524,277.49","1,607,946,181.70","2,232,620,732.87","3,669,897,680.35","2,436,396,000.88","2,473,436,851.74","5,603,578,845.53","4,962,676,859.71","4,030,579,762.87","4,765,921,209.55","4,496,845,439.91","5,175,386,031.06"
短期借款,"3,880,543,696.93","3,196,060,273.29","5,858,437,994.28","5,486,183,266.63","5,638,673,598.38","5,289,505,590.95","5,368,553,244.13","5,191,441,469.65","4,292,459,335.84","4,017,379,087.26","4,225,835,830.50","5,876,997,696.41","5,782,059,877.41","6,854,692,785.67","4,175,540,370.51","4,232,075,568.41","6,569,589,029.98","8,796,030,383.62","9,575,126,542.10","9,450,177,612.79"
交易性金融资产,"9,329,213.96",,,,,"91,959,034.92","354,000.00","72,470,355.52","9,967,109.56",,"1,845,501.43","1,415,235.58",,,,,,,,
交易性金融负债,,"848,968.40",,,,"61,420,444.00","15,636,353.26","40,462,666.00",,,,"4,676,971.19","19,018,814.95","90,972,823.57","23,498,932.08",,,,,
应收票据,,"1,305,317.50",,,,,,,"14,012,746.10","34,487,582.09","43,314,698.72","40,186,482.45","13,558,669.94","26,484,731.87","38,856,135.28","17,336,045.21","58,604,823.62","90,877,402.32","34,034,833.26","7,926,114.05"
应付票据,,,"72,460,138.09",,"140,069,431.95","459,795,043.94","539,350,000.00","274,000,000.00","256,205,741.36","209,840,393.00","256,146,000.00","392,121,000.00","410,756,000.00","386,036,000.00","363,700,000.00","512,300,000.00","474,400,000.00",,"216,650,000.00",
应收账款,"2,064,728,540.04","2,388,351,071.08","2,699,938,977.92","2,716,727,411.39","3,333,944,433.31","3,302,600,357.02","3,256,520,315.93","2,522,909,741.18","2,832,914,867.10","3,899,320,636.49","3,429,342,342.40","3,134,630,031.82","3,420,457,833.14","4,927,244,387.58","5,749,985,392.23","3,598,530,333.87","5,944,751,517.54","6,717,308,734.63","6,179,734,931.59","4,020,345,039.47"
应付账款,"2,055,152,140.33","2,102,779,053.03","3,235,833,459.82","2,972,979,096.47","2,976,843,172.82","2,745,532,147.04","2,604,434,837.62","2,180,337,790.23","2,448,928,150.22","2,981,665,819.94","3,539,804,346.21","3,576,713,363.66","3,925,124,095.53","5,387,134,599.45","5,352,906,541.16","4,442,033,117.03","5,903,304,965.12",,"7,032,227,197.84",
预付款项,"141,206,264.79","381,801,720.29","743,284,088.45","691,909,625.04","687,740,790.39","556,309,907.51","2,962,813.82","5,385,576.19","6,385,665.45","33,701,633.35","11,127,776.58","42,189,152.08","26,177,791.63","29,458,251.03","31,353,425.00","34,872,659.37","35,046,425.48","36,656,224.61","30,522,030.58","30,425,801.69"
预收款项,,"5,588,236.81","3,152,235.95","6,842,921.89","6,340,860.05","6,374,011.74","4,150,907.26","2,625,645.01","13,755,965.53","12,838,728.02","2,536,283.33","2,475,957.70","3,114,329.79","2,456,677.24","1,769,659.60","3,839,480.54","3,951,975.55","36,147,584.32","23,627,309.29","4,498,851.18"
其他应收款,"42,606,606.71","51,167,797.67","160,003,604.99","27,605,395.59","198,455,028.49","49,396,789.15","36,617,089.96","50,117,168.87","54,387,542.48","52,674,087.70","36,150,687.26","50,962,828.90","54,347,331.80","61,929,283.81","66,889,197.08","69,485,560.53","75,563,644.32","366,537,884.20","51,121,585.24","58,438,172.91"
应付职工薪酬,"211,923,750.20","270,377,596.95","456,061,969.16","459,102,698.06","475,784,843.33","460,410,691.17","411,483,244.56","472,635,948.31","488,990,451.51","548,488,549.40","571,383,287.86","610,590,594.13","597,193,548.01","684,493,145.64","742,670,063.18","686,587,351.24","727,617,767.07","802,842,249.72","726,814,355.36","713,070,680.37"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
