科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"896,299,207.17","913,610,114.23","949,276,757.17","427,906,349.89","652,471,691.59","965,755,892.67","204,394,562.49","447,028,447.51","658,569,640.25","999,597,698.02","212,327,536.44","481,856,728.50","760,086,190.64","1,211,144,048.82","218,140,408.49","558,377,977.33","879,521,055.87","1,683,759,565.26","384,024,666.17","1,057,623,962.96","1,621,355,164.23","2,953,828,036.22","516,498,052.86","1,321,171,910.60","2,040,900,581.31","3,806,579,105.61","600,483,819.70","1,596,276,603.30","2,394,608,025.82","4,118,734,127.45","744,267,929.34","1,666,494,336.95","2,257,017,963.77","3,352,070,732.40","762,493,576.38","1,826,873,741.71"
二、营业利润,"242,664,364.27","203,760,459.09","194,527,610.51","91,290,138.86","126,123,263.58","216,825,224.87","9,260,883.35","78,114,538.83","110,806,708.35","215,029,040.77","6,599,916.48","90,567,258.64","125,427,052.58","228,304,523.45","1,278,557.87","79,957,098.40","127,481,645.48","324,593,246.22","-1,350,524.68","122,645,868.70","170,327,421.92","479,003,985.30","7,569,059.58","162,470,961.50","223,147,485.66","631,539,793.05","25,943,568.23","216,606,112.84","271,453,215.10","500,391,384.56","2,256,956.86","188,631,707.84","216,129,748.46","361,576,688.07","24,018,878.31","211,067,605.33"
减:营业成本,"396,399,911.78","447,686,304.82","475,758,904.13","200,825,710.05","321,997,239.48","486,623,439.70","121,398,870.17","236,777,396.63","331,389,426.61","501,262,177.12","106,288,301.37","223,907,821.40","358,440,871.71","575,349,063.40","101,420,601.38","236,956,646.77","386,934,452.75","788,367,344.95","215,995,665.81","576,481,998.90","896,471,294.76","1,643,140,812.90","278,954,034.77","698,014,652.90","1,115,625,577.26","2,152,609,201.73","337,081,276.62","882,592,449.22","1,367,742,236.84","2,459,425,341.98","452,376,216.46","980,343,001.10","1,359,466,810.91","2,011,268,662.99","493,918,654.01","1,173,245,936.76"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,294,921.58","1,313,307.36","2,003,286.87","1,050,080.99","1,182,418.02","3,671,471.99","433,085.53","1,087,876.22","1,789,903.30","3,188,499.23","948,709.89","1,565,655.38","2,306,844.64","3,638,504.32","855,853.25","1,614,325.95","2,762,531.07","8,298,888.47","2,889,148.14","5,633,226.37","10,016,772.69","22,056,775.89","3,594,358.15","9,560,261.58","14,207,083.19","30,283,382.04","2,872,095.50","6,484,513.32","8,990,576.78","27,882,479.70","3,028,032.50","8,311,968.66","13,908,924.43","32,416,765.71","3,818,445.31","8,184,182.16"
营业外收入,"28,223,909.96","38,874,422.77","42,983,593.40","21,818,650.69","24,684,127.91","45,886,634.41","6,307,817.72","18,762,748.47","22,684,309.80","57,073,351.95","6,341,340.58","12,914,725.81","22,680,917.02","60,030,125.49","12,371,704.04","30,990,917.65","40,360,392.32","60,365,828.87","30,445,919.53","50,361,952.17","65,409,373.82","99,861,947.29","24,793,564.75","44,752,846.07","67,463,533.97","99,750,240.76","21,890,874.57","45,445,846.16","74,331,739.54","171,710,970.87","38,074,480.65","515,807.48","14,345,054.14","12,153,508.64","778,287.88","2,253,421.76"
销售费用,"55,732,071.95","60,759,817.88","61,017,928.48","27,824,935.46","38,748,655.25","59,639,974.51","15,068,894.38","30,765,909.29","44,427,863.78","78,723,767.87","28,439,260.32","52,782,171.58","74,339,873.00","108,028,488.83","28,345,433.20","57,906,394.16","82,065,019.94","129,414,763.22","39,706,012.20","76,529,751.85","112,449,864.38","177,339,661.11","45,514,539.89","86,705,842.22","129,067,527.33","199,820,542.53","49,220,919.00","102,850,068.13","157,701,107.56","237,688,751.29","57,312,632.05","100,859,975.07","154,440,253.98","218,648,876.40","49,737,594.94","94,682,238.29"
减:营业外支出,"372,370.71","745,717.23","272,246.25","120,733.27","130,245.24","227,090.79",200.00,"31,638.80","209,141.69","475,889.51","33,170.90","45,974.42","285,465.54","890,000.85",4.90,"23,208.23","2,268,425.44","633,458.95","11,280.30","811,582.12","1,740,976.12","3,168,171.12","33,030.02","322,038.19","446,069.71","3,109,674.54","551,265.19","646,814.27","872,324.73","2,829,320.05","1,129,465.09","3,292,882.76","4,509,709.95","4,569,258.90","122,564.57","497,173.46"
管理费用,"193,208,979.99","188,492,134.60","210,568,310.58","109,882,797.86","162,991,973.31","244,471,469.85","58,582,467.04","119,602,871.13","198,561,301.78","295,331,862.29","80,111,530.61","162,968,359.04","257,473,433.76","363,621,649.93","96,502,866.81","197,789,508.19","305,269,214.43","477,672,109.27","132,564,144.47","276,766,522.41","425,211,909.82","609,487,214.80","163,578,625.55","344,753,018.22","529,164,982.07","784,675,500.29","179,647,309.76","372,245,931.00","564,866,364.79","858,867,512.34","216,101,504.19","454,912,000.83","656,322,131.51","992,088,427.41","223,606,766.57","437,965,620.16"
其中:非流动资产处置净损失,"49,497.35","109,987.05","261,903.65","117,522.64","119,214.61","214,186.84",,40.00,"23,614.39","-4,179,594.94",,"31,985.00","-32,900.16","128,133.07",,"9,785.75","2,200,261.05","260,726.86",-573.63,"782,337.09","927,461.72","1,309,387.75","14,443.13","63,689.62","74,759.47","694,365.42","97,473.80","155,278.55","223,745.20","666,087.97","58,173.77","759,108.28","1,981,571.29",,,
