科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"242,505,471.50","105,149,913.06","1,136,632,257.39","433,379,509.45","2,601,708,794.28","1,699,719,575.28","1,296,748,552.25","1,128,798,261.36","1,574,497,018.06","1,300,739,681.70","1,101,338,352.00","776,106,468.58","1,346,956,037.48","581,392,437.17","609,168,475.69","229,709,548.26","965,623,557.13","815,056,959.62","576,293,246.62","871,315,127.97","1,094,245,880.01","1,645,078,701.11","2,121,630,709.14","1,835,478,040.56","3,252,820,627.40","1,969,279,420.90","2,224,531,378.82","2,500,514,581.97","3,244,907,581.23","1,779,255,690.74","2,622,198,734.22","5,371,303,692.33","4,678,175,829.30","4,205,039,848.62"
短期借款,"300,000,000.00","240,000,000.00","40,000,000.00",,,"5,000,000.00","420,000,000.00","570,000,000.00","375,000,000.00","370,000,000.00","180,000,000.00","131,000,000.00","50,000,000.00",,,,,,"90,000,000.00","60,000,000.00",,"260,000,000.00","652,050,000.00","652,050,000.00","652,050,000.00","297,650,000.00","536,050,000.00","536,050,000.00","491,052,982.21","884,843,252.19","1,293,302,744.24","1,109,765,431.01","1,315,973,690.94","1,134,937,954.94"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,150,000.00",,,,"29,461,707.58","500,000.00","14,514,086.04","1,785,000.00","1,827,000.00","3,920,000.00","8,009,500.00","10,484,056.00","13,005,623.42","35,658,835.17","57,948,140.00","29,584,174.80","52,755,019.20","44,265,903.10","112,664,328.40","47,758,170.00","92,532,718.00","35,571,037.00","126,118,446.00","35,107,687.00","23,490,445.00","197,139,644.20","220,389,830.00","10,423,900.00","12,400,310.00","115,837,100.00","119,204,400.00","324,497,305.11","65,634,275.64","7,979,727.00"
应付票据,"391,000,000.00","88,740,880.80","1,127,498,040.20","588,712,890.00","1,003,315,652.00","774,949,362.00","254,711,300.00","372,235,810.00","343,374,423.70","302,415,130.04","478,143,832.84","573,881,331.07","626,416,164.11","962,562,711.47","716,159,368.97","162,007,544.50","323,646,194.50","455,901,861.00","478,478,881.00","373,708,762.50","276,239,185.00","396,239,092.50","623,568,297.00","1,158,081,649.21","1,055,006,974.81","764,839,400.00","756,177,770.87","1,422,138,868.47","1,445,888,696.92","866,760,570.43","2,258,657,122.12","2,759,499,613.86","2,741,951,518.62","2,634,758,015.72"
应收账款,,,,,,,,,,"4,742,987.69",,,,,,,,"4,077,530.46",,,,"17,246,043.16","42,839,116.11","118,532,287.54","628,312,267.68","345,434,413.91","351,766,219.65","279,091,132.55","230,117,843.87","240,281,127.60","1,123,512,938.07","864,541,183.83","415,177,642.95","262,673,306.93"
应付账款,"46,406,935.53","52,710,616.84","50,323,756.86","46,169,338.04","78,551,369.15","74,003,100.23","144,922,644.26","313,199,004.94","249,244,156.02","208,424,207.98","305,918,866.95","368,448,479.50","197,749,588.13","212,390,368.42","273,947,531.72","599,570,079.71","824,464,479.69","726,334,879.31","554,575,198.20","728,900,643.56","761,803,788.20","552,424,225.53","646,631,539.56","608,736,879.09","850,641,876.51","590,429,015.21","498,679,428.37","1,072,215,153.68","1,028,304,241.19","895,526,142.03","865,766,985.56","1,548,070,141.87","1,234,591,115.38","870,725,895.44"
预付款项,"353,772,374.13","142,147,807.12","306,684,220.23","246,876,748.70","438,724,195.52","691,541,603.92","851,654,060.08","1,026,746,684.82","1,085,142,674.74","1,260,744,531.20","1,458,275,073.71","1,294,180,500.72","1,377,418,176.50","988,612,560.74","1,017,795,658.17","726,087,453.73","1,185,328,707.82","1,294,305,230.90","1,177,652,352.47","1,383,010,502.90","1,744,891,726.47","2,382,010,851.75","2,588,633,768.70","2,306,378,850.61","1,118,830,694.26","1,410,474,583.61","1,895,100,609.49","3,271,449,771.25","3,433,110,258.70","2,203,081,360.29","2,225,308,733.95","2,739,111,986.84","4,055,115,732.24","2,888,188,416.76"
预收款项,"165,331,482.62","347,356,248.16","645,861,106.47","190,730,926.47","601,033,660.78","723,403,722.37","683,376,205.87","406,756,088.33","670,880,095.47","795,996,431.78","978,970,437.88","618,955,279.77","957,014,477.12","820,260,475.03","824,667,746.51","527,855,729.06","589,197,545.15","1,283,129,044.23","710,659,059.16","334,291,161.57","769,280,162.09","1,126,924,277.51","1,361,400,942.52","799,689,032.02","368,123,774.06","1,042,134,397.59","1,166,916,163.17","1,872,959,670.22","1,434,714,974.36","819,492,578.11","928,063,702.66","1,488,276,784.35","1,340,101,059.56","1,000,396,907.34"
